basis,name,position,base_value,mult_flat,mult_curve,value_flat,value_curve,divergence,rank_flat,rank_curve,rank_shift
ktc,Jack Endries,TE,972,0.936,1.234,910,1199,+31.8%,417,359,58
ktc,LaJohntay Wester,WR,592,0.853,0.923,505,547,+8.2%,455,447,8
ktc,AJ Dillon,RB,556,1.296,0.592,721,329,-54.3%,442,462,-20
ktc,Dylan Laube,RB,546,1.296,0.588,708,321,-54.6%,443,463,-20
ktc,Kyle McCord,QB,542,0.967,1.375,524,745,+42.2%,454,422,32
ktc,Tyler Johnson,WR,540,0.853,0.926,461,500,+8.5%,457,450,7
ktc,Mecole Hardman,WR,493,0.853,0.928,421,458,+8.8%,460,453,7
ktc,Tyrod Taylor,QB,490,0.967,1.399,474,686,+44.7%,456,432,24
ktc,Tyler Conklin,TE,831,0.936,1.261,778,1048,+34.7%,435,386,49
ktc,Thomas Fidone,TE,832,0.936,1.261,779,1049,+34.7%,434,385,49
ktc,Zay Jones,WR,485,0.853,0.929,414,450,+8.9%,461,454,7
ktc,Adam Trautman,TE,825,0.936,1.262,772,1042,+34.9%,437,387,50
ktc,Nathan Carter,RB,478,1.296,0.562,619,269,-56.6%,448,464,-16
ktc,Tylan Wallace,WR,477,0.853,0.929,407,443,+8.9%,462,455,7
ktc,Josh Reynolds,WR,476,0.853,0.929,406,442,+8.9%,463,456,7
ktc,Noah Brown,WR,475,0.853,0.929,405,441,+9.0%,464,457,7
ktc,Luke Altmyer,QB,475,0.967,1.407,459,668,+45.5%,458,434,24
ktc,Mason Rudolph,QB,474,0.967,1.408,458,667,+45.6%,459,435,24
comp,Bijan Robinson,RB,9669,1.367,1.455,13218,14064,+6.4%,2,2,0
comp,Ja'Marr Chase,WR,9962,0.869,0.741,8657,7379,-14.8%,9,20,-11
comp,Jahmyr Gibbs,RB,9999,1.367,1.46,13669,14603,+6.8%,1,1,0
comp,Josh Allen,QB,9987,0.936,1.014,9348,10131,+8.4%,6,5,1
comp,Jaxon Smith-Njigba,WR,8913,0.869,0.76,7745,6777,-12.5%,17,27,-10
comp,Drake Maye,QB,8223,0.936,0.981,7697,8066,+4.8%,18,13,5
comp,Brock Bowers,TE,8991,0.899,0.918,8083,8251,+2.1%,13,12,1
comp,Puka Nacua,WR,9462,0.869,0.75,8222,7094,-13.7%,12,25,-13
comp,Trey McBride,TE,8362,0.899,0.922,7517,7706,+2.5%,20,17,3
comp,Amon-Ra St. Brown,WR,8003,0.869,0.78,6955,6241,-10.3%,27,33,-6
comp,Caleb Williams,QB,7484,0.936,0.965,7005,7222,+3.1%,26,22,4
comp,Lamar Jackson,QB,9129,0.936,0.999,8545,9118,+6.7%,10,8,2
comp,Ashton Jeanty,RB,7329,1.367,1.407,10019,10309,+2.9%,4,4,0
comp,Justin Jefferson,WR,7381,0.869,0.795,6414,5867,-8.5%,33,40,-7
comp,Jayden Daniels,QB,7984,0.936,0.976,7473,7792,+4.3%,22,16,6
comp,Jeremiyah Love,RB,5427,1.367,1.356,7419,7361,-0.8%,23,21,2
comp,Joe Burrow,QB,8538,0.936,0.987,7992,8429,+5.5%,14,10,4
comp,Malik Nabers,WR,5776,0.869,0.842,5019,4863,-3.1%,61,62,-1
comp,CeeDee Lamb,WR,7869,0.869,0.783,6838,6161,-9.9%,30,35,-5
comp,Justin Herbert,QB,6503,0.936,0.942,6087,6125,+0.6%,39,36,3
comp,Omarion Hampton,RB,6104,1.367,1.376,8344,8398,+0.6%,11,11,0
comp,Colston Loveland,TE,6913,0.899,0.932,6215,6443,+3.7%,38,31,7
comp,Drake London,WR,7283,0.869,0.797,6329,5807,-8.2%,36,42,-6
comp,De'Von Achane,RB,5824,1.367,1.368,7961,7967,+0.1%,15,14,1
comp,Tyler Warren,TE,6524,0.899,0.935,5865,6101,+4.0%,43,37,6
comp,Tetairoa McMillan,WR,5375,0.869,0.856,4671,4603,-1.5%,71,71,0
comp,Patrick Mahomes,QB,5768,0.936,0.923,5399,5321,-1.4%,52,50,2
comp,Emeka Egbuka,WR,5120,0.869,0.866,4449,4435,-0.3%,79,77,2
comp,Jaxson Dart,QB,6193,0.936,0.934,5797,5784,-0.2%,45,43,2
comp,Trevor Lawrence,QB,6476,0.936,0.941,6062,6095,+0.6%,41,38,3
comp,Jalen Hurts,QB,7391,0.936,0.963,6918,7117,+2.9%,28,24,4
comp,Jonathan Taylor,RB,7806,1.367,1.417,10671,11064,+3.7%,3,3,0
comp,James Cook,RB,6640,1.367,1.39,9077,9229,+1.7%,7,7,0
comp,George Pickens,WR,6578,0.869,0.817,5716,5372,-6.0%,49,49,0
comp,Bo Nix,QB,5399,0.936,0.912,5053,4924,-2.6%,58,58,0
comp,Carnell Tate,WR,4470,0.869,0.894,3884,3997,+2.9%,97,92,5
comp,Brock Purdy,QB,5627,0.936,0.919,5267,5169,-1.9%,54,54,0
comp,Kenneth Walker III,RB,5741,1.367,1.366,7848,7840,-0.1%,16,15,1
comp,Ladd McConkey,WR,5615,0.869,0.848,4879,4759,-2.5%,65,66,-1
comp,Tucker Kraft,TE,5563,0.899,0.944,5001,5252,+5.0%,62,52,10
comp,Chris Olave,WR,5814,0.869,0.841,5052,4888,-3.3%,59,60,-1
comp,Nico Collins,WR,6658,0.869,0.814,5786,5422,-6.3%,46,48,-2
comp,Quinshon Judkins,RB,3778,1.367,1.298,5165,4905,-5.0%,55,59,-4
comp,Garrett Wilson,WR,5462,0.869,0.853,4746,4660,-1.8%,69,68,1
comp,Luther Burden,WR,5294,0.869,0.859,4600,4550,-1.1%,74,73,1
comp,DeVonta Smith,WR,6275,0.869,0.826,5453,5181,-5.0%,51,53,-2
comp,Jordan Love,QB,4943,0.936,0.898,4627,4440,-4.0%,72,76,-4
comp,Fernando Mendoza,QB,3273,0.936,0.836,3064,2737,-10.6%,127,142,-15
comp,Harold Fannin,TE,5303,0.899,0.947,4767,5020,+5.3%,68,56,12
comp,TreVeyon Henderson,RB,4319,1.367,1.319,5904,5699,-3.5%,42,44,-2
comp,Chase Brown,RB,5609,1.367,1.362,7668,7638,-0.4%,19,18,1
comp,Jordyn Tyson,WR,4206,0.869,0.907,3655,3815,+4.4%,102,96,6
comp,Christian McCaffrey,RB,7112,1.367,1.401,9722,9967,+2.5%,5,6,-1
comp,Breece Hall,RB,5308,1.367,1.353,7256,7180,-1.0%,24,23,1
comp,Rome Odunze,WR,4808,0.869,0.879,4178,4226,+1.2%,90,86,4
comp,Cam Ward,QB,3884,0.936,0.862,3635,3346,-8.0%,104,117,-13
comp,Sam LaPorta,TE,4936,0.899,0.951,4437,4693,+5.8%,80,67,13
comp,Saquon Barkley,RB,6408,1.367,1.384,8760,8868,+1.2%,8,9,-1
comp,A.J. Brown,WR,6989,0.869,0.805,6073,5627,-7.4%,40,45,-5
comp,Makai Lemon,WR,4044,0.869,0.916,3514,3702,+5.4%,108,101,7
comp,Zay Flowers,WR,5789,0.869,0.842,5031,4872,-3.2%,60,61,-1
comp,Kyle Pitts,TE,5085,0.899,0.949,4571,4826,+5.6%,75,63,12
comp,Kyren Williams,RB,5011,1.367,1.343,6850,6732,-1.7%,29,28,1
comp,Rashee Rice,WR,6142,0.869,0.83,5337,5097,-4.5%,53,55,-2
comp,Tee Higgins,WR,5705,0.869,0.844,4958,4817,-2.8%,63,64,-1
comp,Jaylen Waddle,WR,5181,0.869,0.864,4502,4475,-0.6%,77,74,3
comp,Dak Prescott,QB,6797,0.936,0.949,6362,6451,+1.4%,35,30,5
comp,Brian Thomas Jr.,WR,4227,0.869,0.906,3673,3830,+4.3%,100,95,5
comp,Jadarian Price,RB,3716,1.367,1.296,5080,4815,-5.2%,57,65,-8
comp,Tyler Shough,QB,4711,0.936,0.891,4409,4196,-4.8%,82,88,-6
comp,Marvin Harrison Jr.,WR,4120,0.869,0.912,3580,3756,+4.9%,105,99,6
comp,Jameson Williams,WR,5061,0.869,0.869,4398,4396,-0.1%,84,80,4
comp,Cam Skattebo,RB,4667,1.367,1.332,6380,6216,-2.6%,34,34,0
comp,Bucky Irving,RB,4213,1.367,1.315,5759,5542,-3.8%,47,46,1
comp,Jared Goff,QB,5469,0.936,0.914,5119,4999,-2.3%,56,57,-1
comp,Baker Mayfield,QB,4792,0.936,0.893,4485,4281,-4.6%,78,83,-5
comp,C.J. Stroud,QB,4151,0.936,0.871,3885,3618,-6.9%,96,105,-9
comp,Javonte Williams,RB,4885,1.367,1.339,6678,6542,-2.0%,31,29,2
comp,Kenyon Sadiq,TE,2916,0.899,0.981,2621,2860,+9.1%,142,136,6
comp,Travis Etienne,RB,5166,1.367,1.348,7062,6965,-1.4%,25,26,-1
comp,Sam Darnold,QB,4313,0.936,0.877,4037,3784,-6.3%,93,97,-4
comp,KC Concepcion,WR,2793,0.869,0.999,2427,2789,+14.9%,149,138,11
comp,Bhayshul Tuten,RB,4042,1.367,1.309,5525,5290,-4.3%,50,51,-1
comp,Derrick Henry,RB,5494,1.367,1.358,7510,7463,-0.6%,21,19,2
comp,Josh Jacobs,RB,4771,1.367,1.335,6522,6371,-2.3%,32,32,0
comp,Oronde Gadsden,TE,3200,0.899,0.975,2877,3121,+8.5%,132,128,4
comp,Bryce Young,QB,3732,0.936,0.856,3493,3193,-8.6%,110,125,-15
comp,Kyler Murray,QB,5123,0.936,0.904,4795,4630,-3.4%,67,70,-3
comp,Daniel Jones,QB,3909,0.936,0.862,3659,3371,-7.9%,101,116,-15
comp,Christian Watson,WR,4774,0.869,0.881,4149,4204,+1.3%,91,87,4
comp,Jordan Addison,WR,3539,0.869,0.945,3075,3343,+8.7%,126,118,8
comp,Alec Pierce,WR,3645,0.869,0.938,3168,3420,+8.0%,122,114,8
comp,Matthew Stafford,QB,6264,0.936,0.936,5863,5862,-0.0%,44,41,3
comp,Isaiah Likely,TE,3795,0.899,0.966,3412,3664,+7.4%,111,103,8
comp,George Kittle,TE,4327,0.899,0.958,3890,4146,+6.6%,95,89,6
comp,Eli Stowers,TE,1868,0.899,1.007,1679,1881,+12.0%,181,174,7
comp,Parker Washington,WR,3863,0.869,0.925,3357,3575,+6.5%,115,107,8
comp,Malik Willis,QB,4629,0.936,0.888,4333,4111,-5.1%,87,90,-3
comp,Michael Wilson,WR,3345,0.869,0.957,2907,3202,+10.2%,131,124,7
comp,D'Andre Swift,RB,4202,1.367,1.315,5744,5526,-3.8%,48,47,1
comp,Jake Ferguson,TE,3772,0.899,0.966,3391,3643,+7.4%,113,104,9
comp,Dalton Kincaid,TE,3908,0.899,0.964,3513,3767,+7.2%,109,98,11
comp,Jonathon Brooks,RB,2666,1.367,1.245,3644,3318,-9.0%,103,119,-16
comp,D.J. Moore,WR,4824,0.869,0.878,4192,4237,+1.1%,88,85,3
comp,Josh Downs,WR,3377,0.869,0.955,2935,3226,+9.9%,129,122,7
comp,Terry McLaurin,WR,5062,0.869,0.868,4399,4396,-0.1%,83,79,4
comp,Matthew Golden,WR,2865,0.869,0.993,2490,2844,+14.2%,147,137,10
comp,Kyle Monangai,RB,3058,1.367,1.265,4180,3870,-7.4%,89,94,-5
comp,Omar Cooper Jr.,WR,1980,0.869,1.083,1721,2144,+24.6%,178,164,14
comp,Brenton Strange,TE,2969,0.899,0.98,2669,2909,+9.0%,140,135,5
comp,Quentin Johnston,WR,3726,0.869,0.933,3238,3478,+7.4%,119,111,8
comp,DK Metcalf,WR,3877,0.869,0.925,3369,3585,+6.4%,114,106,8
comp,Blake Corum,RB,2919,1.367,1.258,3990,3673,-7.9%,94,102,-8
comp,David Montgomery,RB,4554,1.367,1.328,6225,6047,-2.9%,37,39,-2
comp,Ty Simpson,QB,373,0.936,0.574,349,214,-38.6%,354,444,-90
comp,Wan'Dale Robinson,WR,2493,0.869,1.026,2166,2557,+18.0%,159,146,13
comp,Davante Adams,WR,4995,0.869,0.871,4341,4352,+0.3%,86,81,5
comp,RJ Harvey,RB,3341,1.367,1.279,4567,4273,-6.4%,76,84,-8
comp,Denzel Boston,WR,1530,0.869,1.15,1330,1760,+32.4%,200,184,16
comp,Jayden Higgins,WR,2666,0.869,1.01,2317,2692,+16.2%,155,143,12
comp,Zach Charbonnet,RB,1498,1.367,1.161,2048,1739,-15.1%,166,185,-19
comp,Travis Hunter,WR,1482,0.869,1.159,1288,1718,+33.4%,204,187,17
comp,Michael Pittman,WR,3244,0.869,0.964,2819,3128,+11.0%,136,127,9
comp,Jayden Reed,WR,3661,0.869,0.937,3181,3431,+7.8%,121,113,8
comp,Mike Evans,WR,5095,0.869,0.867,4428,4418,-0.2%,81,78,3
comp,Xavier Worthy,WR,3372,0.869,0.955,2930,3222,+10.0%,130,123,7
comp,Jaylen Warren,RB,3549,1.367,1.288,4851,4573,-5.7%,66,72,-6
comp,AJ Barner,TE,2396,0.899,0.992,2154,2377,+10.4%,161,153,8
comp,Chigoziem Okonkwo,TE,3318,0.899,0.973,2983,3229,+8.3%,128,121,7
comp,Jalen Coker,WR,2386,0.869,1.036,2073,2473,+19.3%,165,150,15
comp,Mark Andrews,TE,3544,0.899,0.969,3186,3436,+7.8%,120,112,8
comp,Chuba Hubbard,RB,3590,1.367,1.29,4908,4632,-5.6%,64,69,-5
comp,Terrance Ferguson,TE,1815,0.899,1.009,1632,1830,+12.2%,184,177,7
comp,De'Zhaun Stribling,WR,1285,0.869,1.199,1117,1540,+37.9%,213,193,20
comp,Jonah Coleman,RB,1844,1.367,1.19,2521,2195,-12.9%,145,160,-15
comp,Rico Dowdle,RB,3217,1.367,1.273,4398,4096,-6.9%,85,91,-6
comp,Courtland Sutton,WR,3794,0.869,0.929,3297,3526,+6.9%,116,108,8
comp,T.J. Hockenson,TE,2688,0.899,0.985,2417,2649,+9.6%,150,144,6
comp,Gunnar Helm,TE,2417,0.899,0.992,2173,2397,+10.3%,158,152,6
comp,Dallas Goedert,TE,3631,0.899,0.968,3264,3515,+7.7%,117,109,8
comp,Travis Kelce,TE,4121,0.899,0.961,3705,3960,+6.9%,99,93,6
comp,Rhamondre Stevenson,RB,3461,1.367,1.285,4731,4446,-6.0%,70,75,-5
comp,Jalen McMillan,WR,2108,0.869,1.067,1832,2249,+22.8%,175,158,17
comp,Antonio Williams,WR,1381,0.869,1.179,1200,1628,+35.6%,210,189,21
comp,Jacory Croskey-Merritt,RB,2374,1.367,1.227,3245,2913,-10.2%,118,134,-16
comp,Ricky Pearsall,WR,3228,0.869,0.965,2805,3116,+11.1%,137,129,8
comp,Romeo Doubs,WR,3018,0.869,0.981,2623,2960,+12.9%,141,133,8
comp,J.K. Dobbins,RB,2790,1.367,1.251,3814,3492,-8.5%,98,110,-12
comp,Jakobi Meyers,WR,3141,0.869,0.972,2730,3052,+11.8%,138,132,6
comp,Chris Bell,WR,612,0.869,1.427,532,873,+64.2%,286,246,40
comp,Kenneth Gainwell,RB,2971,1.367,1.261,4061,3746,-7.8%,92,100,-8
comp,Chris Godwin,WR,3587,0.869,0.942,3117,3378,+8.4%,123,115,8
comp,Germie Bernard,WR,1045,0.869,1.258,908,1315,+44.8%,235,206,29
comp,Elijah Arroyo,TE,960,0.899,1.047,863,1005,+16.5%,241,234,7
comp,Nicholas Singleton,RB,1089,1.367,1.117,1489,1216,-18.3%,190,213,-23
comp,Khalil Shakir,WR,2482,0.869,1.027,2157,2549,+18.2%,160,147,13
comp,Michael Penix Jr.,QB,2299,0.936,0.787,2152,1809,-15.9%,162,179,-17
comp,Tony Pollard,RB,3379,1.367,1.281,4619,4328,-6.3%,73,82,-9
comp,Rashid Shaheed,WR,2208,0.869,1.055,1919,2330,+21.5%,171,155,16
comp,Rachaad White,RB,2615,1.367,1.242,3575,3247,-9.2%,106,120,-14
comp,Hunter Henry,TE,2789,0.899,0.983,2507,2742,+9.4%,146,141,5
comp,Isaac TeSlaa,WR,1369,0.869,1.181,1190,1617,+35.9%,211,190,21
comp,Juwan Johnson,TE,3156,0.899,0.976,2837,3081,+8.6%,134,131,3
comp,Woody Marks,RB,1910,1.367,1.195,2611,2283,-12.6%,143,156,-13
comp,Mason Taylor,TE,1346,0.899,1.026,1210,1382,+14.2%,208,203,5
comp,Greg Dulcich,TE,2200,0.899,0.997,1978,2194,+10.9%,170,161,9
comp,Dylan Sampson,RB,1522,1.367,1.163,2081,1770,-14.9%,164,181,-17
comp,Zachariah Branch,WR,1208,0.869,1.216,1050,1469,+39.9%,221,197,24
comp,Jordan Mason,RB,2272,1.367,1.221,3106,2774,-10.7%,124,139,-15
comp,Tyler Allgeier,RB,1717,1.367,1.18,2347,2026,-13.7%,154,171,-17
comp,Max Klare,TE,623,0.899,1.074,560,669,+19.5%,277,277,0
comp,Cade Otton,TE,2221,0.899,0.997,1997,2213,+10.9%,169,159,10
comp,Tua Tagovailoa,QB,2579,0.936,0.803,2414,2070,-14.3%,151,168,-17
comp,Pat Freiermuth,TE,2035,0.899,1.002,1829,2039,+11.4%,176,169,7
comp,Jaylin Noel,WR,742,0.869,1.364,645,1012,+56.9%,265,232,33
comp,Tre Harris,WR,1657,0.869,1.129,1440,1871,+29.9%,194,175,19
comp,Mac Jones,QB,563,0.936,0.617,527,347,-34.1%,288,400,-112
comp,Shedeur Sanders,QB,2360,0.936,0.79,2209,1865,-15.6%,157,176,-19
comp,Adonai Mitchell,WR,1224,0.869,1.212,1064,1484,+39.5%,219,195,24
comp,Elijah Sarratt,WR,738,0.869,1.365,641,1008,+57.1%,268,233,35
comp,Tyrone Tracy,RB,2085,1.367,1.208,2850,2519,-11.6%,133,148,-15
comp,Chris Rodriguez,RB,2259,1.367,1.22,3088,2756,-10.8%,125,140,-15
comp,Jacoby Brissett,QB,2864,0.936,0.817,2681,2341,-12.7%,139,154,-15
comp,J.J. McCarthy,QB,1388,0.936,0.721,1299,1001,-23.0%,203,235,-32
comp,Eli Raridon,TE,1070,0.899,1.04,962,1113,+15.7%,230,224,6
comp,David Njoku,TE,2134,0.899,0.999,1918,2132,+11.1%,172,165,7
comp,Tank Dell,WR,1064,0.869,1.253,925,1333,+44.2%,232,204,28
comp,Malachi Fields,WR,574,0.869,1.449,499,831,+66.7%,295,254,41
comp,Tank Bigsby,RB,1388,1.367,1.15,1897,1596,-15.9%,173,191,-18
comp,Ted Hurst,WR,1148,0.869,1.231,998,1413,+41.6%,227,200,27
comp,Jalen Nailor,WR,1991,0.869,1.081,1730,2153,+24.4%,177,162,15
comp,Tory Horton,WR,618,0.869,1.424,537,880,+63.8%,284,244,40
comp,Keaton Mitchell,RB,2065,1.367,1.207,2823,2492,-11.7%,135,149,-14
comp,Kayshon Boutte,WR,756,0.869,1.358,657,1026,+56.2%,262,230,32
comp,Tyjae Spears,RB,1655,1.367,1.175,2262,1944,-14.1%,156,173,-17
comp,Braelon Allen,RB,971,1.367,1.101,1327,1069,-19.4%,201,226,-25
comp,Malik Washington,WR,987,0.869,1.275,858,1259,+46.8%,242,211,31
comp,Dalton Schultz,TE,2649,0.899,0.986,2381,2613,+9.7%,152,145,7
comp,Oscar Delp,TE,922,0.899,1.05,829,968,+16.8%,245,239,6
comp,Carson Beck,QB,1034,0.936,0.685,968,709,-26.8%,229,270,-41
comp,Troy Franklin,WR,829,0.869,1.329,720,1101,+52.9%,256,225,31
comp,Tre Tucker,WR,1819,0.869,1.105,1581,2009,+27.1%,187,172,15
comp,Michael Mayer,TE,1232,0.899,1.032,1108,1271,+14.8%,216,209,7
comp,Jerry Jeudy,WR,1209,0.869,1.216,1051,1470,+39.9%,220,196,24
comp,Pat Bryant,WR,887,0.869,1.308,771,1160,+50.5%,249,220,29
comp,Kaytron Allen,RB,1087,1.367,1.117,1486,1214,-18.3%,191,214,-23
comp,Theo Johnson,TE,1149,0.899,1.036,1033,1190,+15.3%,222,217,5
comp,Dontayvion Wicks,WR,878,0.869,1.311,763,1151,+50.8%,250,222,28
comp,Jake Tonges,TE,1756,0.899,1.01,1579,1774,+12.4%,188,180,8
comp,Emmett Johnson,RB,1242,1.367,1.135,1698,1409,-17.0%,179,201,-22
comp,Elic Ayomanor,WR,372,0.869,1.604,323,597,+84.6%,362,293,69
comp,Ja'Kobi Lane,WR,411,0.869,1.567,357,644,+80.3%,344,281,63
comp,Skyler Bell,WR,347,0.869,1.63,302,566,+87.6%,379,300,79
comp,Jauan Jennings,WR,1942,0.869,1.088,1688,2112,+25.2%,180,166,14
comp,Jack Bech,WR,517,0.869,1.485,449,768,+70.8%,310,262,48
comp,Keon Coleman,WR,598,0.869,1.435,520,858,+65.1%,289,248,41
comp,Brian Robinson,RB,1482,1.367,1.159,2026,1718,-15.2%,168,186,-18
comp,Chris Brazzell II,WR,692,0.869,1.386,601,959,+59.5%,271,241,30
comp,Cole Kmet,TE,717,0.899,1.065,645,764,+18.5%,266,263,3
comp,Aaron Jones,RB,2573,1.367,1.239,3517,3189,-9.3%,107,126,-19
comp,Ja'Tavion Sanders,TE,1023,0.899,1.043,920,1067,+16.0%,233,227,6
comp,Colby Parkinson,TE,1807,0.899,1.009,1624,1823,+12.2%,185,178,7
comp,Mike Washington Jr.,RB,1060,1.367,1.113,1449,1180,-18.6%,193,218,-25
comp,Darnell Washington,TE,1418,0.899,1.023,1275,1451,+13.8%,205,198,7
comp,Kaleb Johnson,RB,285,1.367,0.95,390,271,-30.5%,328,422,-94
comp,Chimere Dike,WR,574,0.869,1.449,499,831,+66.7%,296,255,41
comp,Sean Tucker,RB,1343,1.367,1.146,1836,1538,-16.2%,174,194,-20
comp,Jordan James,RB,883,1.367,1.089,1207,961,-20.3%,209,240,-31
comp,Ollie Gordon,RB,402,1.367,0.99,550,398,-27.6%,280,373,-93
comp,Isiah Pacheco,RB,1811,1.367,1.188,2476,2151,-13.1%,148,163,-15
comp,Justin Joly,TE,821,0.899,1.057,738,868,+17.6%,253,247,6
comp,Jalen Milroe,QB,1082,0.936,0.691,1013,747,-26.2%,225,265,-40
comp,Jaylen Wright,RB,679,1.367,1.055,928,716,-22.8%,231,268,-37
comp,Geno Smith,QB,2784,0.936,0.813,2606,2264,-13.1%,144,157,-13
comp,Kimani Vidal,RB,815,1.367,1.078,1114,879,-21.1%,214,245,-31
comp,Ben Sinnott,TE,759,0.899,1.062,682,806,+18.1%,260,256,4
comp,Demond Claiborne,RB,895,1.367,1.091,1223,976,-20.2%,207,238,-31
comp,Anthony Richardson,QB,688,0.936,0.639,644,439,-31.8%,267,357,-90
comp,MarShawn Lloyd,RB,951,1.367,1.099,1300,1045,-19.6%,202,229,-27
comp,Evan Engram,TE,1639,0.899,1.015,1473,1663,+12.9%,192,188,4
comp,Stefon Diggs,WR,2342,0.869,1.041,2035,2438,+19.8%,167,151,16
comp,Jaydon Blue,RB,1007,1.367,1.106,1377,1114,-19.1%,197,223,-26
comp,Kyle Williams,WR,261,0.869,1.743,227,455,+100.6%,420,337,83
comp,Luke Musgrave,TE,803,0.899,1.058,722,850,+17.7%,255,250,5
comp,Kaelon Black,RB,792,1.367,1.075,1083,851,-21.4%,218,249,-31
comp,Caleb Douglas,WR,408,0.869,1.57,355,640,+80.6%,345,282,63
comp,Trey Benson,RB,303,1.367,0.957,414,290,-30.0%,322,419,-97
comp,Alvin Kamara,RB,1224,1.367,1.133,1673,1386,-17.1%,182,202,-20
comp,Tez Johnson,WR,255,0.869,1.753,222,447,+101.7%,433,351,82
comp,LeQuint Allen,RB,532,1.367,1.024,727,545,-25.1%,254,305,-51
comp,Isaiah Bond,WR,312,0.869,1.672,271,522,+92.4%,395,313,82
comp,Kevin Coleman,WR,358,0.869,1.619,311,579,+86.2%,372,296,76
comp,Deebo Samuel,WR,1541,0.869,1.149,1339,1770,+32.2%,199,182,17
comp,Drew Allar,QB,333,0.936,0.563,312,188,-39.8%,371,453,-82
comp,Marvin Mims,WR,266,0.869,1.736,231,462,+99.7%,419,335,84
comp,Dawson Knox,TE,938,0.899,1.049,843,984,+16.6%,243,237,6
comp,DJ Giddens,RB,428,1.367,0.997,585,427,-27.0%,273,365,-92
comp,Rashod Bateman,WR,722,0.869,1.373,627,991,+57.9%,269,236,33
comp,Ryan Flournoy,WR,1920,0.869,1.091,1668,2094,+25.5%,183,167,16
comp,Justin Fields,QB,937,0.936,0.674,877,631,-28.0%,240,286,-46
comp,Darnell Mooney,WR,1026,0.869,1.264,892,1297,+45.4%,237,207,30
comp,Deshaun Watson,QB,2537,0.936,0.8,2375,2030,-14.5%,153,170,-17
comp,Trevor Etienne,RB,355,1.367,0.975,485,346,-28.7%,302,401,-99
comp,Jaylin Lane,WR,290,0.869,1.701,252,493,+95.7%,405,323,82
comp,Cade Klubnik,QB,526,0.936,0.61,492,321,-34.9%,300,411,-111
comp,Noah Gray,TE,499,0.899,1.088,449,543,+21.1%,311,307,4
comp,Ray Davis,RB,1043,1.367,1.111,1426,1159,-18.7%,195,221,-26
comp,Dont'e Thornton,WR,312,0.869,1.672,271,522,+92.4%,396,314,82
comp,Devin Neal,RB,285,1.367,0.95,390,271,-30.5%,329,423,-94
comp,Aaron Rodgers,QB,3634,0.936,0.852,3401,3095,-9.0%,112,130,-18
comp,Emanuel Wilson,RB,749,1.367,1.067,1024,799,-21.9%,224,258,-34
comp,Xavier Legette,WR,276,0.869,1.721,240,475,+98.0%,414,330,84
comp,Demario Douglas,WR,322,0.869,1.659,280,534,+90.9%,390,309,81
comp,Mike Gesicki,TE,1540,0.899,1.018,1384,1568,+13.3%,196,192,4
comp,Kirk Cousins,QB,2249,0.936,0.784,2105,1763,-16.3%,163,183,-20
comp,Jalen Royals,WR,311,0.869,1.673,270,520,+92.5%,397,316,81
comp,Isaiah Davis,RB,299,1.367,0.955,409,286,-30.1%,324,420,-96
comp,Bryce Lance,WR,345,0.869,1.633,300,563,+87.9%,381,301,80
comp,Jalen Tolbert,WR,383,0.869,1.593,333,610,+83.3%,359,290,69
