rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,bb10,rtsports,underdog,drafters,draftkings,avg,sleeper_id
58,Jimmy Graham,9712,jimmy-graham,,,TE,5,64,61,&nbsp;,&nbsp;,&nbsp;,60.3,616
59,Emmanuel Sanders,9707,emmanuel-sanders,,,WR,30,60,65,&nbsp;,&nbsp;,&nbsp;,61.3,538
60,Matt Ryan,9444,matt-ryan,,,QB,4,71,51,&nbsp;,&nbsp;,&nbsp;,62.0,24
61,Ameer Abdullah,13924,ameer-abdullah,JAC,8,RB,22,57,64,&nbsp;,&nbsp;,&nbsp;,62.7,2359
62,Tevin Coleman,13926,tevin-coleman,,,RB,23,67,60,&nbsp;,&nbsp;,&nbsp;,62.7,2378
63,Danny Woodhead,9148,danny-woodhead,,,RB,24,63,67,&nbsp;,&nbsp;,&nbsp;,64.0,735
64,Bilal Powell,9963,bilal-powell,,,RB,25,65,58,&nbsp;,&nbsp;,&nbsp;,64.3,818
65,Jamison Crowder,13976,jamison-crowder,,,WR,31,59,72,&nbsp;,&nbsp;,&nbsp;,64.7,2410
66,Mike Gillislee,11657,mike-gillislee,,,RB,26,75,71,&nbsp;,&nbsp;,&nbsp;,66.0,1353
67,Spencer Ware,11638,spencer-ware,,,RB,27,62,55,&nbsp;,&nbsp;,&nbsp;,66.3,1601
68,Russell Wilson,11180,russell-wilson,,,QB,5,72,56,&nbsp;,&nbsp;,&nbsp;,67.3,1234
69,Willie Snead IV,12904,willie-snead,,,WR,32,61,84,&nbsp;,&nbsp;,&nbsp;,68.3,1911
70,Brandon Marshall,9064,brandon-marshall,,,WR,33,68,70,&nbsp;,&nbsp;,&nbsp;,69.0,648
71,DeVante Parker,13897,devante-parker,,,WR,34,66,77,&nbsp;,&nbsp;,&nbsp;,71.7,2319
72,Doug Martin,11186,doug-martin,,,RB,28,69,82,&nbsp;,&nbsp;,&nbsp;,72.0,1195
73,Tyler Eifert,11692,tyler-eifert,,,TE,6,74,83,&nbsp;,&nbsp;,&nbsp;,76.0,1388
74,Kareem Hunt,16425,kareem-hunt,,,RB,29,73,79,&nbsp;,&nbsp;,&nbsp;,76.3,4098
75,Adrian Peterson,9006,adrian-peterson-min,,,RB,30,77,87,&nbsp;,&nbsp;,&nbsp;,76.7,184
76,Pierre Garcon,9510,pierre-garcon,,,WR,35,70,85,&nbsp;,&nbsp;,&nbsp;,77.0,269
77,Andrew Luck,11172,andrew-luck,,,QB,6,92,66,&nbsp;,&nbsp;,&nbsp;,77.7,1111
78,DeSean Jackson,9186,desean-jackson,,,WR,36,79,88,&nbsp;,&nbsp;,&nbsp;,78.3,147
79,Kyle Rudolph,9906,kyle-rudolph,,,TE,7,80,78,&nbsp;,&nbsp;,&nbsp;,80.3,943
80,Paul Perkins,15551,paul-perkins,,,RB,31,88,73,&nbsp;,&nbsp;,&nbsp;,81.7,3211
81,Zach Ertz,11689,zach-ertz,,,TE,8,85,68,&nbsp;,&nbsp;,&nbsp;,82.7,1339
82,Donte Moncrief,12125,donte-moncrief,,,WR,37,83,91,&nbsp;,&nbsp;,&nbsp;,84.3,1971
83,Jameis Winston,13891,jameis-winston,NYG,8,QB,7,93,76,&nbsp;,&nbsp;,&nbsp;,84.7,2306
84,Cam Newton,9869,cam-newton,,,QB,8,98,69,&nbsp;,&nbsp;,&nbsp;,86.0,954
85,Marcus Mariota,13890,marcus-mariota,WAS,5,QB,9,91,75,&nbsp;,&nbsp;,&nbsp;,86.0,2307
86,Delanie Walker,9172,delanie-walker,,,TE,9,87,90,&nbsp;,&nbsp;,&nbsp;,86.0,284
87,Theo Riddick,11649,theo-riddick,,,RB,32,84,86,&nbsp;,&nbsp;,&nbsp;,86.3,1517
88,Derrick Henry,15514,derrick-henry,BAL,10,RB,33,76,99,&nbsp;,&nbsp;,&nbsp;,87.7,3198
89,Jeremy Maclin,9289,jeremy-maclin,,,WR,38,81,102,&nbsp;,&nbsp;,&nbsp;,87.7,411
90,Kirk Cousins,11177,kirk-cousins,LV,,QB,10,99,80,&nbsp;,&nbsp;,&nbsp;,89.7,1166
91,Randall Cobb,9902,randall-cobb,,,WR,39,86,107,&nbsp;,&nbsp;,&nbsp;,90.3,928
92,Derek Carr,12092,derek-carr,,,QB,11,96,81,&nbsp;,&nbsp;,&nbsp;,92.3,2028
93,Eric Decker,9708,eric-decker,,,WR,40,95,89,&nbsp;,&nbsp;,&nbsp;,93.3,558
94,Ben Roethlisberger,9039,ben-roethlisberger,,,QB,12,110,74,&nbsp;,&nbsp;,&nbsp;,94.0,138
95,Frank Gore,9218,frank-gore,,,RB,34,89,109,&nbsp;,&nbsp;,&nbsp;,94.7,
96,Martellus Bennett,9429,martellus-bennett,,,TE,10,94,100,&nbsp;,&nbsp;,&nbsp;,95.7,40
97,Cameron Meredith,14352,cameron-meredith,,,WR,41,78,94,&nbsp;,&nbsp;,&nbsp;,96.3,2699
98,Tyrell Williams,14324,tyrell-williams,,,WR,42,82,110,&nbsp;,&nbsp;,&nbsp;,96.3,2583
99,Eddie Lacy,11636,eddie-lacy,,,RB,35,106,97,&nbsp;,&nbsp;,&nbsp;,96.7,1527
100,Terrance West,12194,terrance-west,,,RB,36,97,96,&nbsp;,&nbsp;,&nbsp;,98.0,1912
101,Duke Johnson Jr.,13939,duke-johnson,,,RB,37,90,98,&nbsp;,&nbsp;,&nbsp;,101.3,2382
102,LeGarrette Blount,9717,legarrette-blount,,,RB,38,107,103,&nbsp;,&nbsp;,&nbsp;,101.3,730
103,Hunter Henry,15561,hunter-henry,NE,9,TE,11,100,101,&nbsp;,&nbsp;,&nbsp;,101.3,3214
104,Dak Prescott,15600,dak-prescott,DAL,6,QB,13,112,92,&nbsp;,&nbsp;,&nbsp;,104.7,3294
105,Robert Kelley,16154,robert-kelley,,,RB,39,101,105,&nbsp;,&nbsp;,&nbsp;,104.7,
106,Matthew Stafford,9451,matthew-stafford,LAR,8,QB,14,116,93,&nbsp;,&nbsp;,&nbsp;,106.0,421
107,Adam Thielen,13429,adam-thielen,,,WR,43,103,113,&nbsp;,&nbsp;,&nbsp;,107.7,1689
108,John Brown,12231,john-brown,,,WR,44,114,112,&nbsp;,&nbsp;,&nbsp;,108.3,2238
109,Eric Ebron,12143,eric-ebron,,,TE,12,113,108,&nbsp;,&nbsp;,&nbsp;,108.7,2118
110,Philip Rivers,9509,philip-rivers,,,QB,15,119,95,&nbsp;,&nbsp;,&nbsp;,109.3,331
111,Corey Coleman,15506,corey-coleman,,,WR,45,105,116,&nbsp;,&nbsp;,&nbsp;,110.7,3177
112,Marvin Jones Jr.,11215,marvin-jones,,,WR,46,108,129,&nbsp;,&nbsp;,&nbsp;,113.0,1067
113,James White,12195,james-white,,,RB,40,117,111,&nbsp;,&nbsp;,&nbsp;,116.0,1848
114,Andy Dalton,9907,andy-dalton,PHI,10,QB,16,125,106,&nbsp;,&nbsp;,&nbsp;,116.3,829
115,Kenny Britt,9353,kenny-britt,,,WR,47,109,137,&nbsp;,&nbsp;,&nbsp;,117.3,366
116,Jack Doyle,11987,jack-doyle,,,TE,13,121,117,&nbsp;,&nbsp;,&nbsp;,117.7,1706
117,Darren McFadden,9154,darren-mcfadden,,,RB,41,104,125,&nbsp;,&nbsp;,&nbsp;,119.3,326
118,Jordan Matthews,12124,jordan-matthews,,,TE,14,111,124,&nbsp;,&nbsp;,&nbsp;,120.0,1800
119,Eli Manning,9213,eli-manning,,,QB,17,132,104,&nbsp;,&nbsp;,&nbsp;,120.7,188
120,C.J. Prosise,15614,cj-prosise,,,RB,42,126,115,&nbsp;,&nbsp;,&nbsp;,121.0,3204
121,Rishard Matthews,11380,rishard-matthews,,,WR,48,123,119,&nbsp;,&nbsp;,&nbsp;,122.0,1046
122,Jonathan Stewart,9317,jonathan-stewart,,,RB,43,124,131,&nbsp;,&nbsp;,&nbsp;,122.3,218
123,Corey Davis,16385,corey-davis,,,WR,49,102,143,&nbsp;,&nbsp;,&nbsp;,122.7,4036
124,Ted Ginn Jr.,9588,ted-ginn-jr,,,WR,50,120,144,&nbsp;,&nbsp;,&nbsp;,122.7,695
125,Mike Wallace,9479,mike-wallace,,,WR,51,118,134,&nbsp;,&nbsp;,&nbsp;,123.7,365
126,Thomas Rawls,14403,thomas-rawls,,,RB,44,115,128,&nbsp;,&nbsp;,&nbsp;,125.0,2585
127,Samaje Perine,16423,samaje-perine,CIN,6,RB,45,128,136,&nbsp;,&nbsp;,&nbsp;,125.7,4147
128,Matt Forte,9437,matt-forte,,,RB,46,134,122,&nbsp;,&nbsp;,&nbsp;,125.7,103
129,Carson Wentz,15520,carson-wentz,MIN,9,QB,18,133,114,&nbsp;,&nbsp;,&nbsp;,127.0,3161
130,Jacquizz Rodgers,9894,jacquizz-rodgers,,,RB,47,137,120,&nbsp;,&nbsp;,&nbsp;,128.3,949
131,Carson Palmer,9098,carson-palmer,,,QB,19,138,118,&nbsp;,&nbsp;,&nbsp;,128.7,91
132,Coby Fleener,11220,coby-fleener,,,TE,15,141,121,&nbsp;,&nbsp;,&nbsp;,129.7,1107
133,Chris Hogan,11477,chris-hogan,,,WR,52,122,127,&nbsp;,&nbsp;,&nbsp;,135.0,1329
134,Tyrod Taylor,10007,tyrod-taylor,GB,8,QB,20,157,123,&nbsp;,&nbsp;,&nbsp;,137.0,827
135,Darren Sproles,9155,darren-sproles,,,RB,48,129,146,&nbsp;,&nbsp;,&nbsp;,137.3,246
136,Jamaal Williams,16424,jamaal-williams,,,RB,49,136,138,&nbsp;,&nbsp;,&nbsp;,138.0,4149
137,Austin Hooper,15581,austin-hooper,ATL,5,TE,16,135,151,&nbsp;,&nbsp;,&nbsp;,139.7,3202
138,Jason Witten,9275,jason-witten,,,TE,17,143,149,&nbsp;,&nbsp;,&nbsp;,142.3,23
139,Jeremy Hill,12102,jeremy-hill,,,RB,50,150,139,&nbsp;,&nbsp;,&nbsp;,144.0,1892
140,Cameron Brate,13470,cameron-brate,,,TE,18,160,140,&nbsp;,&nbsp;,&nbsp;,147.0,2214
141,Josh Doctson,15511,josh-doctson,,,WR,53,147,152,&nbsp;,&nbsp;,&nbsp;,147.0,3178
142,Zay Jones,16431,zay-jones,,,WR,54,127,165,&nbsp;,&nbsp;,&nbsp;,148.0,4080
143,Rex Burkhead,11655,rex-burkhead,,,RB,51,130,163,&nbsp;,&nbsp;,&nbsp;,148.7,1387
144,Kevin White,13899,kevin-white,,,WR,55,142,160,&nbsp;,&nbsp;,&nbsp;,150.0,2312
145,Sterling Shepard,15569,sterling-shepard,,,WR,56,139,167,&nbsp;,&nbsp;,&nbsp;,150.3,3200
146,Jamaal Charles,9258,jamaal-charles,,,RB,52,161,161,&nbsp;,&nbsp;,&nbsp;,153.7,323
147,Julius Thomas,9966,julius-thomas,,,TE,19,163,154,&nbsp;,&nbsp;,&nbsp;,153.7,874
148,Latavius Murray,11821,latavius-murray,,,RB,53,171,155,&nbsp;,&nbsp;,&nbsp;,154.7,1476
149,Robbie Chosen,15688,robby-anderson,,,WR,57,140,164,&nbsp;,&nbsp;,&nbsp;,155.3,3423
150,Sam Bradford,9678,sam-bradford,,,QB,21,162,148,&nbsp;,&nbsp;,&nbsp;,155.7,621
151,Joe Flacco,9300,joe-flacco,CIN,6,QB,22,173,141,&nbsp;,&nbsp;,&nbsp;,156.3,19
152,Cole Beasley,11459,cole-beasley,,,WR,58,149,173,&nbsp;,&nbsp;,&nbsp;,156.3,1144
153,Alvin Kamara,16421,alvin-kamara,NO,5,RB,54,144,159,&nbsp;,&nbsp;,&nbsp;,158.0,4035
154,Tyler Lockett,13971,tyler-lockett,LV,,WR,59,159,178,&nbsp;,&nbsp;,&nbsp;,162.7,2374
155,Giovani Bernard,11644,giovani-bernard,,,RB,55,152,170,&nbsp;,&nbsp;,&nbsp;,163.3,1386
156,O.J. Howard,16380,oj-howard,,,TE,20,155,174,&nbsp;,&nbsp;,&nbsp;,164.7,4055
157,Taylor Gabriel,12888,taylor-gabriel,,,WR,60,170,190,&nbsp;,&nbsp;,&nbsp;,165.3,1903
158,Marlon Mack,16444,marlon-mack,,,RB,56,169,147,&nbsp;,&nbsp;,&nbsp;,165.7,4152
159,Cooper Kupp,16433,cooper-kupp,SEA,6,WR,61,146,179,&nbsp;,&nbsp;,&nbsp;,166.3,4039
160,Kenny Stills,11611,kenny-stills,,,WR,62,182,175,&nbsp;,&nbsp;,&nbsp;,167.7,1555
161,C.J. Fiedorowicz,12146,cj-fiedorowicz,,,TE,21,179,171,&nbsp;,&nbsp;,&nbsp;,169.3,1951
162,Blake Bortles,12090,blake-bortles,,,QB,23,221,130,&nbsp;,&nbsp;,&nbsp;,170.0,1979
163,Kenny Golladay,16488,kenny-golladay,,,WR,63,156,186,&nbsp;,&nbsp;,&nbsp;,170.7,4131
164,Mohamed Sanu Sr.,11200,mohamed-sanu,,,WR,64,175,189,&nbsp;,&nbsp;,&nbsp;,171.0,1071
165,Jonathan Williams,15611,jonathan-williams,,,RB,57,165,188,&nbsp;,&nbsp;,&nbsp;,172.0,3312
166,Evan Engram,16411,evan-engram,DEN,5,TE,22,164,172,&nbsp;,&nbsp;,&nbsp;,172.0,4066
167,John Ross,16388,john-ross,,,WR,65,177,193,&nbsp;,&nbsp;,&nbsp;,173.3,4038
168,Alex Smith,9012,alex-smith,,,QB,24,195,153,&nbsp;,&nbsp;,&nbsp;,174.3,268
169,Jared Cook,9265,jared-cook,,,TE,23,188,181,&nbsp;,&nbsp;,&nbsp;,174.3,367
170,Chris Thompson,11651,chris-thompson,,,RB,58,180,162,&nbsp;,&nbsp;,&nbsp;,179.3,1502
171,Brian Hoyer,9078,brian-hoyer,,,QB,25,199,166,&nbsp;,&nbsp;,&nbsp;,179.3,345
172,Dion Lewis,9983,dion-lewis,,,RB,59,186,180,&nbsp;,&nbsp;,&nbsp;,181.3,788
173,Antonio Gates,9027,antonio-gates,,,TE,24,185,202,&nbsp;,&nbsp;,&nbsp;,182.3,322
174,Shane Vereen,9897,shane-vereen,,,RB,60,178,183,&nbsp;,&nbsp;,&nbsp;,183.7,814
175,D'Onta Foreman,16407,donta-foreman,,,RB,61,176,203,&nbsp;,&nbsp;,&nbsp;,185.3,4111
176,Charles Clay,10003,charles-clay,,,TE,25,189,204,&nbsp;,&nbsp;,&nbsp;,185.7,801
177,Joe Williams,16451,joe-williams,,,RB,62,205,198,&nbsp;,&nbsp;,&nbsp;,188.0,4042
178,DeAndre Washington,15806,deandre-washington,,,RB,63,187,206,&nbsp;,&nbsp;,&nbsp;,188.3,3300
179,Deshaun Watson,16398,deshaun-watson,CLE,9,QB,26,204,176,&nbsp;,&nbsp;,&nbsp;,188.7,4017
180,Dwayne Allen,11219,dwayne-allen,,,TE,26,213,177,&nbsp;,&nbsp;,&nbsp;,190.7,1105
181,Denver Broncos,8090,,,5,DST,1,131,132,&nbsp;,&nbsp;,&nbsp;,131.5,
182,Robert Woods,11610,robert-woods,,,WR,66,226,185,&nbsp;,&nbsp;,&nbsp;,193.3,1352
183,Wendell Smallwood,15672,wendell-smallwood,,,RB,64,184,208,&nbsp;,&nbsp;,&nbsp;,195.3,3309
184,David Njoku,16399,david-njoku,LAC,9,TE,27,206,196,&nbsp;,&nbsp;,&nbsp;,196.3,4033
185,J.J. Nelson,14234,jj-nelson,,,WR,67,198,226,&nbsp;,&nbsp;,&nbsp;,196.7,2462
186,Jared Goff,15501,jared-goff,DET,7,QB,27,210,182,&nbsp;,&nbsp;,&nbsp;,196.7,3163
187,Allen Hurns,12996,allen-hurns,,,WR,68,231,169,&nbsp;,&nbsp;,&nbsp;,197.0,1984
188,Danny Amendola,9146,danny-amendola,,,WR,69,181,209,&nbsp;,&nbsp;,&nbsp;,197.0,491
189,Marqise Lee,12120,marqise-lee,,,WR,70,191,222,&nbsp;,&nbsp;,&nbsp;,199.3,1987
190,Breshad Perriman,13975,breshad-perriman,,,WR,71,209,207,&nbsp;,&nbsp;,&nbsp;,200.0,2331
191,Seattle Seahawks,8260,,,6,DST,2,153,133,&nbsp;,&nbsp;,&nbsp;,143.0,
192,DeShone Kizer,16389,deshone-kizer,,,QB,28,200,200,&nbsp;,&nbsp;,&nbsp;,201.0,4026
193,Kansas City Chiefs,8150,,,10,DST,3,148,142,&nbsp;,&nbsp;,&nbsp;,145.0,
194,Devin Funchess,13915,devin-funchess,,,WR,72,194,235,&nbsp;,&nbsp;,&nbsp;,202.7,2346
195,Mike Williams,16377,mike-williams-wr,,,WR,73,214,194,&nbsp;,&nbsp;,&nbsp;,202.7,
196,Austin Seferian-Jenkins,12145,austin-seferian-jenkins,,,TE,28,207,228,&nbsp;,&nbsp;,&nbsp;,203.7,2222
197,Kendall Wright,11197,kendall-wright,,,WR,74,193,211,&nbsp;,&nbsp;,&nbsp;,203.7,1097
198,Charles Sims,12104,charles-sims,,,RB,65,211,197,&nbsp;,&nbsp;,&nbsp;,204.0,2223
199,Houston Texans,8120,,,7,DST,4,154,145,&nbsp;,&nbsp;,&nbsp;,149.5,
200,Torrey Smith,9884,torrey-smith,,,WR,75,196,229,&nbsp;,&nbsp;,&nbsp;,205.7,826
201,Trevor Siemian,14142,trevor-siemian,ATL,5,QB,29,229,184,&nbsp;,&nbsp;,&nbsp;,206.3,2549
202,James Conner,16447,james-conner,ARI,8,RB,66,203,231,&nbsp;,&nbsp;,&nbsp;,207.3,4137
203,Jay Cutler,9280,jay-cutler,,,QB,30,158,150,&nbsp;,&nbsp;,&nbsp;,154.0,416
204,Chris Carson,16754,chris-carson,,,RB,67,202,221,&nbsp;,&nbsp;,&nbsp;,210.3,4273
205,Ryan Tannehill,11174,ryan-tannehill,,,QB,31,&nbsp;,126,&nbsp;,&nbsp;,&nbsp;,160.5,1049
206,Quincy Enunwa,12298,quincy-enunwa,,,WR,76,&nbsp;,156,&nbsp;,&nbsp;,&nbsp;,161.5,1854
207,Arizona Cardinals,8000,,,8,DST,5,168,157,&nbsp;,&nbsp;,&nbsp;,162.5,
208,Kenneth Dixon,15577,kenneth-dixon,,,RB,68,&nbsp;,135,&nbsp;,&nbsp;,&nbsp;,164.0,3208
209,Charcandrick West,13729,charcandrick-west,,,RB,69,217,215,&nbsp;,&nbsp;,&nbsp;,215.0,2024
210,Minnesota Vikings,8170,,,9,DST,6,174,158,&nbsp;,&nbsp;,&nbsp;,166.0,
211,New England Patriots,8180,,,9,DST,7,167,168,&nbsp;,&nbsp;,&nbsp;,167.5,
212,Jesse James,13959,jesse-james,,,TE,29,220,237,&nbsp;,&nbsp;,&nbsp;,218.0,2463
213,Tavon Austin,11625,tavon-austin,,,WR,77,246,220,&nbsp;,&nbsp;,&nbsp;,218.3,1567
214,William Fuller V,15629,will-fuller,,,WR,78,245,230,&nbsp;,&nbsp;,&nbsp;,219.3,3157
215,Travis Benjamin,11214,travis-benjamin,,,WR,79,218,250,&nbsp;,&nbsp;,&nbsp;,222.3,1077
216,Zach Miller,9635,zach-miller-chi,,,TE,30,242,213,&nbsp;,&nbsp;,&nbsp;,224.3,
217,Paul Richardson Jr.,12129,paul-richardson,,,WR,80,215,258,&nbsp;,&nbsp;,&nbsp;,225.0,2279
218,Marquise Goodwin,11599,marquise-goodwin,,,WR,81,219,252,&nbsp;,&nbsp;,&nbsp;,225.3,1346
219,Chris Conley,14151,chris-conley,,,WR,82,240,224,&nbsp;,&nbsp;,&nbsp;,226.0,2381
220,Vance McDonald,11699,vance-mcdonald,,,TE,31,223,248,&nbsp;,&nbsp;,&nbsp;,226.7,1587
221,Jaron Brown,11898,jaron-brown,,,WR,83,235,227,&nbsp;,&nbsp;,&nbsp;,227.0,1684
222,Jalen Richard,16120,jalen-richard,,,RB,70,261,201,&nbsp;,&nbsp;,&nbsp;,228.3,3868
223,Malcolm Mitchell,15656,malcolm-mitchell,,,WR,84,224,253,&nbsp;,&nbsp;,&nbsp;,229.0,3273
224,Carolina Panthers,8040,,,11,DST,8,190,187,&nbsp;,&nbsp;,&nbsp;,188.5,
225,New York Giants,8200,,,8,DST,9,192,192,&nbsp;,&nbsp;,&nbsp;,192.0,
226,Nelson Agholor,13969,nelson-agholor,,,WR,85,227,257,&nbsp;,&nbsp;,&nbsp;,233.7,2325
227,Robert Turbin,11191,robert-turbin,,,RB,71,239,255,&nbsp;,&nbsp;,&nbsp;,235.0,1232
228,Devontae Booker,15555,devontae-booker,,,RB,72,250,244,&nbsp;,&nbsp;,&nbsp;,235.3,3209
229,Alfred Morris,11347,alfred-morris,,,RB,73,228,263,&nbsp;,&nbsp;,&nbsp;,237.0,1170
230,T.J. Yeldon,13941,tj-yeldon,,,RB,74,256,214,&nbsp;,&nbsp;,&nbsp;,237.3,2341
231,Mitchell Trubisky,16381,mitch-trubisky,TEN,8,QB,32,263,223,&nbsp;,&nbsp;,&nbsp;,238.3,3976
