rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,avg,sleeper_id
145,Jalen McMillan,23179,jalen-mcmillan,TB,10,WR,59,146.0,11618
146,Chig Okonkwo,23982,chigoziem-okonkwo,WAS,7,TE,17,147.0,8210
147,Jauan Jennings,19590,jauan-jennings,MIN,6,WR,60,148.0,7049
148,Isiah Pacheco,24333,isiah-pacheco,DET,6,RB,46,149.0,8205
149,Hunter Henry,15561,hunter-henry,NE,11,TE,18,150.0,3214
150,Jonah Coleman,27320,jonah-coleman,DEN,10,RB,47,151.0,13345
151,Jalen Nailor,24177,jalen-nailor,LV,13,WR,61,152.0,8180
152,Brenton Strange,25345,brenton-strange,JAC,7,TE,19,153.0,9480
153,Tre Tucker,25337,tre-tucker,LV,13,WR,62,154.0,10213
154,Bryce Young,22900,bryce-young,CAR,5,QB,26,155.0,9228
155,Kenyon Sadiq,26055,kenyon-sadiq,NYJ,13,TE,20,156.0,13330
156,Tyler Allgeier,24172,tyler-allgeier,ARI,14,RB,48,157.0,8132
157,Juwan Johnson,19562,juwan-johnson,NO,8,TE,21,158.0,7002
158,Denzel Boston,27339,denzel-boston,CLE,11,WR,63,159.0,13346
159,Zach Charbonnet,23152,zach-charbonnet,SEA,11,RB,49,160.0,9753
160,Antonio Williams,25418,antonio-williams-wr,WAS,7,WR,64,161.0,13301
161,Tyjae Spears,25323,tyjae-spears,TEN,9,RB,50,162.0,9508
162,T.J. Hockenson,18290,tj-hockenson,MIN,6,TE,22,163.0,5844
163,Ryan Flournoy,26398,ryan-flournoy,DAL,14,WR,65,164.0,11783
164,Deebo Samuel Sr.,18244,deebo-samuel,,,WR,66,165.0,5872
165,Brian Robinson Jr.,20094,brian-robinson-jr,ATL,11,RB,51,166.0,8154
166,De'Zhaun Stribling,28138,dezhaun-stribling,SF,8,WR,67,167.0,13417
167,Fernando Mendoza,28013,fernando-mendoza,LV,13,QB,27,168.0,13269
168,Dalton Schultz,17349,dalton-schultz,HOU,8,TE,23,169.0,5001
169,Tre' Harris,26215,tre-harris,LAC,7,WR,68,170.0,12509
170,Dylan Sampson,27102,dylan-sampson,CLE,11,RB,52,171.0,12469
171,Isaac TeSlaa,27446,isaac-teslaa,DET,6,WR,69,172.0,12535
172,Sean Tucker,23679,sean-tucker,TB,10,RB,53,173.0,9506
173,Tank Bigsby,22908,tank-bigsby,PHI,10,RB,54,174.0,9225
174,Aaron Rodgers,9001,aaron-rodgers,PIT,9,QB,28,175.0,96
175,AJ Barner,26335,aj-barner,SEA,11,TE,24,176.0,11603
176,Gunnar Helm,27109,gunnar-helm,TEN,9,TE,25,177.0,12502
177,Geno Smith,11687,geno-smith,NYJ,13,QB,29,178.0,1373
178,Zachariah Branch,25419,zachariah-branch,ATL,11,WR,70,179.0,13320
179,Germie Bernard,26039,germie-bernard,PIT,9,WR,71,180.0,13274
180,Calvin Ridley,17258,calvin-ridley,TEN,9,WR,72,181.0,4981
181,Jerry Jeudy,19201,jerry-jeudy,CLE,11,WR,73,182.0,6783
182,Nicholas Singleton,24343,nick-singleton,TEN,9,RB,55,183.0,13288
183,Alvin Kamara,16421,alvin-kamara,NO,8,RB,56,184.0,4035
184,Cade Otton,23181,cade-otton,TB,10,TE,26,185.0,8111
185,Greg Dulcich,23153,greg-dulcich,MIA,6,TE,27,186.0,8172
186,Tank Dell,25361,nathaniel-dell,HOU,8,WR,74,187.0,9502
187,Ted Hurst III,28130,ted-hurst,TB,10,WR,75,188.0,13317
188,Adonai Mitchell,24357,adonai-mitchell,NYJ,13,WR,76,189.0,11625
189,Emmett Johnson,28107,emmett-johnson,KC,5,RB,57,190.0,13337
190,Pat Freiermuth,20163,pat-freiermuth,PIT,9,TE,28,191.0,7600
191,Malik Washington,26314,malik-washington,MIA,6,WR,77,192.0,11610
192,Brandon Aiyuk,19252,brandon-aiyuk,SF,8,WR,78,193.0,6803
193,Mike Washington Jr.,28108,mike-washington-jr,LV,13,RB,58,194.0,13305
194,Eli Stowers,23144,eli-stowers,PHI,10,TE,29,195.0,13349
195,Kaytron Allen,24362,kaytron-allen,WAS,7,RB,59,196.0,13405
196,Dontayvion Wicks,24354,dontayvion-wicks,PHI,10,WR,79,197.0,9486
197,Jacoby Brissett,15642,jacoby-brissett,ARI,14,QB,30,198.0,3257
198,Ray Davis,26191,ray-davis,BUF,7,RB,60,199.0,11575
199,Braelon Allen,24346,braelon-allen,NYJ,13,RB,61,200.0,11576
200,Darnell Mooney,19810,darnell-mooney,NYG,8,WR,80,201.0,7090
201,Terrance Ferguson,23091,terrance-ferguson,LAR,11,TE,30,202.0,12487
202,Cooper Kupp,16433,cooper-kupp,SEA,11,WR,81,203.0,4039
203,David Njoku,16399,david-njoku,LAC,7,TE,31,204.0,4033
204,Elijah Sarratt,27463,elijah-sarratt,BAL,13,WR,82,205.0,13268
205,Tua Tagovailoa,19198,tua-tagovailoa,ATL,11,QB,31,206.0,6768
206,Mike Gesicki,17272,mike-gesicki,CIN,6,TE,32,207.0,4993
207,MarShawn Lloyd,23118,marshawn-lloyd,GB,11,RB,62,208.0,11581
208,Troy Franklin,23092,troy-franklin,DEN,10,WR,83,209.0,11627
209,Pat Bryant,27211,pat-bryant,DEN,10,WR,84,210.0,12492
210,Jordan James,27310,jordan-james,SF,8,RB,63,211.0,12467
211,Chris Bell,26038,chris-bell,MIA,6,WR,85,212.0,13311
212,George Holani,22915,george-holani,SEA,11,RB,64,213.0,12048
213,Jaydon Blue,24344,jaydon-blue,DAL,14,RB,65,214.0,12457
214,Jaylin Noel,27122,jaylin-noel,HOU,8,WR,86,215.0,12536
215,Kayshon Boutte,22989,kayshon-boutte,NE,11,WR,87,216.0,9504
216,Chris Brazzell II,28047,chris-brazzell-ii,CAR,5,WR,88,217.0,13353
217,Tyreek Hill,15802,tyreek-hill,,,WR,89,218.0,3321
218,Malachi Fields,27994,malachi-fields,NYG,8,WR,90,219.0,13285
219,Demond Claiborne,28084,demond-claiborne,MIN,6,RB,66,220.0,13347
220,Deshaun Watson,16398,deshaun-watson,CLE,11,QB,32,221.0,4017
221,Tory Horton,26022,tory-horton,SEA,11,WR,91,222.0,12497
222,Keon Coleman,26019,keon-coleman,BUF,7,WR,92,223.0,11637
223,Darnell Washington,22967,darnell-washington,PIT,9,TE,33,224.0,9479
224,Colby Parkinson,19372,colby-parkinson,LAR,11,TE,34,225.0,6865
225,Kaelon Black,28401,kaelon-black,SF,8,RB,67,226.0,13414
226,Rashod Bateman,19794,rashod-bateman,BAL,13,WR,93,227.0,7571
227,Emanuel Wilson,25885,emanuel-wilson,SEA,11,RB,68,228.0,11435
228,Justice Hill,18256,justice-hill,BAL,13,RB,69,229.0,5995
229,Michael Penix Jr.,22973,michael-penix-jr,ATL,11,QB,33,230.0,11559
230,Christian Kirk,17268,christian-kirk,SF,8,WR,94,231.0,4950
231,Kimani Vidal,26355,kimani-vidal,LAC,7,RB,70,232.0,11647
232,Evan Engram,16411,evan-engram,DEN,10,TE,35,233.0,4066
233,Shedeur Sanders,25968,shedeur-sanders,CLE,11,QB,34,234.0,12524
234,Ja'Kobi Lane,27337,jakobi-lane,BAL,13,WR,95,235.0,13293
235,Tyquan Thornton,22913,tyquan-thornton,KC,5,WR,96,236.0,8188
236,Devaughn Vele,26409,devaughn-vele,NO,8,WR,97,237.0,11834
237,James Conner,16447,james-conner,ARI,14,RB,71,238.0,4137
238,Jake Tonges,24778,jake-tonges,SF,8,TE,36,239.0,8698
239,Skyler Bell,28126,skyler-bell,BUF,7,WR,98,240.0,13402
240,Samaje Perine,16423,samaje-perine,CIN,6,RB,72,241.0,4147
241,Jack Bech,27224,jack-bech,LV,13,WR,99,242.0,12483
242,Zavion Thomas,28132,zavion-thomas,CHI,10,WR,100,243.0,13411
243,Andrei Iosivas,25335,andrei-iosivas,CIN,6,WR,101,244.0,10226
244,Michael Mayer,23056,michael-mayer,LV,13,TE,37,245.0,9482
245,Theo Johnson,23104,theo-johnson,NYG,8,TE,38,246.0,11597
246,Darius Slayton,18706,darius-slayton,NYG,8,WR,102,247.0,6149
247,Chimere Dike,27315,chimere-dike,TEN,9,WR,103,248.0,12540
248,Carson Beck,22953,carson-beck,ARI,14,QB,35,249.0,13272
249,Kirk Cousins,11177,kirk-cousins,LV,13,QB,36,250.0,1166
250,Ja'Tavion Sanders,24334,jatavion-sanders,CAR,5,TE,39,251.0,11600
251,LeQuint Allen Jr.,27285,lequint-allen-jr,JAC,7,RB,73,252.0,12544
252,Malik Davis,24205,malik-davis,DAL,14,RB,74,253.0,8800
253,Chris Brooks,25823,christopher-brooks,GB,11,RB,75,254.0,11370
254,Caleb Douglas,28135,caleb-douglas,MIA,6,WR,104,255.0,13296
255,Jaylen Wright,25987,jaylen-wright,MIA,6,RB,76,256.0,11643
256,Dawson Knox,18631,dawson-knox,BUF,7,TE,40,257.0,5906
257,Elic Ayomanor,27059,elic-ayomanor,TEN,9,WR,105,258.0,12499
258,Mason Taylor,26005,mason-taylor,NYJ,13,TE,41,259.0,12498
259,DJ Giddens,27097,dj-giddens,IND,13,RB,77,260.0,12471
260,Charlie Kolar,22756,charlie-kolar,LAC,7,TE,42,261.0,8127
261,Adam Randall,24367,adam-randall,BAL,13,RB,78,262.0,13302
262,Ty Johnson,18406,ty-johnson,BUF,7,RB,79,263.0,6039
263,Jalen Tolbert,23770,jalen-tolbert,MIA,6,WR,106,264.0,8117
264,Eli Raridon,28154,eli-raridon,NE,11,TE,43,265.0,13421
265,Brenen Thompson,28133,brenen-thompson,LAC,7,WR,107,266.0,13380
266,Keenan Allen,11616,keenan-allen,LAC,7,WR,108,267.0,1479
267,Cole Kmet,19229,cole-kmet,CHI,10,TE,44,268.0,6826
268,Najee Harris,19302,najee-harris-rb,LAC,7,RB,80,269.0,7528
269,Isaiah Bond,24371,isaiah-bond,CLE,11,WR,109,270.0,12503
270,Emari Demercado,25654,emari-demercado,KC,5,RB,81,271.0,11199
271,Odell Beckham Jr.,12127,odell-beckham,NYG,8,WR,110,272.0,2078
272,Oscar Delp,25430,oscar-delp,NO,8,TE,45,273.0,13319
273,J.J. McCarthy,23018,jj-mccarthy,MIN,6,QB,37,274.0,11565
274,Elijah Arroyo,23004,elijah-arroyo,SEA,11,TE,46,275.0,12521
275,Kendrick Bourne,17066,kendrick-bourne,ARI,14,WR,111,276.0,4454
276,Xavier Legette,26136,xavier-legette,CAR,5,WR,112,277.0,11626
277,Ollie Gordon II,25984,ollie-gordon,MIA,6,RB,82,278.0,12495
278,Savion Williams,27144,savion-williams,GB,11,WR,113,279.0,12482
279,Hollywood Brown,18226,marquise-brown,PHI,10,WR,114,280.0,5848
280,Anthony Richardson Sr.,24347,anthony-richardson,IND,13,QB,38,281.0,9229
281,Treylon Burks,22905,treylon-burks,WAS,7,WR,115,282.0,8135
282,Kyle Williams,27487,kyle-williams-wr-2025,NE,11,WR,116,283.0,12547
283,Nick Westbrook-Ikhine,19747,nick-westbrook,IND,13,WR,117,284.0,7496
284,KaVontae Turpin,18520,kavontae-turpin,DAL,14,WR,118,285.0,8917
285,Justin Joly,28079,justin-joly,DEN,10,TE,47,286.0,13400
286,Justin Fields,19781,justin-fields,KC,5,QB,39,287.0,7591
287,Bryce Lance,28129,bryce-lance,NO,8,WR,119,288.0,13420
288,Max Klare,27993,max-klare,LAR,11,TE,48,289.0,13278
289,Tez Johnson,27147,tez-johnson,TB,10,WR,120,290.0,12485
290,Kevin Coleman Jr.,28067,kevin-coleman-jr,MIA,6,WR,121,291.0,13338
291,Devontez Walker,26011,devontez-walker,BAL,13,WR,122,292.0,11629
292,Jahan Dotson,23101,jahan-dotson,ATL,11,WR,123,293.0,8119
293,Erick All Jr.,23837,erick-all,CIN,6,TE,49,294.0,11592
294,Marvin Mims Jr.,23080,marvin-mims,DEN,10,WR,124,295.0,9494
295,Isaiah Davis,25977,isaiah-davis,NYJ,13,RB,83,296.0,11571
296,Cyrus Allen,28424,cyrus-allen,KC,5,WR,125,297.0,13413
297,Kalif Raymond,16081,kalif-raymond,CHI,10,WR,126,298.0,3634
298,Jalen Royals,27076,jalen-royals,KC,5,WR,127,299.0,12505
299,Tahj Brooks,26212,tahj-brooks,CIN,6,RB,84,300.0,12543
300,Greg Dortch,18585,greg-dortch,DET,6,WR,128,301.0,5970
301,Dyami Brown,20113,dyami-brown,WAS,7,WR,129,302.0,7587
302,Eli Heidenreich,28297,eli-heidenreich,PIT,9,RB,85,303.0,13423
303,Olamide Zaccheaus,18864,olamide-zaccheaus,ATL,11,WR,130,304.0,6271
304,Taylen Green,28094,taylen-green,CLE,11,QB,40,305.0,13306
305,Kaleb Johnson,27165,kaleb-johnson-rb,PIT,9,RB,86,306.0,12504
306,Joe Flacco,9300,joe-flacco,CIN,6,QB,41,307.0,19
307,Trey Benson,25388,trey-benson,ARI,14,RB,87,308.0,11589
308,Roman Wilson,28896,roman-wilson-wr,PIT,9,WR,131,309.0,11630
309,Jordan Whittington,23135,jordan-whittington,LAR,11,WR,132,310.0,11623
310,Luke McCaffrey,26328,luke-mccaffrey,WAS,7,WR,133,311.0,11650
311,James Mitchell,23174,james-mitchell,CAR,5,TE,50,312.0,8170
312,Jaylin Lane,27454,jaylin-lane,WAS,7,WR,134,313.0,12641
313,Noah Gray,19539,noah-gray,KC,5,TE,51,314.0,7828
314,Devin Neal,23682,devin-neal,NO,8,RB,88,315.0,12476
315,Mac Jones,20156,mac-jones,SF,8,QB,42,316.0,7527
316,Dont'e Thornton Jr.,27288,donte-thornton-jr,LV,13,WR,135,317.0,12541
317,Deion Burks,27093,deion-burks,IND,13,WR,136,318.0,13333
318,Phil Mafah,22928,phil-mafah,DAL,14,RB,89,319.0,12738
319,Ashton Dulin,18656,ashton-dulin,IND,13,WR,137,320.0,6427
320,Mack Hollins,16489,mack-hollins,NE,11,WR,138,321.0,4177
321,DeMario Douglas,25304,demario-douglas,NE,11,WR,139,322.0,9501
322,Calvin Austin III,23739,calvin-austin,NYG,8,WR,140,323.0,8125
323,Seth McGowan,23079,seth-mcgowan,IND,13,RB,90,324.0,13424
324,Michael Trigg,23167,michael-trigg,DAL,14,TE,52,325.0,13401
325,Joshua Palmer,22845,josh-palmer,BUF,7,WR,141,326.0,7670
326,Colbie Young,26037,colbie-young,CIN,6,WR,142,327.0,13477
327,Cade Klubnik,24361,cade-klubnik,NYJ,13,QB,43,328.0,13303
328,Jameis Winston,13891,jameis-winston,NYG,8,QB,44,329.0,2306
329,Joe Mixon,16420,joe-mixon,,,RB,91,330.0,4018
330,Malik Benson,26012,malik-benson,LV,13,WR,143,331.0,13329
331,Konata Mumpfield,27449,konata-mumpfield,LAR,11,WR,144,332.0,12718
332,Luke Musgrave,25282,luke-musgrave,GB,11,TE,53,333.0,9481
333,CJ Daniels,28125,cj-daniels,LAR,11,WR,145,334.0,13270
334,KeAndre Lambert-Smith,24372,keandre-lambert-smith,LAC,7,WR,146,335.0,12670
335,Tutu Atwell,20126,tutu-atwell,MIA,6,WR,147,336.0,7562
336,Van Jefferson,19483,van-jefferson,WAS,7,WR,148,337.0,6853
337,Austin Hooper,15581,austin-hooper,ATL,11,TE,54,338.0,3202
338,Tyler Higbee,15623,tyler-higbee,LAR,11,TE,55,339.0,3271
339,Tanner Koziol,27499,tanner-koziol,JAC,7,TE,56,340.0,13408
340,Tommy Tremble,22795,tommy-tremble,CAR,5,TE,57,341.0,7694
341,Matt Hibner,28168,matthew-hibner,BAL,13,TE,58,342.0,13324
342,Luke Schoonmaker,25267,luke-schoonmaker,DAL,14,TE,59,343.0,10871
343,Marlin Klein,28157,marlin-klein,HOU,8,TE,60,344.0,13307
344,Nate Boerkircher,28427,nate-boerkircher,JAC,7,TE,61,345.0,13299
345,Jahdae Walker,27810,jahdae-walker,CHI,10,WR,149,346.0,13079
346,Ty Simpson,25368,ty-simpson,LAR,11,QB,45,347.0,13275
347,Davis Mills,22799,davis-mills,HOU,8,QB,46,348.0,7585
348,Devin Singletary,18280,devin-singletary,NYG,8,RB,92,349.0,6130
349,Damien Martinez,25976,damien-martinez,GB,11,RB,93,350.0,12462
350,Reggie Virgil,28141,reggie-virgil,ARI,14,WR,150,351.0,13297
351,Cedric Tillman,25287,cedric-tillman,CLE,11,WR,151,352.0,10444
352,Austin Ekeler,16483,austin-ekeler,,,RB,94,353.0,4663
353,Jeff Caldwell,28425,jeff-caldwell,KC,5,WR,152,354.0,13392
