rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,yahoo,sleeper,rtsports,avg,sleeper_id
47,Tyler Lockett,13971,tyler-lockett,LV,8,WR,19,47,51,&nbsp;,50.5,2374
48,Darrell Henderson Jr.,18588,darrell-henderson,,,RB,21,50,42,&nbsp;,50.8,5916
49,Myles Gaskin,17251,myles-gaskin,,,RB,22,63,53,&nbsp;,51.0,5980
50,Mark Andrews,17269,mark-andrews,BAL,8,TE,5,48,50,&nbsp;,51.5,5012
51,DJ Moore,17265,dj-moore-wr,BUF,7,WR,20,52,48,&nbsp;,52.8,4983
52,Adam Thielen,13429,adam-thielen,,,WR,21,56,52,&nbsp;,53.3,1689
53,Kareem Hunt,16425,kareem-hunt,,,RB,23,61,49,&nbsp;,53.8,4098
54,Diontae Johnson,18615,diontae-johnson,,,WR,22,60,54,&nbsp;,54.0,5937
55,Dak Prescott,15600,dak-prescott,DAL,7,QB,5,55,58,&nbsp;,57.3,3294
56,T.J. Hockenson,18290,tj-hockenson,MIN,7,TE,6,54,57,&nbsp;,58.3,5844
57,Russell Wilson,11180,russell-wilson,,,QB,6,53,55,&nbsp;,58.8,1234
58,Aaron Rodgers,9001,aaron-rodgers,PIT,7,QB,7,57,63,&nbsp;,59.3,96
59,Brandon Aiyuk,19252,brandon-aiyuk,SF,6,WR,23,62,59,&nbsp;,59.5,6803
60,Justin Herbert,18635,justin-herbert,LAC,7,QB,8,59,61,&nbsp;,62.5,6797
61,Raheem Mostert,14338,raheem-mostert,LV,8,RB,24,74,66,&nbsp;,63.3,2749
62,Damien Harris,18230,damien-harris-rb,,,RB,25,66,72,&nbsp;,64.8,5890
63,Tee Higgins,19211,tee-higgins,CIN,10,WR,24,67,65,&nbsp;,65.3,6801
64,Chase Edmonds,17496,chase-edmonds,WAS,9,RB,26,73,60,&nbsp;,65.5,5000
65,Javonte Williams,22739,javonte-williams,DAL,7,RB,27,83,64,&nbsp;,66.3,7588
66,Chase Claypool,18627,chase-claypool,,,WR,25,70,68,&nbsp;,67.3,6886
67,Odell Beckham Jr.,12127,odell-beckham,NYG,10,WR,26,71,69,&nbsp;,70.3,2078
68,Jerry Jeudy,19201,jerry-jeudy,CLE,13,WR,27,82,71,&nbsp;,73.3,6783
69,Tom Brady,9603,tom-brady,,,QB,9,65,79,&nbsp;,73.8,167
70,Ja'Marr Chase,19788,jamarr-chase,CIN,10,WR,28,88,67,&nbsp;,74.0,7564
71,Trey Sermon,19425,trey-sermon,,,RB,28,76,76,&nbsp;,76.5,7593
72,Ronald Jones II,17243,ronald-jones-ii,,,RB,29,79,74,&nbsp;,77.0,
73,Kenny Golladay,16488,kenny-golladay,,,WR,29,91,70,&nbsp;,77.5,4131
74,Michael Thomas,15528,michael-thomas-wr,,,WR,30,104,62,&nbsp;,78.3,3199
75,Melvin Gordon III,13903,melvin-gordon,,,RB,30,92,75,&nbsp;,79.3,2320
76,Logan Thomas,12095,logan-thomas,,,TE,7,72,92,&nbsp;,79.5,2251
77,Robbie Chosen,15688,robby-anderson,,,WR,31,84,80,&nbsp;,81.5,3423
78,JuJu Smith-Schuster,16427,juju-smith-schuster,NYG,10,WR,32,90,77,&nbsp;,83.3,4040
79,Noah Fant,17527,noah-fant,NO,6,TE,8,89,82,&nbsp;,85.0,5857
80,Courtland Sutton,17253,courtland-sutton,DEN,11,WR,33,101,78,&nbsp;,85.5,5045
81,Deebo Samuel Sr.,18244,deebo-samuel,,,WR,34,93,81,&nbsp;,86.5,5872
82,DeVonta Smith,19222,devonta-smith,PHI,14,WR,35,115,83,&nbsp;,87.8,7525
83,Antonio Brown,9808,antonio-brown,,,WR,36,103,93,&nbsp;,88.8,536
84,Robert Tonyan,16502,robert-tonyan,PIT,7,TE,9,81,87,&nbsp;,88.8,4602
85,Leonard Fournette,16378,leonard-fournette,,,RB,31,102,85,&nbsp;,91.0,3969
86,Matthew Stafford,9451,matthew-stafford,LAR,11,QB,10,99,88,&nbsp;,91.3,421
87,Tyler Boyd,15547,tyler-boyd,,,WR,37,100,89,&nbsp;,92.5,3225
88,Michael Carter,22728,michael-carter-rb,TEN,13,RB,32,116,90,&nbsp;,94.0,7607
89,Jalen Hurts,19275,jalen-hurts,PHI,14,QB,11,77,104,&nbsp;,94.5,6904
90,AJ Dillon,19358,aj-dillon,CAR,13,RB,33,105,99,&nbsp;,94.8,6828
91,Ryan Tannehill,11174,ryan-tannehill,,,QB,12,96,102,&nbsp;,96.5,1049
92,Zack Moss,19263,zack-moss,,,RB,34,108,94,&nbsp;,96.8,6845
93,Tyler Higbee,15623,tyler-higbee,LAR,11,TE,10,69,105,&nbsp;,97.0,3271
94,Dallas Goedert,17270,dallas-goedert,PHI,14,TE,11,95,86,&nbsp;,97.3,5022
95,James Conner,16447,james-conner,ARI,12,RB,35,106,98,&nbsp;,98.0,4137
96,DJ Chark Jr.,17292,dj-chark,,,WR,38,118,84,&nbsp;,99.5,4951
97,Los Angeles Rams,8280,,,11,DST,1,68,111,&nbsp;,100.0,
98,Brandin Cooks,12122,brandin-cooks,,,WR,39,109,91,&nbsp;,100.8,2197
99,Laviska Shenault Jr.,19221,laviska-shenault,,,WR,40,123,97,&nbsp;,101.5,6814
100,Corey Davis,16385,corey-davis,,,WR,41,113,100,&nbsp;,102.3,4036
101,Tampa Bay Buccaneers,8290,,,9,DST,2,85,101,&nbsp;,106.0,
102,Pittsburgh Steelers,8240,,,7,DST,3,87,123,&nbsp;,106.0,
103,Kenyan Drake,15637,kenyan-drake,,,RB,36,122,106,&nbsp;,108.5,3242
104,Devin Singletary,18280,devin-singletary,NYG,10,RB,37,125,113,&nbsp;,109.0,6130
105,Mike Davis,13943,mike-davis-rb,,,RB,38,64,56,&nbsp;,135.8,2431
106,Jarvis Landry,12128,jarvis-landry,,,WR,42,129,95,&nbsp;,110.5,1825
107,Jamaal Williams,16424,jamaal-williams,,,RB,39,120,118,&nbsp;,110.5,4149
108,Washington Commanders,8310,,,9,DST,4,78,117,&nbsp;,112.8,
109,David Johnson,13948,david-johnson-rb,,,RB,40,112,116,&nbsp;,113.3,2391
110,Joe Burrow,19196,joe-burrow,CIN,10,QB,13,117,125,&nbsp;,114.5,6770
111,Rob Gronkowski,9721,rob-gronkowski,,,TE,12,114,103,&nbsp;,114.5,515
112,William Fuller V,15629,will-fuller,,,WR,43,130,107,&nbsp;,115.3,3157
113,Jaylen Waddle,19790,jaylen-waddle,DEN,11,WR,44,152,96,&nbsp;,115.5,7526
114,Sony Michel,17309,sony-michel,,,RB,41,111,108,&nbsp;,115.5,4962
115,Mike Gesicki,17272,mike-gesicki,CIN,10,TE,13,119,112,&nbsp;,117.5,4993
116,Michael Pittman Jr.,19278,michael-pittman,PIT,7,WR,45,156,110,&nbsp;,118.0,6819
117,Marquez Callaway,19505,marquez-callaway,,,WR,46,124,114,&nbsp;,118.0,6989
118,Mike Williams,16377,mike-williams-wr,,,WR,47,137,109,&nbsp;,120.5,
119,Baltimore Ravens,8020,,,8,DST,5,98,121,&nbsp;,121.3,
120,Justin Tucker,11465,justin-tucker,,,K,1,80,138,&nbsp;,122.0,1264
121,Harrison Butker,16712,harrison-butker,KC,12,K,2,86,139,&nbsp;,124.3,4227
122,Michael Gallup,17259,michael-gallup,,,WR,48,127,122,&nbsp;,127.8,5038
123,San Francisco 49ers,8270,,,6,DST,6,94,132,&nbsp;,129.0,
124,Tony Pollard,18705,tony-pollard,TEN,13,RB,42,170,126,&nbsp;,130.5,5967
125,Curtis Samuel,16434,curtis-samuel,,,WR,49,155,115,&nbsp;,131.0,4082
126,Trevor Lawrence,19780,trevor-lawrence,JAC,7,QB,14,136,120,&nbsp;,132.5,7523
127,Mecole Hardman Jr.,18587,mecole-hardman,BUF,7,WR,50,165,128,&nbsp;,133.0,5917
128,Nyheim Miller-Hines,17297,nyheim-hines,,,RB,43,160,130,&nbsp;,133.0,5347
129,Younghoe Koo,16910,younghoe-koo,,,K,3,97,143,&nbsp;,134.5,4666
130,Darnell Mooney,19810,darnell-mooney,NYG,10,WR,51,180,119,&nbsp;,135.3,7090
131,Henry Ruggs III,19207,henry-ruggs,,,WR,52,163,127,&nbsp;,138.0,6789
132,Baker Mayfield,17237,baker-mayfield,TB,9,QB,15,134,147,&nbsp;,140.5,4892
133,Tyler Bass,19760,tyler-bass,BUF,7,K,4,107,146,&nbsp;,141.3,7042
134,Marvin Jones Jr.,11215,marvin-jones,,,WR,53,176,134,&nbsp;,142.0,1067
135,Hollywood Brown,18226,marquise-brown,PHI,14,WR,54,181,124,&nbsp;,143.0,5848
136,Matt Ryan,9444,matt-ryan,,,QB,16,145,168,&nbsp;,145.3,24
137,Justin Fields,19781,justin-fields,KC,12,QB,17,172,136,&nbsp;,147.3,7591
138,Jakobi Meyers,18598,jakobi-meyers,JAC,7,WR,55,171,140,&nbsp;,147.8,5947
139,Jonnu Smith,16460,jonnu-smith,,,TE,14,188,142,&nbsp;,149.5,4144
140,Trey Lance,20082,trey-lance,LAC,7,QB,18,209,131,&nbsp;,151.5,7610
141,Alexander Mattison,18621,alexander-mattison,,,RB,44,200,153,&nbsp;,152.5,5987
142,Cole Beasley,11459,cole-beasley,,,WR,56,147,150,&nbsp;,153.0,1144
143,Elijah Moore,20114,elijah-moore,PHI,14,WR,57,199,133,&nbsp;,154.0,7596
144,Rhamondre Stevenson,22726,rhamondre-stevenson,NE,14,RB,45,179,141,&nbsp;,156.0,7611
145,Denver Broncos,8090,,,11,DST,7,132,137,&nbsp;,157.3,
146,Greg Zuerlein,11345,greg-zuerlein,,,K,5,110,159,&nbsp;,158.0,1266
147,Tevin Coleman,13926,tevin-coleman,,,RB,46,195,148,&nbsp;,158.0,2378
148,James White,12195,james-white,,,RB,47,175,157,&nbsp;,158.5,1848
149,Russell Gage Jr.,17606,russell-gage,,,WR,58,202,144,&nbsp;,158.8,5110
150,J.D. McKissic,16230,jd-mckissic,,,RB,48,206,165,&nbsp;,159.8,3664
151,Buffalo Bills,8030,,,7,DST,8,167,135,&nbsp;,160.0,
152,Phillip Lindsay,17498,phillip-lindsay,,,RB,49,187,129,&nbsp;,161.3,5170
153,DeVante Parker,13897,devante-parker,,,WR,59,198,152,&nbsp;,161.5,2319
154,Hunter Henry,15561,hunter-henry,NE,14,TE,15,173,151,&nbsp;,163.8,3214
155,Mac Jones,20156,mac-jones,SF,6,QB,19,140,176,&nbsp;,164.5,7527
156,Jason Sanders,17533,jason-sanders,NYJ,6,K,6,169,154,&nbsp;,165.0,5119
157,Chuba Hubbard,19792,chuba-hubbard,CAR,13,RB,50,214,145,&nbsp;,165.5,7594
158,Latavius Murray,11821,latavius-murray,,,RB,51,190,156,&nbsp;,167.0,1476
159,Zach Ertz,11689,zach-ertz,,,TE,16,150,183,&nbsp;,167.0,1339
160,Kirk Cousins,11177,kirk-cousins,LV,8,QB,20,158,171,&nbsp;,167.3,1166
161,Tua Tagovailoa,19198,tua-tagovailoa,ATL,6,QB,21,161,197,&nbsp;,169.8,6768
162,Ryan Succop,9549,ryan-succop,,,K,7,128,169,&nbsp;,170.3,391
163,Terrace Marshall Jr.,23242,terrace-marshall,MIA,14,WR,60,197,158,&nbsp;,170.3,7565
164,,19796,,,,1,,185,162,&nbsp;,171.3,
165,Giovani Bernard,11644,giovani-bernard,,,RB,52,201,187,&nbsp;,172.5,1386
166,Ben Roethlisberger,9039,ben-roethlisberger,,,QB,22,144,213,&nbsp;,173.0,138
167,Jameis Winston,13891,jameis-winston,NYG,10,QB,23,177,181,&nbsp;,173.0,2306
168,Indianapolis Colts,8130,,,14,DST,9,215,166,&nbsp;,173.3,
169,New England Patriots,8180,,,14,DST,10,218,149,&nbsp;,174.0,
170,Gerald Everett,16459,gerald-everett,,,TE,17,183,180,&nbsp;,174.3,4089
171,Cleveland Browns,8070,,,13,DST,11,121,163,&nbsp;,175.3,
172,Rashaad Penny,17308,rashaad-penny,,,RB,53,203,193,&nbsp;,175.5,4985
173,Jared Cook,9265,jared-cook,,,TE,18,191,160,&nbsp;,177.8,367
174,Evan Engram,16411,evan-engram,DEN,11,TE,19,222,196,&nbsp;,178.3,4066
175,Nelson Agholor,13969,nelson-agholor,,,WR,61,196,155,&nbsp;,178.3,2325
176,A.J. Green,9857,aj-green,,,WR,62,139,191,&nbsp;,179.8,830
177,Rodrigo Blankenship,19469,rodrigo-blankenship,,,K,8,210,174,&nbsp;,181.5,7062
178,Tyrell Williams,14324,tyrell-williams,,,WR,63,142,179,&nbsp;,182.8,2583
179,Marlon Mack,16444,marlon-mack,,,RB,54,166,218,&nbsp;,187.8,4152
180,Ryan Fitzpatrick,9545,ryan-fitzpatrick,,,QB,24,216,199,&nbsp;,189.8,333
181,Zach Wilson,22679,zach-wilson,NO,6,QB,25,182,190,&nbsp;,189.8,7538
182,Mark Ingram II,9872,mark-ingram,,,RB,55,164,209,&nbsp;,193.3,956
183,Bryan Edwards,18634,bryan-edwards,,,WR,64,&nbsp;,161,&nbsp;,165.3,6870
184,Kansas City Chiefs,8150,,,12,DST,12,133,192,&nbsp;,195.0,
185,Jalen Reagor,19219,jalen-reagor,MIA,14,WR,65,174,172,&nbsp;,172.0,6798
186,Mason Crosby,9433,mason-crosby,,,K,9,207,164,&nbsp;,199.3,59
187,Darrel Williams,17514,darrel-williams,,,RB,56,193,212,&nbsp;,200.5,5549
188,Sterling Shepard,15569,sterling-shepard,,,WR,66,194,178,&nbsp;,175.7,3200
189,Randall Cobb,9902,randall-cobb,,,WR,67,143,182,&nbsp;,177.7,928
190,Marquez Valdes-Scantling,17528,marquez-valdesscantling,DAL,7,WR,68,146,207,&nbsp;,203.8,5086
191,Kenneth Gainwell,23310,kenneth-gainwell,TB,9,RB,57,&nbsp;,173,&nbsp;,178.7,7567
192,Robbie Gould,9534,robbie-gould,,,K,10,168,188,&nbsp;,208.8,49
193,Miami Dolphins,8160,,,14,DST,13,236,186,&nbsp;,204.8,
194,Gabe Davis,19398,gabriel-davis,,,WR,69,&nbsp;,185,&nbsp;,181.0,6943
195,Pat Freiermuth,20163,pat-freiermuth,PIT,7,TE,20,141,210,&nbsp;,181.7,7600
196,Emmanuel Sanders,9707,emmanuel-sanders,,,WR,70,148,211,&nbsp;,181.7,538
197,Ty'Son Williams,19636,tyson-williams,,,RB,58,208,175,&nbsp;,183.3,7098
198,Deshaun Watson,16398,deshaun-watson,CLE,13,QB,26,162,202,&nbsp;,208.3,4017
199,Amon-Ra St. Brown,19799,amonra-stbrown,DET,9,WR,71,&nbsp;,170,&nbsp;,185.7,7547
200,Derek Carr,12092,derek-carr,,,QB,27,149,234,&nbsp;,187.7,2028
201,Matt Prater,9443,matt-prater,,,K,11,230,195,&nbsp;,214.0,17
202,Devontae Booker,15555,devontae-booker,,,RB,59,&nbsp;,184,&nbsp;,192.0,3209
203,Tony Jones Jr.,19482,tony-jones-rb,,,RB,60,&nbsp;,204,&nbsp;,192.3,6984
204,Wil Lutz,16026,wil-lutz,DEN,11,K,12,126,&nbsp;,&nbsp;,193.0,3678
205,Rashod Bateman,19794,rashod-bateman,BAL,8,WR,72,212,198,&nbsp;,193.0,7571
206,T.Y. Hilton,11206,ty-hilton,,,WR,73,178,201,&nbsp;,193.3,1110
207,Ty Johnson,18406,ty-johnson,BUF,7,RB,61,&nbsp;,205,&nbsp;,193.7,6039
208,Jason Myers,14003,jason-myers,SEA,9,K,13,228,167,&nbsp;,216.0,2747
209,Daniel Carlson,17420,daniel-carlson,LV,8,K,14,231,216,&nbsp;,217.5,5095
210,Cam Akers,19268,cam-akers,,,RB,62,27,&nbsp;,&nbsp;,246.5,6938
211,Jamison Crowder,13976,jamison-crowder,,,WR,74,192,239,&nbsp;,197.3,2410
212,Damien Williams,12334,damien-williams,,,RB,63,&nbsp;,219,&nbsp;,197.3,1833
213,Austin Hooper,15581,austin-hooper,ATL,6,TE,21,217,194,&nbsp;,203.3,3202
214,Blake Jarwin,16638,blake-jarwin,,,TE,22,159,220,&nbsp;,204.7,4571
215,Cole Kmet,19229,cole-kmet,CHI,10,TE,23,226,189,&nbsp;,208.7,6826
216,Adam Trautman,19423,adam-trautman,DEN,11,TE,24,221,221,&nbsp;,210.0,6869
217,Brandon McManus,13274,brandon-mcmanus,,,K,15,224,&nbsp;,&nbsp;,210.3,1433
218,Tennessee Titans,8300,,,13,DST,14,184,&nbsp;,&nbsp;,180.0,
219,Sam Darnold,17236,sam-darnold,SEA,9,QB,28,189,232,&nbsp;,215.0,4943
220,Malcolm Brown,13953,malcolm-brown,,,RB,64,&nbsp;,217,&nbsp;,215.3,2588
221,Chicago Bears,8050,,,10,DST,15,235,228,&nbsp;,234.5,
222,Anthony Firkser,16787,anthony-firkser,WAS,9,TE,25,229,238,&nbsp;,220.0,4435
223,Eric Ebron,12143,eric-ebron,,,TE,26,138,241,&nbsp;,221.3,2118
224,Daniel Jones,18232,daniel-jones,IND,14,QB,29,219,240,&nbsp;,220.7,5870
225,Tre'Quan Smith,17261,trequan-smith,,,WR,75,&nbsp;,203,&nbsp;,192.5,5026
226,Matt Gay,18545,matt-gay,LV,8,K,16,220,&nbsp;,&nbsp;,224.3,6083
227,Seattle Seahawks,8260,,,9,DST,16,186,&nbsp;,&nbsp;,195.0,
228,Cam Newton,9869,cam-newton,,,QB,30,131,&nbsp;,&nbsp;,201.5,954
229,Darrynton Evans,19418,darrynton-evans,,,RB,65,&nbsp;,245,&nbsp;,228.3,7064
230,Christian Kirk,17268,christian-kirk,SF,6,WR,76,&nbsp;,223,&nbsp;,203.0,4950
231,Green Bay Packers,8110,,,13,DST,17,227,226,&nbsp;,230.0,
232,Minnesota Vikings,8170,,,7,DST,18,238,177,&nbsp;,241.3,
233,Teddy Bridgewater,12088,teddy-bridgewater,DET,9,QB,31,135,&nbsp;,&nbsp;,212.0,2152
234,New Orleans Saints,8190,,,6,DST,19,237,231,&nbsp;,237.0,
235,Dawson Knox,18631,dawson-knox,BUF,7,TE,27,153,&nbsp;,&nbsp;,220.5,5906
236,Tarik Cohen,16450,tarik-cohen,,,RB,66,&nbsp;,246,&nbsp;,217.5,4157
237,Parris Campbell,18463,parris-campbell,,,WR,77,&nbsp;,214,&nbsp;,217.5,5880
238,Nick Folk,9491,nick-folk,ATL,6,K,17,154,&nbsp;,&nbsp;,246.0,650
239,Dallas Cowboys,8080,,,7,DST,20,157,&nbsp;,&nbsp;,218.0,
240,Carolina Panthers,8040,,,13,DST,21,233,206,&nbsp;,243.7,
241,Arizona Cardinals,8000,,,12,DST,22,211,&nbsp;,&nbsp;,220.5,
242,Allen Lazard,17301,allen-lazard,,,WR,78,&nbsp;,237,&nbsp;,225.5,5185
243,Salvon Ahmed,19449,salvon-ahmed,CHI,10,RB,67,&nbsp;,235,&nbsp;,226.0,6918
244,Carson Wentz,15520,carson-wentz,MIN,7,QB,32,213,242,&nbsp;,253.7,3161
245,Justin Jackson,17300,justin-jackson-rb,,,RB,68,&nbsp;,&nbsp;,&nbsp;,229.0,5131
246,Boston Scott,17612,boston-scott,,,RB,69,&nbsp;,215,&nbsp;,230.0,5122
247,Kadarius Toney,20119,kadarius-toney,,,WR,79,&nbsp;,236,&nbsp;,231.0,7606
248,Jordan Akins,17415,jordan-akins,,,TE,28,&nbsp;,&nbsp;,&nbsp;,185.0,5032
249,Evan McPherson,23297,evan-mcpherson,CIN,10,K,18,223,&nbsp;,&nbsp;,234.5,7839
250,Donovan Peoples-Jones,19298,donovan-peoples-jones,,,WR,80,&nbsp;,230,&nbsp;,235.5,6824
251,Cordarrelle Patterson,11613,cordarrelle-patterson,,,RB,70,&nbsp;,227,&nbsp;,238.0,1535
252,Sam Ficken,16319,sam-ficken,,,K,19,&nbsp;,&nbsp;,&nbsp;,198.0,3909
253,Joshua Palmer,22845,josh-palmer,BUF,7,WR,81,&nbsp;,225,&nbsp;,241.0,7670
254,Carlos Hyde,12105,carlos-hyde,,,RB,71,&nbsp;,229,&nbsp;,242.5,2257
255,New York Giants,8200,,,10,DST,23,204,&nbsp;,&nbsp;,260.0,
256,Taysom Hill,17115,taysom-hill,,,TE,29,&nbsp;,&nbsp;,&nbsp;,205.0,4381
257,Chris Boswell,13029,chris-boswell,PIT,7,K,20,205,&nbsp;,&nbsp;,257.5,1945
258,Anthony McFarland Jr.,19366,anthony-mcfarland,,,RB,72,&nbsp;,&nbsp;,&nbsp;,206.0,6878
259,Los Angeles Chargers,8250,,,7,DST,24,&nbsp;,208,&nbsp;,258.0,
260,Nico Collins,20130,nico-collins,HOU,10,WR,82,&nbsp;,&nbsp;,&nbsp;,209.0,7569
261,Elijah Mitchell,22813,elijah-mitchell-rb,PHI,14,RB,73,&nbsp;,&nbsp;,&nbsp;,212.0,7561
262,Benny Snell Jr.,18609,benjamin-snell-jr,,,RB,74,&nbsp;,&nbsp;,&nbsp;,218.0,6156
263,Sammy Watkins,12118,sammy-watkins,,,WR,83,&nbsp;,222,&nbsp;,249.5,1817
264,Hayden Hurst,17283,hayden-hurst,,,TE,30,&nbsp;,&nbsp;,&nbsp;,223.0,4973
265,Le'Veon Bell,11645,leveon-bell,,,RB,75,&nbsp;,224,&nbsp;,224.0,1408
266,Todd Gurley II,13912,todd-gurley,,,RB,76,&nbsp;,&nbsp;,&nbsp;,225.0,2315
267,Dustin Hopkins,11818,dustin-hopkins,,,K,21,225,&nbsp;,&nbsp;,272.5,1348
268,J.J. Taylor,19438,jj-taylor,,,RB,77,&nbsp;,&nbsp;,&nbsp;,227.0,6973
269,O.J. Howard,16380,oj-howard,,,TE,31,&nbsp;,&nbsp;,&nbsp;,229.0,4055
270,Javian Hawkins,22762,javian-hawkins,TEN,13,RB,78,&nbsp;,&nbsp;,&nbsp;,232.0,7563
271,Philadelphia Eagles,8230,,,14,DST,25,232,&nbsp;,&nbsp;,282.5,
272,Jerick McKinnon,12209,jerick-mckinnon,,,RB,79,&nbsp;,233,&nbsp;,263.5,2161
273,Chase McLaughlin,19058,chase-mclaughlin,TB,9,K,22,234,&nbsp;,&nbsp;,298.0,6650
274,Brian Hill,16448,brian-hill,,,RB,80,&nbsp;,&nbsp;,&nbsp;,239.0,4187
275,Michael Badgley,17693,michael-badgley,,,K,23,239,&nbsp;,&nbsp;,289.0,5230
276,Jaret Patterson,20155,jaret-patterson,LAC,7,RB,81,&nbsp;,&nbsp;,&nbsp;,240.0,7537
277,Juwan Johnson,19562,juwan-johnson,NO,6,TE,32,&nbsp;,&nbsp;,&nbsp;,242.0,7002
278,Xavier Jones,19493,xavier-jones,,,RB,82,&nbsp;,243,&nbsp;,356.0,7088
279,Amari Rodgers,20132,amari-rodgers,,,WR,84,&nbsp;,244,&nbsp;,290.5,7540
280,Detrez Newsome,17737,detrez-newsome,,,RB,83,&nbsp;,248,&nbsp;,248.0,5266
281,Darius Slayton,18706,darius-slayton,NYG,10,WR,85,&nbsp;,&nbsp;,&nbsp;,248.0,6149
282,Paul McRoberts,15905,paul-mcroberts,,,WR,86,&nbsp;,249,&nbsp;,249.0,3470
283,Tim Tebow,9690,tim-tebow,,,TE,33,&nbsp;,&nbsp;,&nbsp;,250.0,559
284,Jon Brown,16007,jonathan-brown-k,,,K,24,&nbsp;,250,&nbsp;,250.0,3805
