rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,bb10,rtsports,underdog,drafters,draftkings,avg,sleeper_id
32,Stefon Diggs,13981,stefon-diggs,,,WR,12,34,32,&nbsp;,&nbsp;,&nbsp;,33.0,2449
33,Amari Cooper,13894,amari-cooper,,,WR,13,31,35,&nbsp;,&nbsp;,&nbsp;,33.7,2309
34,Josh Jacobs,18269,josh-jacobs,GB,11,RB,17,37,31,&nbsp;,&nbsp;,&nbsp;,34.0,5850
35,Chris Carson,16754,chris-carson,,,RB,18,44,33,&nbsp;,&nbsp;,&nbsp;,35.3,4273
36,Marlon Mack,16444,marlon-mack,,,RB,19,38,34,&nbsp;,&nbsp;,&nbsp;,37.7,4152
37,Julian Edelman,9332,julian-edelman,,,WR,14,36,37,&nbsp;,&nbsp;,&nbsp;,37.7,344
38,Chris Godwin Jr.,16406,chris-godwin,TB,7,WR,15,41,40,&nbsp;,&nbsp;,&nbsp;,39.3,4037
39,Derrick Henry,15514,derrick-henry,BAL,8,RB,20,39,38,&nbsp;,&nbsp;,&nbsp;,39.7,3198
40,Brandin Cooks,12122,brandin-cooks,,,WR,16,40,42,&nbsp;,&nbsp;,&nbsp;,40.3,2197
41,David Montgomery,18239,david-montgomery,HOU,10,RB,21,46,41,&nbsp;,&nbsp;,&nbsp;,41.0,5892
42,T.Y. Hilton,11206,ty-hilton,,,WR,17,35,46,&nbsp;,&nbsp;,&nbsp;,42.0,1110
43,Sony Michel,17309,sony-michel,,,RB,22,48,43,&nbsp;,&nbsp;,&nbsp;,43.0,4962
44,Kenny Golladay,16488,kenny-golladay,,,WR,18,45,39,&nbsp;,&nbsp;,&nbsp;,43.7,4131
45,Mark Ingram II,9872,mark-ingram,,,RB,23,43,45,&nbsp;,&nbsp;,&nbsp;,44.7,956
46,Robert Woods,11610,robert-woods,,,WR,19,42,52,&nbsp;,&nbsp;,&nbsp;,46.0,1352
47,Tyler Lockett,13971,tyler-lockett,LV,,WR,20,47,48,&nbsp;,&nbsp;,&nbsp;,46.0,2374
48,Melvin Gordon III,13903,melvin-gordon,,,RB,24,32,60,&nbsp;,&nbsp;,&nbsp;,47.3,2320
49,Cooper Kupp,16433,cooper-kupp,SEA,11,WR,21,53,49,&nbsp;,&nbsp;,&nbsp;,50.0,4039
50,Deshaun Watson,16398,deshaun-watson,CLE,7,QB,2,57,44,&nbsp;,&nbsp;,&nbsp;,50.7,4017
51,James White,12195,james-white,,,RB,25,51,51,&nbsp;,&nbsp;,&nbsp;,52.7,1848
52,Phillip Lindsay,17498,phillip-lindsay,,,RB,26,52,47,&nbsp;,&nbsp;,&nbsp;,53.0,5170
53,Calvin Ridley,17258,calvin-ridley,TEN,11,WR,22,54,55,&nbsp;,&nbsp;,&nbsp;,54.0,4981
54,Tyler Boyd,15547,tyler-boyd,,,WR,23,55,53,&nbsp;,&nbsp;,&nbsp;,54.3,3225
55,O.J. Howard,16380,oj-howard,,,TE,4,60,57,&nbsp;,&nbsp;,&nbsp;,55.3,4055
56,Tevin Coleman,13926,tevin-coleman,,,RB,27,58,56,&nbsp;,&nbsp;,&nbsp;,57.0,2378
57,Evan Engram,16411,evan-engram,DEN,10,TE,5,61,58,&nbsp;,&nbsp;,&nbsp;,57.7,4066
58,DJ Moore,17265,dj-moore-wr,BUF,6,WR,24,50,67,&nbsp;,&nbsp;,&nbsp;,58.7,4983
59,Aaron Rodgers,9001,aaron-rodgers,PIT,7,QB,3,66,50,&nbsp;,&nbsp;,&nbsp;,60.7,96
60,Tarik Cohen,16450,tarik-cohen,,,RB,28,64,54,&nbsp;,&nbsp;,&nbsp;,63.7,4157
61,Miles Sanders,18283,miles-sanders,,,RB,29,68,61,&nbsp;,&nbsp;,&nbsp;,63.7,6151
62,Austin Ekeler,16483,austin-ekeler,,,RB,30,72,59,&nbsp;,&nbsp;,&nbsp;,64.0,4663
63,Allen Robinson II,12126,allen-robinson,,,WR,25,59,69,&nbsp;,&nbsp;,&nbsp;,64.3,1992
64,A.J. Green,9857,aj-green,,,WR,26,56,72,&nbsp;,&nbsp;,&nbsp;,65.3,830
65,Hunter Henry,15561,hunter-henry,NE,10,TE,6,65,68,&nbsp;,&nbsp;,&nbsp;,65.3,3214
66,Alshon Jeffery,11199,alshon-jeffery,,,WR,27,62,74,&nbsp;,&nbsp;,&nbsp;,68.3,1149
67,Baker Mayfield,17237,baker-mayfield,TB,7,QB,4,71,63,&nbsp;,&nbsp;,&nbsp;,68.3,4892
68,Jarvis Landry,12128,jarvis-landry,,,WR,28,63,75,&nbsp;,&nbsp;,&nbsp;,69.3,1825
69,Robbie Chosen,15688,robby-anderson,,,WR,29,69,77,&nbsp;,&nbsp;,&nbsp;,71.0,3423
70,Derrius Guice,17241,derrius-guice,,,RB,31,73,70,&nbsp;,&nbsp;,&nbsp;,72.3,4949
71,Matt Ryan,9444,matt-ryan,,,QB,5,76,65,&nbsp;,&nbsp;,&nbsp;,73.3,24
72,Duke Johnson Jr.,13939,duke-johnson,,,RB,32,93,64,&nbsp;,&nbsp;,&nbsp;,73.7,2382
73,William Fuller V,15629,will-fuller,,,WR,30,74,76,&nbsp;,&nbsp;,&nbsp;,75.7,3157
74,Kenyan Drake,15637,kenyan-drake,,,RB,33,67,78,&nbsp;,&nbsp;,&nbsp;,76.0,3242
75,Jared Cook,9265,jared-cook,,,TE,7,77,80,&nbsp;,&nbsp;,&nbsp;,77.3,367
76,Dede Westbrook,16436,dede-westbrook,,,WR,31,80,83,&nbsp;,&nbsp;,&nbsp;,78.3,4146
77,Latavius Murray,11821,latavius-murray,,,RB,34,79,81,&nbsp;,&nbsp;,&nbsp;,79.3,1476
78,Carson Wentz,15520,carson-wentz,MIN,12,QB,6,83,71,&nbsp;,&nbsp;,&nbsp;,79.7,3161
79,Christian Kirk,17268,christian-kirk,SF,4,WR,32,75,88,&nbsp;,&nbsp;,&nbsp;,81.3,4950
80,Sammy Watkins,12118,sammy-watkins,,,WR,33,70,94,&nbsp;,&nbsp;,&nbsp;,82.0,1817
81,Josh Gordon,11440,josh-gordon,,,WR,34,116,73,&nbsp;,&nbsp;,&nbsp;,82.3,1244
82,Corey Davis,16385,corey-davis,,,WR,35,78,79,&nbsp;,&nbsp;,&nbsp;,84.0,4036
83,Curtis Samuel,16434,curtis-samuel,,,WR,36,86,95,&nbsp;,&nbsp;,&nbsp;,85.7,4082
84,Vance McDonald,11699,vance-mcdonald,,,TE,8,88,93,&nbsp;,&nbsp;,&nbsp;,87.0,1587
85,Jared Goff,15501,jared-goff,DET,5,QB,7,91,82,&nbsp;,&nbsp;,&nbsp;,88.7,3163
86,Sterling Shepard,15569,sterling-shepard,,,WR,37,84,96,&nbsp;,&nbsp;,&nbsp;,89.7,3200
87,Rashaad Penny,17308,rashaad-penny,,,RB,35,82,102,&nbsp;,&nbsp;,&nbsp;,91.7,4985
88,Cam Newton,9869,cam-newton,,,QB,8,99,86,&nbsp;,&nbsp;,&nbsp;,92.3,954
89,David Njoku,16399,david-njoku,LAC,12,TE,9,98,91,&nbsp;,&nbsp;,&nbsp;,92.3,4033
90,Devin Singletary,18280,devin-singletary,NYG,11,RB,36,117,66,&nbsp;,&nbsp;,&nbsp;,93.0,6130
91,Matt Breida,17058,matt-breida,,,RB,37,114,84,&nbsp;,&nbsp;,&nbsp;,94.0,4455
92,Marvin Jones Jr.,11215,marvin-jones,,,WR,38,92,106,&nbsp;,&nbsp;,&nbsp;,95.0,1067
93,Drew Brees,9200,drew-brees,,,QB,9,94,92,&nbsp;,&nbsp;,&nbsp;,96.3,289
94,Russell Wilson,11180,russell-wilson,,,QB,10,96,85,&nbsp;,&nbsp;,&nbsp;,97.3,1234
95,Royce Freeman,17245,royce-freeman,,,RB,38,89,105,&nbsp;,&nbsp;,&nbsp;,97.3,5046
96,Marquez Valdes-Scantling,17528,marquez-valdesscantling,DAL,8,WR,39,100,107,&nbsp;,&nbsp;,&nbsp;,97.7,5086
97,Courtland Sutton,17253,courtland-sutton,DEN,10,WR,40,87,98,&nbsp;,&nbsp;,&nbsp;,98.3,5045
98,Darrell Henderson Jr.,18588,darrell-henderson,,,RB,39,81,114,&nbsp;,&nbsp;,&nbsp;,100.0,5916
99,Jameis Winston,13891,jameis-winston,NYG,11,QB,11,97,97,&nbsp;,&nbsp;,&nbsp;,100.3,2306
100,Dante Pettis,17264,dante-pettis,NO,9,WR,41,85,117,&nbsp;,&nbsp;,&nbsp;,101.0,4992
101,Jordan Howard,15585,jordan-howard,,,RB,40,95,87,&nbsp;,&nbsp;,&nbsp;,101.0,3306
102,LeSean McCoy,9398,lesean-mccoy,,,RB,41,110,89,&nbsp;,&nbsp;,&nbsp;,101.7,676
103,Emmanuel Sanders,9707,emmanuel-sanders,,,WR,42,106,103,&nbsp;,&nbsp;,&nbsp;,102.7,538
104,Eric Ebron,12143,eric-ebron,,,TE,10,102,99,&nbsp;,&nbsp;,&nbsp;,103.3,2118
105,Kyler Murray,18600,kyler-murray,MIN,12,QB,12,104,104,&nbsp;,&nbsp;,&nbsp;,104.0,5849
106,Larry Fitzgerald,9383,larry-fitzgerald,,,WR,43,90,110,&nbsp;,&nbsp;,&nbsp;,104.7,223
107,Ben Roethlisberger,9039,ben-roethlisberger,,,QB,13,107,90,&nbsp;,&nbsp;,&nbsp;,105.0,138
108,Lamar Jackson,17233,lamar-jackson,BAL,8,QB,14,120,101,&nbsp;,&nbsp;,&nbsp;,105.0,4881
109,Geronimo Allison,15853,geronimo-allison,,,WR,44,101,127,&nbsp;,&nbsp;,&nbsp;,106.0,3503
110,James Washington,17254,james-washington,,,WR,45,103,130,&nbsp;,&nbsp;,&nbsp;,111.0,5024
111,Austin Hooper,15581,austin-hooper,ATL,9,TE,11,108,112,&nbsp;,&nbsp;,&nbsp;,112.3,3202
112,DeSean Jackson,9186,desean-jackson,,,WR,46,109,134,&nbsp;,&nbsp;,&nbsp;,117.0,147
113,Jaylen Samuels,17271,jaylen-samuels,,,RB,42,105,125,&nbsp;,&nbsp;,&nbsp;,118.0,5107
114,Kalen Ballage,17250,kalen-ballage,,,RB,43,118,122,&nbsp;,&nbsp;,&nbsp;,118.3,4994
115,Philip Rivers,9509,philip-rivers,,,QB,15,119,111,&nbsp;,&nbsp;,&nbsp;,119.3,331
116,Michael Gallup,17259,michael-gallup,,,WR,47,123,124,&nbsp;,&nbsp;,&nbsp;,119.7,5038
117,Delanie Walker,9172,delanie-walker,,,TE,12,132,109,&nbsp;,&nbsp;,&nbsp;,121.3,284
118,Tony Pollard,18705,tony-pollard,TEN,11,RB,44,148,120,&nbsp;,&nbsp;,&nbsp;,121.7,5967
119,Kirk Cousins,11177,kirk-cousins,LV,,QB,16,126,108,&nbsp;,&nbsp;,&nbsp;,122.0,1166
120,Dak Prescott,15600,dak-prescott,DAL,8,QB,17,129,118,&nbsp;,&nbsp;,&nbsp;,123.0,3294
121,Donte Moncrief,12125,donte-moncrief,,,WR,48,111,139,&nbsp;,&nbsp;,&nbsp;,123.3,1971
122,Mark Andrews,17269,mark-andrews,BAL,8,TE,13,138,119,&nbsp;,&nbsp;,&nbsp;,124.3,5012
123,Mitchell Trubisky,16381,mitch-trubisky,TEN,11,QB,18,128,115,&nbsp;,&nbsp;,&nbsp;,125.3,3976
124,Justice Hill,18256,justice-hill,BAL,8,RB,45,133,126,&nbsp;,&nbsp;,&nbsp;,126.0,5995
125,Dion Lewis,9983,dion-lewis,,,RB,46,127,113,&nbsp;,&nbsp;,&nbsp;,126.3,788
126,Justin Jackson,17300,justin-jackson-rb,,,RB,47,144,123,&nbsp;,&nbsp;,&nbsp;,126.7,5131
127,Peyton Barber,15920,peyton-barber,,,RB,48,122,135,&nbsp;,&nbsp;,&nbsp;,127.3,3594
128,Tyrell Williams,14324,tyrell-williams,,,WR,49,125,132,&nbsp;,&nbsp;,&nbsp;,128.0,2583
129,Tom Brady,9603,tom-brady,,,QB,19,136,116,&nbsp;,&nbsp;,&nbsp;,128.7,167
130,Golden Tate,9683,golden-tate,,,WR,50,112,144,&nbsp;,&nbsp;,&nbsp;,132.0,642
131,Anthony Miller,17255,anthony-miller,,,WR,51,121,145,&nbsp;,&nbsp;,&nbsp;,132.0,5013
132,Darwin Thompson,18620,darwin-thompson,,,RB,49,139,159,&nbsp;,&nbsp;,&nbsp;,133.3,6178
133,Ronald Jones II,17243,ronald-jones-ii,,,RB,50,115,133,&nbsp;,&nbsp;,&nbsp;,133.7,
134,Josh Allen,17298,josh-allen-qb,BUF,6,QB,20,146,129,&nbsp;,&nbsp;,&nbsp;,134.7,4984
135,Mike Williams,16377,mike-williams-wr,,,WR,52,49,62,&nbsp;,&nbsp;,&nbsp;,135.0,
136,John Brown,12231,john-brown,,,WR,53,143,137,&nbsp;,&nbsp;,&nbsp;,135.3,2238
137,Keke Coutee,17490,keke-coutee,,,WR,54,113,158,&nbsp;,&nbsp;,&nbsp;,136.0,5007
138,Kareem Hunt,16425,kareem-hunt,,,RB,51,131,142,&nbsp;,&nbsp;,&nbsp;,137.0,4098
139,Kyle Rudolph,9906,kyle-rudolph,,,TE,14,149,131,&nbsp;,&nbsp;,&nbsp;,138.7,943
140,Nyheim Miller-Hines,17297,nyheim-hines,,,RB,52,135,121,&nbsp;,&nbsp;,&nbsp;,139.7,5347
141,Jamison Crowder,13976,jamison-crowder,,,WR,55,141,160,&nbsp;,&nbsp;,&nbsp;,144.0,2410
142,Adrian Peterson,9006,adrian-peterson-min,,,RB,53,140,146,&nbsp;,&nbsp;,&nbsp;,144.0,184
143,Jimmy Garoppolo,12208,jimmy-garoppolo,LAR,9,QB,21,145,141,&nbsp;,&nbsp;,&nbsp;,145.0,1837
144,Trey Burton,12153,trey-burton,,,TE,15,137,150,&nbsp;,&nbsp;,&nbsp;,145.7,1793
145,Alexander Mattison,18621,alexander-mattison,,,RB,54,142,154,&nbsp;,&nbsp;,&nbsp;,145.7,5987
146,T.J. Hockenson,18290,tj-hockenson,MIN,12,TE,16,163,136,&nbsp;,&nbsp;,&nbsp;,147.3,5844
147,Carlos Hyde,12105,carlos-hyde,,,RB,55,152,128,&nbsp;,&nbsp;,&nbsp;,148.3,2257
148,DK Metcalf,18219,dk-metcalf,PIT,7,WR,56,134,166,&nbsp;,&nbsp;,&nbsp;,149.3,5846
149,Jordan Reed,11690,jordan-reed,,,TE,17,156,153,&nbsp;,&nbsp;,&nbsp;,150.3,1500
150,Ito Smith,17249,ito-smith,,,RB,56,147,156,&nbsp;,&nbsp;,&nbsp;,153.3,5004
151,Mecole Hardman Jr.,18587,mecole-hardman,BUF,6,WR,57,154,173,&nbsp;,&nbsp;,&nbsp;,154.0,5917
152,Chris Herndon IV,17536,chris-herndon-iv,,,TE,18,155,167,&nbsp;,&nbsp;,&nbsp;,155.3,5009
153,Jimmy Graham,9712,jimmy-graham,,,TE,19,160,151,&nbsp;,&nbsp;,&nbsp;,157.0,616
154,Damien Harris,18230,damien-harris-rb,,,RB,57,130,184,&nbsp;,&nbsp;,&nbsp;,157.3,5890
155,Sam Darnold,17236,sam-darnold,SEA,11,QB,22,167,155,&nbsp;,&nbsp;,&nbsp;,157.7,4943
156,Greg Olsen,9238,greg-olsen,,,TE,20,175,152,&nbsp;,&nbsp;,&nbsp;,158.0,58
157,Derek Carr,12092,derek-carr,,,QB,23,168,147,&nbsp;,&nbsp;,&nbsp;,158.0,2028
158,Dallas Goedert,17270,dallas-goedert,PHI,10,TE,21,151,169,&nbsp;,&nbsp;,&nbsp;,158.3,5022
159,Darren Waller,14104,darren-waller,,,TE,22,189,149,&nbsp;,&nbsp;,&nbsp;,163.3,2505
160,Matthew Stafford,9451,matthew-stafford,LAR,9,QB,24,183,148,&nbsp;,&nbsp;,&nbsp;,164.3,421
161,Tre'Quan Smith,17261,trequan-smith,,,WR,58,159,193,&nbsp;,&nbsp;,&nbsp;,165.7,5026
162,Adam Humphries,14498,adam-humphries,,,WR,59,165,177,&nbsp;,&nbsp;,&nbsp;,171.7,2822
163,Devin Funchess,13915,devin-funchess,,,WR,60,150,202,&nbsp;,&nbsp;,&nbsp;,173.7,2346
164,Chris Thompson,11651,chris-thompson,,,RB,58,171,164,&nbsp;,&nbsp;,&nbsp;,174.0,1502
165,Deebo Samuel Sr.,18244,deebo-samuel,,,WR,61,164,209,&nbsp;,&nbsp;,&nbsp;,176.3,5872
166,DeVante Parker,13897,devante-parker,,,WR,62,158,198,&nbsp;,&nbsp;,&nbsp;,177.0,2319
167,Marquise Goodwin,11599,marquise-goodwin,,,WR,63,198,162,&nbsp;,&nbsp;,&nbsp;,177.3,1346
168,Jack Doyle,11987,jack-doyle,,,TE,23,173,195,&nbsp;,&nbsp;,&nbsp;,177.3,1706
169,Giovani Bernard,11644,giovani-bernard,,,RB,59,169,191,&nbsp;,&nbsp;,&nbsp;,179.3,1386
170,Chicago Bears,8050,,,6,DST,1,124,100,&nbsp;,&nbsp;,&nbsp;,112.0,
171,Albert Wilson,12338,albert-wilson,,,WR,64,202,161,&nbsp;,&nbsp;,&nbsp;,181.0,2025
172,Zay Jones,16431,zay-jones,,,WR,65,170,190,&nbsp;,&nbsp;,&nbsp;,181.0,4080
173,Kenny Stills,11611,kenny-stills,,,WR,66,174,211,&nbsp;,&nbsp;,&nbsp;,182.0,1555
174,Jalen Richard,16120,jalen-richard,,,RB,60,184,168,&nbsp;,&nbsp;,&nbsp;,182.3,3868
175,C.J. Anderson,11896,cj-anderson,,,RB,61,181,192,&nbsp;,&nbsp;,&nbsp;,183.3,1451
176,Nick Foles,11176,nick-foles,,,QB,25,204,174,&nbsp;,&nbsp;,&nbsp;,184.7,1029
177,Noah Fant,17527,noah-fant,NO,9,TE,24,193,179,&nbsp;,&nbsp;,&nbsp;,184.7,5857
178,Mohamed Sanu Sr.,11200,mohamed-sanu,,,WR,67,178,223,&nbsp;,&nbsp;,&nbsp;,185.0,1071
179,Hollywood Brown,18226,marquise-brown,PHI,10,WR,68,191,194,&nbsp;,&nbsp;,&nbsp;,186.3,5848
180,N'Keal Harry,18222,nkeal-harry,,,WR,69,162,219,&nbsp;,&nbsp;,&nbsp;,187.3,5878
181,Malcolm Brown,13953,malcolm-brown,,,RB,62,197,201,&nbsp;,&nbsp;,&nbsp;,188.3,2588
182,Mike Davis,13943,mike-davis-rb,,,RB,63,180,189,&nbsp;,&nbsp;,&nbsp;,189.7,2431
183,Parris Campbell,18463,parris-campbell,,,WR,70,177,199,&nbsp;,&nbsp;,&nbsp;,190.0,5880
184,Tyler Eifert,11692,tyler-eifert,,,TE,25,220,182,&nbsp;,&nbsp;,&nbsp;,191.0,1388
185,Chase Edmonds,17496,chase-edmonds,WAS,10,RB,64,187,217,&nbsp;,&nbsp;,&nbsp;,191.3,5000
186,Cole Beasley,11459,cole-beasley,,,WR,71,224,172,&nbsp;,&nbsp;,&nbsp;,191.7,1144
187,Ty Montgomery II,13977,ty-montgomery,,,RB,65,212,197,&nbsp;,&nbsp;,&nbsp;,192.3,2399
188,Jamaal Williams,16424,jamaal-williams,,,RB,66,172,214,&nbsp;,&nbsp;,&nbsp;,192.3,4149
189,Andy Dalton,9907,andy-dalton,PHI,10,QB,26,211,185,&nbsp;,&nbsp;,&nbsp;,194.0,829
190,Jacoby Brissett,15642,jacoby-brissett,ARI,12,QB,27,263,165,&nbsp;,&nbsp;,&nbsp;,198.0,3257
191,Dare Ogunbowale,16879,dare-ogunbowale,,,RB,67,235,183,&nbsp;,&nbsp;,&nbsp;,200.7,4718
192,Joe Flacco,9300,joe-flacco,CIN,9,QB,28,228,175,&nbsp;,&nbsp;,&nbsp;,202.3,19
193,DaeSean Hamilton,17470,daesean-hamilton,,,WR,72,182,228,&nbsp;,&nbsp;,&nbsp;,204.3,4998
194,Andy Isabella,18409,andy-isabella,,,WR,73,208,229,&nbsp;,&nbsp;,&nbsp;,208.3,5915
195,Frank Gore,9218,frank-gore,,,RB,68,248,187,&nbsp;,&nbsp;,&nbsp;,209.0,
196,Jacksonville Jaguars,8140,,,10,DST,2,166,143,&nbsp;,&nbsp;,&nbsp;,154.5,
197,Marcus Mariota,13890,marcus-mariota,WAS,10,QB,29,219,210,&nbsp;,&nbsp;,&nbsp;,209.3,2307
198,Baltimore Ravens,8020,,,8,DST,3,176,138,&nbsp;,&nbsp;,&nbsp;,157.0,
199,Ryquell Armstead,18521,ryquell-armstead,,,RB,69,215,212,&nbsp;,&nbsp;,&nbsp;,212.0,6007
200,Jason Witten,9275,jason-witten,,,TE,26,234,207,&nbsp;,&nbsp;,&nbsp;,214.3,23
201,Mike Gesicki,17272,mike-gesicki,CIN,9,TE,27,230,220,&nbsp;,&nbsp;,&nbsp;,215.3,4993
202,Taylor Gabriel,12888,taylor-gabriel,,,WR,74,236,213,&nbsp;,&nbsp;,&nbsp;,215.7,1903
203,Nelson Agholor,13969,nelson-agholor,,,WR,75,223,232,&nbsp;,&nbsp;,&nbsp;,217.3,2325
204,Randall Cobb,9902,randall-cobb,,,WR,76,214,233,&nbsp;,&nbsp;,&nbsp;,217.7,928
205,Gus Edwards,17687,gus-edwards,,,RB,70,216,231,&nbsp;,&nbsp;,&nbsp;,219.7,5248
206,Minnesota Vikings,8170,,,12,DST,4,188,157,&nbsp;,&nbsp;,&nbsp;,172.5,
207,J.J. Arcega-Whiteside,18235,jj-arcega-whiteside,,,WR,77,240,236,&nbsp;,&nbsp;,&nbsp;,223.0,5863
208,Demaryius Thomas,9691,demaryius-thomas,,,WR,78,294,178,&nbsp;,&nbsp;,&nbsp;,224.3,560
209,Gerald Everett,16459,gerald-everett,,,TE,28,249,238,&nbsp;,&nbsp;,&nbsp;,225.7,4089
210,Cleveland Browns,8070,,,7,DST,5,190,170,&nbsp;,&nbsp;,&nbsp;,180.0,
211,T.J. Yeldon,13941,tj-yeldon,,,RB,71,246,208,&nbsp;,&nbsp;,&nbsp;,226.3,2341
212,Eli Manning,9213,eli-manning,,,QB,30,245,200,&nbsp;,&nbsp;,&nbsp;,228.3,188
213,Denver Broncos,8090,,,10,DST,6,199,171,&nbsp;,&nbsp;,&nbsp;,185.0,
214,Houston Texans,8120,,,10,DST,7,195,176,&nbsp;,&nbsp;,&nbsp;,185.5,
215,,18214,,,,1,,256,206,&nbsp;,&nbsp;,&nbsp;,230.3,
216,Ryan Fitzpatrick,9545,ryan-fitzpatrick,,,QB,31,271,218,&nbsp;,&nbsp;,&nbsp;,233.0,333
217,New England Patriots,8180,,,10,DST,8,200,181,&nbsp;,&nbsp;,&nbsp;,190.5,
218,Ted Ginn Jr.,9588,ted-ginn-jr,,,WR,79,260,235,&nbsp;,&nbsp;,&nbsp;,234.3,695
219,Dallas Cowboys,8080,,,8,DST,9,205,186,&nbsp;,&nbsp;,&nbsp;,195.5,
220,New Orleans Saints,8190,,,9,DST,10,213,180,&nbsp;,&nbsp;,&nbsp;,196.5,
221,Rex Burkhead,11655,rex-burkhead,,,RB,72,272,215,&nbsp;,&nbsp;,&nbsp;,238.3,1387
222,Philadelphia Eagles,8230,,,10,DST,11,201,196,&nbsp;,&nbsp;,&nbsp;,198.5,
223,Daniel Jones,18232,daniel-jones,IND,6,QB,32,291,216,&nbsp;,&nbsp;,&nbsp;,239.3,5870
224,Marqise Lee,12120,marqise-lee,,,WR,80,258,242,&nbsp;,&nbsp;,&nbsp;,241.0,1987
225,Robert Foster,17458,robert-foster,,,WR,81,237,239,&nbsp;,&nbsp;,&nbsp;,241.7,5250
226,Irv Smith Jr.,18610,irv-smith-jr,,,TE,29,282,230,&nbsp;,&nbsp;,&nbsp;,242.7,6126
227,Seattle Seahawks,8260,,,11,DST,12,226,188,&nbsp;,&nbsp;,&nbsp;,207.0,
228,Danny Amendola,9146,danny-amendola,,,WR,82,269,240,&nbsp;,&nbsp;,&nbsp;,245.3,491
