rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,sleeper,rtsports,avg,sleeper_id
29,Brandin Cooks,12122,brandin-cooks,,,WR,14,&nbsp;,&nbsp;,29.8,2197
30,Sammy Watkins,12118,sammy-watkins,,,WR,15,&nbsp;,&nbsp;,30.3,1817
31,C.J. Anderson,11896,cj-anderson,,,RB,13,&nbsp;,&nbsp;,31.3,1451
32,Demaryius Thomas,9691,demaryius-thomas,,,WR,16,&nbsp;,&nbsp;,33.2,560
33,T.Y. Hilton,11206,ty-hilton,,,WR,17,&nbsp;,&nbsp;,33.8,1110
34,Russell Wilson,11180,russell-wilson,,,QB,3,&nbsp;,&nbsp;,35.5,1234
35,Carlos Hyde,12105,carlos-hyde,,,RB,14,&nbsp;,&nbsp;,38.0,2257
36,Thomas Rawls,14403,thomas-rawls,,,RB,15,&nbsp;,&nbsp;,38.8,2585
37,Jordan Reed,11690,jordan-reed,,,TE,2,&nbsp;,&nbsp;,39.5,1500
38,Matt Forte,9437,matt-forte,,,RB,16,&nbsp;,&nbsp;,40.0,103
39,Latavius Murray,11821,latavius-murray,,,RB,17,&nbsp;,&nbsp;,41.5,1476
40,Jarvis Landry,12128,jarvis-landry,,,WR,18,&nbsp;,&nbsp;,43.2,1825
41,Randall Cobb,9902,randall-cobb,,,WR,19,&nbsp;,&nbsp;,43.7,928
42,Greg Olsen,9238,greg-olsen,,,TE,3,&nbsp;,&nbsp;,43.8,58
43,Andrew Luck,11172,andrew-luck,,,QB,4,&nbsp;,&nbsp;,44.2,1111
44,DeMarco Murray,9896,demarco-murray,,,RB,18,&nbsp;,&nbsp;,44.7,904
45,Julian Edelman,9332,julian-edelman,,,WR,20,&nbsp;,&nbsp;,44.7,344
46,Doug Baldwin,10992,doug-baldwin,,,WR,21,&nbsp;,&nbsp;,45.2,988
47,Drew Brees,9200,drew-brees,,,QB,5,&nbsp;,&nbsp;,47.3,289
48,Jonathan Stewart,9317,jonathan-stewart,,,RB,19,&nbsp;,&nbsp;,49.7,218
49,Eric Decker,9708,eric-decker,,,WR,22,&nbsp;,&nbsp;,50.0,558
50,Kelvin Benjamin,12121,kelvin-benjamin,,,WR,23,&nbsp;,&nbsp;,50.3,2182
51,Jeremy Hill,12102,jeremy-hill,,,RB,20,&nbsp;,&nbsp;,50.7,1892
52,Jeremy Maclin,9289,jeremy-maclin,,,WR,24,&nbsp;,&nbsp;,51.5,411
53,Ben Roethlisberger,9039,ben-roethlisberger,,,QB,6,&nbsp;,&nbsp;,53.3,138
54,Golden Tate,9683,golden-tate,,,WR,25,&nbsp;,&nbsp;,55.2,642
55,Donte Moncrief,12125,donte-moncrief,,,WR,26,&nbsp;,&nbsp;,58.3,1971
56,Travis Kelce,11594,travis-kelce,KC,5,TE,4,&nbsp;,&nbsp;,58.5,1466
57,Ryan Mathews,9687,ryan-mathews,,,RB,21,&nbsp;,&nbsp;,59.8,571
58,Michael Floyd,11198,michael-floyd,,,WR,27,&nbsp;,&nbsp;,60.8,1219
59,Delanie Walker,9172,delanie-walker,,,TE,5,&nbsp;,&nbsp;,61.5,284
60,Melvin Gordon III,13903,melvin-gordon,,,RB,22,&nbsp;,&nbsp;,61.7,2320
61,Jeremy Langford,13946,jeremy-langford,,,RB,23,&nbsp;,&nbsp;,62.2,2411
62,Carson Palmer,9098,carson-palmer,,,QB,7,&nbsp;,&nbsp;,62.3,91
63,Tom Brady,9603,tom-brady,,,QB,8,&nbsp;,&nbsp;,62.5,167
64,Larry Fitzgerald,9383,larry-fitzgerald,,,WR,28,&nbsp;,&nbsp;,63.0,223
65,Emmanuel Sanders,9707,emmanuel-sanders,,,WR,29,&nbsp;,&nbsp;,68.7,538
66,Matt Jones,13947,matt-jones-rb,,,RB,24,&nbsp;,&nbsp;,72.8,2400
67,Arian Foster,9030,arian-foster,,,RB,25,&nbsp;,&nbsp;,73.5,669
68,Frank Gore,9218,frank-gore,,,RB,26,&nbsp;,&nbsp;,75.0,
69,Eli Manning,9213,eli-manning,,,QB,9,&nbsp;,&nbsp;,75.8,188
70,Coby Fleener,11220,coby-fleener,,,TE,6,&nbsp;,&nbsp;,76.8,1107
71,John Brown,12231,john-brown,,,WR,30,&nbsp;,&nbsp;,78.2,2238
72,Jordan Matthews,12124,jordan-matthews,,,TE,7,&nbsp;,&nbsp;,79.0,1800
73,Giovani Bernard,11644,giovani-bernard,,,RB,27,&nbsp;,&nbsp;,79.2,1386
74,Allen Hurns,12996,allen-hurns,,,WR,31,&nbsp;,&nbsp;,80.0,1984
75,DeSean Jackson,9186,desean-jackson,,,WR,32,&nbsp;,&nbsp;,82.0,147
76,Gary Barnidge,9226,gary-barnidge,,,TE,8,&nbsp;,&nbsp;,82.3,176
77,Blake Bortles,12090,blake-bortles,,,QB,10,&nbsp;,&nbsp;,82.7,1979
78,Ameer Abdullah,13924,ameer-abdullah,JAC,5,RB,28,&nbsp;,&nbsp;,83.2,2359
79,Danny Woodhead,9148,danny-woodhead,,,RB,29,&nbsp;,&nbsp;,83.7,735
80,Denver Broncos,8090,,,11,DST,1,&nbsp;,&nbsp;,84.5,
81,Michael Crabtree,9460,michael-crabtree,,,WR,33,&nbsp;,&nbsp;,86.7,455
82,Duke Johnson Jr.,13939,duke-johnson,,,RB,30,&nbsp;,&nbsp;,87.2,2382
83,Philip Rivers,9509,philip-rivers,,,QB,11,&nbsp;,&nbsp;,87.3,331
84,Chris Ivory,9749,christopher-ivory,,,RB,31,&nbsp;,&nbsp;,87.3,717
85,Tyler Lockett,13971,tyler-lockett,LV,,WR,34,&nbsp;,&nbsp;,88.2,2374
86,Rashad Jennings,9520,rashad-jennings,,,RB,32,&nbsp;,&nbsp;,89.3,380
87,DeAngelo Williams,9170,deangelo-williams,,,RB,33,&nbsp;,&nbsp;,90.2,306
88,Seattle Seahawks,8260,,,5,DST,2,&nbsp;,&nbsp;,90.3,
89,Marvin Jones Jr.,11215,marvin-jones,,,WR,35,&nbsp;,&nbsp;,92.0,1067
90,Tyler Eifert,11692,tyler-eifert,,,TE,9,&nbsp;,&nbsp;,95.8,1388
91,Josh Gordon,11440,josh-gordon,,,WR,36,&nbsp;,&nbsp;,95.8,1244
92,Antonio Gates,9027,antonio-gates,,,TE,10,&nbsp;,&nbsp;,96.2,322
93,Zach Ertz,11689,zach-ertz,,,TE,11,&nbsp;,&nbsp;,97.3,1339
94,Stephen Gostkowski,9573,stephen-gostkowski,,,K,1,&nbsp;,&nbsp;,97.8,110
95,Derrick Henry,15514,derrick-henry,BAL,8,RB,34,&nbsp;,&nbsp;,98.5,3198
96,Arizona Cardinals,8000,,,9,DST,3,&nbsp;,&nbsp;,99.0,
97,Derek Carr,12092,derek-carr,,,QB,12,&nbsp;,&nbsp;,99.0,2028
98,Sterling Shepard,15569,sterling-shepard,,,WR,37,&nbsp;,&nbsp;,100.3,3200
99,Carolina Panthers,8040,,,7,DST,4,&nbsp;,&nbsp;,101.8,
100,Julius Thomas,9966,julius-thomas,,,TE,12,&nbsp;,&nbsp;,102.5,874
101,DeVante Parker,13897,devante-parker,,,WR,38,&nbsp;,&nbsp;,104.3,2319
102,LeGarrette Blount,9717,legarrette-blount,,,RB,35,&nbsp;,&nbsp;,104.3,730
103,T.J. Yeldon,13941,tj-yeldon,,,RB,36,&nbsp;,&nbsp;,105.3,2341
104,Jay Ajayi,13940,jay-ajayi,,,RB,37,&nbsp;,&nbsp;,105.5,2452
105,Stefon Diggs,13981,stefon-diggs,,,WR,39,&nbsp;,&nbsp;,108.0,2449
106,Kevin White,13899,kevin-white,,,WR,40,&nbsp;,&nbsp;,108.5,2312
107,Jimmy Graham,9712,jimmy-graham,,,TE,13,&nbsp;,&nbsp;,112.0,616
108,Kirk Cousins,11177,kirk-cousins,LV,,QB,13,&nbsp;,&nbsp;,112.5,1166
109,Willie Snead IV,12904,willie-snead,,,WR,41,&nbsp;,&nbsp;,114.0,1911
110,Houston Texans,8120,,,9,DST,5,&nbsp;,&nbsp;,114.5,
111,Jameis Winston,13891,jameis-winston,NYG,8,QB,14,&nbsp;,&nbsp;,114.7,2306
112,Tavon Austin,11625,tavon-austin,,,WR,42,&nbsp;,&nbsp;,114.7,1567
113,Isaiah Crowell,12116,isaiah-crowell,,,RB,38,&nbsp;,&nbsp;,118.0,1901
114,Tyrod Taylor,10007,tyrod-taylor,GB,4,QB,15,&nbsp;,&nbsp;,118.7,827
115,Stephen Hauschka,9581,steven-hauschka,,,K,2,&nbsp;,&nbsp;,119.8,775
116,Kansas City Chiefs,8150,,,5,DST,6,&nbsp;,&nbsp;,119.8,
117,Corey Coleman,15506,corey-coleman,,,WR,43,&nbsp;,&nbsp;,124.5,3177
118,Charles Sims,12104,charles-sims,,,RB,39,&nbsp;,&nbsp;,125.0,2223
119,Torrey Smith,9884,torrey-smith,,,WR,44,&nbsp;,&nbsp;,125.3,826
120,Martellus Bennett,9429,martellus-bennett,,,TE,14,&nbsp;,&nbsp;,125.5,40
121,Andy Dalton,9907,andy-dalton,PHI,4,QB,16,&nbsp;,&nbsp;,125.7,829
122,Matthew Stafford,9451,matthew-stafford,LAR,8,QB,17,&nbsp;,&nbsp;,126.0,421
123,Justin Forsett,9335,justin-forsett,,,RB,40,&nbsp;,&nbsp;,127.8,458
124,Marcus Mariota,13890,marcus-mariota,WAS,9,QB,18,&nbsp;,&nbsp;,130.0,2307
125,Dion Lewis,9983,dion-lewis,,,RB,41,&nbsp;,&nbsp;,130.5,788
126,Matt Ryan,9444,matt-ryan,,,QB,19,&nbsp;,&nbsp;,132.2,24
127,Spencer Ware,11638,spencer-ware,,,RB,42,&nbsp;,&nbsp;,133.8,1601
128,Jason Witten,9275,jason-witten,,,TE,15,&nbsp;,&nbsp;,134.2,23
129,Bilal Powell,9963,bilal-powell,,,RB,43,&nbsp;,&nbsp;,134.7,818
130,Theo Riddick,11649,theo-riddick,,,RB,44,&nbsp;,&nbsp;,134.8,1517
131,Vincent Jackson,9624,vincent-jackson,,,WR,45,&nbsp;,&nbsp;,135.8,128
132,Travis Benjamin,11214,travis-benjamin,,,WR,46,&nbsp;,&nbsp;,136.2,1077
133,Markus Wheaton,11609,markus-wheaton,,,WR,47,&nbsp;,&nbsp;,137.0,1413
134,Justin Tucker,11465,justin-tucker,,,K,3,&nbsp;,&nbsp;,137.0,1264
135,Graham Gano,9232,graham-gano,,,K,4,&nbsp;,&nbsp;,139.0,503
136,Minnesota Vikings,8170,,,6,DST,7,&nbsp;,&nbsp;,142.8,
137,New England Patriots,8180,,,9,DST,8,&nbsp;,&nbsp;,144.5,
138,Tevin Coleman,13926,tevin-coleman,,,RB,45,&nbsp;,&nbsp;,145.3,2378
139,Dak Prescott,15600,dak-prescott,DAL,7,QB,20,&nbsp;,&nbsp;,146.5,3294
140,Christine Michael,11658,christine-michael,,,RB,46,&nbsp;,&nbsp;,147.2,1596
141,Los Angeles Rams,8280,,,8,DST,9,&nbsp;,&nbsp;,148.0,
142,Kamar Aiken,11081,kamar-aiken,,,WR,48,&nbsp;,&nbsp;,150.7,794
143,Devin Funchess,13915,devin-funchess,,,WR,49,&nbsp;,&nbsp;,152.0,2346
144,Terrance West,12194,terrance-west,,,RB,47,&nbsp;,&nbsp;,152.7,1912
145,Mason Crosby,9433,mason-crosby,,,K,5,&nbsp;,&nbsp;,153.2,59
146,Michael Thomas,15528,michael-thomas-wr,,,WR,50,&nbsp;,&nbsp;,155.0,3199
147,Dwayne Allen,11219,dwayne-allen,,,TE,16,&nbsp;,&nbsp;,157.8,1105
148,Dan Bailey,10970,dan-bailey,,,K,6,&nbsp;,&nbsp;,158.3,899
149,Chris Boswell,13029,chris-boswell,PIT,8,K,7,&nbsp;,&nbsp;,158.5,1945
150,Tony Romo,9609,tony-romo,,,QB,21,&nbsp;,&nbsp;,130.6,142
151,James White,12195,james-white,,,RB,48,&nbsp;,&nbsp;,160.3,1848
152,Ted Ginn Jr.,9588,ted-ginn-jr,,,WR,51,&nbsp;,&nbsp;,160.3,695
153,Darren Sproles,9155,darren-sproles,,,RB,49,&nbsp;,&nbsp;,162.0,246
154,Alfred Morris,11347,alfred-morris,,,RB,50,&nbsp;,&nbsp;,162.3,1170
155,William Fuller V,15629,will-fuller,,,WR,52,&nbsp;,&nbsp;,163.2,3157
156,Jared Cook,9265,jared-cook,,,TE,17,&nbsp;,&nbsp;,163.7,367
157,Steve Smith,9579,steve-smith,,,WR,53,&nbsp;,&nbsp;,165.0,169
158,Chandler Catanzaro,13606,chandler-catanzaro,,,K,8,&nbsp;,&nbsp;,166.3,2242
159,Devontae Booker,15555,devontae-booker,,,RB,51,&nbsp;,&nbsp;,167.2,3209
160,James Starks,9711,james-starks,,,RB,52,&nbsp;,&nbsp;,167.3,762
161,Brock Osweiler,11179,brock-osweiler,,,QB,22,&nbsp;,&nbsp;,167.7,1126
162,Zach Miller,9635,zach-miller-chi,,,TE,18,&nbsp;,&nbsp;,167.7,
163,Victor Cruz,9790,victor-cruz,,,WR,54,&nbsp;,&nbsp;,168.3,719
164,Tajae Sharpe,15587,tajae-sharpe,,,WR,55,&nbsp;,&nbsp;,169.8,3297
165,Ryan Tannehill,11174,ryan-tannehill,,,QB,23,&nbsp;,&nbsp;,172.7,1049
166,Mike Wallace,9479,mike-wallace,,,WR,56,&nbsp;,&nbsp;,173.0,365
167,Mohamed Sanu Sr.,11200,mohamed-sanu,,,WR,57,&nbsp;,&nbsp;,173.8,1071
168,Adam Vinatieri,9004,adam-vinatieri,,,K,9,&nbsp;,&nbsp;,174.2,120
169,Brandon McManus,13274,brandon-mcmanus,,,K,10,&nbsp;,&nbsp;,175.8,1433
170,Pittsburgh Steelers,8240,,,8,DST,10,&nbsp;,&nbsp;,152.6,
171,Blair Walsh,11349,blair-walsh,,,K,11,&nbsp;,&nbsp;,180.0,1214
172,Sebastian Janikowski,9560,sebastian-janikowski,,,K,12,&nbsp;,&nbsp;,180.2,118
173,Robert Griffin III,11173,robert-griffin-iii,,,QB,24,&nbsp;,&nbsp;,180.2,1169
174,Ladarius Green,11221,ladarius-green,,,TE,19,&nbsp;,&nbsp;,156.0,1139
175,Jerick McKinnon,12209,jerick-mckinnon,,,RB,53,&nbsp;,&nbsp;,183.2,2161
176,Cairo Santos,13731,cairo-santos,CHI,9,K,13,&nbsp;,&nbsp;,184.3,2020
177,Ryan Fitzpatrick,9545,ryan-fitzpatrick,,,QB,25,&nbsp;,&nbsp;,161.0,333
178,Alex Smith,9012,alex-smith,,,QB,26,&nbsp;,&nbsp;,185.3,268
179,Tyler Boyd,15547,tyler-boyd,,,WR,58,&nbsp;,&nbsp;,186.0,3225
180,DeAndre Washington,15806,deandre-washington,,,RB,54,&nbsp;,&nbsp;,186.2,3300
181,Pierre Garcon,9510,pierre-garcon,,,WR,59,&nbsp;,&nbsp;,187.2,269
182,Eric Ebron,12143,eric-ebron,,,TE,20,&nbsp;,&nbsp;,164.8,2118
183,Terrelle Pryor Sr.,10092,terrelle-pryor,,,WR,60,&nbsp;,&nbsp;,188.2,1020
184,Kyle Rudolph,9906,kyle-rudolph,,,TE,21,&nbsp;,&nbsp;,189.2,943
185,Las Vegas Raiders,8220,,,,DST,11,&nbsp;,&nbsp;,189.7,
186,Cincinnati Bengals,8060,,,9,DST,12,&nbsp;,&nbsp;,167.4,
187,C.J. Prosise,15614,cj-prosise,,,RB,55,&nbsp;,&nbsp;,169.4,3204
188,Kenneth Dixon,15577,kenneth-dixon,,,RB,56,&nbsp;,&nbsp;,194.0,3208
189,Chris Johnson,9123,chris-johnson,,,RB,57,&nbsp;,&nbsp;,172.6,272
190,Green Bay Packers,8110,,,4,DST,13,&nbsp;,&nbsp;,179.2,
191,Davante Adams,12123,davante-adams,LAR,8,WR,61,&nbsp;,&nbsp;,181.2,2133
192,New York Jets,8210,,,11,DST,14,&nbsp;,&nbsp;,181.4,
193,Marshawn Lynch,9428,marshawn-lynch,,,RB,58,&nbsp;,&nbsp;,151.8,745
194,Darren McFadden,9154,darren-mcfadden,,,RB,59,&nbsp;,&nbsp;,183.2,326
195,Jordan Howard,15585,jordan-howard,,,RB,60,&nbsp;,&nbsp;,183.6,3306
196,Laquon Treadwell,15495,laquon-treadwell,IND,10,WR,62,&nbsp;,&nbsp;,185.8,3155
197,Jay Cutler,9280,jay-cutler,,,QB,27,&nbsp;,&nbsp;,187.8,416
198,Chris Hogan,11477,chris-hogan,,,WR,63,&nbsp;,&nbsp;,208.2,1329
199,Dorial Green-Beckham,13904,dorial-green-beckham,,,WR,64,&nbsp;,&nbsp;,191.4,2345
200,Paul Perkins,15551,paul-perkins,,,RB,61,&nbsp;,&nbsp;,192.2,3211
201,Josh Doctson,15511,josh-doctson,,,WR,65,&nbsp;,&nbsp;,192.8,3178
202,New York Giants,8200,,,8,DST,15,&nbsp;,&nbsp;,193.0,
203,Philadelphia Eagles,8230,,,4,DST,16,&nbsp;,&nbsp;,193.2,
204,Joe Flacco,9300,joe-flacco,CIN,9,QB,28,&nbsp;,&nbsp;,194.0,19
205,Austin Seferian-Jenkins,12145,austin-seferian-jenkins,,,TE,22,&nbsp;,&nbsp;,194.2,2222
206,Karlos Williams,13951,karlos-williams,,,RB,62,&nbsp;,&nbsp;,168.3,2458
207,Phillip Dorsett II,13979,phillip-dorsett,LV,,WR,66,&nbsp;,&nbsp;,195.2,2334
208,Rishard Matthews,11380,rishard-matthews,,,WR,67,&nbsp;,&nbsp;,195.8,1046
209,Richard Rodgers,12233,richard-rodgers,,,TE,23,&nbsp;,&nbsp;,196.8,2146
210,Baltimore Ravens,8020,,,8,DST,17,&nbsp;,&nbsp;,198.2,
211,Charcandrick West,13729,charcandrick-west,,,RB,63,&nbsp;,&nbsp;,205.4,2024
212,Kenny Stills,11611,kenny-stills,,,WR,68,&nbsp;,&nbsp;,221.5,1555
213,Anquan Boldin,9020,anquan-boldin,,,WR,69,&nbsp;,&nbsp;,206.2,655
214,Clive Walford,13956,clive-walford,,,TE,24,&nbsp;,&nbsp;,208.8,2373
215,Virgil Green,10026,virgil-green,,,TE,25,&nbsp;,&nbsp;,208.8,868
216,Javorius Allen,13944,javorius-allen,,,RB,64,&nbsp;,&nbsp;,186.8,2430
217,Danny Amendola,9146,danny-amendola,,,WR,70,&nbsp;,&nbsp;,187.3,491
218,Shane Vereen,9897,shane-vereen,,,RB,65,&nbsp;,&nbsp;,211.6,814
219,Matt Bryant,9434,matt-bryant,,,K,14,&nbsp;,&nbsp;,212.0,127
220,Charles Clay,10003,charles-clay,,,TE,26,&nbsp;,&nbsp;,212.6,801
221,Buffalo Bills,8030,,,10,DST,18,&nbsp;,&nbsp;,213.6,
222,Terrance Williams,11627,terrance-williams,,,WR,71,&nbsp;,&nbsp;,217.2,1490
223,Jacksonville Jaguars,8140,,,5,DST,19,&nbsp;,&nbsp;,197.5,
224,Tim Hightower,9596,tim-hightower,,,RB,66,&nbsp;,&nbsp;,218.4,83
225,Sam Bradford,9678,sam-bradford,,,QB,29,&nbsp;,&nbsp;,220.0,621
226,Matt Prater,9443,matt-prater,,,K,15,&nbsp;,&nbsp;,220.8,17
227,Sammie Coates,13911,sammie-coates,,,WR,72,&nbsp;,&nbsp;,221.0,2392
228,Teddy Bridgewater,12088,teddy-bridgewater,DET,10,QB,30,&nbsp;,&nbsp;,202.5,2152
229,Robert Kelley,16154,robert-kelley,,,RB,67,&nbsp;,&nbsp;,109.0,
230,Josh Brown,9323,josh-brown,,,K,16,&nbsp;,&nbsp;,206.3,102
231,Jared Goff,15501,jared-goff,DET,10,QB,31,&nbsp;,&nbsp;,226.2,3163
232,Martavis Bryant,12136,martavis-bryant,,,WR,73,&nbsp;,&nbsp;,210.5,1916
233,Benjamin Watson,9040,benjamin-watson,,,TE,27,&nbsp;,&nbsp;,209.3,663
234,Dustin Hopkins,11818,dustin-hopkins,,,K,17,&nbsp;,&nbsp;,232.2,1348
235,Mike Nugent,9474,mike-nugent,,,K,18,&nbsp;,&nbsp;,216.0,658
236,Roberto Aguayo,15632,roberto-aguayo,,,K,19,&nbsp;,&nbsp;,234.8,3201
237,Dallas Cowboys,8080,,,7,DST,20,&nbsp;,&nbsp;,190.7,
238,Jermaine Kearse,11548,jermaine-kearse,,,WR,74,&nbsp;,&nbsp;,219.5,1290
239,Jordan Cameron,9946,jordan-cameron,,,TE,28,&nbsp;,&nbsp;,219.8,833
240,Hunter Henry,15561,hunter-henry,NE,9,TE,29,&nbsp;,&nbsp;,220.5,3214
241,Tampa Bay Buccaneers,8290,,,6,DST,21,&nbsp;,&nbsp;,239.0,
242,Nick Novak,9662,nick-novak,,,K,20,&nbsp;,&nbsp;,240.4,168
243,Washington Commanders,8310,,,9,DST,22,&nbsp;,&nbsp;,200.0,
244,Breshad Perriman,13975,breshad-perriman,,,WR,75,&nbsp;,&nbsp;,226.0,2331
245,Kenny Britt,9353,kenny-britt,,,WR,76,&nbsp;,&nbsp;,226.8,366
246,Robbie Gould,9534,robbie-gould,,,K,21,&nbsp;,&nbsp;,226.8,49
247,Connor Barth,9132,connor-barth,,,K,22,&nbsp;,&nbsp;,153.0,499
248,Mike Gillislee,11657,mike-gillislee,,,RB,68,&nbsp;,&nbsp;,202.7,1353
249,Ronnie Hillman,11289,ronnie-hillman,,,RB,69,&nbsp;,&nbsp;,205.7,1123
250,Leonard Fournette,16378,leonard-fournette,,,RB,70,&nbsp;,&nbsp;,20.0,3969
251,Nelson Agholor,13969,nelson-agholor,,,WR,77,&nbsp;,&nbsp;,210.0,2325
252,James Jones,9264,james-jones,,,WR,78,&nbsp;,&nbsp;,212.3,253
253,Chris Thompson,11651,chris-thompson,,,RB,71,&nbsp;,&nbsp;,213.3,1502
254,Miami Dolphins,8160,,,8,DST,23,&nbsp;,&nbsp;,214.0,
255,Christian McCaffrey,16393,christian-mccaffrey,SF,8,RB,72,&nbsp;,&nbsp;,39.0,4034
256,Joe Mixon,16420,joe-mixon,,,RB,73,&nbsp;,&nbsp;,40.0,4018
257,Jamison Crowder,13976,jamison-crowder,,,WR,79,&nbsp;,&nbsp;,172.0,2410
258,Ty Montgomery II,13977,ty-montgomery,,,RB,74,&nbsp;,&nbsp;,217.3,2399
259,Andre Ellington,11662,andre-ellington,,,RB,75,&nbsp;,&nbsp;,238.8,1575
260,Cameron Artis-Payne,13942,cameron-artis-payne,,,RB,76,&nbsp;,&nbsp;,239.3,2477
261,Indianapolis Colts,8130,,,10,DST,24,&nbsp;,&nbsp;,219.0,
262,C.J. Spiller,9680,cj-spiller,,,RB,77,&nbsp;,&nbsp;,240.8,507
263,Nick Folk,9491,nick-folk,ATL,11,K,23,&nbsp;,&nbsp;,243.0,650
264,Carson Wentz,15520,carson-wentz,MIN,6,QB,32,&nbsp;,&nbsp;,224.0,3161
265,Jesse James,13959,jesse-james,,,TE,30,&nbsp;,&nbsp;,243.5,2463
266,Cole Beasley,11459,cole-beasley,,,WR,80,&nbsp;,&nbsp;,244.5,1144
267,Dalvin Cook,16374,dalvin-cook,,,RB,78,&nbsp;,&nbsp;,77.0,4029
268,Tyreek Hill,15802,tyreek-hill,,,WR,81,&nbsp;,&nbsp;,194.5,3321
269,Corey Davis,16385,corey-davis,,,WR,82,&nbsp;,&nbsp;,86.0,4036
270,Jacob Tamme,9252,jacob-tamme,,,TE,31,&nbsp;,&nbsp;,230.0,32
271,Detroit Lions,8100,,,10,DST,25,&nbsp;,&nbsp;,230.3,
272,Dan Carpenter,9140,dan-carpenter,,,K,24,&nbsp;,&nbsp;,248.3,45
273,Jimmy Garoppolo,12208,jimmy-garoppolo,LAR,8,QB,33,&nbsp;,&nbsp;,231.0,1837
274,Samaje Perine,16423,samaje-perine,CIN,9,RB,79,&nbsp;,&nbsp;,92.0,4147
275,Cameron Brate,13470,cameron-brate,,,TE,32,&nbsp;,&nbsp;,233.3,2214
276,Shayne Graham,9567,shayne-graham,,,K,25,&nbsp;,&nbsp;,97.0,758
277,Robert Woods,11610,robert-woods,,,WR,83,&nbsp;,&nbsp;,234.0,1352
278,Chicago Bears,8050,,,9,DST,26,&nbsp;,&nbsp;,234.7,
279,Braxton Miller,15597,braxton-miller,,,WR,84,&nbsp;,&nbsp;,236.0,3203
280,Jonathan Williams,15611,jonathan-williams,,,RB,80,&nbsp;,&nbsp;,204.0,3312
281,Cameron Meredith,14352,cameron-meredith,,,WR,85,&nbsp;,&nbsp;,112.0,2699
282,Brandon LaFell,9699,brandon-lafell,,,WR,86,&nbsp;,&nbsp;,255.8,613
283,J.J. Nelson,14234,jj-nelson,,,WR,87,&nbsp;,&nbsp;,241.0,2462
284,Eli Rogers,14307,eli-rogers,,,WR,88,&nbsp;,&nbsp;,212.0,2980
285,Josh Lambo,14327,josh-lambo,,,K,26,&nbsp;,&nbsp;,257.8,2671
286,Kareem Hunt,16425,kareem-hunt,,,RB,81,&nbsp;,&nbsp;,127.0,4098
287,Marqise Lee,12120,marqise-lee,,,WR,89,&nbsp;,&nbsp;,215.5,1987
