rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,espn,sleeper,cbs,nfl,rtsports,fantrax,avg,sleeper_id
349,Garrett Celek,11507,garrett-celek,,,TE,46,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,293,293.0,1223
350,Christine Michael,11658,christine-michael,,,RB,95,&nbsp;,&nbsp;,&nbsp;,&nbsp;,298,341,319.5,1596
351,Stevan Ridley,9928,stevan-ridley,,,RB,96,&nbsp;,&nbsp;,&nbsp;,&nbsp;,324,315,319.5,811
352,Brice Butler,11837,brice-butler,,,WR,118,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,296,296.0,1471
353,Matt Barkley,11686,matt-barkley,,,QB,37,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,297,297.0,1338
354,Jeremy Maclin,9289,jeremy-maclin,,,WR,119,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,300,300.0,411
355,Chandler Catanzaro,13606,chandler-catanzaro,,,K,29,&nbsp;,&nbsp;,&nbsp;,&nbsp;,300,414,357.0,2242
356,Charles Sims,12104,charles-sims,,,RB,97,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,302,302.0,2223
357,Phillip Lindsay,17498,phillip-lindsay,,,RB,98,&nbsp;,&nbsp;,&nbsp;,&nbsp;,303,344,323.5,5170
358,J.D. McKissic,16230,jd-mckissic,,,RB,99,&nbsp;,&nbsp;,&nbsp;,&nbsp;,323,325,324.0,3664
359,Aldrick Rosas,16072,aldrick-rosas,,,K,30,&nbsp;,&nbsp;,&nbsp;,&nbsp;,304,357,330.5,3827
360,New York Jets,8210,,,11,DST,29,&nbsp;,&nbsp;,&nbsp;,&nbsp;,306,&nbsp;,306.0,
361,Jonnu Smith,16460,jonnu-smith,,,TE,47,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,306,306.0,4144
362,Jacoby Brissett,15642,jacoby-brissett,ARI,9,QB,38,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,307,307.0,3257
363,Josh McCown,9327,josh-mccown,,,QB,39,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,308,308.0,208
364,DeAndre Washington,15806,deandre-washington,,,RB,100,&nbsp;,&nbsp;,&nbsp;,&nbsp;,309,401,355.0,3300
365,AJ McCarron,12091,aj-mccarron,,,QB,40,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,312,312.0,1895
366,Miami Dolphins,8160,,,11,DST,30,&nbsp;,&nbsp;,&nbsp;,&nbsp;,313,&nbsp;,313.0,
367,Kenny Britt,9353,kenny-britt,,,WR,120,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,314,314.0,366
368,Jacquizz Rodgers,9894,jacquizz-rodgers,,,RB,101,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,316,316.0,949
369,Ryan Fitzpatrick,9545,ryan-fitzpatrick,,,QB,41,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,317,317.0,333
370,Dwayne Allen,11219,dwayne-allen,,,TE,48,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,318,318.0,1105
371,Robert Turbin,11191,robert-turbin,,,RB,102,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,320,320.0,1232
372,Kyle Juszczyk,11798,kyle-juszczyk,SF,11,RB,103,&nbsp;,&nbsp;,&nbsp;,&nbsp;,320,422,371.0,
373,Brandon LaFell,9699,brandon-lafell,,,WR,121,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,321,321.0,613
374,Brian Hoyer,9078,brian-hoyer,,,QB,42,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,323,323.0,345
375,Las Vegas Raiders,8220,,,,DST,31,&nbsp;,&nbsp;,&nbsp;,&nbsp;,325,&nbsp;,325.0,
376,Steven Jackson,9582,steven-jackson,,,RB,104,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,326,326.0,57
377,Tyler Higbee,15623,tyler-higbee,LAR,12,TE,49,&nbsp;,&nbsp;,&nbsp;,&nbsp;,326,385,355.5,3271
378,Marcus Murphy,13955,marcus-murphy,,,RB,105,&nbsp;,&nbsp;,&nbsp;,&nbsp;,327,366,346.5,2529
379,Peyton Hillis,9506,peyton-hillis,,,RB,106,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,328,328.0,660
380,Orleans Darkwa,13774,orleans-darkwa,,,RB,107,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,329,329.0,1819
381,Jordan Akins,17415,jordan-akins,,,TE,50,&nbsp;,&nbsp;,&nbsp;,&nbsp;,329,356,342.5,5032
382,Mark Walton,17305,mark-walton,,,RB,108,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,330,330.0,4997
383,Michael Roberts,16500,michael-roberts,,,TE,51,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,331,331.0,4164
384,Chad Williams,16728,chad-williams,,,WR,122,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,332,332.0,4128
385,Cody Latimer,12206,cody-latimer,,,WR,123,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,333,333.0,2004
386,Tyler Ervin,15661,tyler-ervin,,,RB,109,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,334,334.0,3280
387,Jordan Leggett,16458,jordan-leggett,,,TE,52,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,336,336.0,4153
388,Xavier Grimble,12149,xavier-grimble,,,TE,53,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,337,337.0,2082
389,Chris Johnson,9123,chris-johnson,,,RB,110,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,338,338.0,272
390,Wes Welker,9628,wes-welker,,,WR,124,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,340,340.0,177
391,Jeff Heuerman,13961,jeff-heuerman,,,TE,54,&nbsp;,&nbsp;,&nbsp;,&nbsp;,340,395,367.5,2397
392,Brock Osweiler,11179,brock-osweiler,,,QB,43,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,342,342.0,1126
393,Dennis Pitta,9705,dennis-pitta,,,TE,55,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,345,345.0,527
394,,17515,,,,1,,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,346,346.0,
395,Randy Moss,9519,randy-moss,,,WR,125,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,347,347.0,
396,Tajae Sharpe,15587,tajae-sharpe,,,WR,126,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,348,348.0,3297
397,Tony Romo,9609,tony-romo,,,QB,44,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,349,349.0,142
398,Knowshon Moreno,9365,knowshon-moreno,,,RB,111,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,350,350.0,387
399,Marques Colston,9427,marques-colston,,,WR,127,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,351,351.0,201
400,Akeem Hunt,14286,akeem-hunt,,,RB,112,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,352,352.0,2731
401,Malcolm Mitchell,15656,malcolm-mitchell,,,WR,128,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,353,353.0,3273
402,Kendall Wright,11197,kendall-wright,,,WR,129,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,358,358.0,1097
403,Coby Fleener,11220,coby-fleener,,,TE,56,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,360,360.0,1107
404,Rashard Higgins,15586,rashard-higgins,,,WR,130,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,361,361.0,3328
405,Damoun Patterson,17848,damoun-patterson,,,WR,131,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,362,362.0,5125
406,Landry Jones,11681,landry-jones,,,QB,45,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,364,364.0,1411
407,Thomas Rawls,14403,thomas-rawls,,,RB,113,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,365,365.0,2585
408,Trenton Cannon,17538,trenton-cannon,,,RB,114,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,367,367.0,5123
409,Clive Walford,13956,clive-walford,,,TE,57,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,368,368.0,2373
410,Marcedes Lewis,9413,marcedes-lewis,,,TE,58,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,373,373.0,111
411,C.J. Beathard,16419,cj-beathard,,,QB,46,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,374,374.0,4127
412,Tommylee Lewis,16253,tommylee-lewis,,,WR,132,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,375,375.0,3614
413,Equanimeous St. Brown,17307,equanimeous-st-brown,,,WR,133,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,376,376.0,5323
414,Justin Hardy,13970,justin-hardy,,,WR,134,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,377,377.0,2412
415,Teddy Bridgewater,12088,teddy-bridgewater,DET,6,QB,47,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,378,378.0,2152
416,Justin Watson,17603,justin-watson,HOU,10,WR,135,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,379,379.0,5374
417,Johnny Manziel,12089,johnny-manziel,,,QB,48,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,380,380.0,1907
418,Mike Boone,17813,mike-boone,,,RB,115,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,382,382.0,5209
419,Mark Sanchez,9425,mark-sanchez,,,QB,49,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,383,383.0,350
420,Nathan Peterman,16414,nathan-peterman,,,QB,50,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,384,384.0,4183
421,Eddy Pineiro,17575,eddy-pineiro,SF,11,K,31,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,386,386.0,5189
422,Colin Kaepernick,9891,colin-kaepernick,,,QB,51,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,387,387.0,980
423,Aaron Hernandez,9682,aaron-hernandez,,,TE,59,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,388,388.0,516
424,Mike Davis,13943,mike-davis-rb,,,RB,116,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,389,389.0,2431
