rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,bb10,rtsports,underdog,drafters,draftkings,avg,sleeper_id
39,Adam Thielen,13429,adam-thielen,,,WR,14,38,38,&nbsp;,&nbsp;,&nbsp;,38.0,1689
40,Amari Cooper,13894,amari-cooper,,,WR,15,36,45,&nbsp;,&nbsp;,&nbsp;,40.5,2309
41,Calvin Ridley,17258,calvin-ridley,TEN,4,WR,16,40,43,&nbsp;,&nbsp;,&nbsp;,41.5,4981
42,A.J. Brown,18218,aj-brown,NE,5,WR,17,42,41,&nbsp;,&nbsp;,&nbsp;,41.5,5859
43,Leonard Fournette,16378,leonard-fournette,,,RB,22,31,54,&nbsp;,&nbsp;,&nbsp;,42.5,3969
44,Mark Andrews,17269,mark-andrews,BAL,7,TE,3,45,42,&nbsp;,&nbsp;,&nbsp;,43.5,5012
45,Robert Woods,11610,robert-woods,,,WR,18,44,49,&nbsp;,&nbsp;,&nbsp;,46.5,1352
46,DK Metcalf,18219,dk-metcalf,PIT,4,WR,19,48,48,&nbsp;,&nbsp;,&nbsp;,48.0,5846
47,Raheem Mostert,14338,raheem-mostert,LV,6,RB,23,58,40,&nbsp;,&nbsp;,&nbsp;,49.0,2749
48,Courtland Sutton,17253,courtland-sutton,DEN,5,WR,20,46,52,&nbsp;,&nbsp;,&nbsp;,49.0,5045
49,Zach Ertz,11689,zach-ertz,,,TE,4,55,44,&nbsp;,&nbsp;,&nbsp;,49.5,1339
50,Cam Akers,19268,cam-akers,,,RB,24,52,47,&nbsp;,&nbsp;,&nbsp;,49.5,6938
51,Devin Singletary,18280,devin-singletary,NYG,11,RB,25,54,46,&nbsp;,&nbsp;,&nbsp;,50.0,6130
52,DJ Chark Jr.,17292,dj-chark,,,WR,21,47,58,&nbsp;,&nbsp;,&nbsp;,52.5,4951
53,Mark Ingram II,9872,mark-ingram,,,RB,26,53,53,&nbsp;,&nbsp;,&nbsp;,53.0,956
54,Kareem Hunt,16425,kareem-hunt,,,RB,27,57,51,&nbsp;,&nbsp;,&nbsp;,54.0,4098
55,Terry McLaurin,18466,terry-mclaurin,WAS,8,WR,22,49,61,&nbsp;,&nbsp;,&nbsp;,55.0,5927
56,Keenan Allen,11616,keenan-allen,LAC,6,WR,23,56,55,&nbsp;,&nbsp;,&nbsp;,55.5,1479
57,Tyler Lockett,13971,tyler-lockett,LV,6,WR,24,50,64,&nbsp;,&nbsp;,&nbsp;,57.0,2374
58,D'Andre Swift,19210,dandre-swift,CHI,11,RB,28,51,68,&nbsp;,&nbsp;,&nbsp;,59.5,6790
59,Dak Prescott,15600,dak-prescott,DAL,10,QB,3,70,50,&nbsp;,&nbsp;,&nbsp;,60.0,3294
60,David Montgomery,18239,david-montgomery,HOU,8,RB,29,59,62,&nbsp;,&nbsp;,&nbsp;,60.5,5892
61,DeVante Parker,13897,devante-parker,,,WR,25,61,65,&nbsp;,&nbsp;,&nbsp;,63.0,2319
62,Darren Waller,14104,darren-waller,,,TE,5,68,59,&nbsp;,&nbsp;,&nbsp;,63.5,2505
63,Hollywood Brown,18226,marquise-brown,PHI,9,WR,26,60,67,&nbsp;,&nbsp;,&nbsp;,63.5,5848
64,Kyler Murray,18600,kyler-murray,MIN,7,QB,4,73,56,&nbsp;,&nbsp;,&nbsp;,64.5,5849
65,T.Y. Hilton,11206,ty-hilton,,,WR,27,63,66,&nbsp;,&nbsp;,&nbsp;,64.5,1110
66,Stefon Diggs,13981,stefon-diggs,,,WR,28,62,69,&nbsp;,&nbsp;,&nbsp;,65.5,2449
67,J.K. Dobbins,19245,jk-dobbins,DEN,5,RB,30,64,70,&nbsp;,&nbsp;,&nbsp;,67.0,6806
68,Russell Wilson,11180,russell-wilson,,,QB,5,75,60,&nbsp;,&nbsp;,&nbsp;,67.5,1234
69,Tyler Boyd,15547,tyler-boyd,,,WR,29,66,73,&nbsp;,&nbsp;,&nbsp;,69.5,3225
70,William Fuller V,15629,will-fuller,,,WR,30,67,72,&nbsp;,&nbsp;,&nbsp;,69.5,3157
71,Deshaun Watson,16398,deshaun-watson,CLE,9,QB,6,78,63,&nbsp;,&nbsp;,&nbsp;,70.5,4017
72,Michael Gallup,17259,michael-gallup,,,WR,31,65,78,&nbsp;,&nbsp;,&nbsp;,71.5,5038
73,James White,12195,james-white,,,RB,31,74,71,&nbsp;,&nbsp;,&nbsp;,72.5,1848
74,A.J. Green,9857,aj-green,,,WR,32,72,81,&nbsp;,&nbsp;,&nbsp;,76.5,830
75,Julian Edelman,9332,julian-edelman,,,WR,33,76,77,&nbsp;,&nbsp;,&nbsp;,76.5,344
76,Jarvis Landry,12128,jarvis-landry,,,WR,34,71,83,&nbsp;,&nbsp;,&nbsp;,77.0,1825
77,Tarik Cohen,16450,tarik-cohen,,,RB,32,83,74,&nbsp;,&nbsp;,&nbsp;,78.5,4157
78,Evan Engram,16411,evan-engram,DEN,5,TE,6,82,75,&nbsp;,&nbsp;,&nbsp;,78.5,4066
79,Antonio Gibson,19624,antonio-gibson,,,RB,33,108,57,&nbsp;,&nbsp;,&nbsp;,82.5,6945
80,Ronald Jones II,17243,ronald-jones-ii,,,RB,34,69,99,&nbsp;,&nbsp;,&nbsp;,84.0,
81,Marlon Mack,16444,marlon-mack,,,RB,35,79,89,&nbsp;,&nbsp;,&nbsp;,84.0,4152
82,Jordan Howard,15585,jordan-howard,,,RB,36,89,80,&nbsp;,&nbsp;,&nbsp;,84.5,3306
83,Zack Moss,19263,zack-moss,,,RB,37,88,82,&nbsp;,&nbsp;,&nbsp;,85.0,6845
84,Diontae Johnson,18615,diontae-johnson,,,WR,35,77,94,&nbsp;,&nbsp;,&nbsp;,85.5,5937
85,Marvin Jones Jr.,11215,marvin-jones,,,WR,36,80,91,&nbsp;,&nbsp;,&nbsp;,85.5,1067
86,Phillip Lindsay,17498,phillip-lindsay,,,RB,38,87,85,&nbsp;,&nbsp;,&nbsp;,86.0,5170
87,Matt Ryan,9444,matt-ryan,,,QB,7,96,79,&nbsp;,&nbsp;,&nbsp;,87.5,24
88,Brandin Cooks,12122,brandin-cooks,,,WR,37,81,95,&nbsp;,&nbsp;,&nbsp;,88.0,2197
89,Josh Allen,17298,josh-allen-qb,BUF,11,QB,8,94,84,&nbsp;,&nbsp;,&nbsp;,89.0,4984
90,Deebo Samuel Sr.,18244,deebo-samuel,,,WR,38,84,96,&nbsp;,&nbsp;,&nbsp;,90.0,5872
91,Tyler Higbee,15623,tyler-higbee,LAR,9,TE,7,90,90,&nbsp;,&nbsp;,&nbsp;,90.0,3271
92,Hayden Hurst,17283,hayden-hurst,,,TE,8,97,88,&nbsp;,&nbsp;,&nbsp;,92.5,4973
93,Christian Kirk,17268,christian-kirk,SF,11,WR,39,85,101,&nbsp;,&nbsp;,&nbsp;,93.0,4950
94,Hunter Henry,15561,hunter-henry,NE,5,TE,9,98,93,&nbsp;,&nbsp;,&nbsp;,95.5,3214
95,Tom Brady,9603,tom-brady,,,QB,9,117,76,&nbsp;,&nbsp;,&nbsp;,96.5,167
96,Latavius Murray,11821,latavius-murray,,,RB,39,101,92,&nbsp;,&nbsp;,&nbsp;,96.5,1476
97,Drew Brees,9200,drew-brees,,,QB,10,109,87,&nbsp;,&nbsp;,&nbsp;,98.0,289
98,Jamison Crowder,13976,jamison-crowder,,,WR,40,86,111,&nbsp;,&nbsp;,&nbsp;,98.5,2410
99,Matt Breida,17058,matt-breida,,,RB,40,100,100,&nbsp;,&nbsp;,&nbsp;,100.0,4455
100,CeeDee Lamb,19202,ceedee-lamb,DAL,10,WR,41,99,102,&nbsp;,&nbsp;,&nbsp;,100.5,6786
101,Carson Wentz,15520,carson-wentz,MIN,7,QB,11,105,98,&nbsp;,&nbsp;,&nbsp;,101.5,3161
102,Kerryon Johnson,17247,kerryon-johnson,,,RB,41,91,113,&nbsp;,&nbsp;,&nbsp;,102.0,5068
103,Darius Slayton,18706,darius-slayton,NYG,11,WR,42,92,112,&nbsp;,&nbsp;,&nbsp;,102.0,6149
104,Tevin Coleman,13926,tevin-coleman,,,RB,42,95,109,&nbsp;,&nbsp;,&nbsp;,102.0,2378
105,Emmanuel Sanders,9707,emmanuel-sanders,,,WR,43,102,107,&nbsp;,&nbsp;,&nbsp;,104.5,538
106,John Brown,12231,john-brown,,,WR,44,104,105,&nbsp;,&nbsp;,&nbsp;,104.5,2238
107,Rob Gronkowski,9721,rob-gronkowski,,,TE,10,126,86,&nbsp;,&nbsp;,&nbsp;,106.0,515
108,Matthew Stafford,9451,matthew-stafford,LAR,9,QB,12,118,97,&nbsp;,&nbsp;,&nbsp;,107.5,421
109,Sony Michel,17309,sony-michel,,,RB,43,114,106,&nbsp;,&nbsp;,&nbsp;,110.0,4962
110,Aaron Rodgers,9001,aaron-rodgers,PIT,4,QB,13,120,103,&nbsp;,&nbsp;,&nbsp;,111.5,96
111,Jared Cook,9265,jared-cook,,,TE,11,111,115,&nbsp;,&nbsp;,&nbsp;,113.0,367
112,Mecole Hardman Jr.,18587,mecole-hardman,BUF,11,WR,45,93,134,&nbsp;,&nbsp;,&nbsp;,113.5,5917
113,Jerry Jeudy,19201,jerry-jeudy,CLE,9,WR,46,103,124,&nbsp;,&nbsp;,&nbsp;,113.5,6783
114,Alexander Mattison,18621,alexander-mattison,,,RB,44,106,125,&nbsp;,&nbsp;,&nbsp;,115.5,5987
115,Henry Ruggs III,19207,henry-ruggs,,,WR,47,110,122,&nbsp;,&nbsp;,&nbsp;,116.0,6789
116,Sterling Shepard,15569,sterling-shepard,,,WR,48,107,127,&nbsp;,&nbsp;,&nbsp;,117.0,3200
117,Noah Fant,17527,noah-fant,NO,6,TE,12,124,110,&nbsp;,&nbsp;,&nbsp;,117.0,5857
118,Boston Scott,17612,boston-scott,,,RB,45,121,114,&nbsp;,&nbsp;,&nbsp;,117.5,5122
119,Daniel Jones,18232,daniel-jones,IND,7,QB,14,130,108,&nbsp;,&nbsp;,&nbsp;,119.0,5870
120,Austin Hooper,15581,austin-hooper,ATL,10,TE,13,115,123,&nbsp;,&nbsp;,&nbsp;,119.0,3202
121,Mike Gesicki,17272,mike-gesicki,CIN,9,TE,14,112,130,&nbsp;,&nbsp;,&nbsp;,121.0,4993
122,Chase Edmonds,17496,chase-edmonds,WAS,8,RB,46,113,132,&nbsp;,&nbsp;,&nbsp;,122.5,5000
123,Tony Pollard,18705,tony-pollard,TEN,4,RB,47,119,135,&nbsp;,&nbsp;,&nbsp;,127.0,5967
124,Jared Goff,15501,jared-goff,DET,5,QB,15,138,117,&nbsp;,&nbsp;,&nbsp;,127.5,3163
125,Ben Roethlisberger,9039,ben-roethlisberger,,,QB,16,140,116,&nbsp;,&nbsp;,&nbsp;,128.0,138
126,T.J. Hockenson,18290,tj-hockenson,MIN,7,TE,15,131,129,&nbsp;,&nbsp;,&nbsp;,130.0,5844
127,Anthony Miller,17255,anthony-miller,,,WR,49,116,147,&nbsp;,&nbsp;,&nbsp;,131.5,5013
128,Preston Williams,18612,preston-williams,,,WR,50,127,136,&nbsp;,&nbsp;,&nbsp;,131.5,6148
129,Duke Johnson Jr.,13939,duke-johnson,,,RB,48,125,139,&nbsp;,&nbsp;,&nbsp;,132.0,2382
130,Cam Newton,9869,cam-newton,,,QB,17,146,119,&nbsp;,&nbsp;,&nbsp;,132.5,954
131,Baker Mayfield,17237,baker-mayfield,TB,13,QB,18,137,128,&nbsp;,&nbsp;,&nbsp;,132.5,4892
132,Dallas Goedert,17270,dallas-goedert,PHI,9,TE,16,134,131,&nbsp;,&nbsp;,&nbsp;,132.5,5022
133,Jonnu Smith,16460,jonnu-smith,,,TE,17,132,137,&nbsp;,&nbsp;,&nbsp;,134.5,4144
134,DeSean Jackson,9186,desean-jackson,,,WR,51,129,142,&nbsp;,&nbsp;,&nbsp;,135.5,147
135,Ryquell Armstead,18521,ryquell-armstead,,,RB,49,169,104,&nbsp;,&nbsp;,&nbsp;,136.5,6007
136,Justin Jefferson,19236,justin-jefferson,MIN,7,WR,52,149,126,&nbsp;,&nbsp;,&nbsp;,137.5,6794
137,Eric Ebron,12143,eric-ebron,,,TE,18,161,120,&nbsp;,&nbsp;,&nbsp;,140.5,2118
138,Chris Thompson,11651,chris-thompson,,,RB,50,170,118,&nbsp;,&nbsp;,&nbsp;,144.0,1502
139,Chris Herndon IV,17536,chris-herndon-iv,,,TE,19,148,140,&nbsp;,&nbsp;,&nbsp;,144.0,5009
140,Darrell Henderson Jr.,18588,darrell-henderson,,,RB,51,128,161,&nbsp;,&nbsp;,&nbsp;,144.5,5916
141,Joe Burrow,19196,joe-burrow,CIN,9,QB,19,145,144,&nbsp;,&nbsp;,&nbsp;,144.5,6770
142,Blake Jarwin,16638,blake-jarwin,,,TE,20,144,146,&nbsp;,&nbsp;,&nbsp;,145.0,4571
143,Damien Harris,18230,damien-harris-rb,,,RB,52,135,157,&nbsp;,&nbsp;,&nbsp;,146.0,5890
144,Mike Williams,16377,mike-williams-wr,,,WR,53,123,170,&nbsp;,&nbsp;,&nbsp;,146.5,
145,Ryan Tannehill,11174,ryan-tannehill,,,QB,20,155,138,&nbsp;,&nbsp;,&nbsp;,146.5,1049
146,Golden Tate,9683,golden-tate,,,WR,54,133,163,&nbsp;,&nbsp;,&nbsp;,148.0,642
147,Robbie Chosen,15688,robby-anderson,,,WR,55,147,149,&nbsp;,&nbsp;,&nbsp;,148.0,3423
148,Jalen Reagor,19219,jalen-reagor,MIA,7,WR,56,122,178,&nbsp;,&nbsp;,&nbsp;,150.0,6798
149,Jack Doyle,11987,jack-doyle,,,TE,21,152,151,&nbsp;,&nbsp;,&nbsp;,151.5,1706
150,Nyheim Miller-Hines,17297,nyheim-hines,,,RB,53,151,153,&nbsp;,&nbsp;,&nbsp;,152.0,5347
151,Jimmy Garoppolo,12208,jimmy-garoppolo,LAR,9,QB,21,160,148,&nbsp;,&nbsp;,&nbsp;,154.0,1837
152,Brandon Aiyuk,19252,brandon-aiyuk,SF,11,WR,57,153,156,&nbsp;,&nbsp;,&nbsp;,154.5,6803
153,AJ Dillon,19358,aj-dillon,CAR,13,RB,54,142,169,&nbsp;,&nbsp;,&nbsp;,155.5,6828
154,Curtis Samuel,16434,curtis-samuel,,,WR,58,141,172,&nbsp;,&nbsp;,&nbsp;,156.5,4082
155,Baltimore Ravens,8020,,,7,DST,1,173,145,&nbsp;,&nbsp;,&nbsp;,159.0,
156,Michael Pittman Jr.,19278,michael-pittman,PIT,4,WR,59,157,162,&nbsp;,&nbsp;,&nbsp;,159.5,6819
157,Kirk Cousins,11177,kirk-cousins,LV,6,QB,22,166,158,&nbsp;,&nbsp;,&nbsp;,162.0,1166
158,Gardner Minshew II,18562,gardner-minshew,ARI,8,QB,23,165,159,&nbsp;,&nbsp;,&nbsp;,162.0,6011
159,Allen Lazard,17301,allen-lazard,,,WR,60,154,173,&nbsp;,&nbsp;,&nbsp;,163.5,5185
160,Drew Lock,18225,drew-lock,SEA,6,QB,24,172,160,&nbsp;,&nbsp;,&nbsp;,166.0,5854
161,Sammy Watkins,12118,sammy-watkins,,,WR,61,150,184,&nbsp;,&nbsp;,&nbsp;,167.0,1817
162,Breshad Perriman,13975,breshad-perriman,,,WR,62,143,192,&nbsp;,&nbsp;,&nbsp;,167.5,2331
163,Parris Campbell,18463,parris-campbell,,,WR,63,156,181,&nbsp;,&nbsp;,&nbsp;,168.5,5880
164,San Francisco 49ers,8270,,,11,DST,2,159,180,&nbsp;,&nbsp;,&nbsp;,169.5,
165,Philip Rivers,9509,philip-rivers,,,QB,25,176,164,&nbsp;,&nbsp;,&nbsp;,170.0,331
166,Justin Jackson,17300,justin-jackson-rb,,,RB,55,167,174,&nbsp;,&nbsp;,&nbsp;,170.5,5131
167,Bryce Love,18266,bryce-love-rb,,,RB,56,189,154,&nbsp;,&nbsp;,&nbsp;,171.5,5889
168,Ian Thomas,17387,ian-thomas,LV,6,TE,22,162,183,&nbsp;,&nbsp;,&nbsp;,172.5,4995
169,N'Keal Harry,18222,nkeal-harry,,,WR,64,158,189,&nbsp;,&nbsp;,&nbsp;,173.5,5878
170,Joshua Kelley,19445,joshua-kelley,,,RB,57,171,179,&nbsp;,&nbsp;,&nbsp;,175.0,7045
171,New England Patriots,8180,,,5,DST,3,185,166,&nbsp;,&nbsp;,&nbsp;,175.5,
172,Teddy Bridgewater,12088,teddy-bridgewater,DET,5,QB,26,177,175,&nbsp;,&nbsp;,&nbsp;,176.0,2152
173,Irv Smith Jr.,18610,irv-smith-jr,,,TE,23,168,185,&nbsp;,&nbsp;,&nbsp;,176.5,6126
174,Darrel Williams,17514,darrel-williams,,,RB,58,202,152,&nbsp;,&nbsp;,&nbsp;,177.0,5549
175,O.J. Howard,16380,oj-howard,,,TE,24,180,177,&nbsp;,&nbsp;,&nbsp;,178.5,4055
176,Derek Carr,12092,derek-carr,,,QB,27,193,165,&nbsp;,&nbsp;,&nbsp;,179.0,2028
177,Hunter Renfrow,18345,hunter-renfrow,,,WR,65,174,188,&nbsp;,&nbsp;,&nbsp;,181.0,5955
178,Chicago Bears,8050,,,11,DST,4,195,171,&nbsp;,&nbsp;,&nbsp;,183.0,
179,New Orleans Saints,8190,,,6,DST,5,191,176,&nbsp;,&nbsp;,&nbsp;,183.5,
180,Adrian Peterson,9006,adrian-peterson-min,,,RB,59,164,205,&nbsp;,&nbsp;,&nbsp;,184.5,184
181,Ke'Shawn Vaughn,19351,keshawn-vaughn,,,RB,60,136,234,&nbsp;,&nbsp;,&nbsp;,185.0,6885
182,Bryan Edwards,18634,bryan-edwards,,,WR,66,190,187,&nbsp;,&nbsp;,&nbsp;,188.5,6870
183,Sam Darnold,17236,sam-darnold,SEA,6,QB,28,188,190,&nbsp;,&nbsp;,&nbsp;,189.0,4943
184,Laviska Shenault Jr.,19221,laviska-shenault,,,WR,67,175,204,&nbsp;,&nbsp;,&nbsp;,189.5,6814
185,Jerick McKinnon,12209,jerick-mckinnon,,,RB,61,182,201,&nbsp;,&nbsp;,&nbsp;,191.5,2161
186,Carlos Hyde,12105,carlos-hyde,,,RB,62,184,199,&nbsp;,&nbsp;,&nbsp;,191.5,2257
187,Greg Olsen,9238,greg-olsen,,,TE,25,192,197,&nbsp;,&nbsp;,&nbsp;,194.5,58
188,Kansas City Chiefs,8150,,,10,DST,6,196,193,&nbsp;,&nbsp;,&nbsp;,194.5,
189,Larry Fitzgerald,9383,larry-fitzgerald,,,WR,68,179,214,&nbsp;,&nbsp;,&nbsp;,196.5,223
190,Alshon Jeffery,11199,alshon-jeffery,,,WR,69,199,194,&nbsp;,&nbsp;,&nbsp;,196.5,1149
191,Derrius Guice,17241,derrius-guice,,,RB,63,139,&nbsp;,&nbsp;,&nbsp;,&nbsp;,139.0,4949
192,Devonta Freeman,12108,devonta-freeman,,,RB,64,187,212,&nbsp;,&nbsp;,&nbsp;,199.5,2168
193,Randall Cobb,9902,randall-cobb,,,WR,70,178,222,&nbsp;,&nbsp;,&nbsp;,200.0,928
194,James Robinson,19631,james-robinson,,,RB,65,235,167,&nbsp;,&nbsp;,&nbsp;,201.0,6955
195,Darrynton Evans,19418,darrynton-evans,,,RB,66,186,218,&nbsp;,&nbsp;,&nbsp;,202.0,7064
196,Benny Snell Jr.,18609,benjamin-snell-jr,,,RB,67,206,200,&nbsp;,&nbsp;,&nbsp;,203.0,6156
197,Jamaal Williams,16424,jamaal-williams,,,RB,68,209,198,&nbsp;,&nbsp;,&nbsp;,203.5,4149
198,James Washington,17254,james-washington,,,WR,71,183,227,&nbsp;,&nbsp;,&nbsp;,205.0,5024
199,Tampa Bay Buccaneers,8290,,,13,DST,7,194,217,&nbsp;,&nbsp;,&nbsp;,205.5,
200,Pittsburgh Steelers,8240,,,4,DST,8,163,249,&nbsp;,&nbsp;,&nbsp;,206.0,
201,Anthony McFarland Jr.,19366,anthony-mcfarland,,,RB,69,204,216,&nbsp;,&nbsp;,&nbsp;,210.0,6878
202,Minnesota Vikings,8170,,,7,DST,9,201,225,&nbsp;,&nbsp;,&nbsp;,213.0,
203,Steven Sims Jr.,18962,steven-sims,,,WR,72,198,229,&nbsp;,&nbsp;,&nbsp;,213.5,6402
204,Devine Ozigbo,18630,devine-ozigbo,,,RB,70,223,206,&nbsp;,&nbsp;,&nbsp;,214.5,6068
205,Denzel Mims,19344,denzel-mims,DAL,10,WR,73,220,211,&nbsp;,&nbsp;,&nbsp;,215.5,6849
206,Tee Higgins,19211,tee-higgins,CIN,9,WR,74,240,196,&nbsp;,&nbsp;,&nbsp;,218.0,6801
207,Tyrod Taylor,10007,tyrod-taylor,GB,5,QB,29,229,207,&nbsp;,&nbsp;,&nbsp;,218.0,827
208,,18214,,,,1,,227,209,&nbsp;,&nbsp;,&nbsp;,218.0,
209,Buffalo Bills,8030,,,11,DST,10,181,276,&nbsp;,&nbsp;,&nbsp;,228.5,
210,Arizona Cardinals,8000,,,8,DST,11,268,182,&nbsp;,&nbsp;,&nbsp;,225.0,
211,Jace Sternberger,18614,jace-sternberger,,,TE,26,200,242,&nbsp;,&nbsp;,&nbsp;,221.0,6139
212,Cole Beasley,11459,cole-beasley,,,WR,75,221,221,&nbsp;,&nbsp;,&nbsp;,221.0,1144
213,Ito Smith,17249,ito-smith,,,RB,71,239,208,&nbsp;,&nbsp;,&nbsp;,223.5,5004
214,Philadelphia Eagles,8230,,,9,DST,12,213,235,&nbsp;,&nbsp;,&nbsp;,224.0,
215,Dawson Knox,18631,dawson-knox,BUF,11,TE,27,212,237,&nbsp;,&nbsp;,&nbsp;,224.5,5906
216,Seattle Seahawks,8260,,,6,DST,13,217,236,&nbsp;,&nbsp;,&nbsp;,226.5,
217,Jalen Richard,16120,jalen-richard,,,RB,72,263,195,&nbsp;,&nbsp;,&nbsp;,229.0,3868
218,DeAndre Washington,15806,deandre-washington,,,RB,73,197,&nbsp;,&nbsp;,&nbsp;,&nbsp;,197.0,3300
219,Dallas Cowboys,8080,,,10,DST,14,226,231,&nbsp;,&nbsp;,&nbsp;,228.5,
220,Corey Davis,16385,corey-davis,,,WR,76,218,241,&nbsp;,&nbsp;,&nbsp;,229.5,4036
221,Kyle Rudolph,9906,kyle-rudolph,,,TE,28,236,223,&nbsp;,&nbsp;,&nbsp;,229.5,943
222,Atlanta Falcons,8010,,,10,DST,15,294,202,&nbsp;,&nbsp;,&nbsp;,248.0,
223,Los Angeles Rams,8280,,,9,DST,16,205,256,&nbsp;,&nbsp;,&nbsp;,230.5,
224,Los Angeles Chargers,8250,,,6,DST,17,203,265,&nbsp;,&nbsp;,&nbsp;,234.0,
225,Tennessee Titans,8300,,,4,DST,18,211,253,&nbsp;,&nbsp;,&nbsp;,232.0,
226,Indianapolis Colts,8130,,,7,DST,19,207,263,&nbsp;,&nbsp;,&nbsp;,235.0,
227,Dede Westbrook,16436,dede-westbrook,,,WR,77,208,262,&nbsp;,&nbsp;,&nbsp;,235.0,4146
