value_basis,format,scope,year,archetype_id,pair_key,pos_a,pos_b,pair_plugs,total_hvorp_a,total_hvorp_b,rel_diff_pct
comp,hwang,overall,,,QB_vs_WR,QB,WR,2515600,150959039.1,144096109.2,4.7
comp,hwang,overall,,,QB_vs_TE,QB,TE,1010800,47747280.3,45830058.1,4.1
comp,hwang,overall,,,RB_vs_WR,RB,WR,4058400,278609223.1,188624663.5,38.5
comp,hwang,overall,,,RB_vs_TE,RB,TE,1991200,121259533.3,83646447.5,36.7
comp,hwang,overall,,,WR_vs_TE,WR,TE,2496600,106993209,103370499.1,3.4
comp,hwang,year,2021,,QB_vs_RB,QB,RB,174800,14552662.4,19416878.8,-28.6
comp,hwang,year,2021,,QB_vs_WR,QB,WR,315400,20916559.9,25398898.6,-19.4
comp,hwang,year,2021,,QB_vs_TE,QB,TE,91200,6630194.4,6423473.1,3.2
comp,hwang,year,2021,,RB_vs_WR,RB,WR,486400,40326552,30616143.9,27.4
comp,hwang,year,2021,,RB_vs_TE,RB,TE,212800,17072046.3,12774454.9,28.8
comp,hwang,year,2021,,WR_vs_TE,WR,TE,277400,14884305.8,15324591.8,-2.9
comp,hwang,archetype,2021,2024_1,QB_vs_RB,QB,RB,9200,1136932.7,1025443.6,10.3
comp,hwang,archetype,2021,2024_1,QB_vs_WR,QB,WR,16600,1718502.8,1479130.2,15
comp,hwang,archetype,2021,2024_1,QB_vs_TE,QB,TE,4800,513210.5,368072.7,32.9
comp,hwang,archetype,2021,2024_1,RB_vs_WR,RB,WR,25600,2131671.6,1806357.1,16.5
comp,hwang,archetype,2021,2024_1,RB_vs_TE,RB,TE,11200,910991.5,723970.2,22.9
comp,hwang,archetype,2021,2024_1,WR_vs_TE,WR,TE,14600,885211.1,877520.9,0.9
comp,hwang,archetype,2021,2024_2,QB_vs_RB,QB,RB,9200,912734,1078476.2,-16.6
comp,hwang,archetype,2021,2024_2,QB_vs_WR,QB,WR,16600,1323503.7,1478131.3,-11
comp,hwang,archetype,2021,2024_2,QB_vs_TE,QB,TE,4800,424607.5,413300.5,2.7
comp,hwang,archetype,2021,2024_2,RB_vs_WR,RB,WR,25600,2260275.5,1795141.8,22.9
comp,hwang,archetype,2021,2024_2,RB_vs_TE,RB,TE,11200,943251.1,802074.8,16.2
comp,hwang,archetype,2021,2024_2,WR_vs_TE,WR,TE,14600,881183.6,973697.5,-10
comp,hwang,archetype,2021,2024_3,QB_vs_RB,QB,RB,9200,910852.1,1054939.3,-14.7
comp,hwang,archetype,2021,2024_3,QB_vs_WR,QB,WR,16600,1333856.7,1578393.5,-16.8
comp,hwang,archetype,2021,2024_3,QB_vs_TE,QB,TE,4800,432419,376854.4,13.7
comp,hwang,archetype,2021,2024_3,RB_vs_WR,RB,WR,25600,2197047.3,1942497.7,12.3
comp,hwang,archetype,2021,2024_3,RB_vs_TE,RB,TE,11200,933233.8,754237.1,21.2
comp,hwang,archetype,2021,2024_3,WR_vs_TE,WR,TE,14600,949517.7,909256.6,4.3
comp,hwang,archetype,2021,2024_4,QB_vs_RB,QB,RB,9200,812653,1067930.9,-27.1
comp,hwang,archetype,2021,2024_4,QB_vs_WR,QB,WR,16600,1212750.1,1341707.2,-10.1
comp,hwang,archetype,2021,2024_4,QB_vs_TE,QB,TE,4800,369248.6,385010.8,-4.2
comp,hwang,archetype,2021,2024_4,RB_vs_WR,RB,WR,25600,2218571.6,1611766.9,31.7
comp,hwang,archetype,2021,2024_4,RB_vs_TE,RB,TE,11200,932417.8,756309,20.9
comp,hwang,archetype,2021,2024_4,WR_vs_TE,WR,TE,14600,782222,914330,-15.6
comp,hwang,archetype,2021,2024_5,QB_vs_RB,QB,RB,9200,868427.9,1326189.1,-41.7
comp,hwang,archetype,2021,2024_5,QB_vs_WR,QB,WR,16600,1303863.5,1896682.3,-37
comp,hwang,archetype,2021,2024_5,QB_vs_TE,QB,TE,4800,403089,481862.2,-17.8
comp,hwang,archetype,2021,2024_5,RB_vs_WR,RB,WR,25600,2809263.3,2364854.5,17.2
comp,hwang,archetype,2021,2024_5,RB_vs_TE,RB,TE,11200,1175950.8,940480.6,22.3
comp,hwang,archetype,2021,2024_5,WR_vs_TE,WR,TE,14600,1175639.2,1151469.7,2.1
comp,hwang,archetype,2021,2024_6,QB_vs_RB,QB,RB,9200,690012.3,1102140.5,-46
comp,hwang,archetype,2021,2024_6,QB_vs_WR,QB,WR,16600,921071.7,1433445.9,-43.5
comp,hwang,archetype,2021,2024_6,QB_vs_TE,QB,TE,4800,297294,362247.1,-19.7
comp,hwang,archetype,2021,2024_6,RB_vs_WR,RB,WR,25600,2296314.6,1740308.9,27.5
comp,hwang,archetype,2021,2024_6,RB_vs_TE,RB,TE,11200,969455,713341,30.4
comp,hwang,archetype,2021,2024_6,WR_vs_TE,WR,TE,14600,845009.8,861816,-2
comp,hwang,archetype,2021,2025_1,QB_vs_RB,QB,RB,9200,800486.2,911664.1,-13
comp,hwang,archetype,2021,2025_1,QB_vs_WR,QB,WR,16600,1152459.2,1428168.2,-21.4
comp,hwang,archetype,2021,2025_1,QB_vs_TE,QB,TE,4800,377198.9,329675,13.4
comp,hwang,archetype,2021,2025_1,RB_vs_WR,RB,WR,25600,1868833.6,1736200.4,7.4
comp,hwang,archetype,2021,2025_1,RB_vs_TE,RB,TE,11200,801133.3,667283.7,18.2
comp,hwang,archetype,2021,2025_1,WR_vs_TE,WR,TE,14600,848469.2,798809.7,6
comp,hwang,archetype,2021,2025_2,QB_vs_RB,QB,RB,9200,578345.2,989510.6,-52.4
comp,hwang,archetype,2021,2025_2,QB_vs_WR,QB,WR,16600,816945.7,1243163.4,-41.4
comp,hwang,archetype,2021,2025_2,QB_vs_TE,QB,TE,4800,260197,307273.9,-16.6
comp,hwang,archetype,2021,2025_2,RB_vs_WR,RB,WR,25600,2049272,1486249.3,31.8
comp,hwang,archetype,2021,2025_2,RB_vs_TE,RB,TE,11200,868677.2,621991.9,33.1
comp,hwang,archetype,2021,2025_2,WR_vs_TE,WR,TE,14600,717299.1,741156.3,-3.3
comp,hwang,archetype,2021,2025_3,QB_vs_RB,QB,RB,9200,654197.1,949502.7,-36.8
comp,hwang,archetype,2021,2025_3,QB_vs_WR,QB,WR,16600,894231.6,1229632.8,-31.6
comp,hwang,archetype,2021,2025_3,QB_vs_TE,QB,TE,4800,282823.3,305438.5,-7.7
comp,hwang,archetype,2021,2025_3,RB_vs_WR,RB,WR,25600,1951909.8,1468064.9,28.3
comp,hwang,archetype,2021,2025_3,RB_vs_TE,RB,TE,11200,827579.2,604782,31.1
comp,hwang,archetype,2021,2025_3,WR_vs_TE,WR,TE,14600,709399.5,720254,-1.5
comp,hwang,archetype,2021,2025_4,QB_vs_RB,QB,RB,9200,748014.7,930787.3,-21.8
comp,hwang,archetype,2021,2025_4,QB_vs_WR,QB,WR,16600,1025865.5,1087349.8,-5.8
comp,hwang,archetype,2021,2025_4,QB_vs_TE,QB,TE,4800,327260.7,260138.2,22.9
comp,hwang,archetype,2021,2025_4,RB_vs_WR,RB,WR,25600,1930867.6,1264823.5,41.7
comp,hwang,archetype,2021,2025_4,RB_vs_TE,RB,TE,11200,817359.1,531723.5,42.3
comp,hwang,archetype,2021,2025_4,WR_vs_TE,WR,TE,14600,605392.6,625497.1,-3.3
comp,hwang,archetype,2021,2025_5,QB_vs_RB,QB,RB,9200,809898.3,1043642.8,-25.2
comp,hwang,archetype,2021,2025_5,QB_vs_WR,QB,WR,16600,1171032.9,1439481.7,-20.6
comp,hwang,archetype,2021,2025_5,QB_vs_TE,QB,TE,4800,380000.3,322929.9,16.2
comp,hwang,archetype,2021,2025_5,RB_vs_WR,RB,WR,25600,2179553.1,1743725.6,22.2
comp,hwang,archetype,2021,2025_5,RB_vs_TE,RB,TE,11200,918576.4,642152.6,35.4
comp,hwang,archetype,2021,2025_5,WR_vs_TE,WR,TE,14600,853150.1,766294,10.7
comp,hwang,archetype,2021,2025_6,QB_vs_RB,QB,RB,9200,820829.4,1081145.8,-27.4
comp,hwang,archetype,2021,2025_6,QB_vs_WR,QB,WR,16600,1191251.8,1459538.8,-20.2
comp,hwang,archetype,2021,2025_6,QB_vs_TE,QB,TE,4800,365648.4,394769.5,-7.7
comp,hwang,archetype,2021,2025_6,RB_vs_WR,RB,WR,25600,2245737.3,1777245.9,23.3
comp,hwang,archetype,2021,2025_6,RB_vs_TE,RB,TE,11200,954946.7,771479.3,21.3
comp,hwang,archetype,2021,2025_6,WR_vs_TE,WR,TE,14600,867818.9,936803.7,-7.6
comp,hwang,archetype,2021,2026_1,QB_vs_RB,QB,RB,9200,613034.5,851429.8,-32.6
comp,hwang,archetype,2021,2026_1,QB_vs_WR,QB,WR,16600,842125.6,1024052,-19.5
comp,hwang,archetype,2021,2026_1,QB_vs_TE,QB,TE,4800,274467.3,266708.4,2.9
comp,hwang,archetype,2021,2026_1,RB_vs_WR,RB,WR,25600,1762679.8,1196036.7,38.3
comp,hwang,archetype,2021,2026_1,RB_vs_TE,RB,TE,11200,748606.2,543140.4,31.8
comp,hwang,archetype,2021,2026_1,WR_vs_TE,WR,TE,14600,566694.7,633461.5,-11.1
comp,hwang,archetype,2021,2026_2,QB_vs_RB,QB,RB,9200,566367.2,1098621,-63.9
comp,hwang,archetype,2021,2026_2,QB_vs_WR,QB,WR,16600,795863.2,1199236.4,-40.4
comp,hwang,archetype,2021,2026_2,QB_vs_TE,QB,TE,4800,256043.9,329366.7,-25.1
comp,hwang,archetype,2021,2026_2,RB_vs_WR,RB,WR,25600,2301969,1431181.1,46.7
comp,hwang,archetype,2021,2026_2,RB_vs_TE,RB,TE,11200,971863.3,667261,37.2
comp,hwang,archetype,2021,2026_2,WR_vs_TE,WR,TE,14600,688263.6,795869.3,-14.5
comp,hwang,archetype,2021,2026_3,QB_vs_RB,QB,RB,9200,642032.4,972240.9,-40.9
comp,hwang,archetype,2021,2026_3,QB_vs_WR,QB,WR,16600,877776.6,1078806.3,-20.5
comp,hwang,archetype,2021,2026_3,QB_vs_TE,QB,TE,4800,277667.1,277545.5,0
comp,hwang,archetype,2021,2026_3,RB_vs_WR,RB,WR,25600,2000041.8,1266954.6,44.9
comp,hwang,archetype,2021,2026_3,RB_vs_TE,RB,TE,11200,845040.4,556301.3,41.2
comp,hwang,archetype,2021,2026_3,WR_vs_TE,WR,TE,14600,607695.3,661198.3,-8.4
comp,hwang,archetype,2021,2026_4,QB_vs_RB,QB,RB,9200,650478.5,1057505.6,-47.7
comp,hwang,archetype,2021,2026_4,QB_vs_WR,QB,WR,16600,964828.4,1234934.7,-24.6
comp,hwang,archetype,2021,2026_4,QB_vs_TE,QB,TE,4800,308054.1,321820.7,-4.4
comp,hwang,archetype,2021,2026_4,RB_vs_WR,RB,WR,25600,2197278.8,1469958.4,39.7
comp,hwang,archetype,2021,2026_4,RB_vs_TE,RB,TE,11200,927532.4,636571.4,37.2
comp,hwang,archetype,2021,2026_4,WR_vs_TE,WR,TE,14600,710718.9,759166,-6.6
comp,hwang,archetype,2021,2026_5,QB_vs_RB,QB,RB,9200,760613.7,884922.4,-15.1
comp,hwang,archetype,2021,2026_5,QB_vs_WR,QB,WR,16600,1095873.4,1201186.2,-9.2
comp,hwang,archetype,2021,2026_5,QB_vs_TE,QB,TE,4800,361723.2,289712.8,22.1
comp,hwang,archetype,2021,2026_5,RB_vs_WR,RB,WR,25600,1808651,1433149.9,23.2
comp,hwang,archetype,2021,2026_5,RB_vs_TE,RB,TE,11200,775905.4,588811.5,27.4
comp,hwang,archetype,2021,2026_5,WR_vs_TE,WR,TE,14600,696756.7,699644.3,-0.4
comp,hwang,archetype,2021,2026_6,QB_vs_RB,QB,RB,9200,783421.5,1035222.4,-27.7
comp,hwang,archetype,2021,2026_6,QB_vs_WR,QB,WR,16600,1129079.9,1280711,-12.6
comp,hwang,archetype,2021,2026_6,QB_vs_TE,QB,TE,4800,366281.1,321268.6,13.1
comp,hwang,archetype,2021,2026_6,RB_vs_WR,RB,WR,25600,2159076.9,1539149.8,33.5
comp,hwang,archetype,2021,2026_6,RB_vs_TE,RB,TE,11200,910567.1,638995.5,35.1
comp,hwang,archetype,2021,2026_6,WR_vs_TE,WR,TE,14600,745868.6,761460.4,-2.1
comp,hwang,archetype,2021,2026_7,QB_vs_RB,QB,RB,9200,793331.7,955563.8,-18.6
comp,hwang,archetype,2021,2026_7,QB_vs_WR,QB,WR,16600,1145677.6,1285146.9,-11.5
comp,hwang,archetype,2021,2026_7,QB_vs_TE,QB,TE,4800,352960.5,309477.7,13.1
comp,hwang,archetype,2021,2026_7,RB_vs_WR,RB,WR,25600,1957537.4,1542476.9,23.7
comp,hwang,archetype,2021,2026_7,RB_vs_TE,RB,TE,11200,838959.6,613548.1,31
comp,hwang,archetype,2021,2026_7,WR_vs_TE,WR,TE,14600,747995.2,736886.5,1.5
comp,hwang,year,2022,,QB_vs_RB,QB,RB,372400,20800162,28334005.3,-30.7
comp,hwang,year,2022,,QB_vs_WR,QB,WR,528200,34573489.9,28356441.6,19.8
comp,hwang,year,2022,,QB_vs_TE,QB,TE,186200,8795069.8,8858923.8,-0.7
comp,hwang,year,2022,,RB_vs_WR,RB,WR,877800,65335587.9,42184913.1,43.1
comp,hwang,year,2022,,RB_vs_TE,RB,TE,372400,22955149.4,14593364.6,44.5
comp,hwang,year,2022,,WR_vs_TE,WR,TE,471200,20822054.1,18419115.3,12.2
comp,hwang,archetype,2022,2024_1,QB_vs_RB,QB,RB,19600,1164746.3,1415432.7,-19.4
comp,hwang,archetype,2022,2024_1,QB_vs_WR,QB,WR,27800,1971870.6,1622064.3,19.5
comp,hwang,archetype,2022,2024_1,QB_vs_TE,QB,TE,9800,493559.3,472718.9,4.3
comp,hwang,archetype,2022,2024_1,RB_vs_WR,RB,WR,46200,3246591,2418884.6,29.2
comp,hwang,archetype,2022,2024_1,RB_vs_TE,RB,TE,19600,1130912.3,788076.1,35.7
comp,hwang,archetype,2022,2024_1,WR_vs_TE,WR,TE,24800,1190287.7,980752.3,19.3
comp,hwang,archetype,2022,2024_2,QB_vs_RB,QB,RB,19600,1523692.7,1590500.3,-4.3
comp,hwang,archetype,2022,2024_2,QB_vs_WR,QB,WR,27800,2510427.6,1616287.7,43.3
comp,hwang,archetype,2022,2024_2,QB_vs_TE,QB,TE,9800,661508.9,560767.7,16.5
comp,hwang,archetype,2022,2024_2,RB_vs_WR,RB,WR,46200,3685628.2,2402047.9,42.2
comp,hwang,archetype,2022,2024_2,RB_vs_TE,RB,TE,19600,1292294.7,945446.7,31
comp,hwang,archetype,2022,2024_2,WR_vs_TE,WR,TE,24800,1186132,1183290.6,0.2
comp,hwang,archetype,2022,2024_3,QB_vs_RB,QB,RB,19600,1140783.5,1606042.8,-33.9
comp,hwang,archetype,2022,2024_3,QB_vs_WR,QB,WR,27800,1823188.9,1803169.7,1.1
comp,hwang,archetype,2022,2024_3,QB_vs_TE,QB,TE,9800,478458.8,522005.6,-8.7
comp,hwang,archetype,2022,2024_3,RB_vs_WR,RB,WR,46200,3712871,2691073.6,31.9
comp,hwang,archetype,2022,2024_3,RB_vs_TE,RB,TE,19600,1312578.4,871412.7,40.4
comp,hwang,archetype,2022,2024_3,WR_vs_TE,WR,TE,24800,1325706.2,1090095.2,19.5
comp,hwang,archetype,2022,2024_4,QB_vs_RB,QB,RB,19600,911088,1696795.1,-60.3
comp,hwang,archetype,2022,2024_4,QB_vs_WR,QB,WR,27800,1537626.6,1662884.5,-7.8
comp,hwang,archetype,2022,2024_4,QB_vs_TE,QB,TE,9800,385870.4,587253.5,-41.4
comp,hwang,archetype,2022,2024_4,RB_vs_WR,RB,WR,46200,3919767.6,2493928.9,44.5
comp,hwang,archetype,2022,2024_4,RB_vs_TE,RB,TE,19600,1388360.8,996754.2,32.8
comp,hwang,archetype,2022,2024_4,WR_vs_TE,WR,TE,24800,1229796,1244526.7,-1.2
comp,hwang,archetype,2022,2024_5,QB_vs_RB,QB,RB,19600,1112771.4,2109290.5,-61.9
comp,hwang,archetype,2022,2024_5,QB_vs_WR,QB,WR,27800,1835267.5,2166574,-16.6
comp,hwang,archetype,2022,2024_5,QB_vs_TE,QB,TE,9800,469953.6,693973.2,-38.5
comp,hwang,archetype,2022,2024_5,RB_vs_WR,RB,WR,46200,4905623.8,3261828.2,40.3
comp,hwang,archetype,2022,2024_5,RB_vs_TE,RB,TE,19600,1769435.2,1197113.8,38.6
comp,hwang,archetype,2022,2024_5,WR_vs_TE,WR,TE,24800,1613000.4,1489613.4,8
comp,hwang,archetype,2022,2024_6,QB_vs_RB,QB,RB,19600,1244885.5,1551953,-22
comp,hwang,archetype,2022,2024_6,QB_vs_WR,QB,WR,27800,2066184,1625638.3,23.9
comp,hwang,archetype,2022,2024_6,QB_vs_TE,QB,TE,9800,529667.8,498092.9,6.1
comp,hwang,archetype,2022,2024_6,RB_vs_WR,RB,WR,46200,3583658.5,2418467.1,38.8
comp,hwang,archetype,2022,2024_6,RB_vs_TE,RB,TE,19600,1255268.7,825595.8,41.3
comp,hwang,archetype,2022,2024_6,WR_vs_TE,WR,TE,24800,1194609.7,1037315.3,14.1
comp,hwang,archetype,2022,2025_1,QB_vs_RB,QB,RB,19600,1022377.7,1333161.4,-26.4
comp,hwang,archetype,2022,2025_1,QB_vs_WR,QB,WR,27800,1676815.9,1493876.5,11.5
comp,hwang,archetype,2022,2025_1,QB_vs_TE,QB,TE,9800,431112.9,445520.7,-3.3
comp,hwang,archetype,2022,2025_1,RB_vs_WR,RB,WR,46200,3060956.2,2225121.6,31.6
comp,hwang,archetype,2022,2025_1,RB_vs_TE,RB,TE,19600,1060656.1,728917.7,37.1
comp,hwang,archetype,2022,2025_1,WR_vs_TE,WR,TE,24800,1095223.6,921996,17.2
comp,hwang,archetype,2022,2025_2,QB_vs_RB,QB,RB,19600,853951.7,1416635.1,-49.6
comp,hwang,archetype,2022,2025_2,QB_vs_WR,QB,WR,27800,1443582.4,1405078.8,2.7
comp,hwang,archetype,2022,2025_2,QB_vs_TE,QB,TE,9800,355582.7,448396,-23.1
comp,hwang,archetype,2022,2025_2,RB_vs_WR,RB,WR,46200,3269725.3,2084101.5,44.3
comp,hwang,archetype,2022,2025_2,RB_vs_TE,RB,TE,19600,1137692.4,734217,43.1
comp,hwang,archetype,2022,2025_2,WR_vs_TE,WR,TE,24800,1029772.2,933890.3,9.8
comp,hwang,archetype,2022,2025_3,QB_vs_RB,QB,RB,19600,942404.3,1357060.1,-36.1
comp,hwang,archetype,2022,2025_3,QB_vs_WR,QB,WR,27800,1591541,1291727.7,20.8
comp,hwang,archetype,2022,2025_3,QB_vs_TE,QB,TE,9800,391554.4,407223.9,-3.9
comp,hwang,archetype,2022,2025_3,RB_vs_WR,RB,WR,46200,3132744.8,1916247.4,48.2
comp,hwang,archetype,2022,2025_3,RB_vs_TE,RB,TE,19600,1094669.3,651312.1,50.8
comp,hwang,archetype,2022,2025_3,WR_vs_TE,WR,TE,24800,952034.9,833521.6,13.3
comp,hwang,archetype,2022,2025_4,QB_vs_RB,QB,RB,19600,1514889.6,1468911.8,3.1
comp,hwang,archetype,2022,2025_4,QB_vs_WR,QB,WR,27800,2454193.8,1352316.9,57.9
comp,hwang,archetype,2022,2025_4,QB_vs_TE,QB,TE,9800,657079.4,431448.2,41.5
comp,hwang,archetype,2022,2025_4,RB_vs_WR,RB,WR,46200,3370918.2,2006092.2,50.8
comp,hwang,archetype,2022,2025_4,RB_vs_TE,RB,TE,19600,1195903.1,703938.9,51.8
comp,hwang,archetype,2022,2025_4,WR_vs_TE,WR,TE,24800,985012.3,886668.1,10.5
comp,hwang,archetype,2022,2025_5,QB_vs_RB,QB,RB,19600,1153549,1399365.8,-19.3
comp,hwang,archetype,2022,2025_5,QB_vs_WR,QB,WR,27800,1916288.6,1594292,18.3
comp,hwang,archetype,2022,2025_5,QB_vs_TE,QB,TE,9800,493861.7,427822.3,14.3
comp,hwang,archetype,2022,2025_5,RB_vs_WR,RB,WR,46200,3219039.4,2363846.3,30.6
comp,hwang,archetype,2022,2025_5,RB_vs_TE,RB,TE,19600,1116518.3,689374,47.3
comp,hwang,archetype,2022,2025_5,WR_vs_TE,WR,TE,24800,1167191.2,883505.9,27.7
comp,hwang,archetype,2022,2025_6,QB_vs_RB,QB,RB,19600,1226787.6,1608605.3,-26.9
comp,hwang,archetype,2022,2025_6,QB_vs_WR,QB,WR,27800,2087400.9,1636599.8,24.2
comp,hwang,archetype,2022,2025_6,QB_vs_TE,QB,TE,9800,513297.8,542506.7,-5.5
comp,hwang,archetype,2022,2025_6,RB_vs_WR,RB,WR,46200,3713396.4,2437177.1,41.5
comp,hwang,archetype,2022,2025_6,RB_vs_TE,RB,TE,19600,1313620.6,917869.4,35.5
comp,hwang,archetype,2022,2025_6,WR_vs_TE,WR,TE,24800,1201922.3,1143949.5,4.9
comp,hwang,archetype,2022,2026_1,QB_vs_RB,QB,RB,19600,1343343.1,1395980.5,-3.8
comp,hwang,archetype,2022,2026_1,QB_vs_WR,QB,WR,27800,2170627.1,1343656.8,47.1
comp,hwang,archetype,2022,2026_1,QB_vs_TE,QB,TE,9800,577877.8,440798,26.9
comp,hwang,archetype,2022,2026_1,RB_vs_WR,RB,WR,46200,3204719.9,2000047.4,46.3
comp,hwang,archetype,2022,2026_1,RB_vs_TE,RB,TE,19600,1125263.7,720219.1,43.9
comp,hwang,archetype,2022,2026_1,WR_vs_TE,WR,TE,24800,984470.3,913169.4,7.5
comp,hwang,archetype,2022,2026_2,QB_vs_RB,QB,RB,19600,830353.1,1536924.1,-59.7
comp,hwang,archetype,2022,2026_2,QB_vs_WR,QB,WR,27800,1402977.6,1356642.5,3.4
comp,hwang,archetype,2022,2026_2,QB_vs_TE,QB,TE,9800,343759.4,455794.4,-28
comp,hwang,archetype,2022,2026_2,RB_vs_WR,RB,WR,46200,3555032,2014021.2,55.3
comp,hwang,archetype,2022,2026_2,RB_vs_TE,RB,TE,19600,1252509.6,746814,50.6
comp,hwang,archetype,2022,2026_2,WR_vs_TE,WR,TE,24800,994347.9,950484,4.5
comp,hwang,archetype,2022,2026_3,QB_vs_RB,QB,RB,19600,955462.1,1376530.2,-36.1
comp,hwang,archetype,2022,2026_3,QB_vs_WR,QB,WR,27800,1615746.2,1147896,33.9
comp,hwang,archetype,2022,2026_3,QB_vs_TE,QB,TE,9800,396224,378697,4.5
comp,hwang,archetype,2022,2026_3,RB_vs_WR,RB,WR,46200,3180501.3,1698052.6,60.8
comp,hwang,archetype,2022,2026_3,RB_vs_TE,RB,TE,19600,1108902.6,600194.5,59.5
comp,hwang,archetype,2022,2026_3,WR_vs_TE,WR,TE,24800,842698.5,769797.1,9
comp,hwang,archetype,2022,2026_4,QB_vs_RB,QB,RB,19600,735109.3,1599204,-74
comp,hwang,archetype,2022,2026_4,QB_vs_WR,QB,WR,27800,1232084.2,1280532.2,-3.9
comp,hwang,archetype,2022,2026_4,QB_vs_TE,QB,TE,9800,299564.4,402829.5,-29.4
comp,hwang,archetype,2022,2026_4,RB_vs_WR,RB,WR,46200,3690661.9,1891540.8,64.5
comp,hwang,archetype,2022,2026_4,RB_vs_TE,RB,TE,19600,1316307.9,639256.5,69.2
comp,hwang,archetype,2022,2026_4,WR_vs_TE,WR,TE,24800,937200,814478.8,14
comp,hwang,archetype,2022,2026_5,QB_vs_RB,QB,RB,19600,872908.9,1259681.4,-36.3
comp,hwang,archetype,2022,2026_5,QB_vs_WR,QB,WR,27800,1448686.1,1266278.7,13.4
comp,hwang,archetype,2022,2026_5,QB_vs_TE,QB,TE,9800,366036.2,379523.9,-3.6
comp,hwang,archetype,2022,2026_5,RB_vs_WR,RB,WR,46200,2889719.3,1875813,42.6
comp,hwang,archetype,2022,2026_5,RB_vs_TE,RB,TE,19600,997554.8,607888.3,48.5
comp,hwang,archetype,2022,2026_5,WR_vs_TE,WR,TE,24800,924219.4,771293.5,18
comp,hwang,archetype,2022,2026_6,QB_vs_RB,QB,RB,19600,1115750.7,1284560,-14.1
comp,hwang,archetype,2022,2026_6,QB_vs_WR,QB,WR,27800,1855634,1292033,35.8
comp,hwang,archetype,2022,2026_6,QB_vs_TE,QB,TE,9800,475865.8,386844.9,20.6
comp,hwang,archetype,2022,2026_6,RB_vs_WR,RB,WR,46200,2950618.9,1908097.5,42.9
comp,hwang,archetype,2022,2026_6,RB_vs_TE,RB,TE,19600,1021211.3,616280.4,49.5
comp,hwang,archetype,2022,2026_6,WR_vs_TE,WR,TE,24800,942118.1,796717.4,16.7
comp,hwang,archetype,2022,2026_7,QB_vs_RB,QB,RB,19600,1135307.5,1327371.2,-15.6
comp,hwang,archetype,2022,2026_7,QB_vs_WR,QB,WR,27800,1933346.9,1398892.2,32.1
comp,hwang,archetype,2022,2026_7,QB_vs_TE,QB,TE,9800,474234.5,376706.5,22.9
comp,hwang,archetype,2022,2026_7,RB_vs_WR,RB,WR,46200,3043414.2,2078524.2,37.7
comp,hwang,archetype,2022,2026_7,RB_vs_TE,RB,TE,19600,1065489.6,612683.4,54
comp,hwang,archetype,2022,2026_7,WR_vs_TE,WR,TE,24800,1026311.4,774050.2,28
comp,hwang,year,2023,,QB_vs_RB,QB,RB,421800,21839891.7,29250948,-29
comp,hwang,year,2023,,QB_vs_WR,QB,WR,608000,32146478.3,32390489.7,-0.8
comp,hwang,year,2023,,QB_vs_TE,QB,TE,247000,12125301.6,10279550.6,16.5
comp,hwang,year,2023,,RB_vs_WR,RB,WR,980400,56983823,42921158,28.2
comp,hwang,year,2023,,RB_vs_TE,RB,TE,456000,25786043.4,19065343.3,30
comp,hwang,year,2023,,WR_vs_TE,WR,TE,543400,23681473.4,24806882.7,-4.6
comp,hwang,archetype,2023,2024_1,QB_vs_RB,QB,RB,22200,1771742.6,1557390.1,12.9
comp,hwang,archetype,2023,2024_1,QB_vs_WR,QB,WR,32000,2583687.3,1837811.1,33.7
comp,hwang,archetype,2023,2024_1,QB_vs_TE,QB,TE,13000,995691.5,584997.9,52
comp,hwang,archetype,2023,2024_1,RB_vs_WR,RB,WR,51600,3037986.2,2452461.1,21.3
comp,hwang,archetype,2023,2024_1,RB_vs_TE,RB,TE,24000,1364743.7,1079758.8,23.3
comp,hwang,archetype,2023,2024_1,WR_vs_TE,WR,TE,28600,1356643.6,1411386,-4
comp,hwang,archetype,2023,2024_2,QB_vs_RB,QB,RB,22200,1329397.9,1684609.2,-23.6
comp,hwang,archetype,2023,2024_2,QB_vs_WR,QB,WR,32000,1917409.6,1887143.9,1.6
comp,hwang,archetype,2023,2024_2,QB_vs_TE,QB,TE,13000,720943.3,661355.1,8.6
comp,hwang,archetype,2023,2024_2,RB_vs_WR,RB,WR,51600,3302416.4,2519960.9,26.9
comp,hwang,archetype,2023,2024_2,RB_vs_TE,RB,TE,24000,1500555.4,1230290.8,19.8
comp,hwang,archetype,2023,2024_2,WR_vs_TE,WR,TE,28600,1396687.8,1593862.5,-13.2
comp,hwang,archetype,2023,2024_3,QB_vs_RB,QB,RB,22200,1274176.1,1708186.9,-29.1
comp,hwang,archetype,2023,2024_3,QB_vs_WR,QB,WR,32000,1885291.3,2079057.7,-9.8
comp,hwang,archetype,2023,2024_3,QB_vs_TE,QB,TE,13000,719104.1,648479.5,10.3
comp,hwang,archetype,2023,2024_3,RB_vs_WR,RB,WR,51600,3340453.3,2816850.3,17
comp,hwang,archetype,2023,2024_3,RB_vs_TE,RB,TE,24000,1519140.5,1209402.3,22.7
comp,hwang,archetype,2023,2024_3,WR_vs_TE,WR,TE,28600,1568697.7,1566132.4,0.2
comp,hwang,archetype,2023,2024_4,QB_vs_RB,QB,RB,22200,982316.6,1827878.7,-60.2
comp,hwang,archetype,2023,2024_4,QB_vs_WR,QB,WR,32000,1471381,1933919,-27.2
