year,archetype_id,archetype_label,build_index,variant,stack_class,stack_count,roster_rb1_qb_stack,any_qb_rb_same_team,season_total,weekly_std,roster_value,stack_teams,stack_names,roster_rb1_name,roster_rb1_team
2023,2026_6,2026 #6 — House of Hwang,24,multi,multi,2,1,1,1982.2,21.5,80371,MIN|NYG,Kirk Cousins/Alexander Mattison (MIN); Daniel Jones/Saquon Barkley (NYG),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,25,natural,single,1,0,1,2509.6,21.12,83364,HOU,C.J. Stroud/Dameon Pierce (HOU),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,25,none,none,0,0,0,2528.7,21.4,83199,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,25,single,single,1,0,1,2509.6,21.12,83364,HOU,C.J. Stroud/Dameon Pierce (HOU),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,25,multi,multi,2,0,1,2450,22.35,83256,MIN|HOU,Kirk Cousins/Alexander Mattison (MIN); C.J. Stroud/Dameon Pierce (HOU),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,26,natural,none,0,0,0,2206.8,18.05,82829,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,26,none,none,0,0,0,2206.8,18.05,82829,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,26,single,single,1,1,1,2093.9,20.93,82785,NYG,Daniel Jones/Saquon Barkley (NYG),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,26,multi,multi,2,1,1,1992.6,22,82606,NYG|CAR,Daniel Jones/Saquon Barkley (NYG); Bryce Young/Miles Sanders (CAR),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,27,natural,single,1,0,1,2190.5,16.64,83617,HOU,C.J. Stroud/Dameon Pierce (HOU),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,27,none,none,0,0,0,2280.4,17.36,84080,,,Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,27,single,single,1,0,1,2190.5,16.64,83617,HOU,C.J. Stroud/Dameon Pierce (HOU),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,27,multi,multi,2,1,1,2169,17.54,84737,LAC|HOU,Justin Herbert/Austin Ekeler (LAC); C.J. Stroud/Dameon Pierce (HOU),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,28,natural,single,1,0,1,2264.2,27.01,83639,CAR,Bryce Young/Miles Sanders (CAR),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,28,none,none,0,0,0,2283.2,28.18,83746,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,28,single,single,1,0,1,2264.2,27.01,83639,CAR,Bryce Young/Miles Sanders (CAR),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,28,multi,multi,2,1,1,2161.1,28.61,83595,NYG|CAR,Daniel Jones/Saquon Barkley (NYG); Bryce Young/Miles Sanders (CAR),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,29,natural,multi,2,1,1,2285.9,22.08,80460,NYG|HOU,Daniel Jones/Saquon Barkley (NYG); C.J. Stroud/Dameon Pierce (HOU),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,29,none,none,0,0,0,2262.3,23.19,80917,,,Nick Chubb,CLE
2023,2026_6,2026 #6 — House of Hwang,29,single,single,1,1,1,2343.5,23.33,81104,NYG,Daniel Jones/Saquon Barkley (NYG),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,29,multi,multi,2,1,1,2285.9,22.08,80460,NYG|HOU,Daniel Jones/Saquon Barkley (NYG); C.J. Stroud/Dameon Pierce (HOU),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,30,natural,none,0,0,0,2338.6,36.43,85106,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,30,none,none,0,0,0,2338.6,36.43,85106,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,30,single,single,1,0,1,2270.4,36.89,84998,MIN,Kirk Cousins/Alexander Mattison (MIN),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,30,multi,multi,2,1,1,2082,33.75,82646,CLE|MIN,Deshaun Watson/Nick Chubb (CLE); Kirk Cousins/Alexander Mattison (MIN),Nick Chubb,CLE
2023,2026_6,2026 #6 — House of Hwang,31,natural,single,1,1,1,2344.2,24.01,83828,NYG,Daniel Jones/Saquon Barkley (NYG),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,31,none,none,0,0,1,2332,24.21,83246,,,Josh Jacobs,LV
2023,2026_6,2026 #6 — House of Hwang,31,single,single,1,1,1,2344.2,24.01,83828,NYG,Daniel Jones/Saquon Barkley (NYG),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,31,multi,multi,2,1,1,2261.6,24.7,84148,NYG|PIT,Daniel Jones/Saquon Barkley (NYG); Kenny Pickett/Najee Harris (PIT),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,32,natural,single,1,0,1,2176.2,21,83997,MIN,Kirk Cousins/Alexander Mattison (MIN),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,32,none,none,0,0,0,2257.4,21.72,83636,,,Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,32,single,single,1,0,1,2176.2,21,83997,MIN,Kirk Cousins/Alexander Mattison (MIN),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,32,multi,multi,2,0,1,2184.3,26.14,83958,MIN|HOU,Kirk Cousins/Alexander Mattison (MIN); C.J. Stroud/Dameon Pierce (HOU),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,33,natural,single,1,0,1,2102.3,20.96,81769,MIN,Kirk Cousins/Alexander Mattison (MIN),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,33,none,none,0,0,1,2179.7,24.25,81877,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,33,single,single,1,0,1,2102.3,20.96,81769,MIN,Kirk Cousins/Alexander Mattison (MIN),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,33,multi,multi,2,1,1,1909.6,26.98,80371,CLE|MIN,Deshaun Watson/Nick Chubb (CLE); Kirk Cousins/Alexander Mattison (MIN),Nick Chubb,CLE
2023,2026_6,2026 #6 — House of Hwang,34,natural,none,0,0,0,2526.5,17.48,85142,,,Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,34,none,none,0,0,0,2526.5,17.48,85142,,,Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,34,single,single,1,1,1,2514.9,17.92,84842,NYG,Daniel Jones/Saquon Barkley (NYG),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,34,multi,multi,2,1,1,2519.6,21.53,84939,NYG|HOU,Daniel Jones/Saquon Barkley (NYG); C.J. Stroud/Dameon Pierce (HOU),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,35,natural,none,0,0,0,2082.6,18.95,84431,,,Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,35,none,none,0,0,0,2082.6,18.95,84431,,,Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,35,single,single,1,0,1,2141.2,16.65,84614,MIN,Kirk Cousins/Alexander Mattison (MIN),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,35,multi,multi,2,0,1,2119.5,19.43,84876,MIN|HOU,Kirk Cousins/Alexander Mattison (MIN); C.J. Stroud/Dameon Pierce (HOU),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,36,natural,none,0,0,1,2260.7,20.19,82605,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,36,none,none,0,0,1,2260.7,20.19,82605,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,36,single,single,1,1,1,2169.6,24.02,82561,NYG,Daniel Jones/Saquon Barkley (NYG),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,36,multi,multi,2,1,1,1999.8,27.48,82065,MIN|NYG,Kirk Cousins/Alexander Mattison (MIN); Daniel Jones/Saquon Barkley (NYG),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,37,natural,single,1,0,1,2229.2,25.94,85111,CAR,Bryce Young/Miles Sanders (CAR),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,37,none,none,0,0,1,2259.5,26.82,85218,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,37,single,single,1,0,1,2229.2,25.94,85111,CAR,Bryce Young/Miles Sanders (CAR),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,37,multi,multi,2,1,1,2115.2,22.24,85188,CLE|CAR,Deshaun Watson/Nick Chubb (CLE); Bryce Young/Miles Sanders (CAR),Nick Chubb,CLE
2023,2026_6,2026 #6 — House of Hwang,38,natural,single,1,0,1,2299,27.46,82077,MIN,Kirk Cousins/Alexander Mattison (MIN),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,38,none,none,0,0,0,2273.5,26.85,81815,,,Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,38,single,single,1,0,1,2299,27.46,82077,MIN,Kirk Cousins/Alexander Mattison (MIN),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,38,multi,multi,2,0,1,2278.1,28.01,82242,MIN|HOU,Kirk Cousins/Alexander Mattison (MIN); C.J. Stroud/Dameon Pierce (HOU),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,39,natural,none,0,0,0,2044.6,21.56,83101,,,Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,39,none,none,0,0,0,2044.6,21.56,83101,,,Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,39,single,single,1,1,1,2038.2,24.88,84221,LAC,Justin Herbert/Austin Ekeler (LAC),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,39,multi,multi,2,1,1,2097.6,26.05,84404,LAC|MIN,Justin Herbert/Austin Ekeler (LAC); Kirk Cousins/Alexander Mattison (MIN),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,40,natural,none,0,0,1,2166.2,26.75,84738,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,40,none,none,0,0,1,2166.2,26.75,84738,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,40,single,single,1,0,1,2126.9,30.16,84877,MIN,Kirk Cousins/Alexander Mattison (MIN),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,40,multi,multi,2,1,1,2130.5,29.71,85177,MIN|ATL,Kirk Cousins/Alexander Mattison (MIN); Desmond Ridder/Bijan Robinson (ATL),Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,41,natural,none,0,0,1,2388.3,20.72,83232,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,41,none,none,0,0,1,2388.3,20.72,83232,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,41,single,single,1,0,1,2316.2,22.74,83124,MIN,Kirk Cousins/Alexander Mattison (MIN),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,41,multi,multi,2,0,1,2224.8,26.12,82945,MIN|CAR,Kirk Cousins/Alexander Mattison (MIN); Bryce Young/Miles Sanders (CAR),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,42,natural,single,1,1,1,2322.8,22.55,81767,NYG,Daniel Jones/Saquon Barkley (NYG),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,42,none,none,0,0,1,2222.9,20.54,81580,,,Nick Chubb,CLE
2023,2026_6,2026 #6 — House of Hwang,42,single,single,1,1,1,2322.8,22.55,81767,NYG,Daniel Jones/Saquon Barkley (NYG),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,42,multi,multi,2,1,1,2303.9,24.4,81723,NYG|DEN,Daniel Jones/Saquon Barkley (NYG); Russell Wilson/Javonte Williams (DEN),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,43,natural,single,1,0,1,2268.8,18.16,82063,HOU,C.J. Stroud/Dameon Pierce (HOU),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,43,none,none,0,0,0,2287.6,19.59,81678,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,43,single,single,1,0,1,2268.8,18.16,82063,HOU,C.J. Stroud/Dameon Pierce (HOU),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,43,multi,multi,2,1,1,2200.5,20.77,82019,NYG|HOU,Daniel Jones/Saquon Barkley (NYG); C.J. Stroud/Dameon Pierce (HOU),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,44,natural,single,1,1,1,2190.8,23.86,82799,NYG,Daniel Jones/Saquon Barkley (NYG),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,44,none,none,0,0,1,2190.5,22.77,83099,,,Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,44,single,single,1,1,1,2190.8,23.86,82799,NYG,Daniel Jones/Saquon Barkley (NYG),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,44,multi,multi,2,1,1,2102.1,27.38,81324,MIN|NYG,Kirk Cousins/Alexander Mattison (MIN); Daniel Jones/Saquon Barkley (NYG),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,45,natural,single,1,0,1,2253.7,19.22,84352,HOU,C.J. Stroud/Dameon Pierce (HOU),Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,45,none,none,0,0,0,2303.7,20.08,84565,,,Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,45,single,single,1,0,1,2253.7,19.22,84352,HOU,C.J. Stroud/Dameon Pierce (HOU),Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,45,multi,multi,2,1,1,2244.3,21.9,84052,NYG|HOU,Daniel Jones/Saquon Barkley (NYG); C.J. Stroud/Dameon Pierce (HOU),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,46,natural,single,1,0,1,2363.5,19.18,84865,MIN,Kirk Cousins/Alexander Mattison (MIN),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,46,none,none,0,0,0,2449.7,22.08,85312,,,Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,46,single,single,1,0,1,2363.5,19.18,84865,MIN,Kirk Cousins/Alexander Mattison (MIN),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,46,multi,multi,2,1,1,2379.9,21.65,85985,LAC|MIN,Justin Herbert/Austin Ekeler (LAC); Kirk Cousins/Alexander Mattison (MIN),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,47,natural,none,0,0,0,2295.4,19.96,85072,,,Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,47,none,none,0,0,0,2295.4,19.96,85072,,,Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,47,single,single,1,0,1,2306.8,21.31,85022,IND,Anthony Richardson/Jonathan Taylor (IND),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,47,multi,multi,2,0,1,2288.2,19.97,85187,IND|HOU,Anthony Richardson/Jonathan Taylor (IND); C.J. Stroud/Dameon Pierce (HOU),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,48,natural,none,0,0,0,2346.9,21.75,85367,,,Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,48,none,none,0,0,0,2346.9,21.75,85367,,,Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,48,single,single,1,1,1,2340.7,18.61,85533,LAC,Justin Herbert/Austin Ekeler (LAC),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,48,multi,multi,2,1,1,2282.8,17.23,85672,LAC|MIN,Justin Herbert/Austin Ekeler (LAC); Kirk Cousins/Alexander Mattison (MIN),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,49,natural,none,0,0,1,2528.2,16.27,83398,,,Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,49,none,none,0,0,1,2528.2,16.27,83398,,,Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,49,single,single,1,0,1,2515.5,15.83,83537,MIN,Kirk Cousins/Alexander Mattison (MIN),Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,49,multi,multi,2,0,1,2529.5,19.28,83333,MIN|HOU,Kirk Cousins/Alexander Mattison (MIN); C.J. Stroud/Dameon Pierce (HOU),Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,50,natural,none,0,0,0,2708,19.72,82665,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,50,none,none,0,0,0,2708,19.72,82665,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,50,single,single,1,0,1,2696.8,20.23,82804,MIN,Kirk Cousins/Alexander Mattison (MIN),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,50,multi,multi,2,0,1,2674.1,20.73,82969,MIN|HOU,Kirk Cousins/Alexander Mattison (MIN); C.J. Stroud/Dameon Pierce (HOU),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,51,natural,none,0,0,0,2334.4,19.18,82092,,,Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,51,none,none,0,0,0,2334.4,19.18,82092,,,Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,51,single,single,1,0,1,2372.6,20.74,82199,DEN,Russell Wilson/Javonte Williams (DEN),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,51,multi,multi,2,1,1,2391.3,21.38,81321,NYG|DEN,Daniel Jones/Saquon Barkley (NYG); Russell Wilson/Javonte Williams (DEN),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,52,natural,none,0,0,1,2189.6,23.47,84568,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,52,none,none,0,0,1,2189.6,23.47,84568,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,52,single,single,1,0,1,2138,24.82,84707,MIN,Kirk Cousins/Alexander Mattison (MIN),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,52,multi,multi,2,0,1,2177.4,24.72,84814,MIN|DEN,Kirk Cousins/Alexander Mattison (MIN); Russell Wilson/Javonte Williams (DEN),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,53,natural,single,1,0,1,2289.5,19.33,83058,MIN,Kirk Cousins/Alexander Mattison (MIN),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,53,none,none,0,0,0,2314.1,21.62,82947,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,53,single,single,1,0,1,2289.5,19.33,83058,MIN,Kirk Cousins/Alexander Mattison (MIN),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,53,multi,multi,2,0,1,2311.9,19.05,83343,MIN|DEN,Kirk Cousins/Alexander Mattison (MIN); Russell Wilson/Javonte Williams (DEN),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,54,natural,single,1,0,1,2306.9,29.51,85268,MIN,Kirk Cousins/Alexander Mattison (MIN),Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,54,none,none,0,0,0,2389.3,30.01,85715,,,Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,54,single,single,1,0,1,2306.9,29.51,85268,MIN,Kirk Cousins/Alexander Mattison (MIN),Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,54,multi,multi,2,0,1,2279.8,31.18,85433,MIN|HOU,Kirk Cousins/Alexander Mattison (MIN); C.J. Stroud/Dameon Pierce (HOU),Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,55,natural,single,1,0,1,2284.9,21.65,84208,DEN,Russell Wilson/Javonte Williams (DEN),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,55,none,none,0,0,1,2304,20.28,84252,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,55,single,single,1,0,1,2284.9,21.65,84208,DEN,Russell Wilson/Javonte Williams (DEN),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,55,multi,multi,2,1,1,2236.4,24.52,84164,NYG|DEN,Daniel Jones/Saquon Barkley (NYG); Russell Wilson/Javonte Williams (DEN),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,56,natural,none,0,0,1,2290.6,19.65,82379,,,Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,56,none,none,0,0,1,2290.6,19.65,82379,,,Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,56,single,single,1,1,1,2288.1,17.76,82079,NYG,Daniel Jones/Saquon Barkley (NYG),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,56,multi,multi,2,1,1,2174.5,16.9,82114,NYG|PIT,Daniel Jones/Saquon Barkley (NYG); Kenny Pickett/Najee Harris (PIT),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,57,natural,none,0,0,0,2239.8,26.98,83149,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,57,none,none,0,0,0,2239.8,26.98,83149,,,Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,57,single,single,1,0,1,2173.9,27.08,83041,MIN,Kirk Cousins/Alexander Mattison (MIN),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,57,multi,multi,2,1,1,1982.9,26.86,80689,CLE|MIN,Deshaun Watson/Nick Chubb (CLE); Kirk Cousins/Alexander Mattison (MIN),Nick Chubb,CLE
2023,2026_6,2026 #6 — House of Hwang,58,natural,single,1,0,1,2526.8,17.64,82559,MIN,Kirk Cousins/Alexander Mattison (MIN),Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,58,none,none,0,0,0,2515.2,17.74,82944,,,Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,58,single,single,1,0,1,2526.8,17.64,82559,MIN,Kirk Cousins/Alexander Mattison (MIN),Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,58,multi,multi,2,0,1,2510.2,16,82821,MIN|HOU,Kirk Cousins/Alexander Mattison (MIN); C.J. Stroud/Dameon Pierce (HOU),Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,59,natural,single,1,0,1,2255.2,23.21,82678,HOU,C.J. Stroud/Dameon Pierce (HOU),Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,59,none,none,0,0,0,2281.9,22.27,82513,,,Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,59,single,single,1,0,1,2255.2,23.21,82678,HOU,C.J. Stroud/Dameon Pierce (HOU),Bijan Robinson,ATL
2023,2026_6,2026 #6 — House of Hwang,59,multi,multi,2,1,1,2250.9,26.52,82378,NYG|HOU,Daniel Jones/Saquon Barkley (NYG); C.J. Stroud/Dameon Pierce (HOU),Saquon Barkley,NYG
2023,2026_6,2026 #6 — House of Hwang,60,natural,none,0,0,1,2312.7,23.23,82288,,,Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,60,none,none,0,0,1,2312.7,23.23,82288,,,Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,60,single,single,1,0,1,2264.9,24.23,82427,MIN,Kirk Cousins/Alexander Mattison (MIN),Austin Ekeler,LAC
2023,2026_6,2026 #6 — House of Hwang,60,multi,multi,2,0,1,2274,22.34,82524,MIN|HOU,Kirk Cousins/Alexander Mattison (MIN); C.J. Stroud/Dameon Pierce (HOU),Austin Ekeler,LAC
2023,2026_7,2026 #7 — MrZaccheaus,1,natural,none,0,0,0,2350.3,24.88,74801,,,Christian McCaffrey,SF
2023,2026_7,2026 #7 — MrZaccheaus,1,none,none,0,0,0,2350.3,24.88,74801,,,Christian McCaffrey,SF
2023,2026_7,2026 #7 — MrZaccheaus,1,single,single,1,0,1,2335.5,25.96,74982,SEA,Geno Smith/Kenneth Walker III (SEA),Christian McCaffrey,SF
2023,2026_7,2026 #7 — MrZaccheaus,1,multi,multi,2,1,1,2478.1,26.78,74587,SEA|SF,Geno Smith/Kenneth Walker III (SEA); Brock Purdy/Christian McCaffrey (SF),Christian McCaffrey,SF
2023,2026_7,2026 #7 — MrZaccheaus,2,natural,none,0,0,1,2275.6,22.48,77300,,,Christian McCaffrey,SF
2023,2026_7,2026 #7 — MrZaccheaus,2,none,none,0,0,1,2275.6,22.48,77300,,,Christian McCaffrey,SF
2023,2026_7,2026 #7 — MrZaccheaus,2,single,single,1,0,1,2290.6,25.1,77461,DET,Jared Goff/Jahmyr Gibbs (DET),Christian McCaffrey,SF
2023,2026_7,2026 #7 — MrZaccheaus,2,multi,multi,2,1,1,2416.5,27.08,77066,DET|SF,Jared Goff/Jahmyr Gibbs (DET); Brock Purdy/Christian McCaffrey (SF),Christian McCaffrey,SF
2023,2026_7,2026 #7 — MrZaccheaus,3,natural,single,1,1,1,2316.9,20.66,75865,ATL,Desmond Ridder/Bijan Robinson (ATL),Bijan Robinson,ATL
2023,2026_7,2026 #7 — MrZaccheaus,3,none,none,0,0,0,2300.6,18.18,74983,,,Josh Jacobs,LV
2023,2026_7,2026 #7 — MrZaccheaus,3,single,single,1,1,1,2316.9,20.66,75865,ATL,Desmond Ridder/Bijan Robinson (ATL),Bijan Robinson,ATL
2023,2026_7,2026 #7 — MrZaccheaus,3,multi,multi,2,1,1,2369.1,22.45,76061,DAL|ATL,Dak Prescott/Tony Pollard (DAL); Desmond Ridder/Bijan Robinson (ATL),Bijan Robinson,ATL
2023,2026_7,2026 #7 — MrZaccheaus,4,natural,none,0,0,0,2296.9,26.14,75586,,,Austin Ekeler,LAC
2023,2026_7,2026 #7 — MrZaccheaus,4,none,none,0,0,0,2296.9,26.14,75586,,,Austin Ekeler,LAC
2023,2026_7,2026 #7 — MrZaccheaus,4,single,single,1,0,1,2252.2,24.31,75318,DAL,Dak Prescott/Tony Pollard (DAL),Austin Ekeler,LAC
2023,2026_7,2026 #7 — MrZaccheaus,4,multi,multi,2,0,1,2318.7,27.3,75245,DAL|SEA,Dak Prescott/Tony Pollard (DAL); Geno Smith/Kenneth Walker III (SEA),Austin Ekeler,LAC
2023,2026_7,2026 #7 — MrZaccheaus,5,natural,none,0,0,0,2306.7,26.99,75347,,,Austin Ekeler,LAC
2023,2026_7,2026 #7 — MrZaccheaus,5,none,none,0,0,0,2306.7,26.99,75347,,,Austin Ekeler,LAC
2023,2026_7,2026 #7 — MrZaccheaus,5,single,single,1,0,1,2382.8,26.5,74479,DAL,Dak Prescott/Tony Pollard (DAL),Austin Ekeler,LAC
2023,2026_7,2026 #7 — MrZaccheaus,5,multi,multi,2,0,1,2335.9,24.35,74920,DAL|NE,Dak Prescott/Tony Pollard (DAL); Mac Jones/Rhamondre Stevenson (NE),Austin Ekeler,LAC
2023,2026_7,2026 #7 — MrZaccheaus,6,natural,single,1,0,1,2322.6,23.74,74387,SEA,Geno Smith/Kenneth Walker III (SEA),Bijan Robinson,ATL
2023,2026_7,2026 #7 — MrZaccheaus,6,none,none,0,0,1,2302.6,24.31,73956,,,Bijan Robinson,ATL
