value_basis,format,year,archetype_id,player_id,avg_hvorp,avg_hvorp_weighted,build_count,avg_base_total
ktc,hwang,2021,2024_1,7587,6.2,6,200,1760
ktc,hwang,2021,2024_1,7588,124.8,123.9,200,1760
ktc,hwang,2021,2024_1,7591,60.7,59.3,200,1760
ktc,hwang,2021,2024_1,7593,15.9,15.7,200,1760
ktc,hwang,2021,2024_1,7594,74.9,74.2,200,1760
ktc,hwang,2021,2024_1,7595,0.5,0.5,200,1760
ktc,hwang,2021,2024_1,7596,78.7,78.3,200,1760
ktc,hwang,2021,2024_1,7600,78.8,78.1,200,1760
ktc,hwang,2021,2024_1,7601,33.8,33.3,200,1760
ktc,hwang,2021,2024_1,7602,3.2,3.1,200,1760
ktc,hwang,2021,2024_1,7606,29.3,29,200,1760
ktc,hwang,2021,2024_1,7607,89.2,88.5,200,1760
ktc,hwang,2021,2024_1,7608,47.5,47,200,1760
ktc,hwang,2021,2024_1,7610,32.9,32.2,200,1760
ktc,hwang,2021,2024_1,7611,78.7,78.3,200,1760
ktc,hwang,2021,2024_1,7670,29,28.6,200,1760
ktc,hwang,2021,2024_1,7694,21.1,20.7,200,1760
ktc,hwang,2021,2024_1,7713,2,2,200,1760
ktc,hwang,2021,2024_1,7716,27.1,26.9,200,1760
ktc,hwang,2021,2024_1,7720,10.6,10.4,200,1760
ktc,hwang,2021,2024_1,7757,7.5,7.4,200,1760
ktc,hwang,2021,2024_1,7794,12.2,12.1,200,1760
ktc,hwang,2021,2024_1,7828,5.5,5.4,200,1760
ktc,hwang,2021,2024_2,96,159.7,158.4,200,2008
ktc,hwang,2021,2024_2,421,156.3,155.7,200,2008
ktc,hwang,2021,2024_2,827,22.4,21.9,200,2008
ktc,hwang,2021,2024_2,1049,79.2,78.1,200,2008
ktc,hwang,2021,2024_2,1166,126.5,125.8,200,2008
ktc,hwang,2021,2024_2,1234,105.3,104.5,200,2008
ktc,hwang,2021,2024_2,1339,87.1,86.6,200,2008
ktc,hwang,2021,2024_2,1352,64.3,63.9,200,2008
ktc,hwang,2021,2024_2,1426,75.2,74.8,200,2008
ktc,hwang,2021,2024_2,1466,156.1,155.5,200,2008
ktc,hwang,2021,2024_2,1479,90.4,89.8,200,2008
ktc,hwang,2021,2024_2,1535,139,138.4,200,2008
ktc,hwang,2021,2024_2,1689,92.7,92.2,200,2008
ktc,hwang,2021,2024_2,1837,85.6,84.6,200,2008
ktc,hwang,2021,2024_2,2028,90.8,89.8,200,2008
ktc,hwang,2021,2024_2,2078,46.5,46,200,2008
ktc,hwang,2021,2024_2,2133,159.4,158.7,200,2008
ktc,hwang,2021,2024_2,2161,3.2,3.1,200,2008
ktc,hwang,2021,2024_2,2197,90.9,90.3,200,2008
ktc,hwang,2021,2024_2,2216,123.5,123,200,2008
ktc,hwang,2021,2024_2,2306,40.3,39.8,200,2008
ktc,hwang,2021,2024_2,2307,0.3,0.3,200,2008
ktc,hwang,2021,2024_2,2309,81.6,81.1,200,2008
ktc,hwang,2021,2024_2,2319,33.9,33.5,200,2008
ktc,hwang,2021,2024_2,2325,32.6,32.4,200,2008
ktc,hwang,2021,2024_2,2374,99.6,99.1,200,2008
ktc,hwang,2021,2024_2,2449,108.8,108.1,200,2008
ktc,hwang,2021,2024_2,2505,68.3,67.9,200,2008
ktc,hwang,2021,2024_2,2711,75.6,74.5,200,2008
ktc,hwang,2021,2024_2,2749,0.2,0.2,200,2008
