year,archetype_id,archetype_label,build_index,variant,stack_class,stack_count,roster_wr1_qb_stack,any_qb_wr_same_team,season_total,weekly_std,roster_value,stack_teams,stack_names,roster_wr1_name,roster_wr1_team
2023,2025_2,2025 #2 — seanjcrow (14-4),18,none,none,0,0,0,2423.2,14.83,86542,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),18,single,single,1,0,1,2336,16.37,86715,KC,Patrick Mahomes/Kadarius Toney (KC),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),18,multi,multi,2,1,1,2366,19.13,86862,KC|MIA,Patrick Mahomes/Kadarius Toney (KC); Tua Tagovailoa/Tyreek Hill (MIA),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),19,natural,none,0,0,0,2368.5,23.59,86864,,,Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),19,none,none,0,0,0,2368.5,23.59,86864,,,Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),19,single,single,1,0,1,2368.5,23.59,86976,TEN,Ryan Tannehill/DeAndre Hopkins (TEN),Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),19,multi,multi,2,1,1,2305.7,19.59,87845,MIN|TEN,Kirk Cousins/Justin Jefferson (MIN); Ryan Tannehill/DeAndre Hopkins (TEN),Justin Jefferson,MIN
2023,2025_2,2025 #2 — seanjcrow (14-4),20,natural,none,0,0,1,2381.6,23.93,86681,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),20,none,none,0,0,1,2381.6,23.93,86681,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),20,single,single,1,1,1,2301.1,19.79,86466,BUF,Josh Allen/Stefon Diggs (BUF),Stefon Diggs,BUF
2023,2025_2,2025 #2 — seanjcrow (14-4),20,multi,multi,2,1,1,2284.3,19.58,86416,BUF|WAS,Josh Allen/Stefon Diggs (BUF); Sam Howell/Terry McLaurin (WAS),Stefon Diggs,BUF
2023,2025_2,2025 #2 — seanjcrow (14-4),21,natural,none,0,0,1,2518.4,33.79,87938,,,Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),21,none,none,0,0,1,2518.4,33.79,87938,,,Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),21,single,single,1,0,1,2510.1,32.9,87888,WAS,Sam Howell/Terry McLaurin (WAS),Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),21,multi,multi,2,1,1,2470.6,31.19,88757,MIN|WAS,Kirk Cousins/Justin Jefferson (MIN); Sam Howell/Terry McLaurin (WAS),Justin Jefferson,MIN
2023,2025_2,2025 #2 — seanjcrow (14-4),22,natural,none,0,0,0,2363.9,17.28,84737,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),22,none,none,0,0,0,2363.9,17.28,84737,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),22,single,single,1,0,1,2332,17.51,84667,KC,Patrick Mahomes/Kadarius Toney (KC),CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),22,multi,multi,2,0,1,2416,17.6,84810,KC|GB,Patrick Mahomes/Kadarius Toney (KC); Jordan Love/Christian Watson (GB),CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),23,natural,none,0,0,1,2518.7,21.58,87114,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),23,none,none,0,0,1,2518.7,21.58,87114,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),23,single,single,1,0,1,2532.8,22.32,87276,TEN,Ryan Tannehill/DeAndre Hopkins (TEN),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),23,multi,multi,2,0,1,2474.9,22.75,87023,KC|TEN,Patrick Mahomes/Kadarius Toney (KC); Ryan Tannehill/DeAndre Hopkins (TEN),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),24,natural,none,0,0,1,2726.7,19.58,87263,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),24,none,none,0,0,1,2726.7,19.58,87263,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),24,single,single,1,1,1,2646.1,24.37,87048,BUF,Josh Allen/Stefon Diggs (BUF),Stefon Diggs,BUF
2023,2025_2,2025 #2 — seanjcrow (14-4),24,multi,multi,2,1,1,2693.3,25.97,87324,BUF|HOU,Josh Allen/Stefon Diggs (BUF); C.J. Stroud/Nico Collins (HOU),Stefon Diggs,BUF
2023,2025_2,2025 #2 — seanjcrow (14-4),25,natural,single,1,0,1,2623.6,20.43,87242,TB,Baker Mayfield/Chris Godwin (TB),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),25,none,none,0,0,1,2674.7,20.05,87755,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),25,single,single,1,0,1,2623.6,20.43,87242,TB,Baker Mayfield/Chris Godwin (TB),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),25,multi,multi,2,1,1,2542.2,25.71,86679,BUF|TB,Josh Allen/Stefon Diggs (BUF); Baker Mayfield/Chris Godwin (TB),Stefon Diggs,BUF
2023,2025_2,2025 #2 — seanjcrow (14-4),26,natural,none,0,1,1,2546.8,19.23,87146,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),26,none,none,0,1,1,2546.8,19.23,87146,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),26,single,single,1,1,1,2519.9,20.96,87076,KC,Patrick Mahomes/Kadarius Toney (KC),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),26,multi,multi,2,1,1,2539.6,22.29,87829,KC|ARI,Patrick Mahomes/Kadarius Toney (KC); Kyler Murray/Marquise Brown (ARI),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),27,natural,single,1,0,1,2474.8,23.7,85573,KC,Patrick Mahomes/Kadarius Toney (KC),CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),27,none,none,0,0,1,2492.4,23.45,85948,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),27,single,single,1,0,1,2474.8,23.7,85573,KC,Patrick Mahomes/Kadarius Toney (KC),CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),27,multi,multi,2,0,1,2365.3,22.64,85507,KC|DEN,Patrick Mahomes/Kadarius Toney (KC); Russell Wilson/Jerry Jeudy (DEN),CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),28,natural,single,1,0,1,2445.8,23.52,89342,TB,Baker Mayfield/Chris Godwin (TB),Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),28,none,none,0,0,1,2431.9,24.61,89536,,,Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),28,single,single,1,0,1,2445.8,23.52,89342,TB,Baker Mayfield/Chris Godwin (TB),Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),28,multi,multi,2,0,1,2444,23.48,89426,KC|TB,Patrick Mahomes/Kadarius Toney (KC); Baker Mayfield/Chris Godwin (TB),Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),29,natural,none,0,0,0,2660.1,24.13,89124,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),29,none,none,0,0,0,2660.1,24.13,89124,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),29,single,single,1,0,1,2636.7,25.67,89054,KC,Patrick Mahomes/Kadarius Toney (KC),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),29,multi,multi,2,1,1,2681.1,28.24,89201,KC|MIA,Patrick Mahomes/Kadarius Toney (KC); Tua Tagovailoa/Tyreek Hill (MIA),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),30,natural,single,1,0,1,2216.4,25.54,85617,KC,Patrick Mahomes/Kadarius Toney (KC),Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),30,none,none,0,0,1,2218.1,25.58,85533,,,Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),30,single,single,1,0,1,2216.4,25.54,85617,KC,Patrick Mahomes/Kadarius Toney (KC),Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),30,multi,multi,2,1,1,2187.5,26.07,86347,KC|MIN,Patrick Mahomes/Kadarius Toney (KC); Kirk Cousins/Justin Jefferson (MIN),Justin Jefferson,MIN
2023,2025_2,2025 #2 — seanjcrow (14-4),31,natural,none,0,0,1,2579.6,18.99,88130,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),31,none,none,0,0,1,2579.6,18.99,88130,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),31,single,single,1,0,1,2576.1,18.9,88214,KC,Patrick Mahomes/Kadarius Toney (KC),CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),31,multi,multi,2,0,1,2588.2,17.94,88376,KC|TEN,Patrick Mahomes/Kadarius Toney (KC); Ryan Tannehill/DeAndre Hopkins (TEN),CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),32,natural,none,0,0,1,2633.9,26.16,87941,,,Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),32,none,none,0,0,1,2633.9,26.16,87941,,,Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),32,single,single,1,0,1,2595.6,27.91,87924,ARI,Kyler Murray/Marquise Brown (ARI),Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),32,multi,multi,2,1,1,2544.1,24.94,88793,MIN|ARI,Kirk Cousins/Justin Jefferson (MIN); Kyler Murray/Marquise Brown (ARI),Justin Jefferson,MIN
2023,2025_2,2025 #2 — seanjcrow (14-4),33,natural,none,0,0,1,2406.5,14.28,87376,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),33,none,none,0,0,1,2406.5,14.28,87376,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),33,single,single,1,1,1,2446.7,15.28,87523,MIA,Tua Tagovailoa/Tyreek Hill (MIA),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),33,multi,multi,2,1,1,2452.1,16.43,87329,MIA|TB,Tua Tagovailoa/Tyreek Hill (MIA); Baker Mayfield/Chris Godwin (TB),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),34,natural,none,0,0,1,2723.6,20.93,87298,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),34,none,none,0,0,1,2723.6,20.93,87298,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),34,single,single,1,1,1,2760.2,22.35,87445,MIA,Tua Tagovailoa/Tyreek Hill (MIA),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),34,multi,multi,2,1,1,2725.3,21.91,87337,MIA|TEN,Tua Tagovailoa/Tyreek Hill (MIA); Ryan Tannehill/DeAndre Hopkins (TEN),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),35,natural,none,0,0,1,2363.9,23.49,87159,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),35,none,none,0,0,1,2363.9,23.49,87159,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),35,single,single,1,1,1,2387.3,24.24,87306,MIA,Tua Tagovailoa/Tyreek Hill (MIA),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),35,multi,multi,2,1,1,2431.9,24.56,87485,MIA|WAS,Tua Tagovailoa/Tyreek Hill (MIA); Sam Howell/Terry McLaurin (WAS),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),36,natural,single,1,0,1,2473.2,24.83,86625,CAR,Bryce Young/Adam Thielen (CAR),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),36,none,none,0,0,1,2462.9,24.37,86945,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),36,single,single,1,0,1,2473.2,24.83,86625,CAR,Bryce Young/Adam Thielen (CAR),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),36,multi,multi,2,1,1,2495.7,22.82,87036,MIA|CAR,Tua Tagovailoa/Tyreek Hill (MIA); Bryce Young/Adam Thielen (CAR),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),37,natural,none,0,0,0,2699.6,28.52,88551,,,Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),37,none,none,0,0,0,2699.6,28.52,88551,,,Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),37,single,single,1,0,1,2714.1,27.95,88728,ARI,Kyler Murray/Marquise Brown (ARI),Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),37,multi,multi,2,1,1,2674.8,24.35,89597,MIN|ARI,Kirk Cousins/Justin Jefferson (MIN); Kyler Murray/Marquise Brown (ARI),Justin Jefferson,MIN
2023,2025_2,2025 #2 — seanjcrow (14-4),38,natural,none,0,0,1,2579.7,18.26,87287,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),38,none,none,0,0,1,2579.7,18.26,87287,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),38,single,single,1,0,1,2551.1,19.73,87217,KC,Patrick Mahomes/Kadarius Toney (KC),CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),38,multi,multi,2,1,1,2638.6,19.51,87560,KC|DAL,Patrick Mahomes/Kadarius Toney (KC); Dak Prescott/CeeDee Lamb (DAL),CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),39,natural,none,0,0,1,2643.8,27.05,86522,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),39,none,none,0,0,1,2643.8,27.05,86522,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),39,single,single,1,0,1,2526.3,26.51,86478,NYG,Daniel Jones/Jalin Hyatt (NYG),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),39,multi,multi,2,0,1,2634.7,27.78,86443,NYG|DEN,Daniel Jones/Jalin Hyatt (NYG); Russell Wilson/Jerry Jeudy (DEN),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),40,natural,none,0,0,1,2332.4,15.71,88790,,,Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),40,none,none,0,0,1,2332.4,15.71,88790,,,Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),40,single,single,1,0,1,2304.3,16.77,88720,KC,Patrick Mahomes/Kadarius Toney (KC),Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),40,multi,multi,2,0,1,2315.3,18.25,88734,KC|WAS,Patrick Mahomes/Kadarius Toney (KC); Sam Howell/Terry McLaurin (WAS),Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),41,natural,single,1,0,1,2506.6,22.07,87375,KC,Patrick Mahomes/Kadarius Toney (KC),CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),41,none,none,0,0,1,2510.7,22.37,87291,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),41,single,single,1,0,1,2506.6,22.07,87375,KC,Patrick Mahomes/Kadarius Toney (KC),CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),41,multi,multi,2,0,1,2531.8,22.69,87152,KC|ATL,Patrick Mahomes/Kadarius Toney (KC); Desmond Ridder/Drake London (ATL),CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),42,natural,single,1,0,1,2546.2,27.34,86650,KC,Patrick Mahomes/Kadarius Toney (KC),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),42,none,none,0,0,1,2580.5,27.15,87025,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),42,single,single,1,0,1,2546.2,27.34,86650,KC,Patrick Mahomes/Kadarius Toney (KC),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),42,multi,multi,2,1,1,2573.9,29.7,86797,KC|MIA,Patrick Mahomes/Kadarius Toney (KC); Tua Tagovailoa/Tyreek Hill (MIA),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),43,natural,none,0,0,1,2655.5,20.56,88651,,,Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),43,none,none,0,0,1,2655.5,20.56,88651,,,Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),43,single,single,1,0,1,2644.7,20.29,88764,CAR,Bryce Young/Adam Thielen (CAR),Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),43,multi,multi,2,1,1,2594.3,22.49,89633,MIN|CAR,Kirk Cousins/Justin Jefferson (MIN); Bryce Young/Adam Thielen (CAR),Justin Jefferson,MIN
2023,2025_2,2025 #2 — seanjcrow (14-4),44,natural,single,1,0,1,2558.5,23.57,86063,KC,Patrick Mahomes/Kadarius Toney (KC),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),44,none,none,0,0,1,2587.7,21.92,86133,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),44,single,single,1,0,1,2558.5,23.57,86063,KC,Patrick Mahomes/Kadarius Toney (KC),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),44,multi,multi,2,0,1,2470.3,22.49,86220,KC|GB,Patrick Mahomes/Kadarius Toney (KC); Jordan Love/Christian Watson (GB),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),45,natural,none,0,0,1,2794.3,22.83,86734,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),45,none,none,0,0,1,2794.3,22.83,86734,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),45,single,single,1,0,1,2770.4,23.97,86664,KC,Patrick Mahomes/Kadarius Toney (KC),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),45,multi,multi,2,0,1,2777.9,24.76,86466,KC|GB,Patrick Mahomes/Kadarius Toney (KC); Jordan Love/Christian Watson (GB),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),46,natural,none,0,0,0,2632.5,18.02,88693,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),46,none,none,0,0,0,2632.5,18.02,88693,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),46,single,single,1,0,1,2644.8,20.58,88499,TB,Baker Mayfield/Chris Godwin (TB),CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),46,multi,multi,2,0,1,2615.9,20.94,88263,KC|TB,Patrick Mahomes/Kadarius Toney (KC); Baker Mayfield/Chris Godwin (TB),CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),47,natural,none,0,0,0,2549.9,22.85,87783,,,Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),47,none,none,0,0,0,2549.9,22.85,87783,,,Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),47,single,single,1,0,1,2530,22.22,87547,KC,Patrick Mahomes/Kadarius Toney (KC),Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),47,multi,multi,2,1,1,2446.8,23.56,88416,KC|MIN,Patrick Mahomes/Kadarius Toney (KC); Kirk Cousins/Justin Jefferson (MIN),Justin Jefferson,MIN
2023,2025_2,2025 #2 — seanjcrow (14-4),48,natural,single,1,0,1,2637.6,26.8,89210,WAS,Sam Howell/Terry McLaurin (WAS),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),48,none,none,0,0,0,2622.4,25.62,89196,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),48,single,single,1,0,1,2637.6,26.8,89210,WAS,Sam Howell/Terry McLaurin (WAS),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),48,multi,multi,2,1,1,2558.2,28.06,88647,BUF|WAS,Josh Allen/Stefon Diggs (BUF); Sam Howell/Terry McLaurin (WAS),Stefon Diggs,BUF
2023,2025_2,2025 #2 — seanjcrow (14-4),49,natural,none,0,1,1,2535.7,26.84,86077,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),49,none,none,0,1,1,2535.7,26.84,86077,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),49,single,single,1,1,1,2443.9,26.16,86234,GB,Jordan Love/Christian Watson (GB),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),49,multi,multi,2,1,1,2499,25.03,86413,GB|WAS,Jordan Love/Christian Watson (GB); Sam Howell/Terry McLaurin (WAS),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),50,natural,none,0,0,1,2500.3,29.69,88960,,,Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),50,none,none,0,0,1,2500.3,29.69,88960,,,Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),50,single,single,1,0,1,2470,31.23,88890,KC,Patrick Mahomes/Kadarius Toney (KC),Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),50,multi,multi,2,1,1,2449,29.73,89620,KC|MIN,Patrick Mahomes/Kadarius Toney (KC); Kirk Cousins/Justin Jefferson (MIN),Justin Jefferson,MIN
2023,2025_2,2025 #2 — seanjcrow (14-4),51,natural,single,1,0,1,2514,14.37,89791,KC,Patrick Mahomes/Kadarius Toney (KC),Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),51,none,none,0,0,1,2544.2,12.1,89861,,,Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),51,single,single,1,0,1,2514,14.37,89791,KC,Patrick Mahomes/Kadarius Toney (KC),Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),51,multi,multi,2,1,1,2611.3,16.96,88602,KC|MIA,Patrick Mahomes/Kadarius Toney (KC); Tua Tagovailoa/Tyreek Hill (MIA),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),52,natural,none,0,0,1,2820.6,28.63,88611,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),52,none,none,0,0,1,2820.6,28.63,88611,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),52,single,single,1,0,1,2816.8,29.64,88417,TB,Baker Mayfield/Chris Godwin (TB),CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),52,multi,multi,2,1,1,2819.8,31.44,88029,BUF|TB,Josh Allen/Stefon Diggs (BUF); Baker Mayfield/Chris Godwin (TB),Stefon Diggs,BUF
2023,2025_2,2025 #2 — seanjcrow (14-4),53,natural,none,0,0,1,2341.6,19.59,87690,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),53,none,none,0,0,1,2341.6,19.59,87690,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),53,single,single,1,0,1,2426.6,19.86,87579,TB,Baker Mayfield/Chris Godwin (TB),CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),53,multi,multi,2,0,1,2392.1,18.51,87343,KC|TB,Patrick Mahomes/Kadarius Toney (KC); Baker Mayfield/Chris Godwin (TB),CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),54,natural,none,0,1,1,2289.3,16.24,85052,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),54,none,none,0,1,1,2289.3,16.24,85052,,,Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),54,single,single,1,1,1,2256.7,16.68,84982,KC,Patrick Mahomes/Kadarius Toney (KC),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),54,multi,multi,2,1,1,2201,17.35,84938,KC|NYG,Patrick Mahomes/Kadarius Toney (KC); Daniel Jones/Jalin Hyatt (NYG),Tyreek Hill,MIA
2023,2025_2,2025 #2 — seanjcrow (14-4),55,natural,none,0,0,1,2325.2,22.12,89586,,,Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),55,none,none,0,0,1,2325.2,22.12,89586,,,Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),55,single,single,1,0,1,2404.8,20.25,89551,DEN,Russell Wilson/Jerry Jeudy (DEN),Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),55,multi,multi,2,0,1,2381,22.4,89534,DEN|ARI,Russell Wilson/Jerry Jeudy (DEN); Kyler Murray/Marquise Brown (ARI),Ja'Marr Chase,CIN
2023,2025_2,2025 #2 — seanjcrow (14-4),56,natural,none,0,0,0,2786.1,22.69,88338,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),56,none,none,0,0,0,2786.1,22.69,88338,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),56,single,single,1,0,1,2793.5,24.19,88352,WAS,Sam Howell/Terry McLaurin (WAS),CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),56,multi,multi,2,1,1,2777.3,25.64,87964,BUF|WAS,Josh Allen/Stefon Diggs (BUF); Sam Howell/Terry McLaurin (WAS),Stefon Diggs,BUF
2023,2025_2,2025 #2 — seanjcrow (14-4),57,natural,multi,2,0,1,2347.7,22.19,87361,KC|CAR,Patrick Mahomes/Kadarius Toney (KC); Bryce Young/Adam Thielen (CAR),CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),57,none,none,0,0,1,2325.4,23.94,87004,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),57,single,single,1,0,1,2304.6,24.03,87196,KC,Patrick Mahomes/Kadarius Toney (KC),CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),57,multi,multi,2,0,1,2347.7,22.19,87361,KC|CAR,Patrick Mahomes/Kadarius Toney (KC); Bryce Young/Adam Thielen (CAR),CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),58,natural,none,0,0,0,2770.3,23.2,87499,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),58,none,none,0,0,0,2770.3,23.2,87499,,,CeeDee Lamb,DAL
2023,2025_2,2025 #2 — seanjcrow (14-4),58,single,single,1,0,1,2769.8,23.16,87583,KC,Patrick Mahomes/Kadarius Toney (KC),CeeDee Lamb,DAL
