rank,name,team,position,tier,sleeper_id
136,Nick Westbrook-Ikhine,IND,WR,10,7496
137,CJ Daniels,LAR,WR,10,13270
138,Kalif Raymond,CHI,WR,10,3634
139,Zavion Thomas,CHI,WR,10,13411
140,KaVontae Turpin,DAL,WR,10,8917
141,Roman Wilson,PIT,WR,10,11630
142,Deion Burks,IND,WR,10,13333
143,Demarcus Robinson,SF,WR,10,3286
144,Jordan Whittington,LAR,WR,10,11623
145,Dyami Brown,WAS,WR,10,7587
146,Devontez Walker,BAL,WR,10,11629
147,Colbie Young,CIN,WR,11,13477
148,Ashton Dulin,IND,WR,11,6427
149,Tai Felton,MIN,WR,11,12496
150,Greg Dortch,DET,WR,11,5970
151,Jahdae Walker,CHI,WR,11,13079
152,Mitch Tinsley,CIN,WR,11,11068
153,Xavier Smith,LAR,WR,11,11168
154,DeAndre Hopkins,BAL,WR,11,1426
155,Tim Patrick,NYJ,WR,11,4351
156,Odell Beckham Jr.,NYG,WR,11,2078
157,Elijah Moore,PHI,WR,11,7596
158,Theo Wease Jr.,MIA,WR,11,12860
159,Josh Cameron,JAC,WR,11,13394
160,Marquez Valdes-Scantling,DAL,WR,11,5086
161,Tyler Lockett,LV,WR,11,2374
162,Reggie Virgil,ARI,WR,11,13297
163,Xavier Restrepo,TEN,WR,11,12520
164,Kendrick Law,DET,WR,11,13412
165,Jimmy Horn Jr.,CAR,WR,11,12523
166,Barion Brown,NO,WR,11,13533
167,Brandin Cooks,FA,WR,11,2197
168,Myles Price,MIN,WR,11,13075
169,Lil'Jordan Humphrey,DEN,WR,11,5938
170,Efton Chism III,NE,WR,11,12542
171,Kaden Wetjen,PIT,WR,11,13491
172,Michael Wortham,JAC,WR,11,13645
173,Van Jefferson,WAS,WR,11,6853
174,KeAndre Lambert-Smith,LAC,WR,11,12670
175,JuJu Smith-Schuster,NYG,WR,11,4040
176,Jacob Cowing,SF,WR,11,11616
177,Isaiah Williams,NYJ,WR,11,11608
178,Tahj Washington,MIA,WR,11,11821
179,Kevin Austin Jr.,NO,WR,11,8200
180,Jake Bobo,SEA,WR,11,10867
181,Bo Melton,GB,WR,11,8204
182,Jared Wayne,HOU,WR,11,11056
183,Michael Woods II,DEN,WR,12,8202
184,Jordan Watkins,SF,WR,12,12634
185,Scotty Miller,CHI,WR,12,6290
186,David Sills V,TB,WR,12,6154
187,Jeshaun Jones,MIN,WR,12,11911
188,Jermaine Burton,FA,WR,12,11640
189,Montorie Foster Jr.,SEA,WR,12,13199
190,Anthony Gould,IND,WR,12,11762
191,Jonathan Mingo,DAL,WR,12,10225
192,Curtis Samuel,FA,WR,12,4082
193,Juice Wells Jr.,ATL,WR,12,12460
194,Dominic Lovett,DET,WR,12,12732
195,Diontae Johnson,FA,WR,12,5937
196,Coleman Owen,IND,WR,12,12829
197,Derius Davis,LAC,WR,12,10234
198,Justin Watson,HOU,WR,12,5374
199,Noah Brown,LV,WR,12,4234
200,Maurice Alexander,CHI,WR,12,8921
201,Isaiah Hodgins,NYG,WR,12,6920
202,Skyy Moore,GB,WR,12,8168
203,Mecole Hardman Jr.,BUF,WR,12,5917
204,Kendric Pryor,CIN,WR,12,8783
205,Ronnie Bell,NO,WR,12,10221
206,Velus Jones Jr.,SEA,WR,12,8223
207,Ben Skowronek,PIT,WR,12,7757
208,Xavier Weaver,ARI,WR,12,11921
209,Mason Tipton,NO,WR,12,11895
210,Bub Means,NO,WR,12,11748
211,Darius Cooper,PHI,WR,12,13150
212,Jeff Caldwell,KC,WR,12,13392
213,Emmanuel Henderson Jr.,SEA,WR,12,13313
214,Michael Bandy,DEN,WR,12,8076
215,Terrace Marshall Jr.,MIA,WR,12,7565
216,Brandon Johnson,LV,WR,12,8756
217,Dohnte Meyers,CIN,WR,12,13264
218,Michael Briscoe,MIN,WR,12,13890
219,Tyrell Shavers,BUF,WR,12,11377
220,Tyler Johnson,DAL,WR,12,6960
221,Casey Washington,CAR,WR,12,11806
222,Malachi Corley,CLE,WR,12,11617
223,Isaiah Williams,FA,WR,13,11608
224,Gabe Davis,FA,WR,13,6943
225,Arian Smith,NYJ,WR,13,12539
226,Brycen Tremayne,CAR,WR,13,11157
227,Dylan Drummond,ATL,WR,13,11474
228,Cedrick Wilson Jr.,DET,WR,13,5113
229,Cody White,SEA,WR,13,7039
230,Devin Duvernay,ARI,WR,13,6847
231,Jalin Hyatt,NYG,WR,13,9497
232,Nikko Remigio,KC,WR,13,11320
233,J. Michael Sturdivant,GB,WR,13,13770
