format,year,pair_key,player_id_a,player_id_b
hwang,2021,WR_vs_TE,6149,4089
hwang,2021,WR_vs_TE,6149,3202
hwang,2021,WR_vs_TE,6149,6850
hwang,2021,WR_vs_TE,6853,3202
hwang,2021,WR_vs_TE,6853,6850
hwang,2021,WR_vs_TE,2325,6850
hwang,2021,WR_vs_TE,5026,4381
hwang,2021,WR_vs_TE,5026,5001
hwang,2021,WR_vs_TE,6960,4381
hwang,2021,WR_vs_TE,6960,5001
hwang,2021,WR_vs_TE,6960,1339
hwang,2021,WR_vs_TE,6960,5906
hwang,2021,WR_vs_TE,6960,4033
hwang,2021,WR_vs_TE,7595,4381
hwang,2021,WR_vs_TE,7595,5001
hwang,2021,WR_vs_TE,7595,1339
hwang,2021,WR_vs_TE,7595,5906
hwang,2021,WR_vs_TE,7595,4033
hwang,2021,WR_vs_TE,5955,5001
hwang,2021,WR_vs_TE,5955,1339
hwang,2021,WR_vs_TE,5955,5906
hwang,2021,WR_vs_TE,5955,4033
hwang,2021,WR_vs_TE,5185,7002
hwang,2021,WR_vs_TE,5185,6074
hwang,2021,WR_vs_TE,5185,7568
hwang,2021,WR_vs_TE,6421,7568
hwang,2021,WR_vs_TE,6234,7568
hwang,2021,WR_vs_TE,6847,7535
hwang,2021,WR_vs_TE,6271,7535
hwang,2021,WR_vs_TE,6290,7535
hwang,2021,WR_vs_TE,4454,7602
hwang,2022,QB_vs_RB,6904,7528
hwang,2022,QB_vs_RB,6904,7588
hwang,2022,QB_vs_RB,6904,4034
hwang,2022,QB_vs_RB,7610,7588
hwang,2022,QB_vs_RB,7610,4034
hwang,2022,QB_vs_RB,3294,4663
hwang,2022,QB_vs_RB,3294,8155
hwang,2022,QB_vs_RB,1234,4663
hwang,2022,QB_vs_RB,1234,8155
hwang,2022,QB_vs_RB,1234,4018
hwang,2022,QB_vs_RB,7523,4663
hwang,2022,QB_vs_RB,7523,8155
hwang,2022,QB_vs_RB,7523,4018
hwang,2022,QB_vs_RB,7523,4029
hwang,2022,QB_vs_RB,7523,4866
hwang,2022,QB_vs_RB,7523,7543
hwang,2022,QB_vs_RB,4017,4035
hwang,2022,QB_vs_RB,4017,4988
hwang,2022,QB_vs_RB,4017,3198
hwang,2022,QB_vs_RB,4017,6828
hwang,2022,QB_vs_RB,4017,4199
hwang,2022,QB_vs_RB,7591,4035
hwang,2022,QB_vs_RB,7591,4988
hwang,2022,QB_vs_RB,7591,3198
hwang,2022,QB_vs_RB,7591,6828
hwang,2022,QB_vs_RB,7591,4199
hwang,2022,QB_vs_RB,7591,6806
hwang,2022,QB_vs_RB,7591,8151
hwang,2022,QB_vs_RB,421,3198
hwang,2022,QB_vs_RB,421,6828
hwang,2022,QB_vs_RB,421,4199
hwang,2022,QB_vs_RB,421,6806
hwang,2022,QB_vs_RB,421,8151
hwang,2022,QB_vs_RB,421,8129
hwang,2022,QB_vs_RB,2028,6828
hwang,2022,QB_vs_RB,2028,4199
hwang,2022,QB_vs_RB,2028,6806
hwang,2022,QB_vs_RB,2028,8151
hwang,2022,QB_vs_RB,2028,8129
hwang,2022,QB_vs_RB,6768,6806
hwang,2022,QB_vs_RB,6768,8151
hwang,2022,QB_vs_RB,6768,8129
hwang,2022,QB_vs_RB,96,8151
hwang,2022,QB_vs_RB,96,8129
