format,year,archetype_id,player_id,avg_hvorp,build_count
hwang,2021,2024_3,6819,88.7,10
hwang,2021,2024_3,6820,62.6,10
hwang,2021,2024_3,6824,45.1,10
hwang,2021,2024_3,6826,37.6,10
hwang,2021,2024_3,6828,96,10
hwang,2021,2024_3,6843,23.2,10
hwang,2021,2024_3,6845,45.1,10
hwang,2021,2024_3,6847,16.1,10
hwang,2021,2024_3,6849,3.2,10
hwang,2021,2024_3,6850,18.1,10
hwang,2021,2024_3,6853,70.5,10
hwang,2021,2024_3,6865,0,10
hwang,2021,2024_3,6869,20.4,10
hwang,2021,2024_3,6885,12.6,10
hwang,2021,2024_3,6886,59,10
hwang,2021,2024_3,6904,159.5,10
hwang,2021,2024_3,6918,8.2,10
hwang,2021,2024_3,6927,24,10
hwang,2021,2024_3,6931,18.8,10
hwang,2021,2024_3,6938,0,10
hwang,2021,2024_3,6943,50.7,10
hwang,2021,2024_3,6945,110.7,10
hwang,2021,2024_3,6951,8.7,10
hwang,2021,2024_3,6955,95.3,10
hwang,2021,2024_3,6960,10.7,10
hwang,2021,2024_3,6989,65.2,10
hwang,2021,2024_3,7002,16.2,10
