format,year,player_id,name,position,ktc_value,season_pts
hwang,2024,6806,J.K. Dobbins,RB,2312,152.3
hwang,2024,6011,Gardner Minshew,QB,2300,96.3
hwang,2024,6943,Gabriel Davis,WR,2294,33.9
hwang,2024,11627,Troy Franklin,WR,2287,37.9
hwang,2024,9494,Marvin Mims,WR,2275,73.4
hwang,2024,11579,Audric Estime,RB,2262,34.3
hwang,2024,8408,Jordan Mason,RB,2217,104
hwang,2024,2028,Derek Carr,QB,2212,150.9
hwang,2024,11617,Malachi Corley,WR,2168,2.2
hwang,2024,4663,Austin Ekeler,RB,2166,94.1
hwang,2024,7090,Darnell Mooney,WR,2151,129.2
hwang,2024,11597,Theo Johnson,TE,2127,53.6
hwang,2024,2374,Tyler Lockett,WR,2078,69.2
hwang,2024,9757,Kendre Miller,RB,2074,24.1
hwang,2024,11562,Spencer Rattler,QB,2069,52.6
hwang,2024,9754,Quentin Johnston,WR,2059,101.1
hwang,2024,7571,Rashod Bateman,WR,2056,116
hwang,2024,8210,Chigoziem Okonkwo,TE,2053,87.6
hwang,2024,8119,Jahan Dotson,WR,2048,13.5
hwang,2024,1234,Russell Wilson,QB,2048,161.3
hwang,2024,8126,Wan'Dale Robinson,WR,2047,85.4
hwang,2024,8230,Ty Chandler,RB,2005,22.4
hwang,2024,9225,Tank Bigsby,RB,2003,111.8
hwang,2024,7608,Khalil Herbert,RB,1999,13.2
hwang,2024,10235,Roschon Johnson,RB,1994,59.5
hwang,2024,5857,Noah Fant,TE,1981,65.2
hwang,2024,4068,Mike Williams,WR,1941,33.3
hwang,2024,10226,Andrei Iosivas,WR,1914,82.7
hwang,2024,11610,Malik Washington,WR,1890,24
hwang,2024,5906,Dawson Knox,TE,1872,48.1
hwang,2024,7587,Dyami Brown,WR,1867,35
hwang,2024,3214,Hunter Henry,TE,1857,112.4
hwang,2024,6865,Colby Parkinson,TE,1831,49.3
hwang,2024,5970,Greg Dortch,WR,1821,35.9
hwang,2024,11577,Will Shipley,RB,1821,5
hwang,2024,9497,Jalin Hyatt,WR,1789,6.2
hwang,2024,6945,Antonio Gibson,RB,1786,74.3
hwang,2024,11599,Cade Stover,TE,1780,26.8
hwang,2024,5133,Tyler Conklin,TE,1775,87.8
hwang,2024,2197,Brandin Cooks,WR,1774,42.6
hwang,2024,4144,Jonnu Smith,TE,1744,164.2
hwang,2024,7002,Juwan Johnson,TE,1744,86.8
hwang,2024,10225,Jonathan Mingo,WR,1727,12.8
hwang,2024,8225,Daniel Bellinger,TE,1721,17.6
hwang,2024,8117,Jalen Tolbert,WR,1679,93.2
hwang,2024,11595,Jared Wiley,TE,1677,1.2
hwang,2024,11592,Erick All,TE,1641,25.8
hwang,2024,4993,Mike Gesicki,TE,1641,98.2
hwang,2024,4381,Taysom Hill,TE,1618,90.8
hwang,2024,9492,Trey Palmer,WR,1616,23.2
hwang,2024,7596,Elijah Moore,WR,1591,56.3
hwang,2024,8147,John Metchie,WR,1585,29
hwang,2024,10213,Tre Tucker,WR,1579,79.9
hwang,2024,1689,Adam Thielen,WR,1577,87.1
hwang,2024,11629,Devontez Walker,WR,1577,8.1
hwang,2024,10866,Aidan O'Connell,QB,1573,77.6
hwang,2024,9479,Darnell Washington,TE,1573,35.5
hwang,2024,3257,Jacoby Brissett,QB,1553,45.2
hwang,2024,8142,Alec Pierce,WR,1551,112.7
hwang,2024,8135,Treylon Burks,WR,1545,3.5
hwang,2024,8129,Dameon Pierce,RB,1530,17.9
hwang,2024,3225,Tyler Boyd,WR,1522,39.3
hwang,2024,10871,Luke Schoonmaker,TE,1520,41
hwang,2024,7828,Noah Gray,TE,1518,93.1
hwang,2024,5995,Justice Hill,RB,1503,85.1
hwang,2024,3164,Ezekiel Elliott,RB,1490,45.5
hwang,2024,4951,D.J. Chark,WR,1485,2.5
hwang,2024,11435,Emanuel Wilson,RB,1457,71.9
hwang,2024,6938,Cam Akers,RB,1456,72.3
hwang,2024,3271,Tyler Higbee,TE,1448,9.5
hwang,2024,9487,Parker Washington,WR,1447,57.5
hwang,2024,10223,Eric Gray,RB,1445,6.3
hwang,2024,9998,Hendon Hooker,QB,1438,2.7
hwang,2024,7593,Trey Sermon,RB,1417,37.3
hwang,2024,5987,Alexander Mattison,RB,1393,98.3
hwang,2024,7049,Jauan Jennings,WR,1378,128.3
hwang,2024,3286,Demarcus Robinson,WR,1370,85.3
hwang,2024,1339,Zach Ertz,TE,1363,131.5
hwang,2024,11306,Xavier Gipson,WR,1348,7.9
hwang,2024,7562,Tutu Atwell,WR,1342,53.2
hwang,2024,7567,Kenneth Gainwell,RB,1340,44.3
hwang,2024,10444,Cedric Tillman,WR,1316,51.4
hwang,2024,8180,Jalen Nailor,WR,1312,69.7
hwang,2024,7568,Brevin Jordan,TE,1298,1.7
hwang,2024,9505,Deuce Vaughn,RB,1289,5.1
hwang,2024,2306,Jameis Winston,QB,1278,131.1
hwang,2024,8116,Pierre Strong Jr.,RB,1264,21.2
hwang,2024,8125,Calvin Austin III,WR,1260,84.8
hwang,2024,4171,Josh Reynolds,WR,1251,24.3
hwang,2024,8188,Tyquan Thornton,WR,1250,4.7
hwang,2024,8204,Bo Melton,WR,1245,14.4
hwang,2024,10214,Davis Allen,TE,1240,6.9
hwang,2024,4454,Kendrick Bourne,WR,1235,35.9
hwang,2024,9506,Sean Tucker,RB,1229,58.1
hwang,2024,7066,K.J. Osborn,WR,1200,11.7
hwang,2024,4080,Zay Jones,WR,1200,3.8
hwang,2024,4147,Samaje Perine,RB,1189,52
hwang,2024,11636,Johnny Wilson,WR,1179,7.4
hwang,2024,6149,Darius Slayton,WR,1176,71
hwang,2024,7694,Tommy Tremble,TE,1154,34.9
hwang,2024,8145,Jeremy Ruckert,TE,1120,18.5
hwang,2024,4234,Noah Brown,WR,1115,51.3
hwang,2024,10218,Xavier Hutchinson,WR,1105,11.2
hwang,2024,9480,Brenton Strange,TE,1101,63.1
hwang,2024,10862,Dorian Thompson-Robinson,QB,1079,15
hwang,2024,4149,Jamaal Williams,RB,1076,25.9
hwang,2024,11603,AJ Barner,TE,1058,51.6
hwang,2024,6151,Miles Sanders,RB,1052,29.7
hwang,2024,11590,Jase McClellan,RB,1038,3.2
hwang,2024,6271,Olamide Zaccheaus,WR,1024,62.3
hwang,2024,7602,Kylen Granson,TE,1010,24
hwang,2024,8118,David Bell,WR,1004,2.7
hwang,2024,4089,Gerald Everett,TE,998,7.6
hwang,2024,6853,Van Jefferson,WR,996,37.8
hwang,2025,7564,Ja'Marr Chase,WR,9999,173
hwang,2025,4984,Josh Allen,QB,9992,364.6
hwang,2025,11566,Jayden Daniels,QB,9891,114.3
hwang,2025,4881,Lamar Jackson,QB,9792,194.4
hwang,2025,11604,Brock Bowers,TE,9094,144.2
hwang,2025,6794,Justin Jefferson,WR,9072,107.1
hwang,2025,9509,Bijan Robinson,RB,8997,287.5
hwang,2025,9221,Jahmyr Gibbs,RB,8736,272.6
hwang,2025,11632,Malik Nabers,WR,8671,39.1
hwang,2025,6786,CeeDee Lamb,WR,8291,125.5
hwang,2025,6770,Joe Burrow,QB,8281,113.3
hwang,2025,6904,Jalen Hurts,QB,7677,299.1
hwang,2025,11631,Brian Thomas Jr.,WR,7673,85.9
hwang,2025,7547,Amon-Ra St. Brown,WR,7362,193.1
hwang,2025,8130,Trey McBride,TE,7315,242.9
hwang,2025,9493,Puka Nacua,WR,7186,230
hwang,2025,8112,Drake London,WR,6784,120.1
hwang,2025,7569,Nico Collins,WR,6652,155.2
hwang,2025,4046,Patrick Mahomes,QB,6463,284.7
hwang,2025,11563,Bo Nix,QB,6423,294.3
hwang,2025,4866,Saquon Barkley,RB,6422,195.3
hwang,2025,11564,Drake Maye,QB,6415,335.2
hwang,2025,9488,Jaxon Smith-Njigba,WR,6397,232.5
hwang,2025,11635,Ladd McConkey,WR,6391,114.9
hwang,2025,6797,Justin Herbert,QB,6281,286.9
hwang,2025,11628,Marvin Harrison Jr.,WR,6278,86.8
hwang,2025,9226,De'Von Achane,RB,6247,255.8
hwang,2025,9758,C.J. Stroud,QB,6211,191.3
hwang,2025,11584,Bucky Irving,RB,6088,98.7
hwang,2025,11560,Caleb Williams,QB,5965,299.6
hwang,2025,5859,A.J. Brown,WR,5791,142.3
hwang,2025,6804,Jordan Love,QB,5786,235.1
hwang,2025,8146,Garrett Wilson,WR,5761,63.5
hwang,2025,12518,Tyler Warren,TE,5734,145.4
hwang,2025,9224,Chase Brown,RB,5526,198.6
hwang,2025,8183,Brock Purdy,QB,5515,172.2
hwang,2025,10859,Sam LaPorta,TE,5490,86.9
hwang,2025,6801,Tee Higgins,WR,5459,139.9
hwang,2025,6813,Jonathan Taylor,RB,5451,312.4
hwang,2025,11565,J.J. McCarthy,QB,5429,117.4
hwang,2025,8150,Kyren Williams,RB,5397,219.2
hwang,2025,4892,Baker Mayfield,QB,5371,258.7
hwang,2025,12517,Colston Loveland,TE,5134,116
hwang,2025,11620,Rome Odunze,WR,5078,102.1
hwang,2025,4034,Christian McCaffrey,RB,5071,308.9
hwang,2025,10229,Rashee Rice,WR,5069,97.1
hwang,2025,5849,Kyler Murray,QB,5054,77.8
hwang,2025,7523,Trevor Lawrence,QB,5045,314.9
hwang,2025,4217,George Kittle,TE,5043,127.6
hwang,2025,8138,James Cook,RB,5020,267.7
hwang,2025,5850,Josh Jacobs,RB,4992,201.1
hwang,2025,8148,Jameson Williams,WR,4988,147.5
hwang,2025,11559,Michael Penix Jr.,QB,4977,120.3
hwang,2025,7525,DeVonta Smith,WR,4971,119.6
hwang,2025,8155,Breece Hall,RB,4944,171.7
hwang,2025,8151,Kenneth Walker III,RB,4845,147.6
hwang,2025,9228,Bryce Young,QB,4832,201.5
hwang,2025,3198,Derrick Henry,RB,4799,251.9
hwang,2025,11624,Xavier Worthy,WR,4694,67.9
hwang,2025,8137,George Pickens,WR,4605,198
hwang,2025,5927,Terry McLaurin,WR,4574,70.5
hwang,2025,9756,Jordan Addison,WR,4543,92.3
hwang,2025,5846,DK Metcalf,WR,4520,128.2
hwang,2025,11638,Ricky Pearsall,WR,4517,52.6
hwang,2025,7526,Jaylen Waddle,WR,4486,130.1
hwang,2025,3163,Jared Goff,QB,4482,281.8
hwang,2025,3294,Dak Prescott,QB,4458,313.1
hwang,2025,9997,Zay Flowers,WR,4384,131.5
hwang,2025,4983,D.J. Moore,WR,4254,119.1
hwang,2025,7594,Chuba Hubbard,RB,4250,93.7
hwang,2025,5844,T.J. Hockenson,TE,4196,87.3
hwang,2025,8144,Chris Olave,WR,4116,168
hwang,2025,5045,Courtland Sutton,WR,4112,145.2
hwang,2025,9484,Tucker Kraft,TE,3998,101.2
hwang,2025,2216,Mike Evans,WR,3772,51.4
hwang,2025,6783,Jerry Jeudy,WR,3735,68.5
hwang,2025,4035,Alvin Kamara,RB,3713,67.7
hwang,2025,3321,Tyreek Hill,WR,3684,32.5
hwang,2025,6768,Tua Tagovailoa,QB,3641,160.7
hwang,2025,7591,Justin Fields,QB,3634,142.7
hwang,2025,4033,David Njoku,TE,3621,69.8
hwang,2025,9500,Josh Downs,WR,3618,72.8
hwang,2025,9753,Zach Charbonnet,RB,3557,145.7
hwang,2025,10236,Dalton Kincaid,TE,3547,100.3
hwang,2025,8131,Isaiah Likely,TE,3534,44
hwang,2025,5012,Mark Andrews,TE,3531,104.6
hwang,2025,7553,Kyle Pitts,TE,3504,158
hwang,2025,2133,Davante Adams,WR,3493,162.9
hwang,2025,5892,David Montgomery,RB,3448,137.4
hwang,2025,11637,Keon Coleman,WR,3447,57.5
hwang,2025,4066,Evan Engram,TE,3398,71.8
hwang,2025,4943,Sam Darnold,QB,3397,226.6
hwang,2025,8205,Isiah Pacheco,RB,3390,68.3
hwang,2025,8110,Jake Ferguson,TE,3386,146.1
hwang,2025,4981,Calvin Ridley,WR,3384,30.3
hwang,2025,12498,Mason Taylor,TE,3379,66.9
hwang,2025,4137,James Conner,RB,3365,25.3
hwang,2025,10222,Jayden Reed,WR,3360,29.5
hwang,2025,12521,Elijah Arroyo,TE,3309,29.4
hwang,2025,8134,Khalil Shakir,WR,3273,94.4
hwang,2025,6790,D'Andre Swift,RB,3270,189.8
hwang,2025,1466,Travis Kelce,TE,3232,152.5
hwang,2025,9480,Brenton Strange,TE,3223,80.8
hwang,2025,5967,Tony Pollard,RB,3220,146.3
hwang,2025,5947,Jakobi Meyers,WR,3195,96.4
hwang,2025,11576,Braelon Allen,RB,3188,13.3
hwang,2025,8408,Jordan Mason,RB,3154,105.5
hwang,2025,11589,Trey Benson,RB,3154,22.4
hwang,2025,4037,Chris Godwin,WR,3152,49.2
hwang,2025,6819,Michael Pittman,WR,3108,121.3
hwang,2025,1373,Geno Smith,QB,3106,173.9
hwang,2025,9225,Tank Bigsby,RB,3102,34.2
hwang,2025,12487,Terrance Ferguson,TE,3031,46.6
hwang,2025,7543,Travis Etienne,RB,3022,214.1
hwang,2025,8228,Jaylen Warren,RB,2988,167.2
hwang,2025,7049,Jauan Jennings,WR,2979,114.8
hwang,2025,4199,Aaron Jones,RB,2974,90.7
hwang,2025,5872,Deebo Samuel,WR,2964,114.1
hwang,2025,9494,Marvin Mims,WR,2963,55
hwang,2025,2449,Stefon Diggs,WR,2948,121
hwang,2025,12506,Harold Fannin,TE,2922,150.4
hwang,2025,6806,J.K. Dobbins,RB,2891,104.9
hwang,2025,8676,Rashid Shaheed,WR,2856,97.4
hwang,2025,8111,Cade Otton,TE,2843,73.8
hwang,2025,421,Matthew Stafford,QB,2836,323.7
hwang,2025,5022,Dallas Goedert,TE,2816,155.1
hwang,2025,9508,Tyjae Spears,RB,2804,64
hwang,2025,11626,Xavier Legette,WR,2794,52.1
hwang,2025,7090,Darnell Mooney,WR,2789,48.3
hwang,2025,7588,Javonte Williams,RB,2764,207.8
hwang,2025,10444,Cedric Tillman,WR,2704,36.7
hwang,2025,11600,Ja'Tavion Sanders,TE,2701,39.5
hwang,2025,11596,Ben Sinnott,TE,2686,21.6
hwang,2025,4039,Cooper Kupp,WR,2683,66.4
hwang,2025,11618,Jalen McMillan,WR,2683,16.8
hwang,2025,7571,Rashod Bateman,WR,2680,36.4
hwang,2025,8154,Brian Robinson,RB,2677,53.6
hwang,2025,5870,Daniel Jones,QB,2655,226.4
hwang,2025,8210,Chigoziem Okonkwo,TE,2630,94.8
hwang,2025,7600,Pat Freiermuth,TE,2630,86.5
hwang,2025,9229,Anthony Richardson,QB,2575,1.2
hwang,2025,11575,Ray Davis,RB,2567,30.7
hwang,2025,9501,Demario Douglas,WR,2552,61.9
hwang,2025,11625,Adonai Mitchell,WR,2550,54.9
hwang,2025,11597,Theo Johnson,TE,2493,105.3
hwang,2025,7611,Rhamondre Stevenson,RB,2487,113.5
hwang,2025,11643,Jaylen Wright,RB,2481,41.2
hwang,2025,8132,Tyler Allgeier,RB,2458,107.1
hwang,2025,7528,Najee Harris,RB,2455,8.6
hwang,2025,8136,Rachaad White,RB,2444,98.9
hwang,2025,4144,Jonnu Smith,TE,2439,65.3
hwang,2025,8121,Romeo Doubs,WR,2421,110.4
hwang,2025,9511,Keaton Mitchell,RB,2385,46.2
hwang,2025,6826,Cole Kmet,TE,2383,59.1
hwang,2025,8126,Wan'Dale Robinson,WR,2286,125.9
hwang,2025,3214,Hunter Henry,TE,2282,140.7
hwang,2025,4950,Christian Kirk,WR,2279,30.2
hwang,2025,11627,Troy Franklin,WR,2276,112.1
hwang,2025,11586,Blake Corum,RB,2267,107.3
hwang,2025,1339,Zach Ertz,TE,2228,101.4
hwang,2025,5001,Dalton Schultz,TE,2221,127.4
hwang,2025,8143,Jerome Ford,RB,2212,17.6
hwang,2025,9482,Michael Mayer,TE,2210,50.1
hwang,2025,12493,Oronde Gadsden,TE,2208,103.6
hwang,2025,9754,Quentin Johnston,WR,2198,120.2
hwang,2025,4663,Austin Ekeler,RB,2195,8.1
hwang,2025,10219,Chris Rodriguez,RB,2174,74.7
hwang,2025,4993,Mike Gesicki,TE,2153,54.4
hwang,2025,9481,Luke Musgrave,TE,2143,37.2
hwang,2025,7828,Noah Gray,TE,2130,23.8
hwang,2025,8167,Christian Watson,WR,2120,97.4
hwang,2025,12502,Gunnar Helm,TE,2091,69.7
hwang,2025,11577,Will Shipley,RB,2090,7.2
hwang,2025,8142,Alec Pierce,WR,2077,111.1
hwang,2025,9506,Sean Tucker,RB,2075,83.8
hwang,2025,5848,Marquise Brown,WR,2072,82.3
hwang,2025,9757,Kendre Miller,RB,2050,28.3
hwang,2025,11630,Roman Wilson,WR,2043,26.6
hwang,2025,7021,Rico Dowdle,RB,2007,176.3
hwang,2025,1234,Russell Wilson,QB,2001,49.8
hwang,2025,11603,AJ Barner,TE,1996,118.9
hwang,2025,10235,Roschon Johnson,RB,1979,1.7
hwang,2025,9486,Dontayvion Wicks,WR,1968,45.8
hwang,2025,10232,Michael Wilson,WR,1947,126.7
hwang,2025,4988,Nick Chubb,RB,1943,75.3
hwang,2025,5906,Dawson Knox,TE,1922,76.3
hwang,2025,7002,Juwan Johnson,TE,1915,135.8
hwang,2025,11562,Spencer Rattler,QB,1915,98.1
hwang,2025,96,Aaron Rodgers,QB,1899,208.3
hwang,2025,1479,Keenan Allen,WR,1889,98.1
hwang,2025,11557,Joe Milton,QB,1885,5.1
hwang,2025,10226,Andrei Iosivas,WR,1877,55.9
hwang,2025,10213,Tre Tucker,WR,1863,101.3
hwang,2025,9504,Kayshon Boutte,WR,1842,88.7
hwang,2025,11610,Malik Washington,WR,1826,61.9
hwang,2025,1689,Adam Thielen,WR,1804,16.3
hwang,2025,5857,Noah Fant,TE,1800,58.8
hwang,2025,7587,Dyami Brown,WR,1769,28.9
hwang,2025,11650,Luke McCaffrey,WR,1734,40.3
hwang,2025,8129,Dameon Pierce,RB,1705,2.6
hwang,2025,8125,Calvin Austin III,WR,1698,43.7
hwang,2025,8180,Jalen Nailor,WR,1685,66.8
hwang,2025,8147,John Metchie,WR,1671,36.9
hwang,2025,7596,Elijah Moore,WR,1668,19.6
hwang,2025,10871,Luke Schoonmaker,TE,1667,18.5
hwang,2025,2505,Darren Waller,TE,1666,76.7
hwang,2025,11599,Cade Stover,TE,1634,12.5
hwang,2025,9479,Darnell Washington,TE,1610,57.9
hwang,2025,11579,Audric Estime,RB,1599,25.5
hwang,2025,11439,Jaleel McLaughlin,RB,1596,21.6
hwang,2025,1426,DeAndre Hopkins,WR,1589,45
hwang,2025,9487,Parker Washington,WR,1582,112
hwang,2025,19,Joe Flacco,QB,1567,146.5
hwang,2025,3271,Tyler Higbee,TE,1567,41
hwang,2025,5995,Justice Hill,RB,1563,44.2
hwang,2025,6149,Darius Slayton,WR,1561,56.4
hwang,2025,6151,Miles Sanders,RB,1524,18.7
hwang,2025,7562,Tutu Atwell,WR,1521,23.3
hwang,2025,9497,Jalin Hyatt,WR,1516,3.5
hwang,2025,8225,Daniel Bellinger,TE,1480,39.3
hwang,2025,5133,Tyler Conklin,TE,1450,12.7
hwang,2025,6865,Colby Parkinson,TE,1428,90.7
hwang,2025,8161,Malik Willis,QB,1417,51.2
hwang,2025,8117,Jalen Tolbert,WR,1413,28.3
hwang,2025,2374,Tyler Lockett,WR,1412,40.6
hwang,2025,10231,Elijah Higgins,TE,1409,38.8
hwang,2025,7694,Tommy Tremble,TE,1409,39.1
hwang,2025,11595,Jared Wiley,TE,1402,0.9
hwang,2025,11435,Emanuel Wilson,RB,1383,74.7
hwang,2025,4098,Kareem Hunt,RB,1358,123.9
hwang,2025,1166,Kirk Cousins,QB,1354,94.3
hwang,2025,2306,Jameis Winston,QB,1353,42.3
hwang,2025,8172,Greg Dulcich,TE,1321,45.2
hwang,2025,6039,Ty Johnson,RB,1319,58.7
hwang,2025,8119,Jahan Dotson,WR,1311,28.2
hwang,2025,8188,Tyquan Thornton,WR,1294,61.8
hwang,2025,7567,Kenneth Gainwell,RB,1288,134.9
hwang,2025,11629,Devontez Walker,WR,1252,21
hwang,2025,7496,Nick Westbrook-Ikhine,WR,1242,8.9
hwang,2025,4082,Curtis Samuel,WR,1238,14.1
hwang,2025,10218,Xavier Hutchinson,WR,1234,54.6
hwang,2025,7527,Mac Jones,QB,1222,130
hwang,2025,6130,Devin Singletary,RB,1221,80.2
hwang,2025,11617,Malachi Corley,WR,1221,16.8
hwang,2025,4234,Noah Brown,WR,1159,8.3
hwang,2025,10214,Davis Allen,TE,1156,50.8
hwang,2025,8160,Kenny Pickett,QB,1155,8.7
hwang,2025,8177,Grant Calcaterra,TE,1151,9
hwang,2025,6945,Antonio Gibson,RB,1141,21.2
hwang,2025,7610,Trey Lance,QB,1141,5.2
hwang,2025,5970,Greg Dortch,WR,1128,46.1
hwang,2025,5010,Will Dissly,TE,1123,14.1
hwang,2025,10225,Jonathan Mingo,WR,1108,2.5
hwang,2025,6828,AJ Dillon,RB,1101,5.8
hwang,2025,8145,Jeremy Ruckert,TE,1092,35.4
hwang,2025,7608,Khalil Herbert,RB,1077,1
hwang,2025,7891,Brock Wright,TE,1060,29.8
hwang,2025,4171,Josh Reynolds,WR,1056,12.1
hwang,2025,4454,Kendrick Bourne,WR,1017,55.1
hwang,2025,2749,Raheem Mostert,RB,1006,17.4
hwang,2025,8917,KaVontae Turpin,WR,997,57.8
hwang,2025,6271,Olamide Zaccheaus,WR,995,45.8
hwang,2025,8139,Zamir White,RB,993,4.6
hwang,2025,10867,Jake Bobo,WR,990,2
hwang,2025,6960,Tyler Johnson,WR,978,25.7
hwang,2025,7538,Zach Wilson,QB,975,1.4
hwang,2025,3286,Demarcus Robinson,WR,950,33.8
hwang,2025,2197,Brandin Cooks,WR,949,27.9
hwang,2025,4381,Taysom Hill,TE,944,31.6
hwang,2025,6850,Harrison Bryant,TE,942,1.7
hwang,2025,6938,Cam Akers,RB,933,7.2
hwang,2025,11199,Emari Demercado,RB,933,39.6
hwang,2025,4040,JuJu Smith-Schuster,WR,928,39.2
hwang,2025,8230,Ty Chandler,RB,923,2.4
generic_sf,2021,4046,Patrick Mahomes,QB,9999,335.5
generic_sf,2021,4984,Josh Allen,QB,9924,378.7
generic_sf,2021,4034,Christian McCaffrey,RB,9608,127.5
generic_sf,2021,5849,Kyler Murray,QB,8761,283.4
generic_sf,2021,4881,Lamar Jackson,QB,7994,240
generic_sf,2021,6797,Justin Herbert,QB,7966,353.3
generic_sf,2021,6794,Justin Jefferson,WR,7886,308.3
generic_sf,2021,3294,Dak Prescott,QB,7435,288.8
generic_sf,2021,1466,Travis Kelce,TE,7380,249.4
generic_sf,2021,4029,Dalvin Cook,RB,7347,197.1
generic_sf,2021,3321,Tyreek Hill,WR,7330,295.3
generic_sf,2021,4035,Alvin Kamara,RB,7321,216.5
generic_sf,2021,6813,Jonathan Taylor,RB,7300,360.6
generic_sf,2021,5846,DK Metcalf,WR,7239,233.5
generic_sf,2021,7553,Kyle Pitts,TE,7142,173.8
generic_sf,2021,7523,Trevor Lawrence,QB,7137,180.4
generic_sf,2021,7528,Najee Harris,RB,7025,291.2
generic_sf,2021,4217,George Kittle,TE,6990,192
generic_sf,2021,5859,A.J. Brown,WR,6946,164.1
generic_sf,2021,4981,Calvin Ridley,WR,6943,71.1
generic_sf,2021,2133,Davante Adams,WR,6929,332.8
generic_sf,2021,6786,CeeDee Lamb,WR,6907,226.3
generic_sf,2021,4866,Saquon Barkley,RB,6843,140.7
generic_sf,2021,2505,Darren Waller,TE,6821,129.3
generic_sf,2021,6945,Antonio Gibson,RB,6789,207
generic_sf,2021,2449,Stefon Diggs,WR,6733,262.4
generic_sf,2021,1234,Russell Wilson,QB,6545,218.8
generic_sf,2021,7591,Justin Fields,QB,6536,126.8
generic_sf,2021,7610,Trey Lance,QB,6497,64.9
generic_sf,2021,4988,Nick Chubb,RB,6441,208.3
generic_sf,2021,3198,Derrick Henry,RB,6290,193.3
generic_sf,2021,4199,Aaron Jones,RB,6260,229
generic_sf,2021,5927,Terry McLaurin,WR,6217,200.2
generic_sf,2021,6770,Joe Burrow,QB,6214,314.2
generic_sf,2021,5844,T.J. Hockenson,TE,6022,145.3
generic_sf,2021,6790,D'Andre Swift,RB,6019,194.3
generic_sf,2021,6820,Clyde Edwards-Helaire,RB,5948,117.6
generic_sf,2021,7538,Zach Wilson,QB,5928,142
generic_sf,2021,4663,Austin Ekeler,RB,5923,314.9
generic_sf,2021,1426,DeAndre Hopkins,WR,5898,147.2
generic_sf,2021,3164,Ezekiel Elliott,RB,5770,242.1
generic_sf,2021,7588,Javonte Williams,RB,5745,196.5
generic_sf,2021,5012,Mark Andrews,TE,5572,284.6
generic_sf,2021,4983,D.J. Moore,WR,5548,220.5
generic_sf,2021,7564,Ja'Marr Chase,WR,5523,300
generic_sf,2021,6783,Jerry Jeudy,WR,5513,80
generic_sf,2021,4037,Chris Godwin,WR,5499,242.4
generic_sf,2021,4018,Joe Mixon,RB,5465,287.9
generic_sf,2021,6803,Brandon Aiyuk,WR,5456,153.6
generic_sf,2021,6801,Tee Higgins,WR,5450,219.1
generic_sf,2021,96,Aaron Rodgers,QB,5366,319.1
generic_sf,2021,1049,Ryan Tannehill,QB,5362,241.1
generic_sf,2021,1479,Keenan Allen,WR,5229,246.6
generic_sf,2021,421,Matthew Stafford,QB,5214,312.2
generic_sf,2021,2309,Amari Cooper,WR,5187,189.6
generic_sf,2021,7527,Mac Jones,QB,5168,214.1
generic_sf,2021,6768,Tua Tagovailoa,QB,5065,168.8
generic_sf,2021,6886,Chase Claypool,WR,5033,148.6
generic_sf,2021,5892,David Montgomery,RB,5028,185.1
generic_sf,2021,4892,Baker Mayfield,QB,4980,180.9
generic_sf,2021,2216,Mike Evans,WR,4933,235.6
generic_sf,2021,7525,DeVonta Smith,WR,4902,178.5
generic_sf,2021,7526,Jaylen Waddle,WR,4878,232.1
generic_sf,2021,6904,Jalen Hurts,QB,4760,312.2
generic_sf,2021,5850,Josh Jacobs,RB,4757,203.6
generic_sf,2021,4039,Cooper Kupp,WR,4695,412.9
generic_sf,2021,5937,Diontae Johnson,WR,4681,262.3
generic_sf,2021,7593,Trey Sermon,RB,4664,28.3
generic_sf,2021,6955,James Robinson,RB,4620,173.9
generic_sf,2021,6151,Miles Sanders,RB,4583,117.2
generic_sf,2021,6814,Laviska Shenault,WR,4507,115.8
generic_sf,2021,7596,Elijah Moore,WR,4416,138.2
generic_sf,2021,2374,Tyler Lockett,WR,4375,214.4
generic_sf,2021,1352,Robert Woods,WR,4277,137.2
generic_sf,2021,7565,Terrace Marshall,WR,4245,32.8
generic_sf,2021,5045,Courtland Sutton,WR,4184,147.3
generic_sf,2021,5857,Noah Fant,TE,4170,156.4
generic_sf,2021,7571,Rashod Bateman,WR,3967,99.3
generic_sf,2021,5872,Deebo Samuel,WR,3931,310
generic_sf,2021,4098,Kareem Hunt,RB,3860,110
generic_sf,2021,7601,Rondale Moore,WR,3841,109.1
generic_sf,2021,4040,JuJu Smith-Schuster,WR,3762,34.8
generic_sf,2021,7600,Pat Freiermuth,TE,3700,140.4
generic_sf,2021,6828,AJ Dillon,RB,3689,177.9
generic_sf,2021,7090,Darnell Mooney,WR,3639,195.1
generic_sf,2021,3225,Tyler Boyd,WR,3637,183.8
generic_sf,2021,6819,Michael Pittman,WR,3602,218.2
generic_sf,2021,5022,Dallas Goedert,TE,3594,165
generic_sf,2021,5980,Myles Gaskin,RB,3590,169.6
generic_sf,2021,2306,Jameis Winston,QB,3589,117.4
generic_sf,2021,4943,Sam Darnold,QB,3497,142.6
generic_sf,2021,4993,Mike Gesicki,TE,3466,160.8
generic_sf,2021,4951,D.J. Chark,WR,3435,34.4
generic_sf,2021,5038,Michael Gallup,WR,3433,91.5
generic_sf,2021,5000,Chase Edmonds,RB,3404,143.3
generic_sf,2021,6989,Marquez Callaway,WR,3364,151.8
