format,year,player_id,name,position,ktc_value,season_pts
hwang,2021,7529,Gary Brightwell,RB,0,1
hwang,2021,1373,Geno Smith,QB,0,54.3
hwang,2021,5970,Greg Dortch,WR,0,3.4
hwang,2021,4197,Isaiah McKenzie,WR,0,30.6
hwang,2021,3257,Jacoby Brissett,QB,0,72.3
hwang,2021,4198,Jamal Agnew,WR,0,58
hwang,2021,7049,Jauan Jennings,WR,0,36.8
hwang,2021,19,Joe Flacco,QB,0,23.8
hwang,2021,7716,John Bates,TE,0,39.9
hwang,2021,5973,Josh Oliver,TE,0,10.5
hwang,2021,7066,K.J. Osborn,WR,0,100.4
hwang,2021,3634,Kalif Raymond,WR,0,67
hwang,2021,5938,Lil'Jordan Humphrey,WR,0,34.3
hwang,2021,4972,Mason Rudolph,QB,0,18.4
hwang,2021,5089,Mike White,QB,0,44
hwang,2021,4464,Nick Mullens,QB,0,9.9
hwang,2021,7496,Nick Westbrook-Ikhine,WR,0,55.8
hwang,2021,4234,Noah Brown,WR,0,18.4
hwang,2021,6598,Trenton Irwin,WR,0,2.5
hwang,2021,5133,Tyler Conklin,TE,0,106.2
hwang,2021,7083,Tyler Huntley,QB,0,75.8
hwang,2021,4080,Zay Jones,WR,0,56.2
hwang,2022,4984,Josh Allen,QB,9998,376.5
hwang,2022,6797,Justin Herbert,QB,9988,260.4
hwang,2022,6794,Justin Jefferson,WR,9490,236.9
hwang,2022,4046,Patrick Mahomes,QB,9462,401.4
hwang,2022,7564,Ja'Marr Chase,WR,8730,140.8
hwang,2022,6813,Jonathan Taylor,RB,8706,118.4
hwang,2022,7553,Kyle Pitts,TE,8386,61.6
hwang,2022,4881,Lamar Jackson,QB,7924,236.1
hwang,2022,6770,Joe Burrow,QB,7524,345.4
hwang,2022,5849,Kyler Murray,QB,7290,200.5
hwang,2022,5012,Mark Andrews,TE,6461,154
hwang,2022,6786,CeeDee Lamb,WR,6443,183.4
hwang,2022,6790,D'Andre Swift,RB,6374,134.5
hwang,2022,7528,Najee Harris,RB,6308,169.5
hwang,2022,7588,Javonte Williams,RB,6230,26
hwang,2022,4039,Cooper Kupp,WR,6111,126.4
hwang,2022,4034,Christian McCaffrey,RB,6079,257.5
hwang,2022,6904,Jalen Hurts,QB,6055,369.6
hwang,2022,7610,Trey Lance,QB,5965,12.5
hwang,2022,2449,Stefon Diggs,WR,5724,194.8
hwang,2022,6801,Tee Higgins,WR,5658,147.5
hwang,2022,3294,Dak Prescott,QB,5611,189.9
hwang,2022,5859,A.J. Brown,WR,5601,202.1
hwang,2022,1234,Russell Wilson,QB,5493,201.6
hwang,2022,4663,Austin Ekeler,RB,5469,260.7
hwang,2022,5872,Deebo Samuel,WR,5435,110
hwang,2022,8155,Breece Hall,RB,5420,96.1
hwang,2022,6819,Michael Pittman,WR,5419,108.5
hwang,2022,7526,Jaylen Waddle,WR,5386,178.9
hwang,2022,7523,Trevor Lawrence,QB,5350,285.4
hwang,2022,2133,Davante Adams,WR,5322,228.2
hwang,2022,4018,Joe Mixon,RB,5319,167.9
hwang,2022,4029,Dalvin Cook,RB,5209,197.1
hwang,2022,4866,Saquon Barkley,RB,5192,227
hwang,2022,1466,Travis Kelce,TE,5150,254.5
hwang,2022,7543,Travis Etienne,RB,5100,166.7
hwang,2022,5846,DK Metcalf,WR,5087,132.8
hwang,2022,8112,Drake London,WR,4972,94.6
hwang,2022,4983,D.J. Moore,WR,4961,135.1
hwang,2022,3321,Tyreek Hill,WR,4932,225.9
hwang,2022,4217,George Kittle,TE,4920,153.6
hwang,2022,4035,Alvin Kamara,RB,4859,143.7
hwang,2022,4017,Deshaun Watson,QB,4831,68
hwang,2022,4988,Nick Chubb,RB,4771,236.2
hwang,2022,3198,Derrick Henry,RB,4752,257
hwang,2022,6828,AJ Dillon,RB,4703,136.3
hwang,2022,7591,Justin Fields,QB,4699,296
hwang,2022,5045,Courtland Sutton,WR,4697,86.1
hwang,2022,8144,Chris Olave,WR,4631,116.2
hwang,2022,7571,Rashod Bateman,WR,4618,38.5
hwang,2022,4199,Aaron Jones,RB,4615,184.8
hwang,2022,5844,T.J. Hockenson,TE,4612,170.3
hwang,2022,5937,Diontae Johnson,WR,4608,88.9
hwang,2022,7596,Elijah Moore,WR,4598,50
hwang,2022,4037,Chris Godwin,WR,4591,115.3
hwang,2022,6806,J.K. Dobbins,RB,4581,74.2
hwang,2022,7525,DeVonta Smith,WR,4562,152.9
hwang,2022,8148,Jameson Williams,WR,4551,14.1
hwang,2022,5927,Terry McLaurin,WR,4545,138.6
hwang,2022,2216,Mike Evans,WR,4534,148.4
hwang,2022,421,Matthew Stafford,QB,4531,108.4
hwang,2022,5848,Marquise Brown,WR,4522,88.3
hwang,2022,7547,Amon-Ra St. Brown,WR,4517,156.7
hwang,2022,4068,Mike Williams,WR,4495,110.3
hwang,2022,8151,Kenneth Walker III,RB,4492,163.1
hwang,2022,8137,George Pickens,WR,4489,101.3
hwang,2022,2028,Derek Carr,QB,4478,219.1
hwang,2022,2505,Darren Waller,TE,4425,66.3
hwang,2022,6783,Jerry Jeudy,WR,4423,117.9
hwang,2022,8129,Dameon Pierce,RB,4411,136.4
hwang,2022,8146,Garrett Wilson,WR,4385,123.8
hwang,2022,6943,Gabriel Davis,WR,4380,119.7
hwang,2022,6768,Tua Tagovailoa,QB,4370,230.9
hwang,2022,8135,Treylon Burks,WR,4353,59.2
hwang,2022,7090,Darnell Mooney,WR,4324,61.5
hwang,2022,96,Aaron Rodgers,QB,4313,228
hwang,2022,7527,Mac Jones,QB,4214,153.9
hwang,2022,6938,Cam Akers,RB,4141,115.5
hwang,2022,6803,Brandon Aiyuk,WR,4132,143.9
hwang,2022,8160,Kenny Pickett,QB,4129,136
hwang,2022,1479,Keenan Allen,WR,4103,75.8
hwang,2022,5001,Dalton Schultz,TE,4008,108.9
hwang,2022,7561,Elijah Mitchell,RB,3930,23.1
hwang,2022,4040,JuJu Smith-Schuster,WR,3929,103.8
hwang,2022,7600,Pat Freiermuth,TE,3928,116.7
hwang,2022,8168,Skyy Moore,WR,3843,21.4
hwang,2022,5022,Dallas Goedert,TE,3794,106.1
hwang,2022,5892,David Montgomery,RB,3746,141.6
hwang,2022,4137,James Conner,RB,3730,154.2
hwang,2022,8119,Jahan Dotson,WR,3712,88.4
hwang,2022,1166,Kirk Cousins,QB,3710,278.6
hwang,2022,7538,Zach Wilson,QB,3699,97.9
hwang,2022,7611,Rhamondre Stevenson,RB,3698,171.9
hwang,2022,3164,Ezekiel Elliott,RB,3694,167.8
hwang,2022,8138,James Cook,RB,3633,81.4
hwang,2022,5955,Hunter Renfrow,WR,3607,30.7
hwang,2022,5967,Tony Pollard,RB,3591,207.9
hwang,2022,2197,Brandin Cooks,WR,3555,72
hwang,2022,6826,Cole Kmet,TE,3546,108.6
hwang,2022,4950,Christian Kirk,WR,3512,142
hwang,2022,7606,Kadarius Toney,WR,3433,30.9
hwang,2022,5850,Josh Jacobs,RB,3390,270.3
hwang,2022,8161,Malik Willis,QB,3325,19.3
hwang,2022,5906,Dawson Knox,TE,3312,103.4
hwang,2022,2306,Jameis Winston,QB,3239,43.9
hwang,2022,5000,Chase Edmonds,RB,3215,53.7
hwang,2022,6820,Clyde Edwards-Helaire,RB,3202,81.3
hwang,2022,2309,Amari Cooper,WR,3181,162.9
hwang,2022,4098,Kareem Hunt,RB,3180,89
hwang,2022,7585,Davis Mills,QB,3173,159
hwang,2022,1426,DeAndre Hopkins,WR,3162,87.7
hwang,2022,3199,Michael Thomas,WR,3142,35.1
hwang,2022,8167,Christian Watson,WR,3117,111.5
hwang,2022,8154,Brian Robinson,RB,3057,103.7
hwang,2022,6886,Chase Claypool,WR,3044,56.1
hwang,2022,6945,Antonio Gibson,RB,3038,119.9
hwang,2022,5185,Allen Lazard,WR,3032,104.7
hwang,2022,4892,Baker Mayfield,QB,3024,115.9
hwang,2022,7601,Rondale Moore,WR,2897,46.9
hwang,2022,8142,Alec Pierce,WR,2882,67.1
hwang,2022,4985,Rashaad Penny,RB,2878,48.2
hwang,2022,8136,Rachaad White,RB,2869,87.6
hwang,2022,5038,Michael Gallup,WR,2854,65.4
hwang,2022,8121,Romeo Doubs,WR,2800,59.6
hwang,2022,8130,Trey McBride,TE,2793,41.4
hwang,2022,6151,Miles Sanders,RB,2791,193.4
hwang,2022,8126,Wan'Dale Robinson,WR,2790,28.6
hwang,2022,8131,Isaiah Likely,TE,2748,59
hwang,2022,5857,Noah Fant,TE,2697,93.6
hwang,2022,4033,David Njoku,TE,2696,100.8
hwang,2022,7607,Michael Carter,RB,2690,84.5
hwang,2022,5987,Alexander Mattison,RB,2681,55.4
hwang,2022,8159,Desmond Ridder,QB,2669,22.9
hwang,2022,6955,James Robinson,RB,2612,77.6
hwang,2022,1339,Zach Ertz,TE,2609,92.1
hwang,2022,1689,Adam Thielen,WR,2601,102.8
hwang,2022,8139,Zamir White,RB,2597,6.6
hwang,2022,8117,Jalen Tolbert,WR,2575,1.2
hwang,2022,7567,Kenneth Gainwell,RB,2574,60.7
hwang,2022,4993,Mike Gesicki,TE,2574,75.6
hwang,2022,7670,Josh Palmer,WR,2566,91.4
hwang,2022,1049,Ryan Tannehill,QB,2549,161.2
hwang,2022,3163,Jared Goff,QB,2531,273.9
hwang,2022,8132,Tyler Allgeier,RB,2531,129.9
hwang,2022,7608,Khalil Herbert,RB,2521,103.9
hwang,2022,6130,Devin Singletary,RB,2516,139
hwang,2022,7569,Nico Collins,WR,2511,60.1
hwang,2022,8205,Isiah Pacheco,RB,2474,109.6
hwang,2022,8153,Isaiah Spiller,RB,2429,5.4
hwang,2022,8118,David Bell,WR,2426,21.4
hwang,2022,6126,Irv Smith,TE,2422,39.8
hwang,2022,2374,Tyler Lockett,WR,2407,141.9
hwang,2022,5870,Daniel Jones,QB,2401,289
hwang,2022,3225,Tyler Boyd,WR,2370,111.4
hwang,2022,1352,Robert Woods,WR,2342,58.7
hwang,2022,6843,Albert Okwuegbunam,TE,2322,20.5
hwang,2022,5947,Jakobi Meyers,WR,2302,104.1
hwang,2022,5347,Nyheim Hines,RB,2225,39.4
hwang,2022,4951,D.J. Chark,WR,2221,66.8
hwang,2022,7066,K.J. Osborn,WR,2186,83.9
hwang,2022,8211,Tyrion Davis-Price,RB,2155,7.2
hwang,2022,3214,Hunter Henry,TE,2153,76.2
hwang,2022,4197,Isaiah McKenzie,WR,2146,75.9
hwang,2022,6805,KJ Hamler,WR,2141,18.8
hwang,2022,5086,Marquez Valdes-Scantling,WR,2124,77.7
hwang,2022,2307,Marcus Mariota,QB,2061,196.6
hwang,2022,7568,Brevin Jordan,TE,2045,19.8
hwang,2022,1535,Cordarrelle Patterson,RB,2038,125.8
hwang,2022,3976,Mitchell Trubisky,QB,1902,73.9
hwang,2022,8172,Greg Dulcich,TE,1868,69.6
hwang,2022,8188,Tyquan Thornton,WR,1831,43
hwang,2022,3271,Tyler Higbee,TE,1823,110.7
hwang,2022,5917,Mecole Hardman,WR,1782,68.8
hwang,2022,8225,Daniel Bellinger,TE,1773,60
hwang,2022,6824,Donovan Peoples-Jones,WR,1772,101.9
hwang,2022,8134,Khalil Shakir,WR,1762,21.3
hwang,2022,6951,Eno Benjamin,RB,1734,64.3
hwang,2022,6853,Van Jefferson,WR,1734,48.8
hwang,2022,4066,Evan Engram,TE,1729,135.7
hwang,2022,1837,Jimmy Garoppolo,QB,1724,164.8
hwang,2022,5880,Parris Campbell,WR,1702,79.3
hwang,2022,6804,Jordan Love,QB,1694,11.7
hwang,2022,2319,DeVante Parker,WR,1688,52
hwang,2022,4149,Jamaal Williams,RB,1589,194.7
hwang,2022,8111,Cade Otton,TE,1544,71.1
hwang,2022,8123,Hassan Haskins,RB,1490,13.4
hwang,2022,7594,Chuba Hubbard,RB,1478,66.8
hwang,2022,6847,Devin Duvernay,WR,1474,79.1
hwang,2022,5248,Gus Edwards,RB,1460,57.7
hwang,2022,3202,Austin Hooper,TE,1454,71.1
hwang,2022,4144,Jonnu Smith,TE,1453,38.5
hwang,2022,8219,Jelani Woods,TE,1446,60.3
hwang,2022,6814,Laviska Shenault,WR,1415,44.8
hwang,2022,6694,D'Ernest Johnson,RB,1412,2.4
hwang,2022,8150,Kyren Williams,RB,1410,21.5
hwang,2022,7694,Tommy Tremble,TE,1409,42.2
hwang,2022,7083,Tyler Huntley,QB,1398,50
hwang,2022,7565,Terrace Marshall,WR,1387,52.7
hwang,2022,4082,Curtis Samuel,WR,1372,112.9
hwang,2022,8221,Keaontay Ingram,RB,1371,13.8
hwang,2022,4089,Gerald Everett,TE,1357,102.2
hwang,2022,4080,Zay Jones,WR,1354,114
hwang,2022,8116,Pierre Strong Jr.,RB,1348,20.2
hwang,2022,2749,Raheem Mostert,RB,1333,131.2
hwang,2022,8143,Jerome Ford,RB,1323,1.2
hwang,2022,5284,Jeffery Wilson,RB,1310,129.1
hwang,2022,7496,Nick Westbrook-Ikhine,WR,1300,57.7
hwang,2022,8228,Jaylen Warren,RB,1288,61
hwang,2022,4973,Hayden Hurst,TE,1285,79.5
hwang,2022,8176,Danny Gray,WR,1260,1.9
hwang,2022,7045,Joshua Kelley,RB,1253,48.4
hwang,2022,6074,Donald Parham,TE,1244,19.9
hwang,2022,3257,Jacoby Brissett,QB,1240,168.6
hwang,2022,4454,Kendrick Bourne,WR,1240,48.8
hwang,2022,7794,Chris Evans,RB,1237,9.8
hwang,2022,4111,D'Onta Foreman,RB,1225,119.2
hwang,2022,5133,Tyler Conklin,TE,1225,100.2
hwang,2022,6421,Jalen Guyton,WR,1205,6.4
hwang,2022,7828,Noah Gray,TE,1200,54.1
hwang,2022,6850,Harrison Bryant,TE,1179,43.2
hwang,2022,8210,Chigoziem Okonkwo,TE,1178,69.5
hwang,2022,6845,Zack Moss,RB,1178,35.4
hwang,2022,6869,Adam Trautman,TE,1137,33.4
hwang,2022,1373,Geno Smith,QB,1134,290.3
hwang,2022,5113,Cedrick Wilson,WR,1130,14.4
hwang,2022,6927,Quez Watkins,WR,1116,50.1
hwang,2022,7587,Dyami Brown,WR,1107,27.8
hwang,2022,8110,Jake Ferguson,TE,1098,38
hwang,2022,5122,Boston Scott,RB,1095,29.8
hwang,2022,7533,Anthony Schwartz,WR,1093,14.8
hwang,2022,5323,Equanimeous St. Brown,WR,1062,43.4
hwang,2022,7720,Kene Nwangwu,RB,1049,6.6
hwang,2022,4054,Mo Alie-Cox,TE,1042,37.5
hwang,2022,7593,Trey Sermon,RB,1037,1.9
hwang,2022,6011,Gardner Minshew,QB,1010,36.8
hwang,2022,6849,Denzel Mims,WR,1003,18.6
hwang,2022,6989,Marquez Callaway,WR,1002,21.8
hwang,2022,5121,Braxton Berrios,WR,994,39.7
hwang,2022,6885,Ke'Shawn Vaughn,RB,978,3.8
hwang,2022,5985,Foster Moreau,TE,946,67.2
hwang,2022,7562,Tutu Atwell,WR,939,35.4
hwang,2022,2161,Jerick McKinnon,RB,925,133.7
hwang,2022,6149,Darius Slayton,WR,900,82.4
hwang,2022,4943,Sam Darnold,QB,880,85.4
hwang,2022,6931,DeeJay Dallas,RB,879,26.6
hwang,2022,5980,Myles Gaskin,RB,861,5.4
hwang,2022,4147,Samaje Perine,RB,830,101.9
hwang,2022,6271,Olamide Zaccheaus,WR,819,60.3
hwang,2022,7595,Tylan Wallace,WR,810,2.1
hwang,2022,7002,Juwan Johnson,TE,773,111.2
