league,match_id,minute,elapsed,elapsed_plus
Spain LIGA BBVA,23133,16,16,0
Spain LIGA BBVA,23133,27,27,0
Spain LIGA BBVA,23133,29,29,0
Spain LIGA BBVA,23134,9,9,0
Spain LIGA BBVA,23134,12,12,0
Spain LIGA BBVA,23134,39,39,0
Spain LIGA BBVA,23134,52,52,0
Spain LIGA BBVA,23135,72,72,0
Spain LIGA BBVA,23135,87,87,0
Spain LIGA BBVA,23136,44,44,0
Spain LIGA BBVA,23136,58,58,0
Spain LIGA BBVA,23136,77,77,0
Spain LIGA BBVA,23137,6,6,0
Spain LIGA BBVA,23137,26,26,0
Spain LIGA BBVA,23137,45,45,0
Spain LIGA BBVA,23137,68,68,0
Spain LIGA BBVA,23138,19,19,0
Spain LIGA BBVA,23138,28,28,0
Spain LIGA BBVA,23138,42,42,0
Spain LIGA BBVA,23138,90,90,0
Spain LIGA BBVA,23139,50,50,0
Spain LIGA BBVA,23139,89,89,0
Spain LIGA BBVA,23141,27,27,0
Spain LIGA BBVA,23141,45,45,0
Spain LIGA BBVA,23142,27,27,0
Spain LIGA BBVA,23142,50,50,0
Spain LIGA BBVA,23142,82,82,0
Spain LIGA BBVA,23142,89,89,0
Spain LIGA BBVA,23143,23,23,0
Spain LIGA BBVA,23144,21,21,0
Spain LIGA BBVA,23144,38,38,0
Spain LIGA BBVA,23144,88,88,0
Spain LIGA BBVA,23144,90,90,0
Spain LIGA BBVA,23145,31,31,0
Spain LIGA BBVA,23145,38,38,0
Spain LIGA BBVA,23146,7,7,0
Spain LIGA BBVA,23146,63,63,0
Spain LIGA BBVA,23147,48,48,0
Spain LIGA BBVA,23147,65,65,0
Spain LIGA BBVA,23147,77,77,0
Spain LIGA BBVA,23148,2,2,0
Spain LIGA BBVA,23148,4,4,0
Spain LIGA BBVA,23148,62,62,0
Spain LIGA BBVA,23149,20,20,0
Spain LIGA BBVA,23149,43,43,0
Spain LIGA BBVA,23149,58,58,0
Spain LIGA BBVA,23149,84,84,0
Spain LIGA BBVA,23150,38,38,0
Spain LIGA BBVA,23150,48,48,0
Spain LIGA BBVA,23151,43,43,0
Spain LIGA BBVA,23151,51,51,0
Spain LIGA BBVA,23151,89,89,0
Spain LIGA BBVA,23152,67,67,0
Spain LIGA BBVA,23152,77,77,0
Spain LIGA BBVA,23153,49,49,0
Spain LIGA BBVA,23153,54,54,0
Spain LIGA BBVA,23153,61,61,0
Spain LIGA BBVA,23154,17,17,0
Spain LIGA BBVA,23154,76,76,0
Spain LIGA BBVA,23154,80,80,0
Spain LIGA BBVA,23155,11,11,0
Spain LIGA BBVA,23155,28,28,0
Spain LIGA BBVA,23155,38,38,0
Spain LIGA BBVA,23155,41,41,0
Spain LIGA BBVA,23155,59,59,0
Spain LIGA BBVA,23155,76,76,0
Spain LIGA BBVA,23156,27,27,0
Spain LIGA BBVA,23156,53,53,0
Spain LIGA BBVA,23156,75,75,0
Spain LIGA BBVA,23157,36,36,0
Spain LIGA BBVA,23157,44,44,0
Spain LIGA BBVA,23158,2,2,0
Spain LIGA BBVA,23158,41,41,0
Spain LIGA BBVA,23159,32,32,0
Spain LIGA BBVA,23159,60,60,0
Spain LIGA BBVA,23160,12,12,0
Spain LIGA BBVA,23160,74,74,0
Spain LIGA BBVA,23161,16,16,0
Spain LIGA BBVA,23161,35,35,0
Spain LIGA BBVA,23161,42,42,0
Spain LIGA BBVA,23161,68,68,0
Spain LIGA BBVA,23161,84,84,0
Spain LIGA BBVA,23162,37,37,0
Spain LIGA BBVA,23162,76,76,0
Spain LIGA BBVA,23163,7,7,0
Spain LIGA BBVA,23163,25,25,0
Spain LIGA BBVA,23163,40,40,0
Spain LIGA BBVA,23163,62,62,0
Spain LIGA BBVA,23163,90,90,0
Spain LIGA BBVA,23164,26,26,0
Spain LIGA BBVA,23164,61,61,0
Spain LIGA BBVA,23164,90,90,0
Spain LIGA BBVA,23165,9,9,0
Spain LIGA BBVA,23165,34,34,0
Spain LIGA BBVA,23165,36,36,0
Spain LIGA BBVA,23165,41,41,0
Spain LIGA BBVA,23165,45,45,0
Spain LIGA BBVA,23166,40,40,0
Spain LIGA BBVA,23166,44,44,0
Spain LIGA BBVA,23167,24,24,0
Spain LIGA BBVA,23167,80,80,0
Spain LIGA BBVA,23168,3,3,0
Spain LIGA BBVA,23168,64,64,0
Spain LIGA BBVA,23168,82,82,0
Spain LIGA BBVA,23169,50,50,0
Spain LIGA BBVA,23169,77,77,0
Spain LIGA BBVA,23169,84,84,0
Spain LIGA BBVA,23170,8,8,0
Spain LIGA BBVA,23170,44,44,0
Spain LIGA BBVA,23170,90,90,0
Spain LIGA BBVA,23172,11,11,0
Spain LIGA BBVA,23172,16,16,0
Spain LIGA BBVA,23172,27,27,0
Spain LIGA BBVA,23172,62,62,0
Spain LIGA BBVA,23172,71,71,0
Spain LIGA BBVA,23173,32,32,0
Spain LIGA BBVA,23173,59,59,0
Spain LIGA BBVA,23174,11,11,0
Spain LIGA BBVA,23174,24,24,0
Spain LIGA BBVA,23174,28,28,0
Spain LIGA BBVA,23174,40,40,0
Spain LIGA BBVA,23174,56,56,0
Spain LIGA BBVA,23174,58,58,0
Spain LIGA BBVA,23175,1,1,0
Spain LIGA BBVA,23175,32,32,0
Spain LIGA BBVA,23175,45,45,0
Spain LIGA BBVA,23175,63,63,0
Spain LIGA BBVA,23175,90,90,0
Spain LIGA BBVA,23176,53,53,0
Spain LIGA BBVA,23176,62,62,0
Spain LIGA BBVA,23176,65,65,0
Spain LIGA BBVA,23176,72,72,0
Spain LIGA BBVA,23177,32,32,0
Spain LIGA BBVA,23177,70,70,0
Spain LIGA BBVA,23177,75,75,0
Spain LIGA BBVA,23178,61,61,0
Spain LIGA BBVA,23179,8,8,0
Spain LIGA BBVA,23179,15,15,0
Spain LIGA BBVA,23179,22,22,0
Spain LIGA BBVA,23179,50,50,0
Spain LIGA BBVA,23180,41,41,0
Spain LIGA BBVA,23180,47,47,0
Spain LIGA BBVA,23180,67,67,0
Spain LIGA BBVA,23180,69,69,0
Spain LIGA BBVA,23180,87,87,0
Spain LIGA BBVA,23181,14,14,0
Spain LIGA BBVA,23181,23,23,0
Spain LIGA BBVA,23182,55,55,0
Spain LIGA BBVA,23182,70,70,0
Spain LIGA BBVA,23182,88,88,0
Spain LIGA BBVA,23183,55,55,0
Spain LIGA BBVA,23184,33,33,0
Spain LIGA BBVA,23184,39,39,0
Spain LIGA BBVA,23185,12,12,0
Spain LIGA BBVA,23185,25,25,0
Spain LIGA BBVA,23185,81,81,0
Spain LIGA BBVA,23185,84,84,0
Spain LIGA BBVA,23186,22,22,0
Spain LIGA BBVA,23187,45,45,0
Spain LIGA BBVA,23187,51,51,0
Spain LIGA BBVA,23187,55,55,0
Spain LIGA BBVA,23188,3,3,0
Spain LIGA BBVA,23188,33,33,0
Spain LIGA BBVA,23188,90,90,0
Spain LIGA BBVA,23190,28,28,0
Spain LIGA BBVA,23190,57,57,0
Spain LIGA BBVA,23190,58,58,0
Spain LIGA BBVA,23190,75,75,0
Spain LIGA BBVA,23191,27,27,0
Spain LIGA BBVA,23191,36,36,0
Spain LIGA BBVA,23191,47,47,0
Spain LIGA BBVA,23192,11,11,0
Spain LIGA BBVA,23192,32,32,0
Spain LIGA BBVA,23192,90,90,0
Spain LIGA BBVA,23193,77,77,0
Spain LIGA BBVA,23193,90,90,0
Spain LIGA BBVA,23194,90,90,0
Spain LIGA BBVA,23195,6,6,0
Spain LIGA BBVA,23195,13,13,0
Spain LIGA BBVA,23195,58,58,0
Spain LIGA BBVA,23195,79,79,0
Spain LIGA BBVA,23195,83,83,0
Spain LIGA BBVA,23195,90,90,0
Spain LIGA BBVA,23195,90,90,0
Spain LIGA BBVA,23196,45,45,0
Spain LIGA BBVA,23196,51,51,0
Spain LIGA BBVA,23196,90,90,0
Spain LIGA BBVA,23197,18,18,0
Spain LIGA BBVA,23197,26,26,0
Spain LIGA BBVA,23197,46,46,0
Spain LIGA BBVA,23197,59,59,0
Spain LIGA BBVA,23197,87,87,0
Spain LIGA BBVA,23198,11,11,0
Spain LIGA BBVA,23198,53,53,0
Spain LIGA BBVA,23198,90,90,0
Spain LIGA BBVA,23199,7,7,0
Spain LIGA BBVA,23200,18,18,0
Spain LIGA BBVA,23201,18,18,0
Spain LIGA BBVA,23201,29,29,0
Spain LIGA BBVA,23202,4,4,0
Spain LIGA BBVA,23203,60,60,0
Spain LIGA BBVA,23203,81,81,0
Spain LIGA BBVA,23204,10,10,0
Spain LIGA BBVA,23204,20,20,0
Spain LIGA BBVA,23204,34,34,0
Spain LIGA BBVA,23204,42,42,0
Spain LIGA BBVA,23205,26,26,0
Spain LIGA BBVA,23205,50,50,0
Spain LIGA BBVA,23205,73,73,0
Spain LIGA BBVA,23206,6,6,0
Spain LIGA BBVA,23206,28,28,0
Spain LIGA BBVA,23206,32,32,0
Spain LIGA BBVA,23206,40,40,0
Spain LIGA BBVA,23207,3,3,0
Spain LIGA BBVA,23207,12,12,0
Spain LIGA BBVA,23208,71,71,0
Spain LIGA BBVA,23208,72,72,0
Spain LIGA BBVA,23208,79,79,0
Spain LIGA BBVA,23209,38,38,0
Spain LIGA BBVA,23210,1,1,0
Spain LIGA BBVA,23210,28,28,0
Spain LIGA BBVA,23210,45,45,0
Spain LIGA BBVA,23211,30,30,0
Spain LIGA BBVA,23211,34,34,0
Spain LIGA BBVA,23211,67,67,0
Spain LIGA BBVA,23211,76,76,0
Spain LIGA BBVA,23212,87,87,0
Spain LIGA BBVA,23212,90,90,0
Spain LIGA BBVA,23213,5,5,0
Spain LIGA BBVA,23213,32,32,0
Spain LIGA BBVA,23213,36,36,0
Spain LIGA BBVA,23213,69,69,0
Spain LIGA BBVA,23214,24,24,0
Spain LIGA BBVA,23214,71,71,0
Spain LIGA BBVA,23214,82,82,0
Spain LIGA BBVA,23214,86,86,0
Spain LIGA BBVA,23215,24,24,0
Spain LIGA BBVA,23215,28,28,0
Spain LIGA BBVA,23215,80,80,0
Spain LIGA BBVA,23216,42,42,0
Spain LIGA BBVA,23216,52,52,0
Spain LIGA BBVA,23216,60,60,0
Spain LIGA BBVA,23217,35,35,0
Spain LIGA BBVA,23217,73,73,0
Spain LIGA BBVA,23217,88,88,0
Spain LIGA BBVA,23220,29,29,0
Spain LIGA BBVA,23220,49,49,0
Spain LIGA BBVA,23220,51,51,0
Spain LIGA BBVA,23220,56,56,0
Spain LIGA BBVA,23220,62,62,0
Spain LIGA BBVA,23220,66,66,0
Spain LIGA BBVA,23221,63,63,0
Spain LIGA BBVA,23222,16,16,0
Spain LIGA BBVA,23222,27,27,0
Spain LIGA BBVA,23222,45,45,0
Spain LIGA BBVA,23222,89,89,0
Spain LIGA BBVA,23223,21,21,0
Spain LIGA BBVA,23223,61,61,0
Spain LIGA BBVA,23224,9,9,0
Spain LIGA BBVA,23224,13,13,0
Spain LIGA BBVA,23224,90,90,0
Spain LIGA BBVA,23225,12,12,0
Spain LIGA BBVA,23225,29,29,0
Spain LIGA BBVA,23225,40,40,0
Spain LIGA BBVA,23225,66,66,0
Spain LIGA BBVA,23225,68,68,0
Spain LIGA BBVA,23226,6,6,0
Spain LIGA BBVA,23226,18,18,0
Spain LIGA BBVA,23226,82,82,0
Spain LIGA BBVA,23228,9,9,0
Spain LIGA BBVA,23228,77,77,0
Spain LIGA BBVA,23229,8,8,0
Spain LIGA BBVA,23229,41,41,0
Spain LIGA BBVA,23230,53,53,0
Spain LIGA BBVA,23231,19,19,0
Spain LIGA BBVA,23231,73,73,0
Spain LIGA BBVA,23231,80,80,0
Spain LIGA BBVA,23232,80,80,0
Spain LIGA BBVA,23235,16,16,0
Spain LIGA BBVA,23235,61,61,0
Spain LIGA BBVA,23235,66,66,0
Spain LIGA BBVA,23236,61,61,0
Spain LIGA BBVA,23236,63,63,0
Spain LIGA BBVA,23236,71,71,0
Spain LIGA BBVA,23237,38,38,0
Spain LIGA BBVA,23237,88,88,0
Spain LIGA BBVA,23238,49,49,0
Spain LIGA BBVA,23238,66,66,0
Spain LIGA BBVA,23239,33,33,0
Spain LIGA BBVA,23239,39,39,0
Spain LIGA BBVA,23239,45,45,0
Spain LIGA BBVA,23239,48,48,0
Spain LIGA BBVA,23239,87,87,0
Spain LIGA BBVA,23240,35,35,0
Spain LIGA BBVA,23240,48,48,0
Spain LIGA BBVA,23241,16,16,0
Spain LIGA BBVA,23241,85,85,0
Spain LIGA BBVA,23241,90,90,0
Spain LIGA BBVA,23242,6,6,0
Spain LIGA BBVA,23243,32,32,0
Spain LIGA BBVA,23243,50,50,0
Spain LIGA BBVA,23244,28,28,0
Spain LIGA BBVA,23244,52,52,0
Spain LIGA BBVA,23244,63,63,0
Spain LIGA BBVA,23244,68,68,0
Spain LIGA BBVA,23245,6,6,0
Spain LIGA BBVA,23245,15,15,0
Spain LIGA BBVA,23245,21,21,0
Spain LIGA BBVA,23245,52,52,0
Spain LIGA BBVA,23245,54,54,0
Spain LIGA BBVA,23245,57,57,0
Spain LIGA BBVA,23245,90,90,0
Spain LIGA BBVA,23246,9,9,0
Spain LIGA BBVA,23246,64,64,0
Spain LIGA BBVA,23246,79,79,0
Spain LIGA BBVA,23246,80,80,0
Spain LIGA BBVA,23247,25,25,0
Spain LIGA BBVA,23247,40,40,0
Spain LIGA BBVA,23247,57,57,0
Spain LIGA BBVA,23247,70,70,0
Spain LIGA BBVA,23248,21,21,0
Spain LIGA BBVA,23248,31,31,0
Spain LIGA BBVA,23248,55,55,0
Spain LIGA BBVA,23248,86,86,0
Spain LIGA BBVA,23249,9,9,0
Spain LIGA BBVA,23249,23,23,0
Spain LIGA BBVA,23249,39,39,0
Spain LIGA BBVA,23249,76,76,0
Spain LIGA BBVA,23250,11,11,0
Spain LIGA BBVA,23250,50,50,0
Spain LIGA BBVA,23250,60,60,0
Spain LIGA BBVA,23250,69,69,0
Spain LIGA BBVA,23251,5,5,0
Spain LIGA BBVA,23251,6,6,0
Spain LIGA BBVA,23253,67,67,0
Spain LIGA BBVA,23254,40,40,0
Spain LIGA BBVA,23255,6,6,0
Spain LIGA BBVA,23255,38,38,0
Spain LIGA BBVA,23256,19,19,0
Spain LIGA BBVA,23256,27,27,0
Spain LIGA BBVA,23256,48,48,0
Spain LIGA BBVA,23256,60,60,0
Spain LIGA BBVA,23256,86,86,0
Spain LIGA BBVA,23257,38,38,0
Spain LIGA BBVA,23257,43,43,0
Spain LIGA BBVA,23257,73,73,0
Spain LIGA BBVA,23257,88,88,0
Spain LIGA BBVA,23258,25,25,0
Spain LIGA BBVA,23258,28,28,0
Spain LIGA BBVA,23258,46,46,0
Spain LIGA BBVA,23258,48,48,0
Spain LIGA BBVA,23258,54,54,0
Spain LIGA BBVA,23258,90,90,0
Spain LIGA BBVA,23259,69,69,0
Spain LIGA BBVA,23259,75,75,0
Spain LIGA BBVA,23260,21,21,0
Spain LIGA BBVA,23260,28,28,0
Spain LIGA BBVA,23260,54,54,0
Spain LIGA BBVA,23260,56,56,0
Spain LIGA BBVA,23260,90,90,0
Spain LIGA BBVA,23261,56,56,0
Spain LIGA BBVA,23262,76,76,0
Spain LIGA BBVA,23263,69,69,0
Spain LIGA BBVA,23263,90,90,0
Spain LIGA BBVA,23264,23,23,0
Spain LIGA BBVA,23265,6,6,0
Spain LIGA BBVA,23265,26,26,0
Spain LIGA BBVA,23266,26,26,0
Spain LIGA BBVA,23266,54,54,0
Spain LIGA BBVA,23266,76,76,0
Spain LIGA BBVA,23268,21,21,0
Spain LIGA BBVA,23268,24,24,0
Spain LIGA BBVA,23268,32,32,0
Spain LIGA BBVA,23268,45,45,0
Spain LIGA BBVA,23268,51,51,0
Spain LIGA BBVA,23268,70,70,0
Spain LIGA BBVA,23269,51,51,0
Spain LIGA BBVA,23269,90,90,0
Spain LIGA BBVA,23270,39,39,0
Spain LIGA BBVA,23270,71,71,0
Spain LIGA BBVA,23270,90,90,0
Spain LIGA BBVA,23272,30,30,0
Spain LIGA BBVA,23272,32,32,0
Spain LIGA BBVA,23272,34,34,0
Spain LIGA BBVA,23272,53,53,0
Spain LIGA BBVA,23272,71,71,0
Spain LIGA BBVA,23272,85,85,0
Spain LIGA BBVA,23273,4,4,0
Spain LIGA BBVA,23273,55,55,0
Spain LIGA BBVA,23273,87,87,0
Spain LIGA BBVA,23274,31,31,0
Spain LIGA BBVA,23274,36,36,0
Spain LIGA BBVA,23274,39,39,0
Spain LIGA BBVA,23274,84,84,0
Spain LIGA BBVA,23274,87,87,0
Spain LIGA BBVA,23274,90,90,0
Spain LIGA BBVA,23275,11,11,0
Spain LIGA BBVA,23275,16,16,0
Spain LIGA BBVA,23275,35,35,0
Spain LIGA BBVA,23275,41,41,0
Spain LIGA BBVA,23275,56,56,0
Spain LIGA BBVA,23276,20,20,0
Spain LIGA BBVA,23276,22,22,0
Spain LIGA BBVA,23276,37,37,0
Spain LIGA BBVA,23276,39,39,0
Spain LIGA BBVA,23276,46,46,0
Spain LIGA BBVA,23277,14,14,0
Spain LIGA BBVA,23277,83,83,0
Spain LIGA BBVA,23278,6,6,0
Spain LIGA BBVA,23278,14,14,0
Spain LIGA BBVA,23279,90,90,0
Spain LIGA BBVA,23280,45,45,0
Spain LIGA BBVA,23280,53,53,0
Spain LIGA BBVA,23280,82,82,0
Spain LIGA BBVA,23280,87,87,0
Spain LIGA BBVA,23280,90,90,0
Spain LIGA BBVA,23280,90,90,0
Spain LIGA BBVA,23281,45,45,0
Spain LIGA BBVA,23281,68,68,0
Spain LIGA BBVA,23281,73,73,0
Spain LIGA BBVA,23282,5,5,0
Spain LIGA BBVA,23282,27,27,0
Spain LIGA BBVA,23282,47,47,0
Spain LIGA BBVA,23282,63,63,0
Spain LIGA BBVA,23282,70,70,0
Spain LIGA BBVA,23283,7,7,0
Spain LIGA BBVA,23283,19,19,0
Spain LIGA BBVA,23283,33,33,0
Spain LIGA BBVA,23283,43,43,0
Spain LIGA BBVA,23283,54,54,0
Spain LIGA BBVA,23283,89,89,0
Spain LIGA BBVA,23284,2,2,0
Spain LIGA BBVA,23284,68,68,0
Spain LIGA BBVA,23284,76,76,0
Spain LIGA BBVA,23285,12,12,0
Spain LIGA BBVA,23285,20,20,0
Spain LIGA BBVA,23285,28,28,0
Spain LIGA BBVA,23285,90,90,0
Spain LIGA BBVA,23286,20,20,0
Spain LIGA BBVA,23286,39,39,0
Spain LIGA BBVA,23286,53,53,0
Spain LIGA BBVA,23287,90,90,0
Spain LIGA BBVA,23289,25,25,0
Spain LIGA BBVA,23289,28,28,0
Spain LIGA BBVA,23289,30,30,0
Spain LIGA BBVA,23289,31,31,0
Spain LIGA BBVA,23289,45,45,0
Spain LIGA BBVA,23289,56,56,0
Spain LIGA BBVA,23290,37,37,0
Spain LIGA BBVA,23290,73,73,0
Spain LIGA BBVA,23291,58,58,0
Spain LIGA BBVA,23291,73,73,0
Spain LIGA BBVA,23292,76,76,0
Spain LIGA BBVA,23293,45,45,0
Spain LIGA BBVA,23293,57,57,0
Spain LIGA BBVA,23293,73,73,0
Spain LIGA BBVA,23293,90,90,0
Spain LIGA BBVA,23294,37,37,0
Spain LIGA BBVA,23294,44,44,0
Spain LIGA BBVA,23295,84,84,0
Spain LIGA BBVA,23296,26,26,0
Spain LIGA BBVA,23296,37,37,0
Spain LIGA BBVA,23296,90,90,0
Spain LIGA BBVA,23297,7,7,0
Spain LIGA BBVA,23297,12,12,0
Spain LIGA BBVA,23298,7,7,0
Spain LIGA BBVA,23298,8,8,0
Spain LIGA BBVA,23298,13,13,0
Spain LIGA BBVA,23298,57,57,0
Spain LIGA BBVA,23299,25,25,0
Spain LIGA BBVA,23299,34,34,0
Spain LIGA BBVA,23299,74,74,0
Spain LIGA BBVA,23299,86,86,0
Spain LIGA BBVA,23299,90,90,0
Spain LIGA BBVA,23299,90,90,0
Spain LIGA BBVA,23300,40,40,0
Spain LIGA BBVA,23300,48,48,0
Spain LIGA BBVA,23300,70,70,0
Spain LIGA BBVA,23301,37,37,0
Spain LIGA BBVA,23302,41,41,0
Spain LIGA BBVA,23302,61,61,0
Spain LIGA BBVA,23303,4,4,0
Spain LIGA BBVA,23303,13,13,0
Spain LIGA BBVA,23303,62,62,0
Spain LIGA BBVA,23304,7,7,0
Spain LIGA BBVA,23304,49,49,0
Spain LIGA BBVA,23305,27,27,0
Spain LIGA BBVA,23305,67,67,0
Spain LIGA BBVA,23305,70,70,0
Spain LIGA BBVA,23305,90,90,0
Spain LIGA BBVA,23306,20,20,0
Spain LIGA BBVA,23307,12,12,0
Spain LIGA BBVA,23307,29,29,0
Spain LIGA BBVA,23307,60,60,0
Spain LIGA BBVA,23307,83,83,0
Spain LIGA BBVA,23307,88,88,0
Spain LIGA BBVA,23308,39,39,0
Spain LIGA BBVA,23308,44,44,0
Spain LIGA BBVA,23308,60,60,0
Spain LIGA BBVA,23308,90,90,0
Spain LIGA BBVA,23309,4,4,0
Spain LIGA BBVA,23309,18,18,0
Spain LIGA BBVA,23309,39,39,0
Spain LIGA BBVA,23310,28,28,0
Spain LIGA BBVA,23311,11,11,0
Spain LIGA BBVA,23311,19,19,0
Spain LIGA BBVA,23311,23,23,0
Spain LIGA BBVA,23312,8,8,0
Spain LIGA BBVA,23312,26,26,0
Spain LIGA BBVA,23312,32,32,0
Spain LIGA BBVA,23312,35,35,0
Spain LIGA BBVA,23312,49,49,0
Spain LIGA BBVA,23312,70,70,0
Spain LIGA BBVA,23312,87,87,0
Spain LIGA BBVA,23314,2,2,0
Spain LIGA BBVA,23314,9,9,0
Spain LIGA BBVA,23314,43,43,0
Spain LIGA BBVA,23314,56,56,0
Spain LIGA BBVA,23314,60,60,0
Spain LIGA BBVA,23314,71,71,0
Spain LIGA BBVA,23315,43,43,0
Spain LIGA BBVA,23315,83,83,0
Spain LIGA BBVA,23316,7,7,0
Spain LIGA BBVA,23316,42,42,0
Spain LIGA BBVA,23317,26,26,0
Spain LIGA BBVA,23317,51,51,0
Spain LIGA BBVA,23317,90,90,0
Spain LIGA BBVA,23318,28,28,0
Spain LIGA BBVA,23318,34,34,0
Spain LIGA BBVA,23318,62,62,0
Spain LIGA BBVA,23318,90,90,0
Spain LIGA BBVA,23319,75,75,0
Spain LIGA BBVA,23320,9,9,0
Spain LIGA BBVA,23320,15,15,0
Spain LIGA BBVA,23320,45,45,0
Spain LIGA BBVA,23320,90,90,0
Spain LIGA BBVA,23322,23,23,0
Spain LIGA BBVA,23322,58,58,0
Spain LIGA BBVA,23323,48,48,0
Spain LIGA BBVA,23324,52,52,0
Spain LIGA BBVA,23324,72,72,0
Spain LIGA BBVA,23324,80,80,0
Spain LIGA BBVA,23325,68,68,0
Spain LIGA BBVA,23326,8,8,0
Spain LIGA BBVA,23326,79,79,0
Spain LIGA BBVA,23326,81,81,0
Spain LIGA BBVA,23328,44,44,0
Spain LIGA BBVA,23329,23,23,0
Spain LIGA BBVA,23329,80,80,0
Spain LIGA BBVA,23329,90,90,0
Spain LIGA BBVA,23330,10,10,0
Spain LIGA BBVA,23330,16,16,0
Spain LIGA BBVA,23330,24,24,0
Spain LIGA BBVA,23331,3,3,0
Spain LIGA BBVA,23331,15,15,0
Spain LIGA BBVA,23331,26,26,0
Spain LIGA BBVA,23331,34,34,0
Spain LIGA BBVA,23331,36,36,0
Spain LIGA BBVA,23331,45,45,0
Spain LIGA BBVA,23331,63,63,0
Spain LIGA BBVA,23331,90,90,0
Spain LIGA BBVA,23332,50,50,0
Spain LIGA BBVA,23332,90,90,0
Spain LIGA BBVA,23333,21,21,0
Spain LIGA BBVA,23333,42,42,0
Spain LIGA BBVA,23333,89,89,0
Spain LIGA BBVA,23334,47,47,0
Spain LIGA BBVA,23334,66,66,0
Spain LIGA BBVA,23334,84,84,0
Spain LIGA BBVA,23334,86,86,0
Spain LIGA BBVA,23335,21,21,0
Spain LIGA BBVA,23336,14,14,0
Spain LIGA BBVA,23336,80,80,0
Spain LIGA BBVA,23336,90,90,0
Spain LIGA BBVA,23337,20,20,0
Spain LIGA BBVA,23337,52,52,0
Spain LIGA BBVA,23337,56,56,0
Spain LIGA BBVA,23337,72,72,0
Spain LIGA BBVA,23337,86,86,0
Spain LIGA BBVA,23338,49,49,0
Spain LIGA BBVA,23338,53,53,0
Spain LIGA BBVA,23338,90,90,0
Spain LIGA BBVA,23339,59,59,0
Spain LIGA BBVA,23340,50,50,0
Spain LIGA BBVA,23340,62,62,0
Spain LIGA BBVA,23340,79,79,0
Spain LIGA BBVA,23341,6,6,0
Spain LIGA BBVA,23341,57,57,0
Spain LIGA BBVA,23341,64,64,0
Spain LIGA BBVA,23341,78,78,0
Spain LIGA BBVA,23341,80,80,0
Spain LIGA BBVA,23341,90,90,0
Spain LIGA BBVA,23342,45,45,0
Spain LIGA BBVA,23342,64,64,0
Spain LIGA BBVA,23342,75,75,0
Spain LIGA BBVA,23342,80,80,0
Spain LIGA BBVA,23343,14,14,0
Spain LIGA BBVA,23343,85,85,0
Spain LIGA BBVA,23344,28,28,0
Spain LIGA BBVA,23344,56,56,0
Spain LIGA BBVA,23346,1,1,0
Spain LIGA BBVA,23346,17,17,0
Spain LIGA BBVA,23346,50,50,0
Spain LIGA BBVA,23346,71,71,0
Spain LIGA BBVA,23347,90,90,0
Spain LIGA BBVA,23348,15,15,0
Spain LIGA BBVA,23349,29,29,0
Spain LIGA BBVA,23349,63,63,0
Spain LIGA BBVA,23350,12,12,0
Spain LIGA BBVA,23350,40,40,0
Spain LIGA BBVA,23350,44,44,0
Spain LIGA BBVA,23350,56,56,0
Spain LIGA BBVA,23350,57,57,0
Spain LIGA BBVA,23350,61,61,0
Spain LIGA BBVA,23350,88,88,0
Spain LIGA BBVA,23351,35,35,0
Spain LIGA BBVA,23351,38,38,0
Spain LIGA BBVA,23351,52,52,0
Spain LIGA BBVA,23351,63,63,0
Spain LIGA BBVA,23351,69,69,0
Spain LIGA BBVA,23351,87,87,0
Spain LIGA BBVA,23352,22,22,0
Spain LIGA BBVA,23353,3,3,0
Spain LIGA BBVA,23353,14,14,0
Spain LIGA BBVA,23353,15,15,0
Spain LIGA BBVA,23353,52,52,0
Spain LIGA BBVA,23353,56,56,0
Spain LIGA BBVA,23354,17,17,0
Spain LIGA BBVA,23354,30,30,0
Spain LIGA BBVA,23354,43,43,0
Spain LIGA BBVA,23354,58,58,0
Spain LIGA BBVA,23354,68,68,0
Spain LIGA BBVA,23354,72,72,0
Spain LIGA BBVA,23355,84,84,0
Spain LIGA BBVA,23355,89,89,0
Spain LIGA BBVA,23355,90,90,0
Spain LIGA BBVA,23355,90,90,0
Spain LIGA BBVA,23356,51,51,0
Spain LIGA BBVA,23356,67,67,0
Spain LIGA BBVA,23357,19,19,0
Spain LIGA BBVA,23357,31,31,0
Spain LIGA BBVA,23357,48,48,0
Spain LIGA BBVA,23357,55,55,0
Spain LIGA BBVA,23358,29,29,0
Spain LIGA BBVA,23358,49,49,0
Spain LIGA BBVA,23358,51,51,0
Spain LIGA BBVA,23358,56,56,0
Spain LIGA BBVA,23358,82,82,0
Spain LIGA BBVA,23358,85,85,0
Spain LIGA BBVA,23358,89,89,0
Spain LIGA BBVA,23359,89,89,0
Spain LIGA BBVA,23360,18,18,0
Spain LIGA BBVA,23360,44,44,0
Spain LIGA BBVA,23360,56,56,0
Spain LIGA BBVA,23360,71,71,0
Spain LIGA BBVA,23360,80,80,0
Spain LIGA BBVA,23360,83,83,0
Spain LIGA BBVA,23361,28,28,0
Spain LIGA BBVA,23361,46,46,0
Spain LIGA BBVA,23361,59,59,0
Spain LIGA BBVA,23361,90,90,0
Spain LIGA BBVA,23362,55,55,0
Spain LIGA BBVA,23362,61,61,0
Spain LIGA BBVA,23363,70,70,0
Spain LIGA BBVA,23363,78,78,0
