league,match_id,minute,elapsed,elapsed_plus
Germany 1. Bundesliga,9113,70,70,0
Germany 1. Bundesliga,9113,83,83,0
Germany 1. Bundesliga,9114,9,9,0
Germany 1. Bundesliga,9114,19,19,0
Germany 1. Bundesliga,9114,48,48,0
Germany 1. Bundesliga,9114,81,81,0
Germany 1. Bundesliga,9114,85,85,0
Germany 1. Bundesliga,9115,44,44,0
Germany 1. Bundesliga,9115,49,49,0
Germany 1. Bundesliga,9115,55,55,0
Germany 1. Bundesliga,9115,59,59,0
Germany 1. Bundesliga,9115,64,64,0
Germany 1. Bundesliga,9115,67,67,0
Germany 1. Bundesliga,9115,68,68,0
Germany 1. Bundesliga,9115,88,88,0
Germany 1. Bundesliga,9115,90,90,0
Germany 1. Bundesliga,9117,51,51,0
Germany 1. Bundesliga,9117,67,67,0
Germany 1. Bundesliga,9119,41,41,0
Germany 1. Bundesliga,9119,45,45,0
Germany 1. Bundesliga,9119,71,71,0
Germany 1. Bundesliga,9119,73,73,0
Germany 1. Bundesliga,9119,90,90,0
Germany 1. Bundesliga,9120,70,70,0
Germany 1. Bundesliga,9120,75,75,0
Germany 1. Bundesliga,9121,31,31,0
Germany 1. Bundesliga,9121,33,33,0
Germany 1. Bundesliga,9121,58,58,0
Germany 1. Bundesliga,9121,78,78,0
Germany 1. Bundesliga,9122,26,26,0
Germany 1. Bundesliga,9122,61,61,0
Germany 1. Bundesliga,9123,50,50,0
Germany 1. Bundesliga,9123,72,72,0
Germany 1. Bundesliga,9126,3,3,0
Germany 1. Bundesliga,9126,38,38,0
Germany 1. Bundesliga,9126,47,47,0
Germany 1. Bundesliga,9127,9,9,0
Germany 1. Bundesliga,9127,22,22,0
Germany 1. Bundesliga,9127,46,46,0
Germany 1. Bundesliga,9127,52,52,0
Germany 1. Bundesliga,9127,54,54,0
Germany 1. Bundesliga,9128,18,18,0
Germany 1. Bundesliga,9128,21,21,0
Germany 1. Bundesliga,9128,88,88,0
Germany 1. Bundesliga,9129,35,35,0
Germany 1. Bundesliga,9129,65,65,0
Germany 1. Bundesliga,9129,68,68,0
Germany 1. Bundesliga,9130,54,54,0
Germany 1. Bundesliga,9130,66,66,0
Germany 1. Bundesliga,9130,84,84,0
Germany 1. Bundesliga,9131,6,6,0
Germany 1. Bundesliga,9131,14,14,0
Germany 1. Bundesliga,9131,50,50,0
Germany 1. Bundesliga,9132,25,25,0
Germany 1. Bundesliga,9132,32,32,0
Germany 1. Bundesliga,9132,34,34,0
Germany 1. Bundesliga,9132,44,44,0
Germany 1. Bundesliga,9132,47,47,0
Germany 1. Bundesliga,9132,49,49,0
Germany 1. Bundesliga,9132,51,51,0
Germany 1. Bundesliga,9133,33,33,0
Germany 1. Bundesliga,9133,46,46,0
Germany 1. Bundesliga,9133,72,72,0
Germany 1. Bundesliga,9133,79,79,0
Germany 1. Bundesliga,9134,8,8,0
Germany 1. Bundesliga,9134,54,54,0
Germany 1. Bundesliga,9135,10,10,0
Germany 1. Bundesliga,9135,26,26,0
Germany 1. Bundesliga,9135,52,52,0
Germany 1. Bundesliga,9135,56,56,0
Germany 1. Bundesliga,9136,51,51,0
Germany 1. Bundesliga,9136,67,67,0
Germany 1. Bundesliga,9137,32,32,0
Germany 1. Bundesliga,9137,40,40,0
Germany 1. Bundesliga,9138,39,39,0
Germany 1. Bundesliga,9138,43,43,0
Germany 1. Bundesliga,9138,82,82,0
Germany 1. Bundesliga,9138,90,90,0
Germany 1. Bundesliga,9139,67,67,0
Germany 1. Bundesliga,9141,3,3,0
Germany 1. Bundesliga,9141,9,9,0
Germany 1. Bundesliga,9141,58,58,0
Germany 1. Bundesliga,9141,62,62,0
Germany 1. Bundesliga,9141,63,63,0
Germany 1. Bundesliga,9142,41,41,0
Germany 1. Bundesliga,9142,50,50,0
Germany 1. Bundesliga,9142,57,57,0
Germany 1. Bundesliga,9143,4,4,0
Germany 1. Bundesliga,9143,30,30,0
Germany 1. Bundesliga,9143,58,58,0
Germany 1. Bundesliga,9144,10,10,0
Germany 1. Bundesliga,9144,37,37,0
Germany 1. Bundesliga,9144,60,60,0
Germany 1. Bundesliga,9144,76,76,0
Germany 1. Bundesliga,9145,85,85,0
Germany 1. Bundesliga,9145,88,88,0
Germany 1. Bundesliga,9146,4,4,0
Germany 1. Bundesliga,9146,10,10,0
Germany 1. Bundesliga,9146,26,26,0
Germany 1. Bundesliga,9147,23,23,0
Germany 1. Bundesliga,9147,25,25,0
Germany 1. Bundesliga,9148,47,47,0
Germany 1. Bundesliga,9148,52,52,0
Germany 1. Bundesliga,9148,90,90,0
Germany 1. Bundesliga,9149,22,22,0
Germany 1. Bundesliga,9149,36,36,0
Germany 1. Bundesliga,9150,19,19,0
Germany 1. Bundesliga,9150,32,32,0
Germany 1. Bundesliga,9150,51,51,0
Germany 1. Bundesliga,9150,64,64,0
Germany 1. Bundesliga,9151,44,44,0
Germany 1. Bundesliga,9151,52,52,0
Germany 1. Bundesliga,9151,58,58,0
Germany 1. Bundesliga,9151,60,60,0
Germany 1. Bundesliga,9151,64,64,0
Germany 1. Bundesliga,9151,86,86,0
Germany 1. Bundesliga,9152,23,23,0
Germany 1. Bundesliga,9153,34,34,0
Germany 1. Bundesliga,9153,50,50,0
Germany 1. Bundesliga,9153,61,61,0
Germany 1. Bundesliga,9153,74,74,0
Germany 1. Bundesliga,9153,90,90,0
Germany 1. Bundesliga,9155,8,8,0
Germany 1. Bundesliga,9156,43,43,0
Germany 1. Bundesliga,9156,57,57,0
Germany 1. Bundesliga,9157,17,17,0
Germany 1. Bundesliga,9157,18,18,0
Germany 1. Bundesliga,9157,26,26,0
Germany 1. Bundesliga,9157,62,62,0
Germany 1. Bundesliga,9157,89,89,0
Germany 1. Bundesliga,9158,87,87,0
Germany 1. Bundesliga,9159,36,36,0
Germany 1. Bundesliga,9159,90,90,0
Germany 1. Bundesliga,9160,27,27,0
Germany 1. Bundesliga,9160,42,42,0
Germany 1. Bundesliga,9160,63,63,0
Germany 1. Bundesliga,9160,83,83,0
Germany 1. Bundesliga,9161,24,24,0
Germany 1. Bundesliga,9162,3,3,0
Germany 1. Bundesliga,9163,41,41,0
Germany 1. Bundesliga,9163,53,53,0
Germany 1. Bundesliga,9163,68,68,0
Germany 1. Bundesliga,9163,90,90,0
Germany 1. Bundesliga,9164,36,36,0
Germany 1. Bundesliga,9164,40,40,0
Germany 1. Bundesliga,9164,54,54,0
Germany 1. Bundesliga,9164,65,65,0
Germany 1. Bundesliga,9164,71,71,0
Germany 1. Bundesliga,9165,26,26,0
Germany 1. Bundesliga,9165,75,75,0
Germany 1. Bundesliga,9165,89,89,0
Germany 1. Bundesliga,9166,19,19,0
Germany 1. Bundesliga,9167,8,8,0
Germany 1. Bundesliga,9167,10,10,0
Germany 1. Bundesliga,9167,65,65,0
Germany 1. Bundesliga,9168,31,31,0
Germany 1. Bundesliga,9168,67,67,0
Germany 1. Bundesliga,9170,5,5,0
Germany 1. Bundesliga,9170,15,15,0
Germany 1. Bundesliga,9171,25,25,0
Germany 1. Bundesliga,9171,29,29,0
Germany 1. Bundesliga,9171,49,49,0
Germany 1. Bundesliga,9171,52,52,0
Germany 1. Bundesliga,9171,58,58,0
Germany 1. Bundesliga,9171,86,86,0
Germany 1. Bundesliga,9171,89,89,0
Germany 1. Bundesliga,9172,51,51,0
Germany 1. Bundesliga,9172,77,77,0
Germany 1. Bundesliga,9173,45,45,0
Germany 1. Bundesliga,9173,79,79,0
Germany 1. Bundesliga,9173,90,90,0
Germany 1. Bundesliga,9174,7,7,0
Germany 1. Bundesliga,9174,13,13,0
Germany 1. Bundesliga,9174,39,39,0
Germany 1. Bundesliga,9174,45,45,0
Germany 1. Bundesliga,9174,68,68,0
Germany 1. Bundesliga,9174,85,85,0
Germany 1. Bundesliga,9176,29,29,0
Germany 1. Bundesliga,9176,56,56,0
Germany 1. Bundesliga,9176,81,81,0
Germany 1. Bundesliga,9177,38,38,0
Germany 1. Bundesliga,9178,34,34,0
Germany 1. Bundesliga,9178,50,50,0
Germany 1. Bundesliga,9178,63,63,0
Germany 1. Bundesliga,9178,79,79,0
Germany 1. Bundesliga,9178,87,87,0
Germany 1. Bundesliga,9179,22,22,0
Germany 1. Bundesliga,9180,12,12,0
Germany 1. Bundesliga,9180,82,82,0
Germany 1. Bundesliga,9180,86,86,0
Germany 1. Bundesliga,9181,8,8,0
Germany 1. Bundesliga,9181,21,21,0
Germany 1. Bundesliga,9181,41,41,0
Germany 1. Bundesliga,9181,72,72,0
Germany 1. Bundesliga,9182,33,33,0
Germany 1. Bundesliga,9182,83,83,0
Germany 1. Bundesliga,9183,6,6,0
Germany 1. Bundesliga,9183,41,41,0
Germany 1. Bundesliga,9184,29,29,0
Germany 1. Bundesliga,9185,14,14,0
Germany 1. Bundesliga,9185,22,22,0
Germany 1. Bundesliga,9186,12,12,0
Germany 1. Bundesliga,9186,35,35,0
Germany 1. Bundesliga,9186,59,59,0
Germany 1. Bundesliga,9187,61,61,0
Germany 1. Bundesliga,9188,2,2,0
Germany 1. Bundesliga,9188,7,7,0
Germany 1. Bundesliga,9188,16,16,0
Germany 1. Bundesliga,9188,22,22,0
Germany 1. Bundesliga,9188,49,49,0
Germany 1. Bundesliga,9188,65,65,0
Germany 1. Bundesliga,9188,90,90,0
Germany 1. Bundesliga,9189,72,72,0
Germany 1. Bundesliga,9189,77,77,0
Germany 1. Bundesliga,9190,21,21,0
Germany 1. Bundesliga,9190,36,36,0
Germany 1. Bundesliga,9190,54,54,0
Germany 1. Bundesliga,9191,10,10,0
Germany 1. Bundesliga,9191,16,16,0
Germany 1. Bundesliga,9191,50,50,0
Germany 1. Bundesliga,9192,50,50,0
Germany 1. Bundesliga,9194,16,16,0
Germany 1. Bundesliga,9194,45,45,0
Germany 1. Bundesliga,9194,71,71,0
Germany 1. Bundesliga,9194,74,74,0
Germany 1. Bundesliga,9194,86,86,0
Germany 1. Bundesliga,9195,37,37,0
Germany 1. Bundesliga,9195,75,75,0
Germany 1. Bundesliga,9195,87,87,0
Germany 1. Bundesliga,9196,31,31,0
Germany 1. Bundesliga,9196,69,69,0
Germany 1. Bundesliga,9196,87,87,0
Germany 1. Bundesliga,9197,18,18,0
Germany 1. Bundesliga,9197,49,49,0
Germany 1. Bundesliga,9197,71,71,0
Germany 1. Bundesliga,9198,36,36,0
Germany 1. Bundesliga,9199,28,28,0
Germany 1. Bundesliga,9199,41,41,0
Germany 1. Bundesliga,9199,44,44,0
Germany 1. Bundesliga,9199,45,45,0
Germany 1. Bundesliga,9199,72,72,0
Germany 1. Bundesliga,9199,78,78,0
Germany 1. Bundesliga,9201,8,8,0
Germany 1. Bundesliga,9202,47,47,0
Germany 1. Bundesliga,9202,56,56,0
Germany 1. Bundesliga,9202,62,62,0
Germany 1. Bundesliga,9202,70,70,0
Germany 1. Bundesliga,9203,37,37,0
Germany 1. Bundesliga,9203,52,52,0
Germany 1. Bundesliga,9204,29,29,0
Germany 1. Bundesliga,9204,63,63,0
Germany 1. Bundesliga,9204,82,82,0
Germany 1. Bundesliga,9205,69,69,0
Germany 1. Bundesliga,9205,90,90,0
Germany 1. Bundesliga,9206,22,22,0
Germany 1. Bundesliga,9206,42,42,0
Germany 1. Bundesliga,9206,62,62,0
Germany 1. Bundesliga,9206,85,85,0
Germany 1. Bundesliga,9206,88,88,0
Germany 1. Bundesliga,9207,61,61,0
Germany 1. Bundesliga,9207,90,90,0
Germany 1. Bundesliga,9208,1,1,0
Germany 1. Bundesliga,9208,69,69,0
Germany 1. Bundesliga,9209,2,2,0
Germany 1. Bundesliga,9209,27,27,0
Germany 1. Bundesliga,9209,61,61,0
Germany 1. Bundesliga,9209,66,66,0
Germany 1. Bundesliga,9210,72,72,0
Germany 1. Bundesliga,9210,79,79,0
Germany 1. Bundesliga,9210,84,84,0
Germany 1. Bundesliga,9211,5,5,0
Germany 1. Bundesliga,9211,19,19,0
Germany 1. Bundesliga,9211,31,31,0
Germany 1. Bundesliga,9211,33,33,0
Germany 1. Bundesliga,9211,45,45,0
Germany 1. Bundesliga,9211,53,53,0
Germany 1. Bundesliga,9211,54,54,0
Germany 1. Bundesliga,9211,68,68,0
Germany 1. Bundesliga,9211,75,75,0
Germany 1. Bundesliga,9211,76,76,0
Germany 1. Bundesliga,9211,86,86,0
Germany 1. Bundesliga,9212,2,2,0
Germany 1. Bundesliga,9212,13,13,0
Germany 1. Bundesliga,9212,58,58,0
Germany 1. Bundesliga,9212,68,68,0
Germany 1. Bundesliga,9212,72,72,0
Germany 1. Bundesliga,9213,53,53,0
Germany 1. Bundesliga,9214,51,51,0
Germany 1. Bundesliga,9214,69,69,0
Germany 1. Bundesliga,9216,13,13,0
Germany 1. Bundesliga,9216,71,71,0
Germany 1. Bundesliga,9217,69,69,0
Germany 1. Bundesliga,9218,54,54,0
Germany 1. Bundesliga,9218,60,60,0
Germany 1. Bundesliga,9218,69,69,0
Germany 1. Bundesliga,9219,22,22,0
Germany 1. Bundesliga,9219,43,43,0
Germany 1. Bundesliga,9219,45,45,0
Germany 1. Bundesliga,9219,53,53,0
Germany 1. Bundesliga,9219,64,64,0
Germany 1. Bundesliga,9219,90,90,0
Germany 1. Bundesliga,9220,74,74,0
Germany 1. Bundesliga,9221,11,11,0
Germany 1. Bundesliga,9221,75,75,0
Germany 1. Bundesliga,9221,90,90,0
Germany 1. Bundesliga,9222,12,12,0
Germany 1. Bundesliga,9222,15,15,0
Germany 1. Bundesliga,9222,28,28,0
Germany 1. Bundesliga,9222,34,34,0
Germany 1. Bundesliga,9222,45,45,0
Germany 1. Bundesliga,9222,72,72,0
Germany 1. Bundesliga,9222,81,81,0
Germany 1. Bundesliga,9223,28,28,0
Germany 1. Bundesliga,9223,34,34,0
Germany 1. Bundesliga,9224,39,39,0
Germany 1. Bundesliga,9224,58,58,0
Germany 1. Bundesliga,9224,71,71,0
Germany 1. Bundesliga,9224,87,87,0
Germany 1. Bundesliga,9225,24,24,0
Germany 1. Bundesliga,9225,36,36,0
Germany 1. Bundesliga,9225,44,44,0
Germany 1. Bundesliga,9225,73,73,0
Germany 1. Bundesliga,9226,2,2,0
Germany 1. Bundesliga,9226,16,16,0
Germany 1. Bundesliga,9226,49,49,0
Germany 1. Bundesliga,9226,71,71,0
Germany 1. Bundesliga,9227,5,5,0
Germany 1. Bundesliga,9227,17,17,0
Germany 1. Bundesliga,9227,24,24,0
Germany 1. Bundesliga,9227,56,56,0
Germany 1. Bundesliga,9228,14,14,0
Germany 1. Bundesliga,9228,35,35,0
Germany 1. Bundesliga,9228,63,63,0
Germany 1. Bundesliga,9228,86,86,0
Germany 1. Bundesliga,9229,62,62,0
Germany 1. Bundesliga,9229,81,81,0
Germany 1. Bundesliga,9229,86,86,0
Germany 1. Bundesliga,9230,28,28,0
Germany 1. Bundesliga,9230,55,55,0
Germany 1. Bundesliga,9231,29,29,0
Germany 1. Bundesliga,9231,39,39,0
Germany 1. Bundesliga,9231,78,78,0
Germany 1. Bundesliga,9232,2,2,0
Germany 1. Bundesliga,9232,13,13,0
Germany 1. Bundesliga,9232,59,59,0
Germany 1. Bundesliga,9232,90,90,0
Germany 1. Bundesliga,9233,17,17,0
Germany 1. Bundesliga,9233,25,25,0
Germany 1. Bundesliga,9233,45,45,0
Germany 1. Bundesliga,9233,53,53,0
Germany 1. Bundesliga,9233,55,55,0
Germany 1. Bundesliga,9235,6,6,0
Germany 1. Bundesliga,9235,10,10,0
Germany 1. Bundesliga,9235,26,26,0
Germany 1. Bundesliga,9235,74,74,0
Germany 1. Bundesliga,9235,90,90,0
Germany 1. Bundesliga,9236,2,2,0
Germany 1. Bundesliga,9236,17,17,0
Germany 1. Bundesliga,9236,27,27,0
Germany 1. Bundesliga,9236,57,57,0
Germany 1. Bundesliga,9236,68,68,0
Germany 1. Bundesliga,9236,76,76,0
Germany 1. Bundesliga,9236,84,84,0
Germany 1. Bundesliga,9236,87,87,0
Germany 1. Bundesliga,9238,48,48,0
Germany 1. Bundesliga,9238,88,88,0
Germany 1. Bundesliga,9239,13,13,0
Germany 1. Bundesliga,9239,18,18,0
Germany 1. Bundesliga,9239,45,45,0
Germany 1. Bundesliga,9239,53,53,0
Germany 1. Bundesliga,9239,63,63,0
Germany 1. Bundesliga,9240,16,16,0
Germany 1. Bundesliga,9240,23,23,0
Germany 1. Bundesliga,9240,40,40,0
Germany 1. Bundesliga,9240,62,62,0
Germany 1. Bundesliga,9240,71,71,0
Germany 1. Bundesliga,9240,84,84,0
Germany 1. Bundesliga,9240,86,86,0
Germany 1. Bundesliga,9241,41,41,0
Germany 1. Bundesliga,9242,13,13,0
Germany 1. Bundesliga,9242,27,27,0
Germany 1. Bundesliga,9242,66,66,0
Germany 1. Bundesliga,9243,16,16,0
Germany 1. Bundesliga,9243,32,32,0
Germany 1. Bundesliga,9243,65,65,0
Germany 1. Bundesliga,9243,69,69,0
Germany 1. Bundesliga,9243,79,79,0
Germany 1. Bundesliga,9244,33,33,0
Germany 1. Bundesliga,9244,42,42,0
Germany 1. Bundesliga,9244,88,88,0
Germany 1. Bundesliga,9245,1,1,0
Germany 1. Bundesliga,9245,87,87,0
Germany 1. Bundesliga,9246,27,27,0
Germany 1. Bundesliga,9247,27,27,0
Germany 1. Bundesliga,9248,14,14,0
Germany 1. Bundesliga,9248,20,20,0
Germany 1. Bundesliga,9248,34,34,0
Germany 1. Bundesliga,9249,20,20,0
Germany 1. Bundesliga,9249,70,70,0
Germany 1. Bundesliga,9249,88,88,0
Germany 1. Bundesliga,9250,34,34,0
Germany 1. Bundesliga,9250,52,52,0
Germany 1. Bundesliga,9250,61,61,0
Germany 1. Bundesliga,9250,75,75,0
Germany 1. Bundesliga,9251,61,61,0
Germany 1. Bundesliga,9251,83,83,0
Germany 1. Bundesliga,9251,86,86,0
Germany 1. Bundesliga,9252,36,36,0
Germany 1. Bundesliga,9252,41,41,0
Germany 1. Bundesliga,9252,71,71,0
Germany 1. Bundesliga,9252,83,83,0
Germany 1. Bundesliga,9252,87,87,0
Germany 1. Bundesliga,9253,35,35,0
Germany 1. Bundesliga,9254,11,11,0
Germany 1. Bundesliga,9254,19,19,0
Germany 1. Bundesliga,9254,58,58,0
Germany 1. Bundesliga,9255,35,35,0
Germany 1. Bundesliga,9256,5,5,0
Germany 1. Bundesliga,9256,10,10,0
Germany 1. Bundesliga,9256,21,21,0
Germany 1. Bundesliga,9256,58,58,0
Germany 1. Bundesliga,9256,66,66,0
Germany 1. Bundesliga,9258,11,11,0
Germany 1. Bundesliga,9258,23,23,0
Germany 1. Bundesliga,9259,82,82,0
Germany 1. Bundesliga,9260,27,27,0
Germany 1. Bundesliga,9260,62,62,0
Germany 1. Bundesliga,9261,45,45,0
Germany 1. Bundesliga,9261,65,65,0
Germany 1. Bundesliga,9262,2,2,0
Germany 1. Bundesliga,9262,24,24,0
Germany 1. Bundesliga,9262,86,86,0
Germany 1. Bundesliga,9262,90,90,0
Germany 1. Bundesliga,9263,25,25,0
Germany 1. Bundesliga,9263,37,37,0
Germany 1. Bundesliga,9263,70,70,0
Germany 1. Bundesliga,9263,79,79,0
Germany 1. Bundesliga,9264,30,30,0
Germany 1. Bundesliga,9264,61,61,0
Germany 1. Bundesliga,9265,52,52,0
Germany 1. Bundesliga,9265,89,89,0
Germany 1. Bundesliga,9266,30,30,0
Germany 1. Bundesliga,9266,50,50,0
Germany 1. Bundesliga,9266,78,78,0
Germany 1. Bundesliga,9266,87,87,0
Germany 1. Bundesliga,9267,5,5,0
Germany 1. Bundesliga,9267,14,14,0
Germany 1. Bundesliga,9267,23,23,0
Germany 1. Bundesliga,9267,26,26,0
Germany 1. Bundesliga,9267,84,84,0
Germany 1. Bundesliga,9267,88,88,0
Germany 1. Bundesliga,9268,12,12,0
Germany 1. Bundesliga,9268,39,39,0
Germany 1. Bundesliga,9268,58,58,0
Germany 1. Bundesliga,9268,64,64,0
Germany 1. Bundesliga,9268,80,80,0
Germany 1. Bundesliga,9268,90,90,0
Germany 1. Bundesliga,9269,24,24,0
Germany 1. Bundesliga,9269,66,66,0
Germany 1. Bundesliga,9269,90,90,0
Germany 1. Bundesliga,9270,6,6,0
Germany 1. Bundesliga,9270,28,28,0
Germany 1. Bundesliga,9270,59,59,0
Germany 1. Bundesliga,9270,71,71,0
Germany 1. Bundesliga,9271,23,23,0
Germany 1. Bundesliga,9271,58,58,0
Germany 1. Bundesliga,9271,64,64,0
Germany 1. Bundesliga,9272,3,3,0
Germany 1. Bundesliga,9272,69,69,0
Germany 1. Bundesliga,9272,78,78,0
Germany 1. Bundesliga,9273,69,69,0
Germany 1. Bundesliga,9273,82,82,0
Germany 1. Bundesliga,9273,87,87,0
Germany 1. Bundesliga,9274,18,18,0
Germany 1. Bundesliga,9274,35,35,0
Germany 1. Bundesliga,9274,60,60,0
Germany 1. Bundesliga,9274,61,61,0
Germany 1. Bundesliga,9274,88,88,0
Germany 1. Bundesliga,9275,22,22,0
Germany 1. Bundesliga,9275,51,51,0
Germany 1. Bundesliga,9276,4,4,0
Germany 1. Bundesliga,9276,5,5,0
Germany 1. Bundesliga,9276,7,7,0
Germany 1. Bundesliga,9276,10,10,0
Germany 1. Bundesliga,9276,19,19,0
Germany 1. Bundesliga,9276,53,53,0
Germany 1. Bundesliga,9276,59,59,0
Germany 1. Bundesliga,9277,20,20,0
Germany 1. Bundesliga,9277,54,54,0
Germany 1. Bundesliga,9277,58,58,0
Germany 1. Bundesliga,9278,90,90,0
Germany 1. Bundesliga,9279,8,8,0
Germany 1. Bundesliga,9279,19,19,0
Germany 1. Bundesliga,9279,36,36,0
Germany 1. Bundesliga,9279,90,90,0
Germany 1. Bundesliga,9280,37,37,0
Germany 1. Bundesliga,9280,62,62,0
Germany 1. Bundesliga,9280,81,81,0
Germany 1. Bundesliga,9280,88,88,0
Germany 1. Bundesliga,9280,89,89,0
Germany 1. Bundesliga,9281,6,6,0
Germany 1. Bundesliga,9281,77,77,0
Germany 1. Bundesliga,9281,82,82,0
Germany 1. Bundesliga,9282,17,17,0
Germany 1. Bundesliga,9282,23,23,0
Germany 1. Bundesliga,9282,33,33,0
Germany 1. Bundesliga,9282,42,42,0
Germany 1. Bundesliga,9283,30,30,0
Germany 1. Bundesliga,9283,55,55,0
Germany 1. Bundesliga,9283,62,62,0
Germany 1. Bundesliga,9283,75,75,0
Germany 1. Bundesliga,9284,36,36,0
Germany 1. Bundesliga,9284,61,61,0
Germany 1. Bundesliga,9284,76,76,0
Germany 1. Bundesliga,9285,55,55,0
Germany 1. Bundesliga,9285,58,58,0
Germany 1. Bundesliga,9286,3,3,0
Germany 1. Bundesliga,9286,12,12,0
Germany 1. Bundesliga,9287,28,28,0
Germany 1. Bundesliga,9287,42,42,0
Germany 1. Bundesliga,9288,23,23,0
Germany 1. Bundesliga,9288,34,34,0
Germany 1. Bundesliga,9288,50,50,0
Germany 1. Bundesliga,9288,81,81,0
Germany 1. Bundesliga,9289,25,25,0
Germany 1. Bundesliga,9289,60,60,0
Germany 1. Bundesliga,9289,76,76,0
Germany 1. Bundesliga,9290,26,26,0
Germany 1. Bundesliga,9290,27,27,0
Germany 1. Bundesliga,9290,82,82,0
Germany 1. Bundesliga,9290,90,90,0
Germany 1. Bundesliga,9291,10,10,0
Germany 1. Bundesliga,9291,26,26,0
Germany 1. Bundesliga,9292,2,2,0
Germany 1. Bundesliga,9292,46,46,0
Germany 1. Bundesliga,9292,55,55,0
Germany 1. Bundesliga,9292,59,59,0
Germany 1. Bundesliga,9292,60,60,0
Germany 1. Bundesliga,9294,24,24,0
Germany 1. Bundesliga,9294,57,57,0
Germany 1. Bundesliga,9294,65,65,0
Germany 1. Bundesliga,9295,21,21,0
Germany 1. Bundesliga,9295,81,81,0
Germany 1. Bundesliga,9295,89,89,0
Germany 1. Bundesliga,9296,23,23,0
Germany 1. Bundesliga,9296,39,39,0
Germany 1. Bundesliga,9296,45,45,0
Germany 1. Bundesliga,9296,90,90,0
Germany 1. Bundesliga,9297,5,5,0
Germany 1. Bundesliga,9297,47,47,0
Germany 1. Bundesliga,9297,58,58,0
Germany 1. Bundesliga,9298,21,21,0
Germany 1. Bundesliga,9298,29,29,0
Germany 1. Bundesliga,9298,52,52,0
Germany 1. Bundesliga,9298,64,64,0
Germany 1. Bundesliga,9298,73,73,0
Germany 1. Bundesliga,9299,36,36,0
Germany 1. Bundesliga,9299,47,47,0
Germany 1. Bundesliga,9299,59,59,0
Germany 1. Bundesliga,9300,7,7,0
Germany 1. Bundesliga,9300,39,39,0
Germany 1. Bundesliga,9300,44,44,0
Germany 1. Bundesliga,9300,51,51,0
Germany 1. Bundesliga,9301,26,26,0
Germany 1. Bundesliga,9301,33,33,0
Germany 1. Bundesliga,9302,24,24,0
Germany 1. Bundesliga,9302,28,28,0
Germany 1. Bundesliga,9302,49,49,0
Germany 1. Bundesliga,9302,51,51,0
Germany 1. Bundesliga,9302,54,54,0
Germany 1. Bundesliga,9302,73,73,0
Germany 1. Bundesliga,9303,35,35,0
Germany 1. Bundesliga,9303,40,40,0
Germany 1. Bundesliga,9303,70,70,0
Germany 1. Bundesliga,9303,79,79,0
Germany 1. Bundesliga,9303,85,85,0
Germany 1. Bundesliga,9304,50,50,0
Germany 1. Bundesliga,9304,63,63,0
Germany 1. Bundesliga,9305,27,27,0
Germany 1. Bundesliga,9305,37,37,0
Germany 1. Bundesliga,9306,81,81,0
Germany 1. Bundesliga,9306,84,84,0
Germany 1. Bundesliga,9307,1,1,0
Germany 1. Bundesliga,9307,75,75,0
Germany 1. Bundesliga,9309,20,20,0
Germany 1. Bundesliga,9310,50,50,0
Germany 1. Bundesliga,9310,67,67,0
Germany 1. Bundesliga,9310,73,73,0
Germany 1. Bundesliga,9311,13,13,0
Germany 1. Bundesliga,9311,20,20,0
Germany 1. Bundesliga,9311,47,47,0
Germany 1. Bundesliga,9311,77,77,0
Germany 1. Bundesliga,9312,19,19,0
Germany 1. Bundesliga,9312,48,48,0
Germany 1. Bundesliga,9313,33,33,0
Germany 1. Bundesliga,9313,47,47,0
Germany 1. Bundesliga,9313,58,58,0
Germany 1. Bundesliga,9314,9,9,0
Germany 1. Bundesliga,9314,24,24,0
Germany 1. Bundesliga,9315,13,13,0
Germany 1. Bundesliga,9315,19,19,0
Germany 1. Bundesliga,9315,55,55,0
Germany 1. Bundesliga,9315,59,59,0
Germany 1. Bundesliga,9316,26,26,0
Germany 1. Bundesliga,9316,86,86,0
Germany 1. Bundesliga,9317,36,36,0
Germany 1. Bundesliga,9317,90,90,0
Germany 1. Bundesliga,9317,90,90,0
Germany 1. Bundesliga,9318,85,85,0
Germany 1. Bundesliga,9319,2,2,0
Germany 1. Bundesliga,9319,19,19,0
Germany 1. Bundesliga,9319,32,32,0
Germany 1. Bundesliga,9319,73,73,0
Germany 1. Bundesliga,9320,17,17,0
Germany 1. Bundesliga,9321,14,14,0
Germany 1. Bundesliga,9321,48,48,0
Germany 1. Bundesliga,9321,55,55,0
Germany 1. Bundesliga,9322,43,43,0
Germany 1. Bundesliga,9322,58,58,0
Germany 1. Bundesliga,9322,76,76,0
Germany 1. Bundesliga,9322,87,87,0
Germany 1. Bundesliga,9323,40,40,0
Germany 1. Bundesliga,9323,85,85,0
Germany 1. Bundesliga,9324,37,37,0
Germany 1. Bundesliga,9324,45,45,0
Germany 1. Bundesliga,9324,75,75,0
Germany 1. Bundesliga,9324,86,86,0
Germany 1. Bundesliga,9326,8,8,0
Germany 1. Bundesliga,9326,39,39,0
Germany 1. Bundesliga,9326,67,67,0
Germany 1. Bundesliga,9326,84,84,0
Germany 1. Bundesliga,9326,89,89,0
Germany 1. Bundesliga,9326,90,90,0
Germany 1. Bundesliga,9327,30,30,0
Germany 1. Bundesliga,9328,5,5,0
